,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Feature 15,Feature 16,Connection,Connection Size,Thread Standard,Thread Size,Maximum Operating Temperature,Application,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Sector,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Handle Type,Finish,Pack Quantity,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Feature 17,Feature 18,Anti Slip,Grips/Handles,Weight,Mounting Type,Feature 19,Feature 20,Feature 21,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Dimensions (L x W x D),Diameter,Attachment 6,Attachment 7,Attachment 8
481,PD72468,INFRARED TEMP CONTROL AUTO BASN SPOUT CH,Bristan,363.0,"Designed to support infection control measures, this Bristan Infrared temperature controlled basin spout offers hygienic and convenient touch-free operation. This motion sensor tap is suitable for high pressure plumbing systems and is compatible with mains or battery power, providing a range of installation options. Made of highly robust brass with a chrome finish, this deck-mounted tap has automatic timed turn-off for water economy.",Commercial Plumbing/Commercial Plumbing.csv -> INFRARED TEMP CONTROL AUTO BASN SPOUT CH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/68/NW-D72468_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D72468_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D72468_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D72468_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PG73877,F1102 IR URINAL FLUSH BATTERY POWERED,Franke,259.36,"This battery-operated Franke Sissons infra-red urinal flush controller limits water waste to significantly reduce costs and maintain hygiene in a public bathroom. Easy and fast to install, with inbuilt vandal-resistance and durable long life construction, this smart automatic control system automatically detects when urinals have been used, flushing automatically for hands-off hygiene. During long periods of inactivity, for example over weekends and during holidays, the urinal is flushed at least once every 12 or 24 hours as selected by the user.",Commercial Plumbing/Commercial Plumbing.csv -> F1102 IR URINAL FLUSH BATTERY POWERED,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/77/NW-G73877_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Franke_WS_Stadia_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Franke_WS_Transport_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G73877_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Franke_FF11xx_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,P139954,SANICUBIC 50MM/2IN BRASS ISOLATION VALVE,Saniflo,109.12,"This Saniflo Sanicubic 50mm isolating valve is made of brass. Isolating valves are designed to make maintenance on lifting stations simple, fast and restriction-free.",Commercial Plumbing/Commercial Plumbing.csv -> SANICUBIC 50MM/2IN BRASS ISOLATION VALVE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/54/NW-139954_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Saniflo_Commercial_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_SaniCubic_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PB98414,Saniflo Sanishower Flat sanishower flat,Saniflo,470.64,"Designed for use with low level shower trays, the Saniflo Sanishower Flat macerator pump includes a flat pump, gully and waste and is suitable for pumping a standard electric or gravity mixer shower. With two inlets, this pump allows for the addition of a wash basin too.",Commercial Plumbing/Commercial Plumbing.csv -> Saniflo Sanishower Flat sanishower flat,,"Sanishower Flat macerator pump;Pump, tray ;waste;Non-return valve;Connectors",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/14/NW-B98414_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Saniflo_Sani_Douche_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B98414_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PJ23372,Ideal Standard Strada basin 500mm White,Ideal Standard,183.74,"Made of fine fireclay with a white finish, this Ideal Standard Strada 500 x 420mm countertop washbasin has a smart, square edged design ideal for modern bathrooms. This basin is suitable for countertop or vanity unit mounting.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Strada basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/72/NW-J23372_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Ideal_Strada_Ctop_Washbasin_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Strada_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PB63303,Ideal Standard Contour HygenIQ waterless urinal 670mm White,Ideal Standard,527.32,"The Ideal Standard Contour Hygeniq waterless rimless urinal bowl is fitted with the Aquanil waterless cartridge system with its inbuilt fragrance ring. The Hygeniq design reduces splash by 90% for more hygienic use, saves on water and requires no cistern or flush pipe, making installation easier.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour HygenIQ waterless urinal 670mm White,,Waterless rimless urinal bowl;Fittings;Waste pipe;Service key,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/03/NW-B63303_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B63303_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Armitage_Shanks_Urinal_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PC29704,Armitage Shanks Markwick wall mixer tap Chrome Plated,Armitage Shanks,427.43,"The Armitage Shanks Markwik dual control wall-mounted mixer includes 150mm levers. With a convenient swivel spout and a lever that sits parallel to the wall, this tap offers neat space-saving. Suitable for low and high pressure systems, this single flow mixer requires a balanced supply.",Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Markwick wall mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/04/NW-C29704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_S8210AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/IS_Washroom_Brochure_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PC93035,AKW Sanitaryware ergonomic toilet seat with lid White,AKW,77.7,"AKW's ergonomic toilet seat with lid for use where side transfer or extra stability is required. This AKW toilet seat is ergonomically designed for comfortable use, easy cleaning and added strength.",Commercial Plumbing/Commercial Plumbing.csv -> AKW Sanitaryware ergonomic toilet seat with lid White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/35/NW-C93035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/AKW_Redbook_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_Bathroom_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Toilet_Seat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_l/r1/AKW_Redbook_V4_LR1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PJ23322,Ideal Standard Jasper Morrison rim flush urinal,Ideal Standard,566.25,"The designer Ideal Standard Jasper Morrison flushing urinal bowl has a stylish curved rim and provides a surprisingly sleek, contemporary look to a bathroom space.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Jasper Morrison rim flush urinal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/22/NW-J23322_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E6215_E6227_K7106_A7001_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PJ23582,Armitage Shanks Contour 21+ doc M close coupled right handed rails Charcoal,Armitage Shanks,1278.8,"Doc M Contour 21+ close coupled right hand corner pack, WC pan, water saving delay fill cistern with spatula lever, grab rails, hinged support rail with toilet roll holder, seat no cover with retaining buffers, copper tails on TMV3 mixer tap. Use ""specify this"" to conveniently include the additional washbasin items to the Close Coupled Doc M pack or list all the items in the illustrated column. The room set is described in Part M as ""Doc M Close Coupled Pack and additional washbasin for standing users"". This provides the unisex wheelchair toilet facility suitable for use where only one washroom exists within a building. TMV3 approved basin mixers to help prevent scalding with integral thermostat to reduce legionella risk. Water saving delay fill 4.5 litre cistern.",Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Contour 21+ doc M close coupled right handed rails Charcoal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/rh/S0684_RH_wm.jpg,,,,,,Contour 21,N,S0684RN,Close Coupled Right Handed Rails,N,Doc M delivered in one box,BS8300 compliant,Optional colour combinations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PC96150,"Armitage Shanks Stewart(New) inset stainless steel single bowl ink, no overlow and left hand drainer 920 x 500mm, 2 tapholes at",Armitage Shanks,283.22,"Designed for use in staff areas, the Armitage Shanks Stewart 920 x 500mm stainless steel sink is suitable for insetting into a work surface. A single bowl design, this sink comes complete with a drainer and tap holes at 200mm centres.","Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Stewart(New) inset stainless steel single bowl ink, no overlow and left hand drainer 920 x 500mm, 2 tapholes at",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/50/C96150_wm.jpg,,,,,,,N,S1299MY,Inset Sink,N,Stainless steel construction,With left handed drainer,With 2x tap holes,For on-furniture mounting,No overlow and left hand drainer,,,,,,,,,,Stainless Steel,5 mm,No,1,Rectangle,on furniture,420x350,Stainless Steel,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PJ23588,Armitage Shanks Contour 21+ doc M back to wall right handed rails White,Armitage Shanks,1278.8,"Doc M Contour 21+ back to wall right hand corner pack, rimless WC pan, water saving delay fill Conceala cistern with spatula lever, grab rails, hinged support rail with toilet roll holder, seat no cover with retaining buffers, copper tails on TMV3 mixer tap. Doc M pack, specifically designed to latest recommendations which call for the tap to be positioned more conveniently on the side of the basin closest to the seated user. These packs have a left hand or right hand single taphole basin specific to that need. Taps have copper tails as these are preferred in many applications. TMV3 approved basin mixer to help prevent scalding with integral thermostat to reduce Legionella risk. Water saving 4.5 or 6 litre cistern.",Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Contour 21+ doc M back to wall right handed rails White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/6_/rh/S0686_RH_wm.jpg,,,,,,Contour 21,N,S0686AC,Back to Wall Right Handed Rails,N,Delivered in one box,Further rail colour options,LABC approved,BS8300 compliant,Stainless Steel finish rails with Grey seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PB96685,SANICUBIC 2 XL LIFTING STN WC'S&APPLNCES,Saniflo,3150.38,"Suitable for high volume commercial use, the Saniflo Sanicubic 2 XL lifting station effortlessly handles up to 40M³/hr of black water using two highly effective 2kW pumps. Easy to install, this lifting station simply stands on the floor with no need to be positioned below ground, saving on costly and time-consuming excavation.",Commercial Plumbing/Commercial Plumbing.csv -> SANICUBIC 2 XL LIFTING STN WC'S&APPLNCES,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/85/NW-B96685_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Saniflo_Sanicubic_2_XL_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Sanicubic_2_XL_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Saniflo_Pump_Macerator_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PB98223,Grundfos Sololift2 CWC-3 macerator,Grundfos,692.63,"Compact and ready to install, the Grundfos Sololift2 CWC-3 automatic lifting station is fitted with powerful integrated cutter systems for effective use. Supplied with a non-return valve, this lifting station is suitable for pumping wastewater containing faeces away from private dwellings.",Commercial Plumbing/Commercial Plumbing.csv -> Grundfos Sololift2 CWC-3 macerator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/23/NW-B98223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_Sololift2_CWC-3_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Sololift2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B98223_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PB62125,Ideal Standard Markwik 21+ fixed deck mounted thermostatic bioguard outlet,Ideal Standard,742.15,"Clean and practical, the Ideal Standard Markwik 21+ thermostatic basin mixer with lever includes sequential control to draw hot and cold through with every use. While insulated technology keeps the hot side of the mixer at a safe temperature and a built-in thermal cleanse and BioGuard outlet provides every day safety, the body is de-mountable for washer disinfector sterilisation, preventing cross contamination.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Markwik 21+ fixed deck mounted thermostatic bioguard outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/25/NW-B62125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik_21+_Mixer_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwik_21+_A6734AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PC29710,"Ideal Standard Markwick bib taps 1/2"" Chrome Plated",Ideal Standard,204.35,"Reliably safe, this pair of Ideal Standard Markwick 1/2"" bib taps is suitable for installation in healthcare premises. Designed for wall-mounted installation, these taps offer dual control operation via two simple, easy to use levers and a robust brass construction with chrome finish. Markwick bib taps are compatible with both high and low pressure water systems.","Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Markwick bib taps 1/2"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/10/NW-C29710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/IS_Markwick_Contour_21+_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_S8270AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PD04892,Ideal Standard ProSys Wall hung WC frame,Ideal Standard,224.27,"A high quality full depth WC frame, this Ideal Standard wall hung frame is part of the comprehensive ProSys In Wall installation system. Offering pneumatic actuation, this toilet cistern offers easy maintenance and a delay fill valve to help save on water.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard ProSys Wall hung WC frame,,WC frame,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/92/D04892_wm.jpg,,,,,,Prosys,N,R031367,,N,Pneumatic actuation,"Full height, 120mm depth WC frame",Easy maintenance,Water saving smart valve (delay fill),Easy adjustment to low water volume,,,,,,,,,,Blue/Chrome,,,,,,,Mixed Material,,,120,,,,,,,,,,,,,,10 Years,,,,,,,,,,Dual Flush,,No,Back inlet,Pnuematic Flushplate,No,,,,,,,,,,,,,,,,,,,,,
498,PD04894,Ideal Standard ProSys WC pneumatic frame 820mm,Ideal Standard,224.27,"Suitable for front or top actuation of a cistern, this Ideal Standard ProSys 820mm pneumatic wall-hung WC frame is part of a full range of fittings for the high quality installation of a concealed toilet. Easy to fit and providing good access for maintenance, this frame includes a delay fill valve to help save on water.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard ProSys WC pneumatic frame 820mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/94/NW-D04894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IStandard_WC_Frame_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PD64423,Intatec Non Concussive  standard basin tempreature regulator single,Intatec,154.46,"Helping to minimise water waste in public washrooms, the Intatec non-concussive basin-mounted tap with adjustable temperature control is compatible with Inta thermostatic mixing valves. Offering simple manual operation via a control knob, this tap closes automatically after 15 seconds for improved water economy. The temperature of the supplied water is adjusted by simply twisting the control knob.",Commercial Plumbing/Commercial Plumbing.csv -> Intatec Non Concussive  standard basin tempreature regulator single,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/23/NW-D64423_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Intatec_NC180CP_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_NC180CP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intatec_NC180CP_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PJ23576,Armitage Shanks Contour 21+ doc M close coupled left handed rails Blue,Armitage Shanks,1278.8,"Doc M Contour 21+ close coupled left hand corner pack, WC pan, water saving delay fill cistern with spatula lever, basin, grab rails, hinged support rail with toilet roll holder, seat no cover with retaining buffers, copper tails on TMV3 mixer tap. Use ""specify this"" to conveniently include the additional washbasin items to the Close Coupled Doc M pack or list all the items in the illustrated column. The room set is described in Part M as ""Doc M Close Coupled Pack and additional washbasin for standing users"". This provides the unisex wheelchair toilet facility suitable for use where only one washroom exists within a building. TMV3 approved basin mixers to help prevent scalding with integral thermostat to reduce legionella risk. Water saving delay fill 4.5 litre cistern.",Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Contour 21+ doc M close coupled left handed rails Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/lh/S0683_LH_wm.jpg,,,,,,Contour 21,N,S0683LI,Close Coupled Left Handed Rails,N,Doc M delivered in one box,BS8300 compliant,Optional colour combinations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PD05425,Fluidmaster Euroflo ZB38405 90deg pan connector long extender from 400-730mm,Fluidmaster,17.47,A Fluidmaster 90° long pan connector extension offers an additional 400 - 730mm.,Commercial Plumbing/Commercial Plumbing.csv -> Fluidmaster Euroflo ZB38405 90deg pan connector long extender from 400-730mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/26/NW-D05425_D05426_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Fluidmaster_UK_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PB97306,CONTOUR 21 DOC M BLUE RAILS AMBULANT CC,Ideal Standard,586.6,"Designed for convenient use by walking impaired people, this Ideal Standard Contour 21+ Doc M ambulant care pack makes it easy to create an accessible bathroom. It includes a close-coupled WC and cistern with easy to use spatula lever, grab rails, a toilet seat with retaining buffers and a handy white plastic clothes hook.",Commercial Plumbing/Commercial Plumbing.csv -> CONTOUR 21 DOC M BLUE RAILS AMBULANT CC,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/06/NW-B97306_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Contour21_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Ideal_Doc-M_Contour_21+_S6958_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
