,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Seasonal Space Heating Energy Efficiency %,Seasonal Space Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Flow Rate,Water Heating Energy Efficiency Class,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Dry Weight (kg),Boiler Bundles,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6
64,P116297,Grant Vortex Pro External Combi 26 ErP high efficiency outdoor combi oil boiler,Grant,3214.41,"Reduce your carbon footprint and lower fuel bills with the ErP A-rated Grant Vortex Pro External Combi 26 boiler. Providing heating and hot water without the need for an additional water tank, this 26kW combi boiler is ideal for homes where space is at a real premium thanks to the hard-wearing powder-coated casing and inbuilt frost protection that allow it to be safely sited outside of the house. Fitted with the reliable Riello RDB low NOx burner for compliancy with 2018 low NOx legislation, this combi provides peace of mind as well as the increased hot water performance that comes with Grant's larger sized heat exchangers.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Pro External Combi 26 ErP high efficiency outdoor combi oil boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/98/116296_116298_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Pro_Ext_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_Vortex_Pro_Ext_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/_1/Grant_Vortex_Pro_Brochure_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grant_Vortex_Pro_Ext_Combi_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/gs/Grant_Vortex_Pro_Burner_Settings.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116297_ErP.pdf
65,P333939,Worcester Bosch Greenstar Danesmoor 12/18 2022+ utility system boiler,Worcester Bosch,1944.0,"An oil boiler ideal for the kitchen or utility room in homes of almost any size, the Worcester Bosch Greenstar Danesmoor Utility System 12/18 2022+ system boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/Oil Boilers/Oil Boilers.csv -> Worcester Bosch Greenstar Danesmoor 12/18 2022+ utility system boiler,,Boiler;Greenstar Danesmoor installation;Commissioning ;servicing instruction manual;User instructions;Fascia information card;Guarantee registration card;BSP plug;ErP label;Flue damper,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/58/115356_115358_wm.jpg,White,Oil,Greenstar Danesmoor,2 years,51.3Kg,A,N,A,,18 kW,600,90.7,Floor Standing,333939 PK,System Boiler,N,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,112,,,,,,,
66,P111876,Firebird Envirogreen System C26 internal system boiler 20-26kW,Firebird,1801.42,"The Firebird Envirogreen System C26 internal system boiler is a reliable heating and hot water solution for the busiest of homes, supplying uninterrupted hot water in even the most challenging circumstances. Neatly designed to fit under a kitchen countertop, this quiet, easy to install 26kW boiler comes with a range of flueing options and has a durable casing to ensure it looks good for longer. ErP A-rated, the Envirogreen has an inbuilt anti-cycling function and patented heat exchanger for reduced energy waste.",Boilers/Oil Boilers/Oil Boilers.csv -> Firebird Envirogreen System C26 internal system boiler 20-26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/78/111875_111878_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Firebird_Boiler_Handbook.pdf,,,,,
67,P116272,Grant Vortex Pro Utility 15/26 ErP kitchen/utility oil boiler,Grant,1926.4,"The unique Grant Vortex Pro Utility 15/26 automatic pressure jet oil boiler is full of inventive features designed to maximise efficiency for lower running costs and an ErP A rating. Designed for use in a fully pumped central heating system with an indirect domestic hot water cylinder, the Vortex Pro is fitted with the highly reliable Riello RDB low-NOx burner and a patented heat exchanger which makes sure that every bit of heat is used to run your central heating system. Attractively designed and quiet in operation, this boiler fits unobtrusively into just about any setting.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Pro Utility 15/26 ErP kitchen/utility oil boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/79/116271_116279_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_Vortex_Utility_System_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grant_Vortex_Utility_System_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116272_ErP.pdf
68,P116277,Grant Vortex Pro Utility System 15/26 ErP kitchen/utility oil boiler,Grant,2151.0,"The unique Grant Vortex Pro Utility 15/26 automatic pressure jet oil boiler is full of inventive features designed to maximise efficiency for lower running costs and an ErP A rating. Designed for use in a fully pumped central heating system with an indirect domestic hot water cylinder, the Vortex Pro is fitted with the highly reliable Riello RDB low-NOx burner and a patented heat exchanger which makes sure that every bit of heat is used to run your central heating system. Attractively designed and quiet in operation, this boiler fits unobtrusively into just about any setting.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Pro Utility System 15/26 ErP kitchen/utility oil boiler,,Boiler only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/79/116271_116279_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_Vortex_Utility_System_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grant_Vortex_Utility_System_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116277_ErP.pdf
69,P174940,Warmflow Agentis I26C internal combi oil boiler 26kW,Warmflow,2645.91,"The UK and Ireland's only AAA-rated oil combi boiler, the efficient Warmflow Agentis I26C can save up to 5L of fuel per week compared to similar oil boilers. The uniquely designed Agentis includes a highly efficient 32 plate heat exchanger, 24L hinged expansion vessel, factory-fitted seven day dual channel programmer and eco-friendly Riello NOx burner technology. Providing great value along with easy, straightforward operation, this slimline patented 26kW boiler has a lower component count than most making it easier and more affordable to maintain while push-in O-ring fittings contribute to quick and simple installation.",Boilers/Oil Boilers/Oil Boilers.csv -> Warmflow Agentis I26C internal combi oil boiler 26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/40/174939_174940_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warmflow_Agentis_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Warmflow_Agentis_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/174940_ErP.pdf,,,
70,P111862,Firebird Envirogreen Slimline Combi C20 combi internal boiler 18-20kW,Firebird,2208.77,"The Firebird Envirogreen Slimline Combi C20 internal combi boiler ensures a highly efficient, eco-friendly heating and hot water supply in homes where installation space is limited. At just under 600mm width, this compact and quiet 20kW boiler with front servicing access and a range of flueing options can be fitted in even the most awkward spots, making it ideal for a re-fit or in a smaller new build. Meanwhile a host of green measures are incorporated into the ErP A-rated Envirogreen, including the elco low NOx burner and a highly efficient patented heat exchanger, to ensure that efficiency legislation is not just met, but exceeded.",Boilers/Oil Boilers/Oil Boilers.csv -> Firebird Envirogreen Slimline Combi C20 combi internal boiler 18-20kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/64/111862_111864_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Firebird_Envirogreen_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Internal_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Firebird_Envirogreen_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/111862_ErP.pdf,
71,P117039,Grant Vortex Pro XS Internal Combi 26 internal combi boiler 26kw,Grant,2958.42,"The slimline Grant Vortex Pro XS Internal Combi 26 condensing boiler is the ideal choice for the eco-friendly home, significantly reducing your carbon footprint while keeping fuel bills low thanks to a great ErP A rating for heating efficiency. This sleekly designed 26kW output combi features the trusted Riello RDB burner so it's compliant with 2018 low NOx legislation and with two ultra accurate electronic temperature controls you'll enjoy instant hot water even while operating central heating on condensing mode. A compact boiler with plenty of power, the Vortex Pro XS has been developed as an addition to the existing Grant range so it's ideal as a replacement for older oil fired combis, fitting neatly into a smaller space if required.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Pro XS Internal Combi 26 internal combi boiler 26kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/39/117039_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/117039_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grant_Vortex_Pro_Int_Combi_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/_1/Grant_Vortex_Pro_Brochure_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_Vortex_Pro_Int_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/gs/Grant_Vortex_Pro_Burner_Settings.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Pro_Int_Combi_Technical.pdf
72,P111863,Firebird Envirogreen Slimline Combi C26 combi internal boiler 20-26kW,Firebird,2256.94,"At just below 600mm in width and almost silent during operation, the Firebird Envirogreen Slimline Combi C26 internal combi boiler is ideal for small space new builds and re-fits in awkward spaces, providing front access servicing and a wide range of flueing options for easy installation. This highly efficient, eco-friendly heating and hot water boiler maintains a cost-effective ErP A rating thanks to an elco low NOx burner and a highly efficient patented heat exchanger, all designed to make sure that efficiency legislation is not just met, but exceeded.",Boilers/Oil Boilers/Oil Boilers.csv -> Firebird Envirogreen Slimline Combi C26 combi internal boiler 20-26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/64/111862_111864_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Firebird_Envirogreen_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Internal_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Firebird_Envirogreen_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/111863_ErP.pdf,
73,P116260,Grant Vortex Eco External 15/21 ErP external floor standing utility boiler including flue,Grant,1831.41,"Robustly built to withstand challenging outdoor conditions, the steel-enclosed Grant Vortex Eco External 15/21 condensing boiler is designed for installation outside the home, against a wall or as a freestanding unit. The boiler's multi-directional flue and conveniently quiet operation make siting easy in even the most difficult of locations, while internal components including a tough stainless steel heat exchanger and Riello RDB low-NOx burner help to achieve an ErP A rating.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco External 15/21 ErP external floor standing utility boiler including flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/62/116260_116262_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoExternalSystem_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116260_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_VortexEcoExternal_Installation.pdf
74,P111864,Firebird Envirogreen Slimline Combi C35 combi internal boiler 26-35kW,Firebird,2514.17,"The compact and ultra-quiet Firebird Envirogreen Slimline Combi C35 internal combi boiler is designed with smaller new builds and tricky re-fits in mind. Measuring in at just under 600mm in width and providing front access servicing and a wide range of flueing options, this feature-packed combi is simple to install and maintain. Highly efficient and eco-friendly, the 36kW Envirogreen has a cost-effective ErP A rating for heating thanks to the elco low NOx burner and a highly efficient patented heat exchanger, designed to make sure that efficiency legislation is met and exceeded.",Boilers/Oil Boilers/Oil Boilers.csv -> Firebird Envirogreen Slimline Combi C35 combi internal boiler 26-35kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/64/111862_111864_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Firebird_Envirogreen_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Internal_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Firebird_Envirogreen_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/111864_ErP.pdf,
75,P174930,Warmflow Agentis I33 internal heat only oil boiler 33kW,Warmflow,1769.49,"Slimline and stylish, the Warmflow Agentis I33 internal heat only boiler offers a seamless finish in contemporary kitchen and utility room designs. Fitted with powerful components, including a patented heat exchanger, Riello low-NOx burner and reliable Grundfos pump, the Agentis internal range includes the only AA-rated oil boiler currently on the market, averaging a saving of 5L of fuel a week for lower fuel bills and reduced emissions.",Boilers/Oil Boilers/Oil Boilers.csv -> Warmflow Agentis I33 internal heat only oil boiler 33kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/30/174928_174930_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Warmflow_Agentis_I33_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Warmflow_Agentis_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Warmflow_Oil_Boilers_Guide.pdf,,,
76,P116261,Grant Vortex Eco External 21/26 ErP external floor standing utility boiler including flue,Grant,2063.25,"Robustly built to withstand challenging outdoor conditions, the steel-enclosed Grant Vortex Eco External 21/26 condensing boiler is designed for installation outside the home, against a wall or as a freestanding unit. The boiler's multi-directional flue and conveniently quiet operation make siting easy in even the most difficult of locations, while internal components including a tough stainless steel heat exchanger and Riello RDB low-NOx burner help to achieve an ErP A rating.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco External 21/26 ErP external floor standing utility boiler including flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/62/116260_116262_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoExternalSystem_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116261_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_VortexEcoExternal_Installation.pdf
77,P116262,Grant Vortex Eco External 26/35 ErP external floor standing utility boiler including flue,Grant,2365.93,"Robustly built to withstand challenging outdoor conditions, the steel-enclosed Grant Vortex Eco External 26/35 condensing boiler is designed for installation outside the home, against a wall or as a freestanding unit. The boiler's multi-directional flue and conveniently quiet operation make siting easy in even the most difficult of locations, while internal components including a tough stainless steel heat exchanger and Riello RDB low-NOx burner help to achieve an ErP A rating.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco External 26/35 ErP external floor standing utility boiler including flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/62/116260_116262_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoExternalSystem_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Grant_Vortex_Eco_External_26-35_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_VortexEcoExternal_Installation.pdf
78,P174963,Warmflow Agentis E26C external combi oil boiler 26kW,Warmflow,2758.81,"With a weather-protected, maintenance-free IP45 rated casing, the 26kW output Warmflow Agentis E26C external combi boiler is designed especially for outdoor use. The UK and Ireland's only AAA-rated oil boiler, the Agentis E26C can save homeowners up to 5L of fuel per week compared to other leading oil combis, helping to significantly reduce fuel costs. Featuring up-to-date Riello low NOx technology, a 24L hinged expansion vessel, a highly efficient patented 32 plate heat exchanger and factory-fitted domestic hot water mini expansion vessel, this slimline oil-fired boiler is easy and efficient to install, operate and maintain.",Boilers/Oil Boilers/Oil Boilers.csv -> Warmflow Agentis E26C external combi oil boiler 26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/63/174962_174963_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/174963_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warmflow_Agentis_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Warmflow_Agentis_Installation.pdf,,,
