,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Area (m2),Range,Warranty,Hazardous,Output (W),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Diameter,Dimensions (L x W x D),Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Connection Size,Material,Number of Ports,Depth (mm),Feature 17,Thickness,Connection Type,Operating Temperature,Sector,Model For Use With
66,P581512,JG Underfloor JGSTATRF4BBL battery RF programmable stat Black,JG Underfloor,82.01,"A simple control for wet underfloor heating systems, the JG Underfloor battery operated RF programmable thermostat in black offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to use thermostat has an intuitive interface, signalling the JG Underfloor wiring centre and making setting times and temperatures simple with no requirement for inconvenient additional wiring. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JGSTATRF4BBL battery RF programmable stat Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/581512_wm.jpg,,,,,,,,,,N,,JGSTATRF4BBL,Battery operated programmable room thermostat for underfloor heating,N,Battery operated,Easy to install and set up,7-day programme with 15-minute increments,6x on/off periods,Radio signalling to RF wiring centre saves on cabling and eliminates damage and disruption,Ambient temperature sensor,,,Optional connection for external probe to protect against excessive heat,Open Window function detects sudden temperature drops,Adaptive function predicts heat-up times and adjusts to eliminate temperature spikes,Freeze Protection reduces waste in unused rooms,Freeze Protection adjustable from 5 - 17°C,Holiday function maintains low-level heating when unoccupied,Heating Boost boosts for 1 - 9 hours in low temperatures,Anti-seize function protects pump from seizing in low-usage,Smartphone app compatible,Compatible with Alexa or Google Home voice control,,,,,Meets Boiler Plus requirements,,,,,
67,P567608,Wavin Wavin Hep2O Underfloor Heating 15UH231 underfloor heating pipe staples 60mm,Wavin,0.14,"Used to hold pipes in position on rigid insulation before screeding, these Wavin Hep2O 60mm UFH pipe staples can be applied by hand or, to make things even easier, using a staple gun.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Wavin Wavin Hep2O Underfloor Heating 15UH231 underfloor heating pipe staples 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/08/567608_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Wavin_Hep2O_Guarantee_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2O_Underfloor_Heatng_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P567634,Wavin Hep2O 15UH513 underfloor heating composite manifold 3-piece balancing adaptor 15mm,Wavin,152.46,"Serving two or more plumbed UFH circuits connected to a boiler or alternative heat source, this Wavin Hep2O underfloor heating composite manifold includes three ports and 15mm connections. Should the underfloor heating be connected to a high temperature heat source that also controls hot water or radiators, a mixing unit will need to be connected to this manifold. This will ensure that water is mixed to the correct temperature for the system.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Wavin Hep2O 15UH513 underfloor heating composite manifold 3-piece balancing adaptor 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/34/567634_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Hep2o_Underfloor_Product-Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hep2o_Underfloor_Manifold_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P581487,JG Underfloor LowFit 7 port manifold stainless steel 12mm conns,JG Underfloor,318.24,"Manufactured to the best possible quality, the high performance JG Speedfit LowFit seven port underfloor heating manifold promises reliability and longevity. Manufactured in stainless steel, this manifold offers quick and easy installation thanks to its Speedfit push-fit connections, pre-assembled wall brackets and ready-fitted vibration isolation mounts and automatic air vent. Suitable for left or right handed supplies, this manifold comes fully assembled with flow and return rails and with adjustable flow meters and a fill valve included. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor LowFit 7 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/87/NW-581482_581487_wm.jpg,,,,,,,,Lowfit,2 Year,N,,JGLOWFITMAN7,Manifold,N,7 ports,Stainless steel construction,High performance,"Easy, quick install with 12mm Speedfit connections",Speedfit connections eliminate requirement for reducing adaptors,Pre-mounted brackets and vibration isolation mount for ease of installation,,,Integral automatic air vent eliminates the air that may impact circulation,Valves on return manifold compatible with thermoelectric heads,Rail valves on return rail for easy connection of circuit actuators,Suitable for left- or right-hand supply,Maximum working pressure 3 bar,Maximum test pressure 10 bar,Working temperature 30 - 55°C,2 year warranty,,,12 mm,Stainless Steel,7,,,,,,,
70,P262977,Myson Floortec TOUCH2 wifi thermostat and hub pack,Myson,418.67,"Control your heating from anywhere using the second generation, app-enabled Myson Touch 2 Wi-Fi thermostat and Touch 2 hub. Easy to set up, this thermostat connects your home system with a smartphone or tablet via the Myson Touch 2 app for on-the-go control. Available on its own as a programmable room thermostat or as part of a combined solution along with the Touch 2 Hub, this thermostat can help to meet Boiler Plus requirements.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec TOUCH2 wifi thermostat and hub pack,,Programmable thermostat;Hub,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/77/NW-262976_262977_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Myson_E_Controls_Thermostat_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Touch2WiFi_HUB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Underfloor_Heating_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Touch2WiFi_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P581456,JG Underfloor Speedfit JGUFHPACK20/4 under floor heating pack - up to 20mtr2,JG Underfloor,864.68,"Designed for solid floors, the JG Underfloor Speedfit underfloor heating pack is suitable for spaces of up to 20M². Including a control unit and thermostat, as well as the underfloor heating piping and fixtures, Speedfit is an ideal choice for straightforward all-in-one installation in conservatories or extensions.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit JGUFHPACK20/4 under floor heating pack - up to 20mtr2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/56/581456_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_UFH_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P581490,JG Underfloor Lowfit JGLOWFITMAN10 10 port manifold stainless steel 12mm conns,JG Underfloor,412.07,"Distributing warm water via low profile pipework, the JG Underfloor LowFit 12mm 10-port UFH manifold is manufactured to a high level in tough stainless steel. Fitted using JG Speedfit push-fit connections, this manifold is easy and quick to install thanks to the supplied pre-mounted bracket and vibration isolation mount. Ready assembled, the LowFit UFH manifold is supplied complete with vital components including flow and return rails, an automatic air vent, adjustable flow meters and a fill valve. In addition, protective dust caps are supplied on the return rail, removable if circuit actuator valves are installed, allowing for the opening and closing of water flow around pipe loops.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Lowfit JGLOWFITMAN10 10 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/90/NW-581490_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JG_LowFit_UFH_Manifold_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/JG_Underfloor_Heating_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P567611,Wavin Hep2O underfloor heating edge expansion foam 150mm x 25mtr,Wavin,43.19,"Suitable for installation around the perimeter of a room ahead of final screeding, this Wavin Hep2O UFH edge expansion foam allows for the thermal expansion of floor screed, preventing screed ingress underneath insulation in underfloor heating installations.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Wavin Hep2O underfloor heating edge expansion foam 150mm x 25mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/11/567611_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Wavin_Hep2O_Guarantee_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2O_Underfloor_Heatng_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P581510,JG Underfloor JGSTATRF4BL wired/rf programmable stat 240V Black,JG Underfloor,82.01,"A simple control for wet underfloor heating systems, the JG Underfloor 240v wired RF programmable thermostat in black offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to install thermostat has a back plate designed for pre-fitting and a front plate that can remain uninstalled until all work is done, while standard pattress box sizing is ideal for renovation and new build projects. With an intuitive interface, this thermostat signals the JG Underfloor wiring centre via radio signal, making setting times and temperatures simple and with no need for additional wiring. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JGSTATRF4BL wired/rf programmable stat 240V Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/10/581510_wm.jpg,,,,,,,,,,N,,JGSTATRF4BL,Wired programmable room thermostat for underfloor heating,N,Mains-wired,Easy to install and set up,7-day programme with 15-minute increments,6x on/off periods,Ambient temperature sensor,Optional connection for external probe to protect against excessive heat,,,Open Window function detects sudden temperature drops,Adaptive function predicts heat-up times and adjusts to eliminate temperature spikes,Freeze Protection reduces waste in unused rooms,Freeze Protection adjustable from 5 - 17°C,Holiday function maintains low-level heating when unoccupied,Heating Boost boosts for 1 - 9 hours in low temperatures,Anti-seize function protects pump from seizing in low-usage,Smartphone app compatible,Compatible with Alexa or Google Home voice control,Meets Boiler Plus requirements,,,,,,,,,,
75,P262976,Myson Floortec TOUCH2 wifi thermostat,Myson,145.4,"Control your heating from anywhere using the second generation, app-enabled Myson Touch 2 Wi-Fi thermostat. Easy to set up, this thermostat connects your home system with a smartphone or tablet via the Myson Touch 2 app for on-the-go control. Available on its own as a programmable room thermostat or as part of a combined solution along with the Touch 2 Hub, this thermostat can help to meet Boiler Plus requirements.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec TOUCH2 wifi thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/77/NW-262976_262977_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Myson_E_Controls_Thermostat_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Touch2WiFi_HUB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Underfloor_Heating_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Touch2WiFi_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P581505,JG Underfloor 11 port JGUFHMAN11/3 manifold s/s 15mm connections,JG Underfloor,451.58,"Keeping underfloor heating pipework in one place, the JG Underfloor eleven port manifold distributes warm water through pipe circuits for even warmth without hot spots. Manufactured in stainless steel to very high standards, this manifold offers quick, simple installation thanks to its JG Speedfit connections, integral air vent and fill valve and its pre-assembled wall bracket and vibration isolation mount. Additionally, pre-assembled flow rate indicators allow for the easy adjustment of flow and pipe circuit isolation. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves. Suitable for use with the JG Aura wiring centre and JG Aura heating controls, the JG Underfloor manifold can also be used for independent zone control.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor 11 port JGUFHMAN11/3 manifold s/s 15mm connections,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/05/NW-581505_wm.jpg,,,,,,,,11 port,2,N,,JGUFHMAN11/3,N/A,N,JG Underfloor 11 Port Manifold connects and centralises underfloor (UFH) pipework in one place and distributes warm water through the pipe circuits to provide even and comfortable heat,"When combined with the JG Aura wiring centre and JG Aura heating controls, it also offers independent zone control","Made from stainless steel, the manifold is manufactured to the highest standards","Fast and simple to install, it has a pre-fitted wall bracket and vibration isolation mount and uniquely features JG Speedfit connections and an integral air vent and fill valve",It also features pre-assembled flow rate indicators for adjusting flow and isolating pipe circuits,"Protective dust caps are supplied on the return rail, which can be removed when installing circuit actuator valves to open and close the flow of water to each pipe loop.",,120x336x755,,,,,,,,,,,15mm,Stainless Steel,11,755,,,,,,
77,P567631,Wavin Wavin Hep2O Underfloor Heating 15UH512 underfloor heating composite manifold control pack,Wavin,504.63,"Built around a full composite manifold, this Wavin Hep2O underfloor heating control pack includes a three port mixing unit and a robust and reliable Grundfos pump. This pack is suitable for the control of UFH in domestic or light commercial premises.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Wavin Wavin Hep2O Underfloor Heating 15UH512 underfloor heating composite manifold control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/31/567631_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Hep2O_Wavin_UFH_Manifold_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P262971,Myson Floortec 99310PR 10 port premium manifold,Myson,613.41,"A compact ten port Myson Floortec premium manifold, built as the central point for your underfloor heating system. Supplied complete with fixtures and fittings for easier installation, the manifold is used to distribute the mixed water provided by a manifold control centre to each heating circuit.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec 99310PR 10 port premium manifold,,Manifold;Automatic air vent;Pressure gauge;Isolating valves;Flow meter adjustment key;Fibre washers;Mounting plugs;screws;Hose connection;Pipe inserts;Bend formers,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/73/262963_262973_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_UFH_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P567680,Wavin Sentio Thermostat Wired,Wavin,110.77,"This Wavin Sentio wired thermostat offers smart control and regulation of underfloor heating, cooling and ventilation systems.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Wavin Sentio Thermostat Wired,,Thermostat,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/80/567680_wm.jpg,,,,,,,,,1 year,N,,35CS400,Thermostat,N,For radiant heating and cooling,Also compatible with mechanical ventilation,Wired,,,,,123 x 94 x 33,,,,,,,,,,,,,,33,,,,,,UFH systems
80,P581454,JG Underfloor Speedfit wireless boiler receiver,JG Underfloor,74.19,This JG Underfloor Speedfit wireless boiler receiver communicates with wireless thermostats via the wireless wiring centre in an underfloor heating installation.,Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit wireless boiler receiver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/54/581454_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JGSpeedfit_Aura_Wireless_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JG_Speedfit_Aura_UFH_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JGSpeedfit_Receiver_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/JG_Speedfit_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P581451,JG Underfloor Speedfit wet room probe,JG Underfloor,13.15,"This JG Underfloor Speedfit remote probe is used to control underfloor heating temperature in a wet room, bathroom or anywhere that moisture could cause problems. It is also suitable to control floor temperature where overheating might cause damage.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit wet room probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/51/581451_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JGSpeedfit_Aura_Wireless_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P581515,JG Underfloor JG Underfloor wireless heating controls  JGWCRF4 RF wiring centre 240V,JG Underfloor,195.17,"An all-in-one junction box for underfloor heating systems, the JG Underfloor 240v RF wiring centre centralises controls with eight zone connections. Easy to mount and wire thanks to its labelled circuit board, this wiring centre incorporates all hard-wired connections for zone valves, pumps and actuators as well as an RF connection for remote programmable thermostats, making the connection and control of additional radiators or hot water motorised valves simple. For additional convenience, the JG Underfloor wiring centre can be fully controlled via smartphone using the JG Underfloor gateway and app.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JG Underfloor wireless heating controls  JGWCRF4 RF wiring centre 240V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/15/581515_wm.jpg,,,,,,,,JG Underfloor wireless heating controls,2 years,N,,JGWCRF4,,N,Controls up to 4x circuits from a single thermostat,On-board RF communication between thermostats and wiring centre,No need for additional wiring,"LED lights indicate power status, thermostats, pump, boiler and hot water",Dip switches on all 8 standard zones stop UFH pump activating when radiators and underfloor heating are available,All functions fully accessible from front of unit,,,No additional internal link wiring required,Connections for hot water and central heating zone valves,2 year warranty,,,,,,,,,,,,,57mm,,,,
83,P581502,JG Underfloor 5 port JGUFHMAN5/3 manifold s/s 15mm connections,JG Underfloor,242.94,"Keeping underfloor heating pipework in one centralised place, the JG Underfloor five port manifold distributes warm water through pipe circuits for even warmth without hot spots. Manufactured in stainless steel to very high standards, this manifold offers quick, simple installation thanks to its JG Speedfit connections, integral air vent and fill valve and its pre-assembled wall bracket and vibration isolation mount. Additionally, pre-assembled flow rate indicators allow for the easy adjustment of flow and pipe circuit isolation. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves. Suitable for use with the JG Aura wiring centre and JG Aura heating controls, the JG Underfloor manifold can also be used for independent zone control.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor 5 port JGUFHMAN5/3 manifold s/s 15mm connections,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/02/NW-581502_wm.jpg,,,,,,,,5 port,2,N,,JGUFHMAN5/3,N/A,N,High performance stainless steel manifold with 5 ports,Easy to fit wall bracket and vibration isolation mount,Fast and simple push-fit connections (JG Speedfit),"Integral air vent, fill valve and adjustable flow meter",Versatile assembly for left or right-hand supply,Protective and removable dust caps,,120x336x405,Suitable for use with JG Speedfit PEX and polybutylene barrier pipe (inserts required),"Screw plugs, pipe inserts (STS) and collet clips supplied",Suitable for underfloor heating applications only,,,,,,,,15mm,Stainless Steel,5,405,,,,,,
84,P581491,JG Underfloor Lowfit JGLOWFITMAN11 11 port manifold stainless steel 12mm conns,JG Underfloor,451.58,"Distributing warm water via low profile pipework, the JG Underfloor LowFit 12mm 11-port UFH manifold is manufactured to a high level in tough stainless steel. Fitted using JG Speedfit push-fit connections, this manifold is easy and quick to install thanks to the supplied pre-mounted bracket and vibration isolation mount. Ready assembled, the LowFit UFH manifold is supplied complete with vital components including flow and return rails, an automatic air vent, adjustable flow meters and a fill valve. In addition, protective dust caps are supplied on the return rail, removable if circuit actuator valves are installed, allowing for the opening and closing of water flow around pipe loops.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Lowfit JGLOWFITMAN11 11 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/91/NW-581491_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JG_LowFit_UFH_Manifold_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/JG_Underfloor_Heating_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P581485,JG Underfloor LowFit 5 port manifold stainless steel 12mm conns,JG Underfloor,242.94,"Manufactured to the best possible quality, the high performance JG Speedfit LowFit five port underfloor heating manifold promises reliability and longevity. Manufactured in stainless steel, this manifold offers quick and easy installation thanks to its Speedfit push-fit connections, pre-assembled wall brackets and ready-fitted vibration isolation mounts and automatic air vent. Suitable for left or right handed supplies, this manifold comes fully assembled with flow and return rails and with adjustable flow meters and a fill valve included. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor LowFit 5 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/87/NW-581482_581487_wm.jpg,,,,,,,,Lowfit,2 Year,N,,JGLOWFITMAN5,Manifold,N,5 ports,Stainless steel construction,High performance,"Easy, quick install with 12mm Speedfit connections",Speedfit connections eliminate requirement for reducing adaptors,Pre-mounted brackets and vibration isolation mount for ease of installation,,,Integral automatic air vent eliminates the air that may impact circulation,Valves on return manifold compatible with thermoelectric heads,Rail valves on return rail for easy connection of circuit actuators,Suitable for left- or right-hand supply,Maximum working pressure 3 bar,Maximum test pressure 10 bar,Working temperature 30 - 55°C,2 year warranty,,,12 mm,Stainless Steel,5,,,,,,,
