,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Fuel Type,Range,Hazardous,Seasonal Space Heating Energy Efficiency %,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Attachment 6,Boiler Bundles,Flow Rate,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Feature 15,Feature 16,Feature 17,Feature 18,Max Vertical Level Flue Length (metres),Boiler Section,Boiler Range,Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Max High Level Flue Length (metres),Preset Pressure Relief Valve (Bar),Dry Weight (kg),Feature 19,Feature 20,Attachment 7,Attachment 8
203,P333948,Glow-worm Energy 25C combi boiler and flue,Glow-worm,885.0,"With its compact design, the Glow-worm Energy Combi 25C with flue has a compact cupboard fit, flexible flueing options and quiet operation, providing installers with impressive flexibility of siting. Fitted with internal components of a very high quality, this ErP A-rated combi reduces the need for costly maintenance while also helping to bring down fuel bills through its high levels of efficiency. Operated using an intuitive LCD interface, the Energy Combi is compatible with a range of external controls to help give homeowners even more choice.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Glow-worm Energy 25C combi boiler and flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333948_50 PK_wm.jpg,,,,,,White/Gloss,Natural Gas,Energy,N,A,333948 PK,Combi Boiler and Horizontal Flue Pack,N,Sales pack includes boiler and flue,"Built at Glow-worm's award winning Belper, UK factory",Compact size for cupboard installation,Rear flue option,Highly efficient modulating Grundfos pump,Quiet and robust aluminium heat exchanger,High efficiency for lower running costs,Quiet Mark approved,"Modern LCD offers excellent clarity, even in dimly light rooms","DHW flow rate 12.1LPM at 30 K, 10.4LPM at 35 K",Compatible with Glow-worm's entire range of intelligent controls,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,
204,P333957,Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler pack 45kW Black,Worcester Bosch,2059.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler promises hassle-free installation, servicing and commissioning alongside simple controls and a stylish, contemporary design which will sit alongside modern decor seamlessly. The team at Worcester Bosch has put years of installer and customer feedback into the design of this 45kW combi resulting in, amongst other clever features, a full colour touchscreen display to put control of every aspect of the boiler at your fingertips from set-up, to daily use, to fault diagnostics. Fully compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, the 8000 Style has an ErP A rating to help lower fuel bills and emissions.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler pack 45kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,,,,,,,Natural Gas,Greenstar 8000 Style,N,,333957 PK,Condensing Combi Boiler,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,8 year guarantee,,,,,,,333957,15 L/min @ 40°C,8 years,49kg,A,A,,365,94,Wall Hung,,,,,,,,,,,,,,,,
205,P333896,Grant Vortex Eco VTXSECO26/35 ERP floor standing oil boiler,Grant,2114.0,"Ideal for installation in utility rooms, the Grant Vortex Eco Utility boiler features the cutting edge Vortex stainless steel heat exchanger and up-to-the-minute Riello burner technology for reliable, efficient and powerful home heating. With a plain, simple casing, an easy to use control panel and straightforward pipework arrangement, this 35kW utility boiler provides hassle-free installation and is supplied with a factory-fitted expansion vessel and high efficiency circulating pump, doing away with the requirement for a feed and expansion tank in the loft.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Grant Vortex Eco VTXSECO26/35 ERP floor standing oil boiler,,Boiler;Expansion vessel;Filling loop;Pressure gauge;Automatic air vent;Pressure relief valve;Circulating pump,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/96/333894_333896_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_Vortex_Eco_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,P334214,Vokera Vision Plus 25C boiler pack with flue,Vokera,757.0,"Easy to install, the Vokera Vision Plus 25C combi boiler pack with flue offers siting flexibility through its smart compact design. Compatible with weather compensation sensors or with an OpenTherm control, such as BeSMART, this 25kW boiler already has an ErP A rating with the potential to improve efficiency for minimal environmental impact as well as even better comfort. User-friendly, the Vision Plus is designed with a backlit LCD display for intuitive operation while a three-mode, 7-day digital clock provides easy programming. Where an alternative control is installed, this internal clock is easily disabled.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Vokera Vision Plus 25C boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/pk/334214 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Vokera_Vision_Plus_30C_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Vokera_Vision_Plus_25C_30C_Kiwa_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vokera_Vision_C_Combi_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Vision_Plus_C_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vokera_Vision_Plus_Combi_Boiler_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Vokera_Vision_Plus_C_EU_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Vokera_Vision_Plus_30C_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vokera_Vision_Plus_CBoiler_Install.pdf
207,P334447,Ideal Heating Max S18 system boiler pack with flue,Ideal Heating,1207.0,"A compact and lightweight boiler for ease of installation in any location, the Ideal Logic Max S18 system boiler is supplied with a Multifit 2 standard horizontal flue. Suitable for use with a cylinder for a reliable supply of hot water, this 18kW system boiler has earned itself an ErP A rating for its extremely efficient operation. Robustly made and simple to service, the Logic Max is compatible with a variety of controls for even better efficiency and comfort.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal Heating Max S18 system boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/50/124847_124850_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_System_Product_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_System_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Max_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Max_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Max_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,P333742,Viessmann Vitodens 100-W 26 boiler and horizontal flue 100-W 26kW,Viessmann,1257.73,"Quiet and compact, the clever Viessmann Vitodens 100-W 26kW combi boiler is an ideal choice for small, well-insulated homes. Supplied with a horizontal flue for ease of fitting, this wall-mounted combi boiler has an innovative design, employing an Inox-Radial heat exchanger for high levels of efficiency, earning it an ErP A rating. Highly economical, the Vitodens is ready to incorporate smart control technology for even better economy and eco-friendly comfort.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Viessmann Vitodens 100-W 26 boiler and horizontal flue 100-W 26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/pk/333742_44 PK_wm.jpg,,,,,,White/Gloss,Natural Gas,Vitodens 100-W,N,A,333742 PK,Boiler and Horizontal Flue Pack,N,Includes boiler and horizontal flue,Includes boiler and horizontal flue,Compact design,Low weight,Low fan speed for quieter operation,Viessmann combined flue system (CFS) routes numerous boiler flues up the riser to one roof termination point,High output ratio suitable for use in small apartments and well-insulated buildings,Ideal replacement for older boiler systems in renovation projects,High quality stainless steel Inox-Radial heat exchanger,Combined PRV and condensate connections that can be routed into the CFS,Single drain at base of system to remove condensate without unsightly pipes through external walls,Up to 94% of fuel used is converted into heat,Low CO2 emissions for reduced environmental impact,"User-friendly backlit LCD touchscreen for easy operation, even in dark rooms",,,,,,,,,,,,"Range of compatible room thermostats and controls, including wireless remote control available",DHW flow rate of 12.4LPM at 30K,5 year warranty,Extended warranty available when following Viessmann installation specification and gui,,,,,,,,,,,,
209,P333917,Grant Vortex Eco External System 26/35 floor standing oil boiler,Grant,2473.0,"Robustly built to withstand challenging outdoor conditions, the steel-enclosed Grant Vortex Eco External 26/35 condensing boiler is designed for installation outside the home, against a wall or as a freestanding unit. The boiler's multi-directional flue and conveniently quiet operation make siting easy in even the most difficult of locations while internal components, including a tough stainless steel heat exchanger and Riello RDB low-NOx burner, help to achieve an ErP A rating.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Grant Vortex Eco External System 26/35 floor standing oil boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rn/al/Grant_Vortex_Eco_External_wm.jpg,,,,,,White/Gloss,Oil,Vortex Eco External System,N,A,333917 PK,External System Boiler Pack,N,Suitable for fitting against a wall or freestanding away from the property,Factory-fitted multi-directional flue for flexible fitting,Exceptionally quiet operation,Galvanised steel enclosure,High quality powder-coated paint finish for weather protection,Fitted with Riello RDB low-NOx burner,Unique Grant Vortex stainless steel heat exchanger,Mains isolating switch and test switch,Factory-fitted frost stat set to 5°C,5 year warranty available when following Grant installation specification and guidelines,,,,,,,,5 Year,15.2Kg,A,,35 kW,800,92.4,Floor Standing,,,,,,,,,,,,152,,,,
210,P334460,Vaillant ecoTEC Plus 412 heat only boiler pack with flue,Vaillant,921.0,"Ideal for homes where low water pressure is an issue, the Vaillant ecoTEC Plus 412 high efficiency heat only boiler, supplied with a choice of flue, is designed for use on an open vent system with hot water storage. Offering easy installation and fitted with high quality components, this compact and lightweight 12kW unit can be fitted into a kitchen cupboard and requires minimal maintenance. ErP A-rated, the ecoTEC Plus offers complete compatibility with peripherals such as solar panels and Wi-Fi enabled controls for a greener heating system.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Vaillant ecoTEC Plus 412 heat only boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/pk/334460_64 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoTEC_plus_VU_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoTECplus_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_Open_Vent-ecoTEC_plus_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,P333950,Glow-worm Energy 35C combi boiler and flue,Glow-worm,1142.0,"With its compact design, the Glow-worm Energy Combi 35C with flue has a compact cupboard fit, flexible flueing options and quiet operation, providing installers with impressive flexibility of siting. Fitted with internal components of a very high quality, this ErP A-rated combi reduces the need for costly maintenance while also helping to bring down fuel bills through its high levels of efficiency. Operated using an intuitive LCD interface, the Energy Combi is compatible with a range of external controls to help give homeowners even more choice.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Glow-worm Energy 35C combi boiler and flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333948_50 PK_wm.jpg,,,,,,White/Gloss,Natural Gas,Energy,N,A,333950 PK,Combi Boiler and Horizontal Flue Pack,N,Sales pack includes boiler and flue,"Built at Glow-worm's award winning Belper, UK factory",Compact size for cupboard installation,Rear flue option,Highly efficient modulating Grundfos pump,Quiet and robust aluminium heat exchanger,High efficiency for lower running costs,"Modern LCD offers excellent clarity, even in dimly light rooms","DHW flow rate 16.5LPM at 30 K, 14.1LPM at 35 K",Compatible with Glow-worm's entire range of intelligent controls,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,
212,P333889,Alpha E-TEC 20S system boiler,Alpha,796.0,"ErP A-rated for efficiency, the compact Alpha E-Tec 20S system boiler can help homeowners to save on fuel bills while reducing their energy use. Offering a 20kW output, this boiler is ideal for small to medium homes requiring an average level of heating and hot water, fitting snugly into a kitchen cupboard where it's easy to reach for operation and maintenance but leaves plenty of room for storage. Fitted with the always reliable Grundfos pump and hydroblock, the E-Tec also features easy-access NTCs alongside a corrosion-resistant expansion vessel for long-lasting use and ease of servicing.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha E-TEC 20S system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/94/196893_196894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Alpha_E-Tec_20S_Installation_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_E-Tec_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_E-Tec_20S_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,P333554,Alpha Etec Plus 33NX combi boiler and horizontal flue,Alpha,964.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha Etec Plus 33NX combi boiler and horizontal flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/54/333554_wm.jpg,,,,,,,,,N,,333554 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,P333961,Worcester Bosch Greenstar 8000 Style GR8700iW 50 C NG combi boiler pack 50kW White,Worcester Bosch,2380.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 50 C NG combi boiler has been conceived with modern home decor in mind for a high-end look suited to contemporary spaces. Incorporating feedback from installers and customers, the makers of this 50kW boiler have achieved simpler, faster installation, servicing and maintenance, highly intuitive controls and quieter operation compared to the Style's predecessor, the 8000 Life. This 50kW combi boiler features a full colour touchscreen display putting comfort and flexibility at your fingertips and improving fault diagnostics and commissioning. Compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, the 8000 Style has an ErP A rating.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 50 C NG combi boiler pack 50kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,,,,,,,Natural Gas,Greenstar 8000 Style,N,,333961 PK,Condensing Combi Boiler,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,8 year guarantee,,,,,,,333961,18 L/min @ 40°C,8 years,49kg,A,A,,365,94,Wall Hung,,,,,,,,,,,,,,,,
215,P333488,Baxi 818 1 system boiler 2 natural gas or LPG,Baxi,972.0,"A compact design suitable for fitting into a standard cupboard, the Baxi 818 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 18kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range. The supplied Adey Micro 2 magnetic system filter helps to improve efficiency of the 818 even further, cleverly capturing and removing damaging debris for cleaner running and less risk of breakdown.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Baxi 818 1 system boiler 2 natural gas or LPG,,"Boiler, pre-fitted flue adapter, literature pack, hanging bracket, isolation valves, copper tails, prv pipe assembly, condensate adapter, Adey Micro 2 system filter",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/25/151025_wm.jpg,,,,,,,Natural Gas / LPG,818,N,,333488 PK,System Boiler,N,Includes magnetic system filter,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,10 year parts and labour warranty,,,,,,,,,,,N/A,10 Years Parts & Labour,2.85 kg,A,A,18 kW,285,94,Wall mounting bracket,,,,,,,,,,,,,,,,
216,P111301,"Alpha E-TEC NX 33 kW boiler, flue and copper tube 15 mtr x 15 mm pack",Alpha,668.0,TBC,"Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha E-TEC NX 33 kW boiler, flue and copper tube 15 mtr x 15 mm pack",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/01/111301_wm.jpg,,,,,,,,,N,,111301 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,P333491,Baxi 6 15 system 2 boiler only pack,Baxi,965.0,"A compact design suitable for fitting into a standard cupboard, the Baxi 615 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 15kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Baxi 6 15 system 2 boiler only pack,,"Boiler, pre-fitted flue adapter, literature pack, hanging bracket, isolation valves, copper tails, prv pipe assembly, condensate adapter",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/58/109158_wm.jpg,,,,,,,Natural Gas / LPG,6,N,,333491 PK,System Boiler,N,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,7 year parts and labour warranty,,,,,,,,,,,,,7 Years Parts & Labour,2.85 kg,A,,15 kW,285,94,Wall mounting bracket,,,,,,,,,,,,,,,,
218,P333479,Intergas Xclusive 24 combi boiler only 24kW,Intergas,1046.0,"Full of great features, the Intergas Xclusive 24 combi boiler pack high-efficiency combi compact boiler offers a user-friendly illuminated touchscreen display panel, an expansion vessel, combined PRV, condensate connection, an integral filling loop and dual OpenTherm inputs. ErP A-rated, this 24kW combi is supplied with the RF module as standard, meaning that the Xclusive has immediate compatibility with the Intergas ComfortTouch app, turning your smartphone into a handy smart thermostat for heating control on the go.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Intergas Xclusive 24 combi boiler only 24kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/81/NW-333479_333481_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intergas_Xclusive_24_30_36_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Intergas_Boilers_Commissng_Checklist.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/dc/Intergas_Parts_Labour_Warranty_TandC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Intergas_Xclusive_24_30_36_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Intergas_Boilers_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,P333118,Alpha E-Tec NX system boiler and flue 35kW pack,Alpha,917.0,TBC,Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Alpha E-Tec NX system boiler and flue 35kW pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,,,,,,,,,N,,333118 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,P124837,Ideal Vogue Max Combi C26 combi boiler 26kW,Ideal,1140.54,"A thoroughly modern boiler, the Ideal Vogue Max Combi C26 is not just designed to look good in any space but it is highly efficient too with an ErP A rating. Easy and quick to install, this single piece unit has a low lift weight while full text fault modes make repair and service simpler than ever. Thanks to a large full colour LCD screen with text and graphics, operating the Vogue Max is child's play, giving the user full control over their system with a low risk of error. An inbuilt service timer and an excellent warranty package gives customer and installer peace of mind.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Ideal Vogue Max Combi C26 combi boiler 26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/39/124837_124839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Max_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/124837_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Max_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Vogue_Max_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Max_Combi_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,P103519,Glow-worm Energy 25 ErP system boiler including flue,Glow-worm,1070.0,"The Energy range is Glow-worm’s new flagship ErP A rated boiler specifically for the one off installer market, installing in private domestic properties.",Boilers/sub_categories/Boiler Packs/Boiler Packs.csv -> Glow-worm Energy 25 ErP system boiler including flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/im/er/opticom basic UK notimer_wm.jpg,,,,,,,Natural Gas,Energy,N,93,103519 PK,Natural Gas Boiler,N,"Designed using automotive grade aluminium the Energy heat exchanger is a high quality, high efficiency product that makes the boiler not only light to install but also easy to maintain. Energy is compact with a rear flue option for cupboard fit installs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,A,,,,,,,
