,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Connection Type,Diameter,Warranty,Weight,Hazardous,Drainage Product Type,Material,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Range,Type,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9
81,PF67060,Polypipe Universal Soil Fittings and Ancillaries 110mm manifold Grey,Polypipe,91.1,"Made of grey PVC-U, this Polypipe PolySoil manifold with 110mm push-fit connections is suitable for use in domestic applications.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Polypipe Universal Soil Fittings and Ancillaries 110mm manifold Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/60/NW-F67060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
82,PP49964,Geberit Silent-db20 clamping connector d110mm,Geberit,17.0,"Made of EN 10088 compliant CrTi steel 1.451, this Geberit Silent-db20 clamping connector is fitted with 110mm mechanical connections. Offering excellent levels of sound insulation, the Silent-db20 soil system is a popular choice for high end residential and hotel developments and is also suitable for use in care settings such as nursing and retirement homes and hospitals.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Geberit Silent-db20 clamping connector d110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/P49964_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
83,PQ64206,Wavin Wavin OsmaSoil double spigot socket 110mm Grey,Wavin,13.5,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm straight double spigot socket is made of durable grey PVC-u and is fitted with secure solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Wavin Wavin OsmaSoil double spigot socket 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/06/NW-Q64206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,
84,PF08621,Marley HDPE PE drainage pipe support bracket M10 x 110mm,Marley,5.81,"Ideal for commercial use, this high impact Marley HDPE 110mm x M10 drainage pipe support bracket in black offers excellent abrasion resistance.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Marley HDPE PE drainage pipe support bracket M10 x 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/21/NW-F08621_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_HDPE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
85,PF22456,Marley Push-Fit Soil loose pipe socket 82.4mm Black,Marley,12.68,"This Marley Push-Fit Soil 82mm straight coupling with loose pipe socket is made of black PVC-U. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Marley Push-Fit Soil loose pipe socket 82.4mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/56/NW-F22456_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
86,PF23456,Marley Push-Fit Soil loose pipe socket 82.4mm Grey,Marley,12.68,"This Marley Push-Fit Soil 82mm straight coupling with loose pipe socket is made of grey PVC-U. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> Marley Push-Fit Soil loose pipe socket 82.4mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/56/NW-F23456_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
87,PF08633,110MM RING SEAL ADAPTOR GREY SE409G,Marley,12.82,"This Marley Solvent Soil 110mm expansion coupling is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> 110MM RING SEAL ADAPTOR GREY SE409G,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/33/NW-F08633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
88,PF23724,MLY 160MM ACCESS CAP SE62:G,Marley,65.17,"This Marley Solvent Soil 160mm access cap is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> MLY 160MM ACCESS CAP SE62:G,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/24/NW-F23724_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
89,PF23533,110MM TRIPLE SOCKET              SE402:G,Marley,32.17,"This Marley Push-Fit Soil 110mm straight coupling with triple socket is made of grey PVC-U. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> 110MM TRIPLE SOCKET              SE402:G,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/33/NW-F23533_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
90,PF23696,MLY 110MM CONNECTOR 50MM BOSS GREY SA420,Marley,7.09,"This Marley Push-Fit Soil 87.5° boss connector with 50mm push-fit connections is made of grey PVC-U. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Sockets/Soil Pipe Sockets.csv -> MLY 110MM CONNECTOR 50MM BOSS GREY SA420,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/96/NW-F23696_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
