,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Size,Diameter,Warranty,Hazardous,Energy Efficiency Class,Material,Mounting Type,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Range,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Connection Type,Pressure,Voltage (V),Weight,Overheat Protection,Direct / Indirect,Insulation Type,Application,Feature 15,Grade,Pack Quantity,Feature 16
10,P174790,CenterStore Slim indirect unvented cylinder 200L,CenterStore,832.03,"Manufactured to the brand's reliably high standards, the 200L capacity Centerstore Slimline unvented cylinder is designed with a 475mm diameter, making it perfect for installation where space is at a premium or in homes with narrow doors. This reliable cylinder is made of tough Duplex stainless steel with thick polyurethane lagging to help maximise heat retention, while high quality components supply fast hot water to a home's outlets.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> CenterStore Slim indirect unvented cylinder 200L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/v2/174787_174790_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect External Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Slimline_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,P174797,CenterStore Air Slim indirect unvented cylinder 170L,CenterStore,880.37,"An internal expansion unvented cylinder, the 170L capacity Centerstore Air Slim offers good levels of performance and reliability. Robust and long-lasting, this cylinder is made of high grade Duplex stainless steel with heat-retaining CFC-free polyurethane lagging. This cylinder supplies fast flowing hot water to single or multiple outlets using innovative components for fast recovery, low heat loss and less wasted energy.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> CenterStore Air Slim indirect unvented cylinder 170L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/v2/174795_174798_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect Internal Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Air_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P174774,CenterStore Solar indirect twin coil unvented cylinder 300L,CenterStore,1190.75,"Built to a high standard, the 300L Centerstore Solar Twin Coil unvented cylinder is made using robust and long-lasting Duplex stainless steel with thick polyurethane lagging to help retain heat for longer. Supplied with quality components, every Centerstone Direct cylinder supplies fast-flowing water to a home's outlets, performing to its best in even the highest use properties. This cylinder is designed for fast reheat times and minimal heat loss.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> CenterStore Solar indirect twin coil unvented cylinder 300L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/v2/174771_174774_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect External Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_v/_6/CenterStore Solar Cylinders_V.6.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,P174770,CenterStore Unvented direct cylinder 200L,CenterStore,745.19,"Built to a high standard, the 200L Centerstore Direct unvented cylinder is made using robust and long-lasting Duplex stainless steel with thick polyurethane lagging to help retain heat for longer. Supplied with quality components, every Centerstone Direct cylinder supplies fast-flowing water to a home's outlets, performing to its best in even the highest use properties. This cylinder is designed for fast reheat times and minimal heat loss.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> CenterStore Unvented direct cylinder 200L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/7_/v2/174767_17477_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Direct_Cylinders_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Direct External Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P178501,Heatrae Sadia Megaflo Eco 125I unvented indirect cylinder,Heatrae Sadia,1188.3,"Part of a range favoured by installers and homeowners alike, the Heatrae Sadia Megaflo Eco 125L indirect unvented cylinder reduces energy consumption without compromising on hot water power, giving you all the flow you need for uninterrupted showering, fast bath filling and stress-free dishwashing. Made right here in the UK from hardwearing corrosion-resistant duplex stainless steel, the almost maintenance-free Megaflo Eco is supplied with a lifetime guarantee so you need never worry about going without hot water. With an internal expansion system, installation of the Megaflo Eco is quick and easy with a neater, more compact finish.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco 125I unvented indirect cylinder,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/06/178500_178506_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ct/Megaflo_Eco_Indirect.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Indirect_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_MegafloEco_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P174789,CenterStore Slim indirect unvented cylinder 170L,CenterStore,788.65,"Manufactured to the brand's reliably high standards, the 170L capacity Centerstore Slimline unvented cylinder is designed with a 475mm diameter, making it perfect for installation where space is at a premium or in homes with narrow doors. This reliable cylinder is made of tough Duplex stainless steel with thick polyurethane lagging to help maximise heat retention, while high quality components supply fast hot water to a home's outlets.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> CenterStore Slim indirect unvented cylinder 170L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/v2/174787_174790_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect External Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Slimline_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P178562,Heatrae Sadia Megaflo Eco 300ddd unvented direct cylinder 9kw,Heatrae Sadia,1634.54,"Part of a range favoured by installers and homeowners alike, the Heatrae Sadia Megaflo Eco 300L direct unvented cylinder reduces energy consumption without compromising on hot water power, giving you all the flow you need for uninterrupted showering, fast bath filling and stress-free dishwashing. Made right here in the UK from hardwearing corrosion-resistant duplex stainless steel, the almost maintenance-free Megaflo Eco is supplied with a lifetime guarantee so you need never worry about going without hot water. With an internal expansion system, installation of the Megaflo Eco is quick and easy with a neater, more compact finish.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco 300ddd unvented direct cylinder 9kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/65/178560_178565_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Direct_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_MegafloEco_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/t2/Megaflo_Eco_Direct2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,P174778,CenterStore Air indirect unvented cylinder 200L,CenterStore,871.66,"An internal expansion unvented cylinder, the 200L capacity Centerstore Air offers good levels of performance and reliability. Robust and long-lasting, this cylinder is made of high grade Duplex stainless steel with heat-retaining CFC-free polyurethane lagging. This cylinder supplies fast flowing hot water to single or multiple outlets using innovative components for fast recovery, low heat loss and less wasted energy.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> CenterStore Air indirect unvented cylinder 200L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/v2/174775_174780_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect Internal Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Air_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P174779,CenterStore Air indirect unvented cylinder 250L,CenterStore,975.99,"An internal expansion unvented cylinder, the 250L capacity Centerstore Air offers good levels of performance and reliability. Robust and long-lasting, this cylinder is made of high grade Duplex stainless steel with heat-retaining CFC-free polyurethane lagging. This cylinder supplies fast flowing hot water to single or multiple outlets using innovative components for fast recovery, low heat loss and less wasted energy.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> CenterStore Air indirect unvented cylinder 250L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/v2/174775_174780_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect Internal Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Air_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,P178553,Heatrae Sadia Megaflo Eco 170DD unvented direct cylinder,Heatrae Sadia,1238.44,"Part of a range favoured by installers and homeowners alike, the Heatrae Sadia Megaflo Eco 170L direct unvented cylinder reduces energy consumption without compromising on hot water power, giving you all the flow you need for uninterrupted showering, fast bath filling and stress-free dishwashing. Made right here in the UK from hardwearing corrosion-resistant duplex stainless steel, the almost maintenance-free Megaflo Eco is supplied with a lifetime guarantee so you need never worry about going without hot water. With an internal expansion system, installation of the Megaflo Eco is quick and easy with a neater, more compact finish.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco 170DD unvented direct cylinder,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/56/178550_178556_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Direct_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_MegafloEco_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/t2/Megaflo_Eco_Direct2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,P178062,Heatrae Sadia Megaflo Eco direct unvented cylinder pack 125ltr,Heatrae Sadia,764.99,"A compact version of the Megaflo Eco, the Heatrae Sadia Megaflo Eco Slimline 125L unvented direct cylinder is designed to suit those homes where space is at a premium and a standard cylinder just won't fit. Tall and slim, the Slimline can store just as much hot water as an equivalent capacity cylinder for the hot water performance every home deserves. With no need for an expansion vessel, this vertical cylinder makes installation into tight spaces easy, ensuring a neat finish.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco direct unvented cylinder pack 125ltr,,Cylinder;Immersion heaters ;thermal controls;Cold water inlet;Pressure reducing valve;Pressure relief valve;1/4 turn isolating valve;Line strainer;Non-return valve;Drain valve;T ;P valve;Tundish,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/69/NW-178060_178069_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_MegafloEco_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/HS_MegafloEco_Slimline_Direct_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_MegafloEco_Slimline_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/178062_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P471030,Oso Hotwater Super Xpress VIP direct cylinder 120ltr,Oso Hotwater,744.32,"Made of lightweight stainless steel, the Oso Hotwater Super Xpress VIP 120L pre-plumbed direct cylinder is also extremely compact, making siting and installation simple. With a unique, factory-fitted integrated expansion solution and all pipes and connections hidden under an insulated top lid, this cylinder takes up minimal space and ensures a neat finish. Ready-fitted components, including the multifunction blending valve, also help to make fitting ultra-fast. Super Xpress offers low heat loss, a dedicated secondary return and fast heat-up and recovery times.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Oso Hotwater Super Xpress VIP direct cylinder 120ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/35/NW-471030_471035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Oso_Hotwater_Super_Xpress_VIP_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Oso_Hotwater_Water_Heaters_2020_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P174777,CenterStore Air indirect unvented cylinder 170L,CenterStore,836.9,"An internal expansion unvented cylinder, the 170L capacity Centerstore Air offers good levels of performance and reliability. Robust and long-lasting, this cylinder is made of high grade Duplex stainless steel with heat-retaining CFC-free polyurethane lagging. This cylinder supplies fast flowing hot water to single or multiple outlets using innovative components for fast recovery, low heat loss and less wasted energy.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> CenterStore Air indirect unvented cylinder 170L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/v2/174775_174780_v2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/CenterStore Indirect Internal Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ds/CenterStore_Air_Cylinders_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P178141,Prolite SS Direct Cylinder 170 ltr Pk,Prolite,540.0,"Built in a high-grade, long-lasting Duplex stainless steel, the UK Cylinders ProLite 170L unvented direct cylinder is designed for a reliably long lifetime. Incorporating top-quality internal components, this tough cylinder provides fast flowing water to outlets throughout the home with fast reheat, excellent performance and minimal heat loss thanks to 50mm thick CFC and HCFC-free lagging.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Prolite SS Direct Cylinder 170 ltr Pk,,Cylinder;Cold water inlet set;Two port zone valve;Dual thermostat;3kW immersion heater;Expansion vessel;Tundish;T&P relief valve;T&P valve insulated cover,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/15/NW-175012_175015_wm.jpg,,,,,,,,22 mm,545mm,25 Year,N,C,Stainless Steel,Vertical,178141 PK,Direct Cylinder,N,170 l,High-grade Duplex stainless steel cylinder,"Fully insulated with 50mm 100% CFC and HCFC-free polyurethane, minimising heat loss",Lightweight construction with silver finish,High-quality unvented components,Plumbing connection is clearly identified and accessible at front of cylinder,22mm compression connections,Highly efficient primary coil reduces reheat times,ErP C-rated,25 year warranty,,,,,,,,,,,,,,,,,,,
24,P175007,UK Cylinders ProLite indirect cylinder 150ltr Stainless Steel,UK Cylinders,596.44,"Built in a high-grade, long-lasting Duplex stainless steel, the UK Cylinders ProLite 150L unvented indirect cylinder is designed for a reliably long lifetime. Incorporating top-quality internal components, this tough cylinder provides fast flowing water to outlets throughout the home with fast reheat, excellent performance and minimal heat loss thanks to 50mm thick CFC and HCFC-free lagging.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders ProLite indirect cylinder 150ltr Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/11/NW-175006_175011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/UK_Cylinders_Indirect_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/UK_Cylinders_ProLite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P175010,UK Cylinders ProLite indirect cylinder 250ltr Stainless Steel,UK Cylinders,617.96,"Built in a high-grade, long-lasting Duplex stainless steel, the UK Cylinders ProLite 250L unvented indirect cylinder is designed for a reliably long lifetime. Incorporating top-quality internal components, this tough cylinder provides fast flowing water to outlets throughout the home with fast reheat, excellent performance and minimal heat loss thanks to 50mm thick CFC and HCFC-free lagging.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders ProLite indirect cylinder 250ltr Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/11/NW-175006_175011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/UK_Cylinders_Indirect_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/UK_Cylinders_ProLite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P175009,UK Cylinders ProLite indirect cylinder 200ltr Stainless Steel,UK Cylinders,507.26,"Built in a high-grade, long-lasting Duplex stainless steel, the UK Cylinders ProLite 200L unvented indirect cylinder is designed for a reliably long lifetime. Incorporating top-quality internal components, this tough cylinder provides fast flowing water to outlets throughout the home with fast reheat, excellent performance and minimal heat loss thanks to 50mm thick CFC and HCFC-free lagging.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders ProLite indirect cylinder 200ltr Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/11/NW-175006_175011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/UK_Cylinders_Indirect_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/UK_Cylinders_ProLite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P178551,Heatrae Sadia Megaflo Eco 125DD unvented direct cylinder,Heatrae Sadia,951.15,"Part of a range favoured by installers and homeowners alike, the Heatrae Sadia Megaflo Eco 125L direct unvented cylinder reduces energy consumption without compromising on hot water power, giving you all the flow you need for uninterrupted showering, fast bath filling and stress-free dishwashing. Made right here in the UK from hardwearing corrosion-resistant duplex stainless steel, the almost maintenance-free Megaflo Eco is supplied with a lifetime guarantee so you need never worry about going without hot water. With an internal expansion system, installation of the Megaflo Eco is quick and easy with a neater, more compact finish.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Heatrae Sadia Megaflo Eco 125DD unvented direct cylinder,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/56/178550_178556_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Direct_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_MegafloEco_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/t2/Megaflo_Eco_Direct2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
