,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Volume,Hazardous,Pack Type,Physical State / Form,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Material,Size,Range,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Size,Material Type,Dimensions mm (H x W x D),Connection Type,Diameter,Weight,Protection Time,Drainage Product Type,Resistance Features,Standards,Application,Feature 9,Feature 10,Feature 11,Container Type,Quantity
84,PF32594,Polypipe Terrain lubricant for seal ring assembly,Polypipe,77.83,Polypipe Terrain soluble lubricant is used to lubricate the seal rings on expansion fittings.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Polypipe Terrain lubricant for seal ring assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/94/NW-F32594_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_TerrainS&W_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P497673,Rocol manganese pipe joining compound 400g,Rocol,20.67,"Formulated with graphite and manganese, Rocol SteamSeal foliac high pressure pipe sealant provides effective sealing for ferrous pipework. This high pressure, setting pipe sealant is suitable for metallic threaded and flanged joints.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Rocol manganese pipe joining compound 400g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/73/NW-497673_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/ROCOL_STEAMSEAL_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ROCOL_Gas_and_Plumbing_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/ROCOL_STEAMSEAL_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PM16126,DST Group fire pipe wrap up to 4 hour 55 mm,DST Group,20.71,"Maintaining the fire resistance of fire rated walls and floors when plastic pipes, conduits or metal pipes with continuous combustible insulation are inserted, DST Group Protecta 55mm, 4 hour FR pipe wrap is suitable for use in drywall, masonry and concrete walls or concrete floors. These wraps contain a graphite-based reactive material which reacts when exposed to heat, closing openings created when a plastic pipe or insulation softens in the heat of a fire.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> DST Group fire pipe wrap up to 4 hour 55 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5_/38/M16125_38_wm.jpg,,,,White,,N,,,PROFC040050,,N,For plastic pipe,Suitable for use on smallest pipes available to Ø 400mm,Compatible with a wide range of pipe wall thicknesses,Suitable for metal pipes with continuous combustible pipe insulation,Suitable for plastic pipes with cables (conduits),Available in 2x types ready to suit most common diameters,25M rolls suit all diameters,White colour,"Each pipe wrap consists of a graphite based reactive intumescent strip, which reacts to heat and closes the opening left by the softening plastic pipe or pipe insulation in a fire.",,,,,,,N/A,,,N/A,55,0.60kg,Fire classifications up to 240 minutes for both integrity and  insulation,Pipe Wrap,"Protecta® FR Pipe Wrap is designed to maintain the fire resistance of fire separating walls and floors when these are breached by plastic pipes, conduits or metal pipes with continuous combustible insulation, and may be used in drywalls, masonry or conc","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes. The sound insulation has been tested by the accredited laboratory. Exova BM Trada in Great Britain according to EN ISO 10140-2. Test report is available upon request.","Protecta® FR Pipe Wrap is designed to maintain the fire resistance of fire separating walls and floors when these are breached by plastic pipes or metal pipes with continuous combustible insulation, and may be used in gypsum, masonry or concrete walls a","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes",Sound insulation tested by accredited laboratory,Exova BM Trada in Great Britain according to EN ISO 10140-2,,
87,PF25304,Marley Chemicals and Adhesives silicone lubricant tub 500g,Marley,78.27,This Marley SZ500 universal silicone lubricant is formulated specifically for use with Marley Equator products. It is suitable for use in both above and below ground drainage projects.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Marley Chemicals and Adhesives silicone lubricant tub 500g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/04/NW-F25304_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Marley_Easyjoint_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PH68148,Wavin OsmaS 4S392 silicone lubricant spray 400ml,Wavin,35.07,"This Wavin OsmaS silicone lubricant is ideal for use in waste, soil and ventilation systems.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Wavin OsmaS 4S392 silicone lubricant spray 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/48/NW-H68148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Silicone_Lubricant_Spray_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PN66924,Sika Everbuild SikaBond multi stick 350ml,Sika Everbuild,7.79,"Created for the trade, Sika Everbuild Multi Stick is a hybrid polymer grab adhesive capable of bonding almost anything, from glass to marble to mirror, plasterboard and stone. Working effectively and curing fast in both wet and dry conditions, UV-resistant Multi Stick, supplied in a 350ml cartridge, will reliably adhere in the rain and even underwater.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Sika Everbuild SikaBond multi stick 350ml,,Cartridge 350ml x 12,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/24/N66924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Sika_MultiStick_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P581039,Brian Hyde Laco all purpose oil zoom spout 115ml,Brian Hyde,4.56,"Ideal for lubricating in hard to reach places, this Brian Hyde LA-CO precision spout oiler has a specially designed telescoping spout to reach up to 13"" away to lubricate motors, bearings and other awkward parts.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Brian Hyde Laco all purpose oil zoom spout 115ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/39/NW-581039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Brian_Hyde_LA_CO_Spout_Oiler_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PF32512,Polypipe Terrain 9101.25 cleaning fluid 250ml,Polypipe,21.78,Polypipe Terrain cleaning fluid should be used to clean uPVC pipe and fittings before the application of liquid weld.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Polypipe Terrain 9101.25 cleaning fluid 250ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/12/NW-F32512_wm.jpg,,,,White,,N,,Liquid,9101.250CF,Cleaning Fluid,N,250ml bottle,Suitable for commercial and building services,,,,,,,,,Terrain,,,,,,,,Solvent weld,,0.31464,,,,,Commercial and Building Services,,,,Bottle,250 mL
92,PW91000,Horobin universal drain cleaner set,Horobin,48.13,This Horobin drain rod set is designed to clear short drain runs of up to 30M.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin universal drain cleaner set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/00/NW-W91000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Horobin_ToolCatalogue_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PQ64163,Wavin OsmaS 4S394G filler Clear,Wavin,25.43,This Wavin OsmaS solvent cement filler is suitable for uPVC soil and drain pipes.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Wavin OsmaS 4S394G filler Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/63/NW-Q64163_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Solvent_Cement_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PF09923,Hunter can solvent cement for UPVC 250ml,Hunter,18.59,"Offering a high resin content for good filling capacity in diametrical gaps, this Hunter special solvent cement is ideal for joining rigid PVC pipes and accessories in pressure systems.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Hunter can solvent cement for UPVC 250ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/23/NW-F09923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Hunter_Solvent_Cement_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hunter_Solvent_Cement_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hunter_Plumbing_System_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PF26373,Corofil CIPC intumscent pipe collar 110mm,Corofil,37.24,"Designed and tested to create a fire-resistant seal, this PFC Corofil 110mm intumescent pipe collar is effective in flexible and rigid walls, rigid floors, and PFC Corofil coated panels with service penetrations containing plastic pipes and metallic pipes with insulation.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Corofil CIPC intumscent pipe collar 110mm,,boxed to order quantities,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/7-/76/F26367-76_wm.jpg,,,,Red,,N,,,35PECIPC110,,N,122 to 240 minutes protection,Red colour,Meets EN 1366-3:2009 standard,,,,,,"stainless steel, intumescent",,CIPC,,,,,,,,mechanical fixing,110mm,0.25 kg,"120mins, 240mins",Passive fire protection - service penetraition,n/a,EN1366-3:2009,Service penetration,,,,,
