,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Diameter,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Dimensions mm (H x W x D),Material Type,Tap Holes,Body Material,Number of Tap Holes,Feature 6,Feature 7,Range,Feature 8,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Feature 9,Feature 10,Attachment 3,Attachment 4,Weight,Minimum Base Unit Size (mm),Waste Kit Included,Sector
87,PC38599,Ideal Standard contemporary bottle trap Chrome Plated,Ideal Standard,146.44,This Ideal Standard 230 x 350mm contemporary bottle trap is made of metal with a smart chrome-plated finish.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard contemporary bottle trap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/99/NW-C38599_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_Brassware_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_E0079_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Standard_Commercial_Brochure.pdf,,,,,
88,PC24942,"Ideal Standard domed waste 1.1/2"" Stainless Steel",Ideal Standard,37.36,"An Ideal Standard brass urinal waste with chrome finish, suitable for use in education, hotel, office and leisure settings.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard domed waste 1.1/2"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/42/NW-C24942_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Sanitaryware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PB04812,Ideal Standard IOM single towel rail 450mm Chrome,Ideal Standard,38.6,"The elegantly designed polished chrome Ideal Standard IOM wall-mounted, 45cm towel rail has rounded wall attachment pieces with concealed mounts to provide an understated finish in a modern bathroom design.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard IOM single towel rail 450mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/12/NW-B04812_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_A9117_Towel_Rail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_LiveTheIdeal_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_IOM_A9117_IGuide_NN_Instal.pdf,,,,,
90,PC28761,Ideal Standard P-trap for stainless steel hopper White,Ideal Standard,55.34,This Ideal Standard P trap is suitable for use in a stainless steel hopper.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard P-trap for stainless steel hopper White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/61/NW-C28761_wm.jpg,,,White,110mm,N,Plastic,,S358401,P-Trap,N,White colour,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PD59133,Croydex Chester flexible fixing toilet roll holder,Croydex,24.18,"The Croydex Chester Flexi-Fix chrome toilet roll holder is quick and easy to install with minimal effort and no drilling required, even on tiled surfaces.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Croydex Chester flexible fixing toilet roll holder,,Toilet roll holderAll fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/33/NW-D59133_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Croydex_Product_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Croydex_Flexi_Fix_Adhesive_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Croydex_FlexiFixWM_Installation.pdf,,,,,
92,PD77323,Bristan Round round toilet roll holder,Bristan,21.38,"Made of chrome-plated brass, this Bristan Round wall-mounted toilet roll holder is the ideal finishing touch for a modern bathroom.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Bristan Round round toilet roll holder,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/23/NW-D77323_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_RD_ROLL_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ns/Bristan_Bathroom_Acc_Fitting_Instrns.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PD30747,Ideal Standard Sandringham 21 hand grips 188mm Chrome,Ideal Standard,38.92,This Ideal Standard Sandringham 21 bath grip is made of tough stainless steel with a chrome finish.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard Sandringham 21 hand grips 188mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/47/NW-D30747_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PC30596,"Ideal Standard waste bend spigotted to wall 1 1/4"" Chrome Plated",Ideal Standard,182.61,An Ideal Standard stainless steel waste bend spigotted to wall and wall flange.,"Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard waste bend spigotted to wall 1 1/4"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/96/NW-C30596_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Sanitaryware_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shanks_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PD77326,Bristan Round round towel rail 595mm,Bristan,27.8,"Made of chrome-plated brass, this Bristan Round 595mm towel rail is the ideal finishing touch for a modern bathroom.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Bristan Round round towel rail 595mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/26/NW-D77326_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_RD_RAIL_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ns/Bristan_Bathroom_Acc_Fitting_Instrns.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PC30599,"Ideal Standard plastic swivel P-trap 1.1/2""",Ideal Standard,27.91,This Ideal Standard P trap with seal is made from white plastic. It is suitable for plastic and BS copper pipe.,"Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard plastic swivel P-trap 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/99/C30599_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S8970_Swivel_Trap_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Sanitaryware_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shanks_Brochure.pdf,,,,
97,PC96002,"Wirquin bath waste poly plug 1.1/2""",Wirquin,6.81,"This Wirquin chrome-plated bath waste is supplied with chain, poly plug, S hook and metal backnut.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Wirquin bath waste poly plug 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/02/NW-C96002_wm.jpg,,,Chrome,73 mm,N,Metal,,WHK03CP,Bath Waste,N,Chrome waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PB78968,"Ideal Standard domed plastic waste 1.1/2"" Soft Cream",Ideal Standard,6.14,"This Ideal Standard soft cream plastic domed urinal waste is suitable for use in education, hotel, office and leisure premises.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard domed plastic waste 1.1/2"" Soft Cream",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/68/B78968_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochr_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S8850_Urinal_Waste_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,
99,PD13278,Roca Victoria toilet roll holder without cover,Roca,35.62,"Made of polished metal, this Roca Victoria toilet roll holder has a classic design suitable for any bathroom decor. Easy to install with screws, this accessory is also suitable for a drill-free adhesive fixation system that supports up to 5kg of static load. The Victoria range is suitable for domestic use but can also add character to public bathrooms and commercial settings, including those intended for less-abled use.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Roca Victoria toilet roll holder without cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/78/NW-D13278_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_816663001_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_816663001_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Victoria_Installation.pdf,,,,,
100,PE94611,Ideal Standard Connect single robe hook,Ideal Standard,19.06,"Made of metal with a shiny chrome-plated finish, this Ideal Standard Connect wall-mounted robe hook is supplied with a fixation kit for ease of installation.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard Connect single robe hook,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/11/NW-E94611_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_N1380_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PC24906,"Ideal Standard slot strainer waste 1.1/4"" Chrome Plated",Ideal Standard,37.24,"This Ideal Standard brass strainer waste with chrome finish is suitable in a wide range of settings, including education, hotel, office, residential, leisure and healthcare.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard slot strainer waste 1.1/4"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/06/C24906_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Sanitaryware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Armitage_Shanks_Brochure.pdf,,,,,
102,PC42984,Bristan Complementary Products pop-up bath waste with overflow Chrome,Bristan,73.42,This Bristan round pop up bath waste with overflow is constructed from ABS with a brass plug and operating handle with chrome finish.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Bristan Complementary Products pop-up bath waste with overflow Chrome,,Round pop up bath waste;Plug;Adjusting nut;Adjusting screw;Flange screw;Washer flange;Flange/body sealing washer;Waste body;O-ring;Conical washer;Nylon washer;Plastic nut;Flexible nut;O-rings;Overflow elbow;Overflow washer;Seal;Overflow flange;Handle,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/84/NW-C42984_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_549714_BATH06C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_549714_Instrcts_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PQ97224,Hansgrohe push open basin waste Chrome Plated,Hansgrohe,94.53,"A simple design, this Hansgrohe push-to-close waste set is suitable for use with any tap or existing set-up and can be used in basins with an overflow. It is constructed in brass with a chrome finish.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Hansgrohe push open basin waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/24/NW-Q97224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_50100000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_16_hrgh0171_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PR03670,Rawlplug SinkFix premium basin fixing kit,Rawlplug,21.73,This Rawlplug SinkFix basin fixing kit features a universal wall bracket for mounting washbasins onto light or old porous walls. The wider design of this kit ensures improved attachment with fifteen attachment points and two reinforced M10 mounting bolts.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Rawlplug SinkFix premium basin fixing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/70/NW-R03670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Rawlplug_SinkFix_Fixing_Plate_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PD02876,Nabis Brighton glass shelf,Nabis,30.48,"A stylish wall-mounted glass and chrome shelf, the Nabis Brighton is suitable for home bathrooms, commercial premises and hotels alike. Easy to fit via Nabis's unique mounting system, this smart, corrosion-resistant shelf is part of a range built to combine longevity and style.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Nabis Brighton glass shelf,,Wall mount shelf;All fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/76/NW-D02876_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Brighton_Glass_Shelf_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Nabis_Accessories_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PD02575,Nabis Elixir spare toilet roll holder,Nabis,16.03,"Nabis Elixir spare toilet roll holder is made up of durable zinc alloy construction with high quality chrome plated finish. Bathroom is special, to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of desire bathroom products to enable to design complete bathroom to the style and specification.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Nabis Elixir spare toilet roll holder,,Spare toilet roll holder;All fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/75/D02575_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02575_Nabis_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D02575_Nabis_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PB79009,Armitage Shanks left hand sink unit 160 x 60cm Polished Stainless Steel,Armitage Shanks,1852.59,"A plain top design, this Armitage Shanks stainless steel left-handed disposal unit measures 1600 x 600mm and incorporates a sink, slop hopper and earthing terminal.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Armitage Shanks left hand sink unit 160 x 60cm Polished Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/09/B79009_wm.jpg,,,Stainless Steel,,N,Stainless Steel,,S3336MY,Disposal Unit,N,Left-handed,Stainless steel construction,Polished finish,Screw-to-wall installation,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PA05107,* CB TAP REVIVER ACRYLIC HEAD 3/4,Center,10.98,"An easy update for old or broken taps, this pack of two Center CB 3/4"" basin tap revivers with acrylic heads is suitable for BS5412 and BS1010 bathroom taps. With no need to disturb existing plumbing, tap revivers are a fast fix for tired bathrooms.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> * CB TAP REVIVER ACRYLIC HEAD 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/07/A05107_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/yl/ic/A05107 TDS Center tap reviver acrylic.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/A05107 - Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PD02879,Nabis Savannah toilet roll holder,Nabis,16.88,"The Nabis Savannah toilet roll holder is made of durable zinc alloy with a polished chrome finish. Easy to install, the Savannah range employs the unique X plate for fitting using existing screw holes for less mess and faster results.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Nabis Savannah toilet roll holder,,Toilet roll holderAll fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/79/D02879_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Nabis_Accessories_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Savannah_TRollHolder_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PD62724,Bristan GUM mini thermostatic valve and isolators 15mm,Bristan,88.5,This Bristan GUM thermostatic mixing valve is easy to service and includes a safe auto shut-off feature.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Bristan GUM mini thermostatic valve and isolators 15mm,,Thermostatic mixing valve;Isolation valve;Check valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/24/NW-D62724_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D62724_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PD00677,Roca Contesa ECO bolt on feet,Roca,16.62,This Roca Contesa ECO bolt-on leg set fixes to the undersides of Roca baths for reliable stability.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Roca Contesa ECO bolt on feet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/77/NW-D00677_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Roca_Discovery_Guide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PE01626,Dolphin Pack toilet tissue dispenser Stainless Steel,Dolphin,66.2,"Manufactured in robust stainless steel, this Dolphon Pack toilet tissue dispenser delivers interleaved loo roll.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Dolphin Pack toilet tissue dispenser Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/26/NW-E01626_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/Dolphin_BC4302_DoC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Dolphin_BC4302_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PC50536,"Wirquin Basin Waste basin waste spinner solid 1.1/4"" Chrome Plated",Wirquin,15.56,"Made of tough ductile iron, this Wirquin 1 1/4"" solid spinner basin waste is finished in smart chrome,","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Wirquin Basin Waste basin waste spinner solid 1.1/4"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/36/C50536_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wirquin_Macdee_Brassware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PA15250,"Twyford Celtic/Luna bath grips 11.1/2"" Chrome Plated (Pair)",Twyford,17.52,This pair of Twyford Celtic/Luna chrome bath grips provides added bathroom security.,"Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Twyford Celtic/Luna bath grips 11.1/2"" Chrome Plated (Pair)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/50/NW-A15250_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Twyford_Specification_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
