,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Thickness,Waste Supplied,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Pressure,Material Type,Tap Holes
125,PG77439,Rangemaster AquaPace 40 single lever monobloc tap - Chrome finish,Rangemaster,80.89,"A practical choice for economical installations, the Rangemaster AquaPace 40 monobloc mixer kitchen tap blends robust construction with a smart chrome finish. Swivelling to cover dual sinks, this compact, streamlined tap is operated via a single lever fitted with a 40mm ceramic disc cartridge for smooth, dripless use.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Rangemaster AquaPace 40 single lever monobloc tap - Chrome finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/39/G77439_wm.jpg,,,,,,,Chrome,19.6,0.2,0-100,265,,Classic,5 Years,N,48,Low,No,No,Yes,Swivel,Standard,Single Lever,Brass,1,TAQPACE40CM,Tap,N,Brass construction,Chrome finish,Swivel action,Single lever operation,With honeycomb aerator,With anti-splash spout,WRAS approved,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
126,PQ40039,Hansgrohe Focus M41 kitchen mixer tap Chrome Plated,Hansgrohe,238.74,"The Hansgrohe Focus M41 kitchen mixer has a smoothly organic design with precision edges for a smartly modern look. Incorporating AirPower technology, this tap delivers gently aerated, soft and splash-free water along with a 360° swivel movement for convenient comfort. With QuickClean technology, this deck-mounted kitchen tap resists limescale with minimal cleaning effort, maintaining its chrome finish and precision delivery for longer.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Hansgrohe Focus M41 kitchen mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/39/NW-Q40039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hansgrohe_Focus_M41_31806000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Mixer_Assy_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Handle_Svs_Instrctn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PC68075,Deva LEVER lever sink tap comes with brass back nuts,Deva,34.29,"These Deva LEVER sink taps are made of brass with a chrome finish. Suitable for all plumbing systems, this pair of deck-mounted taps include tactile lever handles for inclusive flow and temperature control.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Deva LEVER lever sink tap comes with brass back nuts,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/75/NW-C68075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DLTSPEC103_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PC36810,Deva Adore monobloc sink mixer tap Chrome Plated,Deva,97.22,"Offering tilt and turn temperature control, the swivelling Deva Adore mono sink mixer with press-top waste is fitted with a ceramic disc for smoother precision turning. Made of tough brass with a chrome finish, this kitchen tap is compatible with any plumbing system and is designed to be deck-mounted.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Deva Adore monobloc sink mixer tap Chrome Plated,,Mono sink mixer;Tap fittings;Tap hot ;cold water connections,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/10/NW-C36810_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_ADORE171_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PG75558,Carron Phoenix Ibis 100 U sink,Carron Phoenix,242.8,"With a simple design and low-profile edge, the Carron Phoenix Ibis rectangular inset sink sits almost seamlessly against a kitchen worktop for a sleek, modern finish. Made of stainless steel with a polished finish and a single central tap hole, this contemporary sink has a larger than usual 420 x 360 x 200mm main bowl, providing plenty of space for practical jobs in a large kitchen.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Ibis 100 U sink,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/58/NW-G75558_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/G75558_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Ibis_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PE11968,Vado Astra mono basin mixer with ceramic disk valve and pop up waste,Vado,105.0,"Deck-mounted, the Vado Mono basin mixer is a smart, high-quality design that will suit most bathrooms. This tap is supplied with a pop-up waste for ease of all-in-one installation and incorporates a ceramic disc valve for long-lasting smooth operation.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Vado Astra mono basin mixer with ceramic disk valve and pop up waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/68/E11968_wm.jpg,,,,,,,Chrome,5 L/min,0.2 LP,Manual,148,Astra,Basin Mixer,10 Year,N,95,Low,No,No,Yes,Mixer,Deck Mounted,2 handle,Chrome,1,AX-AST100/CDFR5CP,Basin Mixer,N,Minimum operating pressure of 0.2 bar,With 3LPM flow rate,Chrome finish,With waste,10 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PG70636,Carron Phoenix tap brace,Carron Phoenix,16.83,"Recommended for heavy or large size taps, this Carron Phoenix tap brace immobilizing system provides additional support to eliminate flexing. Installed beneath the sink, this system connects the tap to the underside of the work surface.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix tap brace,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/36/NW-G70636_wm.jpg,,,,,,,,,,,,,,,N,,,,,,,,,,,112.0276.864,Tap Brace,N,Galvanised steel,For large or heavy taps,Under sink application,Universal design fits any monobloc tap,2x screws supplied,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PG69810,Carron Phoenix Precision Plus waste kit,Carron Phoenix,4.02,"A high performance choice for your sink, the Carron Phoenix Precision Plus 90/100 waste kit is suitable for use with Franke Carron sinks. This waste is made of robust stainless steel with a smart silver finish.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Precision Plus waste kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/10/NW-G69810_wm.jpg,,,,,,,Black / White / Silver,,,,,Precision Plus,,2 Year,N,N/A,,,,,,,,Stainless Steel,,112.0020.960,Waste Kit,N,Good Value for Money,High Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Stainless Steel,None
133,PG46530,Carron Phoenix Ascona tap Chrome,Carron Phoenix,202.78,"Built using high quality materials, the Carron Phoenix Franke Ascona kitchen sink mixer tap is finished in a high shine chrome with a stylish design. Easy to operate, this tap includes built-in ceramic disc valves for precision performance.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Ascona tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/30/NW-G46530_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carron_Phoenix_Developer_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PD88217,Bristan Value pillar bridge sink mixer Chrome,Bristan,251.99,"An ideal selection for kitchen improvements on a budget, the simply designed Bristan Value pillar bridge sink mixer is manufactured in tough brass with a simple, high shine chrome finish. Operated using 3"" metal lever handles with ceramic disc valves for smoother operation, this deck-mounted mixer tap offers a 210mm spout projection.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Value pillar bridge sink mixer Chrome,,Pillar bridge sink mixer;3inch (76mm) metal lever handles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/17/NW-D88217_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88217_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88217_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88217_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PG97161,Leisure Sinks Euroline waste kit,Leisure Sinks,29.53,A Leisure Sinks Euroline waste kit for the Euroline EL9502 sink.,Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Leisure Sinks Euroline waste kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/61/G97161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PQ02013,Hansgrohe Logis M31 2 handle kitchen mixer Chrome,Hansgrohe,205.45,"Swivelling for convenient use while working in the kitchen, this Hansgrohe Logis M31 two-handle kitchen mixer is built using ceramic cartridge technology for ease of use. This smart tap with 145mm spout is made of brass with an attractive chrome-plated finish.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Hansgrohe Logis M31 2 handle kitchen mixer Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/13/NW-Q02013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Logis_71285-0_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Q02013_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PG97170,Leisure Sinks 1 bowl sink with reducer waste kit,Leisure Sinks,18.04,An easy-install Leisure Sinks reducer waste kit for single bowl sinks.,Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Leisure Sinks 1 bowl sink with reducer waste kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/70/NW-G97170_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PQ40185,Hansgrohe Logis M31 kitchen mixer,Hansgrohe,214.24,"Swivelling for convenient use while working in the kitchen, this Hansgrohe Logis M31 single lever kitchen mixer is built using ceramic cartridge technology for ease of use. This smart tap with 220mm spout is made of brass with an attractive chrome-plated finish.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Hansgrohe Logis M31 kitchen mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/85/NW-Q40185_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Logis_71285-0_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Q40185_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PD77201,Bristan Raspberry Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,142.31,"The Bristan Raspberry monobloc sink mixer brings together an elegantly curved spout with a large-sized tactile flat handle, all with a chrome finish. Deck-mounted, this kitchen tap is suitable for use in all plumbing systems.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Raspberry Easyfit Kitchen Sink Mixer Tap Chrome,,Monobloc sink mixer;EasyFit base;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/01/NW-D77201_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D77201_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Raspberry_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77201_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PG36371,Aga Rangemaster Eaton 1.0B C/WAQUAMONO 35 tap & waste,Aga Rangemaster,440.8,"This Aga Rangemaster Eaton sink, tap and waste kit makes fitting out a new kitchen easy. Made of tough stainless steel, the single drainer reversible inset sink in this handy pack measures 420 x 350mm.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Aga Rangemaster Eaton 1.0B C/WAQUAMONO 35 tap & waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/71/G36371_wm.jpg,,,,,,,Stainless Steel,,,,,,,,N,,,,,,,Inset,,Stainless Steel,2,EA9501 TMO35,Sink Tap,N,Includes sink and drainer,With tap and waste,Stainless steel construction,For inset fitting,Reversible mounting,,,,,,,,,,,,,,,0.7 mm,Yes,"1 x sink, 1 x drainer",Reversible,Inset,Rectangular,420x350x150,NA,,,,,,
141,PC43200,"Deva LEVER wall mounted lever bridge sink mixer tap 6""",Deva,169.74,"This Deva LEVER bridge sink mixer is made of brass with a chrome finish. Suitable for all plumbing systems, this deck-mounted mixer includes a tactile lever handle for inclusive flow and temperature control.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Deva LEVER wall mounted lever bridge sink mixer tap 6""",,Sink mixer;Basin waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/00/NW-C43200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DLV305WM_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PD80818,Bristan Pistachio Easyfit monobloc sink mixer Black,Bristan,195.0,"Stylishly designed with a simple peg handle, the Bristan Pistachio swan neck monobloc sink mixer tap blends classic looks with a modern black finish. Offering simplified installation, this mixer tap is supplied complete with an EasyFit base.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Pistachio Easyfit monobloc sink mixer Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/18/D80818_wm.jpg,,,,,,,Black,7.6LPM @ 0.3Bar,0.3,Max 65,225,Pistachio,Modern,10 Years,N,265,Low,No,Yes,Yes,Swan Neck,Sink Mounted,Single Lever,Brass,1,PST EFSNK BLK,Kitchen Tap,N,Long life ceramic cartridge for durability and ease of use,Metal fixing nut for secure fitting,Easyfit base included,Flexible tails included,Black finish,10 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PB55600,Ideal Standard Belfast sink 600 x 455 x 255mm White,Ideal Standard,391.37,"A timeless choice, the Ideal Standard traditional rectangular Belfast sink is manufactured from a heavy duty fireclay with white glazed finish. The perfect sink for everyday use in a busy kitchen, the Belfast is resistant to acids and staining, keeping it looking brand new for longer.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Ideal Standard Belfast sink 600 x 455 x 255mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/00/NW-B55600_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B55600_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PB79010,Shaws Of Darwen Cleaner high back cleaners sink 510 x 380 x 230 x 535mm White,Shaws Of Darwen,430.15,"A practical design ideal for heavy commercial use, this Shaws Of Darwen 510 x 380mm high back rectangular cleaner's sink is made of a tough fine fireclay. Constructed using cutting edge kiln technology, this single bowl sink has an antibacterial white glaze finish fired for resistance to stains and acids. This smart cleaner's sink is suitable for floor or wall mounting.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Shaws Of Darwen Cleaner high back cleaners sink 510 x 380 x 230 x 535mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/10/NW-B79010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B79010_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PG75794,Carron Phoenix Zeno tap,Carron Phoenix,47.8,"A simple single lever design, the Carron Phoenix Zeno kitchen mixer tap will complement any kitchen design, traditional or modern. Finished in clean, glossy chrome, the Zeno has a low profile silhouette with L-type spout.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Zeno tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/94/G75794_wm.jpg,,,,,,,Chrome,7lpm @ 1bar,0.5,0.5-1.2 bar,N/A,Zeno,Low Profile,5 year (1 year on parts),N,214,Medium,No,Yes,Yes,L Spout,Surface Mount,Single Lever,Brass,1,115.0363.799,Tap,N,Low profile design,Surface mounted fitting,With L-shaped spout,Chrome finish,5 year warranty on tap,1 year warranty on parts,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PG74783,Aga Rangemaster Aqua pace 35 aquan flow restricted tap Chrome,Aga Rangemaster,80.89,"The Aga Rangemaster Aquapace35 Aquan tap is flow restricted to minimise water waste. This smart lever-operated monobloc tap has an inbuilt aerator for soft, balanced delivery and a smart chrome finish to suit most kitchens.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Aga Rangemaster Aqua pace 35 aquan flow restricted tap Chrome,,Tap Flexi Tail fitment,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/83/G74783_wm.jpg,,,,,,,Chrome,6 Lt/Min,0.2,N/A,N/A,Aqua pace 35,Single Lever,5 Years,N,44,Low,No,Yes,Yes,Aerator,N/A,Lever,Brass,0,TAQPACE35CM/-AN,Tap,N,Brass construction,Chrome finish,With flexible tails,With aerator spout,Single lever operation,6LPM flow rate,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PG09551,Carron Phoenix Ascona inset rev sink Stainless Steel,Carron Phoenix,250.51,The Carron Phoenix ASX 611-100 Ascona 350 x 435mm inset single bowl sink is supplied complete with a waste kit and overflow kit. A built-in drainer is a convenient addition while the sink itself has a robust stainless steel construction with neat brushed satin finish.,Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Ascona inset rev sink Stainless Steel,,Waste kit and overflow Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/51/G09551_wm.jpg,,,,,,,Satin Stainless Steel / Brushed,,,,,Ascona,,,N,,,,,,,Clips attached to sink,,Stainless Steel,2,101.0305.142,Inset Sink,N,Stainless steel construction,Satin/brushed finish,Oblong bowl shape,Clip mounting,"With 3 1/2"" drainer",With 2x tap holes,Reversible installation,,,,,,,,,,,,,1.0,Yes,Oblong bowl,Reversible sink,3 1/2,101.0305.142,350x435,NA,,,,,,
148,PG36376,Aga Rangemaster TSW1CM Aquaswan kitchen sink mixer,Aga Rangemaster,168.74,"Bringing a little of elegance to your kitchen, the Aga Rangemaster Aquaswan kitchen sink mixer tap has a sweeping swan-type spout and two simple levers. Finished in chrome, this single flow monobloc mixer is fitted with an aerator for smooth, splashless running.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Aga Rangemaster TSW1CM Aquaswan kitchen sink mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/76/G36376_wm.jpg,,,,,,,Chrome,24.1,0.2,38 Degrees,360 degrees,,Honeycomb Aerator,5 Years,N,N/A,All Pressure,No,Yes,Yes,Single Flow,yes,Dual Lever,Chrome,0,TSW1CM,N/A,N,Tall spout,With honeycomb aerator,Dual lever operation,Chrome finish,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PG97160,Leisure Sinks hole waste kit 52mm,Leisure Sinks,6.57,An easy-install Leisure Sinks waste kit for sinks with 52mm waste holes.,Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Leisure Sinks hole waste kit 52mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/60/NW-G97160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PQ04011,Hansgrohe Focus M41 single lever kitchen sink mixer tap Chrome Plated,Hansgrohe,379.04,"Swivelling for convenient use while working in the kitchen, this Hansgrohe Focus M41 single lever kitchen mixer with 204mm projection is built using ceramic cartridge technology for ease of use. This smart tap is made of brass with an attractive chrome-plated finish.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Hansgrohe Focus M41 single lever kitchen sink mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/11/NW-Q04011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Q04011_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Focus_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
