,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Type,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Colour,Max Vertical Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 9,Feature 10
61,P333977,Worcester Bosch Greenstar 8000 Style LPG combi boiler 40kW White,Worcester Bosch,1813.0,TBC,Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style LPG combi boiler 40kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/26/114626_wm.jpg,N,333977 PK,N,,,,,,,,,,,,Greenstar 8000 Style,8 years,,,,,365,,,,Condensing Combi Boiler Pack,,,,,,,,,,
62,P333970,Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB LPG LPG combi boiler pack 50kW Black,Worcester Bosch,2478.0,"Designed for contemporary homes, the Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB LPG system boiler pack, finished in sleek black, supplies reliable and efficient heating and hot water with minimal effort. Operated via an intuitive full colour touchscreen display, this 50kW boiler provides its user with an easy to understand text display and simplified menu, making commissioning easy and fault finding effortless with no need to refer back to a manual or remember every fault code.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB LPG LPG combi boiler pack 50kW Black,,Wall mounted gas condensing boiler;Mounting bracket;Mounting plate with keyless filling link pre-installed;PRV discharge pipe (including securing clips);Guarantee card;Set of printed documents for product documentation;Fixing materials (screws with acces,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/70/NW-333970_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_8000_Style_Install_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ct/WB_Greenstar_8000_Style_User_Instrct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_8000_Style_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/WB_GR8700iW_50_CB_NG_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar8000_Style_Consumer_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,
63,P333826,Worcester Bosch Greenstar 8000 Life GR8300iW 50 C NG combi boiler and flue pack 50kw,Worcester Bosch,2402.0,"A worthy successor to the perennially popular CDi Classic, with all the same connections for ease of replacement, the Worcester Bosch Greenstar 8000 Life GR8300iW 50 C LPG combi boiler pack with flue is just as reliable while also offering simplified installation, service and maintenance. Lightweight and easy to use, this ErP A-rated 50kW combi is fitted with an intuitive LCD display and offers the option for wireless smart operation using the Bosch EasyControl. Compatible with the state of the art Greenstar Intelligent Filling System, the efficient 8000 Life makes heating a home effortless.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 50 C NG combi boiler and flue pack 50kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333826_30 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/333826-30_Worcester_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/333826-30_Worcester_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P333978,Worcester Bosch Greenstar 8000 Style GR8700iW 35 C LPG combi boiler pack 35kW White,Worcester Bosch,1628.0,"Based on the popular CDi Classic, the Worcester Bosch Greenstar 8000 Style GR8700iW 35 C LPG combi boiler builds on customer and engineer feedback for quieter operation and simplified installation, commissioning and servicing. Compatible with the cutting edge Bosch Intelligent Filling System and offering intuitive touchscreen controls, this 35kW combi boiler is easy to use and provides detailed, at a glance error feedback for faster diagnosis and correction. ErP A-rated, the 8000 Style also works more efficiently, helping to reduce both waste and bills.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 35 C LPG combi boiler pack 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,N,333978 PK,N,Improved installation and servicing,Easy replacement for CDi Classic with same fixing points and connections,Simple commissioning procedure with all the information to complete the Benchmark Checklist provided quickly,,,,,,,13 L/min @ 40°C,LPG,Greenstar 8000 Style,8 years,47 kg,A,A,,365,333978,94,Wall Hung,Condensing Combi Boiler Pack,Design-led product aesthetics for contemporary homes,Quiet combustion chamber design,"Rapid diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Innovative and intuitive full colour text touchscreen boiler control display,Compatible with cutting edge Greenstar Intelligent Filling System,,,,DHW flow rate 13LPM at 40°C,8 year guarantee
65,P333957,Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler pack 45kW Black,Worcester Bosch,2059.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler promises hassle-free installation, servicing and commissioning alongside simple controls and a stylish, contemporary design which will sit alongside modern decor seamlessly. The team at Worcester Bosch has put years of installer and customer feedback into the design of this 45kW combi resulting in, amongst other clever features, a full colour touchscreen display to put control of every aspect of the boiler at your fingertips from set-up, to daily use, to fault diagnostics. Fully compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, the 8000 Style has an ErP A rating to help lower fuel bills and emissions.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler pack 45kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,N,333957 PK,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,,,,,,,15 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,49kg,A,A,,365,333957,94,Wall Hung,Condensing Combi Boiler,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,
66,P333976,WORCS GSTAR 8000 STYLE 45K CBI WT LPG PK,Worcester Bosch,2138.0,"Based on the Greenstar CDi Classic, the Worcester Bosch Greenstar 8000 Style GR8700iW 45 C LPG combi boiler improves on one of the brand's most popular boilers with input from both users and installers. The result? Not only is this combi easy and quick to install, commission and service, it also runs quietly and is effortless to operate. Compatible with the cutting-edge Intelligent Filling System, the Greenstar 8000 Style is designed for convenience and for efficiency, providing an ErP A rating for both heating and hot water.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> WORCS GSTAR 8000 STYLE 45K CBI WT LPG PK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,N,333976 PK,N,Improved installation and servicing,Easy replacement for CDi Classic with same fixing points and connections,Simple commissioning procedure with all the information to complete the Benchmark Checklist provided quickly,,,,,,,15 L/min @ 40°C,LPG,Greenstar 8000 Style,8 years,49kg,A,A,,365,333976,94,Wall Hung,Condensing Combi Boiler Pack,Design-led product aesthetics for contemporary homes,Quiet combustion chamber design,"Rapid diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Innovative and intuitive full colour text touchscreen boiler control display,Compatible with cutting edge Greenstar Intelligent Filling System,,,,DHW flow rate 15LPM at 40°C,8 year guarantee
67,P333188,Worcester Bosch Greenstar 4000 GR4700iW 12 S NG system boiler and flue 12kW,Worcester Bosch,1113.0,"Supplied with a flue, the Worcester Bosch Greenstar 4000 System GR4700iW 12 S NG system boiler pack offers easy wall mounting and a neat, attractive finish ideal for modern family homes. Providing excellent levels of performance, this 12kW system boiler has earned an ErP A rating for its energy efficiency and is designed with an intuitive, clear display panel for ease of operation and trouble-free error identification.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 12 S NG system boiler and flue 12kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/pk/333186_333192_PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/WB_GR4700iW_12_S_NG_ErP_Data_Fiche.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
68,P333985,Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG combi boiler pack 45kW White,Worcester Bosch,1981.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG is a direct replacement for the perennially popular CDi Classic, building on strong foundations but with new and improved features for the modern homeowner. With its contemporary design the 8000 Life looks great in any interior and installation is fast and easy thanks to a lower lift weight and familiar layout with all the same fixture points as its predecessor. Using this 45kW boiler is simple, with controls at your fingertips via a full colour text display and the option to connect up to Bosch's EasyControl smart thermostat. Offering an ErP A rating the 8000 Life helps to reduce fuel bills and emissions.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG combi boiler pack 45kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,N,333985 PK,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,,,,,,,15 L/min @ 40°C,Natural Gas,Greenstar 8000 Life,8 years,49kg,A,A,45 kW,365,"333827, 333985",94,Wall Hung,Condensing Combi Boiler,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,
69,P333974,Worcester Bosch Greenstar 8000 Style GR8700iW 30 CB LPG combi boiler pack 30kW Black,Worcester Bosch,1483.0,"Based on the popular CDi Classic, the black Worcester Bosch Greenstar 8000 Style GR8700iW 30 CB LPG combi boiler builds on customer and engineer feedback for quieter operation and simplified installation, commissioning and servicing. Compatible with the cutting edge Bosch Intelligent Filling System and offering intuitive touchscreen controls, this 30kW combi boiler is easy to use and provides detailed, at a glance error feedback for faster diagnosis and correction. ErP A-rated, the 8000 Style also works more efficiently, helping to reduce both waste and bills.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 30 CB LPG combi boiler pack 30kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,N,333974 PK,N,Improved installation and servicing,Easy replacement for CDi Classic with same fixing points and connections,Simple commissioning procedure with all the information to complete the Benchmark Checklist provided quickly,,,,,,,11 L/min @ 40°C,LPG,Greenstar 8000 Style,8 years,47 kg,A,A,,365,333974,94,Wall Hung,Condensing Combi Boiler Pack,Design-led product aesthetics for contemporary homes,Quiet combustion chamber design,"Rapid diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Innovative and intuitive full colour text touchscreen boiler control display,Compatible with cutting edge Greenstar Intelligent Filling System,,,,DHW flow rate 11LPM at 40°C,8 year guarantee
70,P333956,Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB NG combi boiler pack 50kW Black,Worcester Bosch,2380.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB NG combi boiler combines fast, easy installation, servicing and commissioning with intuitive controls and quiet operation all wrapped up in a sleek, contemporary package designed for the most modern home. The Worcester Bosch design team harnessed years of installer and customer feedback in designing the 8000 Style, resulting in a host of clever features including a full colour touchscreen display for hassle-free control and at-a-glance fault diagnostics. Compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, this 50kW combi has an ErP A rating for lower fuel bills and low emissions.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 50 CB NG combi boiler pack 50kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,N,333956 PK,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,,,,,,,18 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,49kg,A,A,,365,333956,94,Wall Hung,Condensing Combi Boiler,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,
71,P333972,Worcester Bosch Greenstar 8000 Style LPG combi boiler pack 40kW,Worcester Bosch,1813.0,TBC,Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style LPG combi boiler pack 40kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/26/114626_wm.jpg,N,333972 PK,N,,,,,,,,,,,,Greenstar 8000 Style,8 years,,,,,365,,,,Condensing Combi Boiler Pack,,,,,,,,,,
72,P333965,Worcester Bosch Greenstar 8000 Style GR8700iW 30 C NG combi boiler pack 30kW White,Worcester Bosch,1415.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 30 C NG combi boiler offers fast, easy installation, servicing and commissioning, simple controls, super quiet operation and high-end designer looks well-suited to the contemporary home. The team at Worcester Bosch has harnessed years of installer and customer feedback in designing the 8000 Style's full colour touchscreen display, which makes day-to-day use of this 30kW boiler effortless for high levels of comfort and efficiency at the touch of a button. Compatible with the innovative Greenstar Intelligent Filling System for optimum boiler pressure, the 8000 Style has an ErP A rating for lower fuel bills and low emissions.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 30 C NG combi boiler pack 30kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,N,333965 PK,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,,,,,,,11 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,47 kg,A,A,,365,333965,94,Wall Hung,Condensing Combi Boiler,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,
