,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Hazardous,Pack Size,Pack Type,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Colour,Connection Size,Connection Type,Thickness,Refrigerant Suitability,Material,Application,Volume,Physical State / Form,Feature 6,Feature 7,Feature 8,Pack Quantity,Diameter,Size,Connection Type 1,Gender,Connection Type 2,Attachment 5,Sheath Colour,Voltage Rating,Cross Sectional Area (mm),Conductor Strand Type,Pack Length,Harmonised Code,Conductor Material,Insulation Material,Number of Cores,Number of Strands,Operating Temperature Range (C),Outer Diameter,Sheath Material,Strands Size,Standards,Ambient CO Range,Magnetic Attachment,Flue Gas Loss Range,O2 Range,Draught Measurable Range,Ambient CO2 Measureable Range,Data Storage Capacity,Bluetooth,CO2 Determination,Display Type,Pressure Rating,Feature 9,Drive,Feature 10,Feature 11,Handle Type,Total Pack Quantity,Washer Type,Warranty,Operating Range,Detection Type,Power Supply,Measuring Range,Weight,Feature 12,Feature 13,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Testing Capability,Testing Range(s),Battery Life,Shank Type,Resistance Features,Depth (mm),Back Box Type,Number of Gangs,Material Type,Nut Types,Feature 14,Feature 15,Head Material,Feature 16,Feature 17,Feature 18,Feature 19,Amps,Voltage (V),Ways,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Length (M),Hole Depth,Operating Temperature,Size (oz),Washer-Exterior Dia,Washer-Internal Dia,Cut Resistance Rating,Tear Resistance Rating,Puncture Resistance Rating,Coating Material,Lining Material,Double Sided,Dimensions mm (H x W x D),Bolt Type,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Head Type,Refrigerant,Max Pressure,Sight Glass,Number of Valves,Operating Pressure,Protection Time,Drainage Product Type,Feature 20,Feature 21,Connection,Flow Rate,Motor Speed,Horse Power,Absolute Vacuum,Stages,Oil Capacity,Container Type,Quantity,Cut Type / Speed,Teeth Per Inch
10,P690688,Javac Procharge 100 digital charging scales 100kg,Javac,246.54,"The Javac Procharge 100 digital charging scale is part of the brand's range of refrigerant servicing tools. With a compact weighing platform and tough case, transportation of this scale is easy and safe while a high resolution LCD display makes it simple to use.",Trade Essentials/Trade Essentials.csv -> Javac Procharge 100 digital charging scales 100kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/88/NW-690688_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Procharge-100_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,P688125,Javac XTR-Ultra XTR-ULTRA-A2L XTR ultra recovery unit uk a2l 240v,Javac,801.0,"A lightweight version of the popular XTR, this Javac XTR Ultra 240V refrigeration recovery unit is suitable for HFC/HCFC/CFC refrigerant. Weighing just 8.4 kgs, this compact unit is an ideal entry-level recovery machine and offers excellent value for money as well as suitability for small or medium-sized refrigeration and air conditioning applications.",Trade Essentials/Trade Essentials.csv -> Javac XTR-Ultra XTR-ULTRA-A2L XTR ultra recovery unit uk a2l 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/25/NW-688125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/688125_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cu/um/Javac_Product_Guide_RecoveryVacuum.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P581046,Center Cleaning 1102 3 plyable perforated wipes,Center,4.05,"Supplied in an easy-tear roll, these Center CB perforated wipes are made of a good quality three-ply tissue, ideal to keep in the van or workshop for quick wiping down and mopping up spillages.",Trade Essentials/Trade Essentials.csv -> Center Cleaning 1102 3 plyable perforated wipes,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/46/581046_wm.jpg,,,,,Cleaning,N,1,Roll,470 x 377 x 512,1102,Perforated Wipes,N,Blue colour,Strong 3-ply,Multi-purpose use,Excellent cleaning ability,Offer value for money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,P689174,Imperial Oxyturbo Turbo Set 1000 turbo set 1000 mini brazing kit,Imperial,293.45,"Designed to be used with disposable cylinders, this Imperial Oxyturbo Turbo Set 1000 portable brazing kit includes oxygen and high performance Maxy gel fuel giving you temperatures of up to 3050°C. Highly portable, the whole set weighing just 5kg, this convenient kit keeps cylinders securely contained in a high quality metal rack with a carriage lock for safe storage.",Trade Essentials/Trade Essentials.csv -> Imperial Oxyturbo Turbo Set 1000 turbo set 1000 mini brazing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/74/NW-689174_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Advanced_Engineering_Maxy_Gas_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P622761,Gotec Leak Detection Spray Gotec LDS;EAN 4013245010273 leak detection spray,Gotec,18.52,"Working at pressures as low as 5 mbar, this Gotec leak detector spray produces a dense, stable foam for immediate tracing of the source of a leak. With a 360° valve, the can operates at any angle.",Trade Essentials/Trade Essentials.csv -> Gotec Leak Detection Spray Gotec LDS;EAN 4013245010273 leak detection spray,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/61/NW-622761_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Gotec_LDS_MSDS_09_07_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Gotec_Leak_Detector_Spray_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P571983,Center CB Standard PTFE Tape 12mtr x 12mm x 0.075mm (1),Center CB,0.32,"Center CB thread-sealing PTFE tape is designed specifically to aid the sealing of a joint where threaded or compression fittings are used. This versatile tape is compatible with a wide array of liquids including potable water and is suitable for use on multiple types of materials including plastic, brass, copper, aluminium, steel, galvanised steel and iron. This WRAS approved tape benefits from being resistant to enzymatic and micro-biological attack whilst also being non-toxic and non-flammable making in the perfect choice for professional installers. It is used in the applications of plumbing, heating, automotive, mechanical and hydraulic systems.",Trade Essentials/Trade Essentials.csv -> Center CB Standard PTFE Tape 12mtr x 12mm x 0.075mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/83/571983_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/CenterCB_571983-571984_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_571983_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P689153,Advanced Engineering Oxygen for Turbo Set oxygen (for turbo set 90/1000),Advanced Engineering,30.09,This Advanced Engineering oxygen cylinder for the Turboset 1000 portable professional torch includes integral gas control for user controllable flame intensity. It also incorporates a useful pressure gauge to helpfully indicate how much gas remains inside the oxygen bottle.,Trade Essentials/Trade Essentials.csv -> Advanced Engineering Oxygen for Turbo Set oxygen (for turbo set 90/1000),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/53/NW-689153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Advanced_Engineering_Maxygas_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Advanced_Engineering_Turbo-Set_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Advanced_Engineering_Oxygen_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PN57031,Blue Hawk sand and cement motar mix 5kg,Blue Hawk,3.61,"A pre-mixed general purpose mortar mix, Blue Hawk sand and cement mortar is suitable for bricklaying, rendering, tile fixing, paths, rockeries and for general repairs on concrete, bricks and masonry. With Blue Hawk Portland cement contained in a polythene bag and fine washed sand in the tub, this product offers an extended storage life.",Trade Essentials/Trade Essentials.csv -> Blue Hawk sand and cement motar mix 5kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/32/NW-N57031_N57032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Blue_Hawk_Sand_and_CementMortar_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Blue_Hawk_CementConcreteRoofing_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Blue_Hawk_Sand_and_Cement_Mortar_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P688748,Pump House Pro-Universal universal coil cleaner 5ltr,Pump House,102.84,"Suitable for condensers, evaporators and air filters, Pump House DiversiTech Pro-Universal coil cleaner is a NSF food safe registered universal indoor and outdoor solution for effective cleaning with no detrimental effect on coils. Pro-Universal's inhibitor prevents the cleaner from attacking delicate fins, concentrating its power on actively breaking down soil and dirt. Non-foaming, this self rinsing product is safer for the user and the environment compared to traditional foaming coil cleaners.",Trade Essentials/Trade Essentials.csv -> Pump House Pro-Universal universal coil cleaner 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/48/NW-688748_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_DiversiTech_Pro_Univr_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_DiversiTech_ProUniv_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT16716,Loctite 55 threaded pipe sealing cord 160m White,Loctite,12.49,"Suitable for sealing metal and plastic pipes and fittings, this Loctite 55 thread sealing cord offers immediate full pressure sealing and allows for re-adjustments. Loctite 55 needs no cure time for an immediate seal.",Trade Essentials/Trade Essentials.csv -> Loctite 55 threaded pipe sealing cord 160m White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/16/T16716_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Loctite_55_48x160m_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ro/hs/Loctite_55_48x160m_RoHS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Loctite_55_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,P459206,Regin high temperature silicone sealant 310ml Clear,Regin,13.49,A Regin high temperature clear silicone sealant.,Trade Essentials/Trade Essentials.csv -> Regin high temperature silicone sealant 310ml Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/06/NW-459206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/459206_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PN57863,Duracell Procell AA battery (Pack of 10),Duracell,4.47,"Made using superior cell design, these Duracell Procell alkaline manganese dioxide AA batteries meet stringent battery standards, incorporating parts of the ANSI and IEC battery standards for safety and quality. Economically packaged in bulk and individually date-coded for effective inventory management, Procell alkaline batteries are designed in collaboration with manufacturers for effective use in professional devices.",Trade Essentials/Trade Essentials.csv -> Duracell Procell AA battery (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/64/NW-N57861_N57864_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Duracell_MN1500_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT16508,Henkel Loctite pipe thread sealant 50ml,Henkel,25.49,"Suitable for straight or taper-straight connections, Loctite 577 medium strength general purpose thread sealant fills clearances between threads and seals, braking them at the same time. Providing instant low pressure sealing for metal threaded pipes and fittings and other threaded assemblies, Loctite 577 won't loosen, shrink or crack and has good chemical and thermal resistance.",Trade Essentials/Trade Essentials.csv -> Henkel Loctite pipe thread sealant 50ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/08/T16507_T16508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Loctite_577_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/T16508_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P497668,Rocol leak detector spray 300ml,Rocol,9.53,"Specially formulated, Rolcol leak detector spray identifies the very smallest positive pressure, gaseous leaks in plastic or metal pipework and fittings. Leaving a thin, uniform film of surface-active agents across the entire area to be tested, this spray is a simple solution for identifying potentially costly leaks or bleeding joints.",Trade Essentials/Trade Essentials.csv -> Rocol leak detector spray 300ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/68/NW-497668_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Rocol_Leak_Detector_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rocol_Leak_Detector_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P459078,Regin pressurisation pump,Regin,29.73,"With an extended hose, this Regin pressure vessel hand pump helps you to access difficult to reach areas. Freestanding, this pump includes a large, easy to read 0 - 5.1 bar (0 - 75 PSI) barrel-mounted gauge.",Trade Essentials/Trade Essentials.csv -> Regin pressurisation pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/78/NW-459078_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P613235,Diversitech Swoosh CO2 swoosh cartridges,Diversitech,45.52,This pack of Diversitech Swoosh drain gun CO2 cartridges delivers 800psi of oil-free air for condensate drain clearing. Each cartridge is environmentally safe and can be recycled.,Trade Essentials/Trade Essentials.csv -> Diversitech Swoosh CO2 swoosh cartridges,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/35/NW-613235_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Diversitech_SWOOSH_Drain_Gun_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Diversitech_SWOOSH_Drain_Gun_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P688123,Javac CC CC-141-A2L CC-141-A2L vacuum pump uk a2l,Javac,389.54,"Ideal for commercial air conditioning or automotive applications, this Javac CC-141-A2L vacuum pump is recommended for low duty use. Fitted with an oil demister to minimise the risk of spills, this two-stage pump offers an ultimate vacuum of 15 microns and is supplied with a tri-connector for fitting to 1/4 SAE, 3/8 SAE and 1/2 ACME.",Trade Essentials/Trade Essentials.csv -> Javac CC CC-141-A2L CC-141-A2L vacuum pump uk a2l,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/23/NW-688123_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_CC_A2L_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P600801,"JET Range Refrigerant hose set (R410A) 5/16 x 1/4""",JET Range,120.56,"A JET Range three piece pressure hose with ball valve set and 5/16 x 1/4"" connections, colour coded for ease of use.","Trade Essentials/Trade Essentials.csv -> JET Range Refrigerant hose set (R410A) 5/16 x 1/4""",,HoseBall valve set,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/01/NW-600801_wm.jpg,,,,,Refrigerant,N,,,,4678024,Hose Set,N,3 piece set,60 bar maximum allowable working pressure,,,,Blue / Red / Yellow,1/4 x 5/16,1/4 / 5/16 SAE female,1/4 x 5/16 in,R410a,"Brass, rubber",Refrigerant charging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P651277,Center CB spray duster 300ml,Center CB,16.04,"Center CB spray duster provides a simple solution to the problem of dust & debris in a wide range of technical equipment. Producing a high-pressure, non-flammable dry stream this spray duster is perfect for use on all types of technical and delicate equipment such as burner jets and heat exchangers to remove cobwebs, dust & debris. It is also versatile, being safe to use on access panels, appliance casings, computer equipment, keyboards, and other electrical equipment. Supplied with straw for access to hard to reach places.",Trade Essentials/Trade Essentials.csv -> Center CB spray duster 300ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/77/NW-651277_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/CenterCB_651277_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_651277_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P655262,Arctic Hayes Vortex Map-x mixture propane gas (1),Arctic Hayes,12.0,"Burning hotter than propane, this Artic Hayes Vortex Map-X 450ml non-refillable gas canister is ideal for use in high-temperature applications.",Trade Essentials/Trade Essentials.csv -> Arctic Hayes Vortex Map-x mixture propane gas (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/62/NW-655262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Arctic_Hayes_Product_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PN37664,Center CB Shower and Sanitaryware Silicone White 300ml,Center CB,4.93,"A single component sealant based on silicones, this Center CB shower and sanitary sealant offers an elastic finish for joints in bathrooms and kitchens, top sealing in glazing, refrigerator sealing, container construction and air-conditioning systems.",Trade Essentials/Trade Essentials.csv -> Center CB Shower and Sanitaryware Silicone White 300ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ro/nt/N37664-FRONT_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Drainage_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Center_CB_Silicone_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
