,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,By Model Number,Supplier Product Code,Type,WEEE Compliant,Range,Dimensions mm (H x W x D),Feature 1,Feature 2,Feature 3,Connection,Connection Size,Thread Standard,Material,Thread Size,Maximum Operating Temperature,Application,Feature 4,Feature 5,Spray Angle,Diameter,Operating Temperature,Warranty,Capacitance,Dimensions (L x W x D),Part Gas Council number,Working Pressure,Voltage (V),Output (W),Phase,Frequency,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 6,Attachment 7,Pack Quantity
274,P419416,Satronic oil 1 stage control box,Satronic,69.9,"The Satronic DKO 970 oil burner safety control box controls oil burners with throughputs of up to 30kg/h. A microprocessor-based programming sequence provides stable timings independent of voltage variations, ambient temperature and switch-on cycles. The built-in information system provides continuous monitoring of the box and provides information as to the cause of a lock-out, saving those details for easy retrieval after power loss.",Heating/Burner Parts/Burner Parts.csv -> Satronic oil 1 stage control box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/16/NW-419416_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Satronic_DKO970-72_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,P436132,Danfoss 052L transformer 220v,Danfoss,168.16,A Danfoss 052L transformer with 220V voltage supply.,Heating/Burner Parts/Burner Parts.csv -> Danfoss 052L transformer 220v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/32/NW-436132_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Danfoss_Brnr_Component_ServiceManual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,P437889,Eogb electrode and lead,Eogb,9.73,"Suitable for domestic or commercial use, this Eogb electrode with lead is compatible with B9, 11 and 20 burners.",Heating/Burner Parts/Burner Parts.csv -> Eogb electrode and lead,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/89/NW-437889_wm.jpg,,,,,,N,,E01-0002,Electrode,N,,x  x,Burner parts,,,,,,,,,CommercialDomestic,,,,,,,,,,,,,,,,,,,,,,,
277,P416115,Watts Industries Electro Controls damper motor 16nm 0-10v,Watts Industries,269.74,"This Watts Electro Controls 24V damper motor is for fitting directly to air damper shafts or remotely using linkage accessories in HVAC systems, or for use on control valves. The motor's rotary operation can be employed for the opening and closing of dampers and valves.",Heating/Burner Parts/Burner Parts.csv -> Watts Industries Electro Controls damper motor 16nm 0-10v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/15/NW-416112_416115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/WI_ElectroControls_Damper_Motor_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,P466548,Ecoflam capacitor,Ecoflam,8.98,"Designed to start a burner motor, this Ecoflam C107/8 75W 3.5µF capacitor has moulded connection leads and is suitable for the majority of domestic burners including those in the Ecoflam Minor and Dual ranges.",Heating/Burner Parts/Burner Parts.csv -> Ecoflam capacitor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/48/NW-466548_wm.jpg,,,,,,N,C107/8,65070297,Capacitor,N,,,All available off the shelf at extremely competitive prices,,,,,,,,,,,,,25 mm,8 to 28,1 year,3.5 µF,25 mm (Dia),,,,,,,,,,,,,,,
279,P437404,Eogb X standard oil burner 80mm 14-36kW,Eogb,417.55,"Blending up to B10 as standard, this Eogb X400 oil burner is suitable for use with kerosene, gas oil and FAME-based biofuel blends. Offering performance and reliability, this compact burner will fit to most existing boilers, with its universal mounting flange providing an airtight attachment, secured by just one screw. X400 ensures easy access to all components with no the need to break oil or electrical connections.",Heating/Burner Parts/Burner Parts.csv -> Eogb X standard oil burner 80mm 14-36kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/04/NW-437404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Eogb_X_Series_Burners_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Eogb_X_Series_Burners_Instrct_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Eogb_X400_Oil_Burner_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,P436260,Delavan type W oil nozzle 00.85 x 60,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has a 60° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Burner Parts.csv -> Delavan type W oil nozzle 00.85 x 60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/64/NW-436256_436264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PK80131,DANFOSS AMV 435 24V 3-POINT ACTUATOR,Danfoss,238.0,"Incorporating load-related switch-off, the advanced Danfoss AMV 435 actuator is capable of ensuring that actuators and valves are safe from the risk of overload. Ideal for use with VRB, VRG, VF and VL type two and three-way valves up to DN80 and with AHQM DN size DN40 to DN100, the AMV 435 is also compatible with DN40 to DN100 AB-QM pressure independent balancing and control valves.",Heating/Burner Parts/Burner Parts.csv -> DANFOSS AMV 435 24V 3-POINT ACTUATOR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/31/NW-K80131_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Danfoss_Steam_Valves_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_AMV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_AMV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_AMV_UK_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_AME-AMV_EU_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_AMV_Operation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/to/ry/Danfoss_AME-AMV_Casestory.pdf,
282,P436268,Delavan type W oil nozzle 01.25 x 60,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has a 60° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Burner Parts.csv -> Delavan type W oil nozzle 01.25 x 60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/68/NW-436268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,P455552,Eogb tigerloop,Eogb,80.98,"This Eogb Afriso 3K 1 oil loop filters out gases from oil, eliminating the oil pump or nozzle problems which commonly occur where air is found in oil. This loop also allows a single pipe feed to be converted to a two pipe feed.",Heating/Burner Parts/Burner Parts.csv -> Eogb tigerloop,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/52/NW-455552_wm.jpg,,,,,,N,,B03-00-119-00701,Oil Loop,N,,x  x,Oil loop,,,,,,,,,CommercialDomestic,,,,,,,,,,,,,,,,,,,,,,,
284,P437901,Eogb M02-1-90-13 1phase motor 90w,Eogb,118.12,"This EOGB M02-1-90-13 90W single phase motor is suitable for use with 2012, 2011 and 2020 burners.",Heating/Burner Parts/Burner Parts.csv -> Eogb M02-1-90-13 1phase motor 90w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/01/NW-437901_wm.jpg,,,,,,N,,M02-1-90-13,Motor,N,,,90W,,,,,,,,,,,,,,,,,,,,,90,1,,,,,,,,,,
285,P457436,RIELLO 3470810 RL50 TC OIL BURNER,Riello,2824.6,This Riello two-stage temperature control gas burner offers a firing rate of 296 to 593kW.,Heating/Burner Parts/Burner Parts.csv -> RIELLO 3470810 RL50 TC OIL BURNER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/36/457436_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Riello_RL_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Riello_457436_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,P417697,"Goldseal Gold Seal Valves gas solenoid valve 65mm 2 1/2"" 230V PN8 IP54 EN161",Goldseal,456.97,"Compatible with hydrocarbon gases such as natural gas, LPG and methane, the Goldseal GSV 65mm 230V PN8 EN 161 solenoid valve supplies isolation and emergency shut-off in gas distribution. Fitted with 2 1/2"" connections, this valve is normally closed but is capable of fast opening when energised.","Heating/Burner Parts/Burner Parts.csv -> Goldseal Gold Seal Valves gas solenoid valve 65mm 2 1/2"" 230V PN8 IP54 EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/97/417697_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Goldseal_GSV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Goldseal_GSV_Gas_Valve_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PK98338,"Sirai solenoid valve 1"" 230/50",Sirai,185.51,"Made of brass with EPDM seals, this Sirai solenoid valve is a two way normally closed (2/2 NC) pilot-operated electric valve with 1"" BSP connections. It is suitable for use in mains/potable water under pressure.","Heating/Burner Parts/Burner Parts.csv -> Sirai solenoid valve 1"" 230/50",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/38/NW-K98338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sirai_L182_Solenoid_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,P416848,Nu-Way probe,Nu-Way,37.44,A Nuway probe for the Bentone BG400.,Heating/Burner Parts/Burner Parts.csv -> Nu-Way probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/48/NW-416848_wm.jpg,,,,,,N,"MGN 320 S1L,MGN 190 T1L,MGN 190 S1L,MGN 320 T1L",BN11905102,Probe,N,,x  x,"Leading supplier and manufacturer of spare parts and oil, gas and dual fuel burners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,P732920,Danfoss OD-H H04603E 00.55 x 80 h nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-H oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Burner Parts.csv -> Danfoss OD-H H04603E 00.55 x 80 h nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/20/NW-732920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,P469737,"Goldseal Goldseal 15mm  ½"" 24V ACC Water Solenoid Valve.  WRAS Approved",Goldseal,65.94,"WRAS approved, this high quality, normally closed Goldseal 15mm 1/2"" 24V ACC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Burner Parts.csv -> Goldseal Goldseal 15mm  ½"" 24V ACC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,,,N,,GSW13-24VAC,Water Solenoid Valve,N,,,Normally closed,Brass body,Two-way inlet and outlet ports,BSP,15mm,,Brass,15mm,120,,WRAS Approved,IP65,,,,,,,,0.5-16 Bar,,,,,,,,,,,,,
291,P469747,"Goldseal Goldseal 40mm  1½"" 230V AC Water Solenoid Valve.  WRAS Approved",Goldseal,209.4,"WRAS approved, this high quality, normally closed Goldseal 40mm 1 1/2"" 230V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Burner Parts.csv -> Goldseal Goldseal 40mm  1½"" 230V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,,,N,,GSW40-230VAC,Water Solenoid Valve,N,,,Normally closed,Brass body,Two-way inlet and outlet ports,BSP,140mm,,Brass,1½ 40mm,120,,WRAS Approved,IP65,,,,,,,,0.5-16 Bar,,,,,,,,,,,,,
292,P466532,Ecoflam motor 240v 75w,Ecoflam,74.85,This Ecoflam M110/3 240V 70W three phase motor is compatible with Ecoflam Minor appliances.,Heating/Burner Parts/Burner Parts.csv -> Ecoflam motor 240v 75w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/32/NW-466532_wm.jpg,,,,,,N,M110/3,65322784,Motor,N,,,Metal colour,1 year warranty,,,,,,,,,,,,,8 to 28,1 year,,,,,240,70,3,50/60,,,,,,,,,
293,P436272,Delavan type W oil nozzle 01.50 x 60,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has a 60° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Burner Parts.csv -> Delavan type W oil nozzle 01.50 x 60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/72/NW-436272_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,P436251,Delavan type W oil nozzle 00.55 x 60,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has a 60° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Burner Parts.csv -> Delavan type W oil nozzle 00.55 x 60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/54/NW-436250_436254_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,P457104,Riello Riello R40  3748418 oil burner 118mm,Riello,1662.79,"Safe and highly efficient, the Riello R40 G20D two stage light oil burner is just one in a range of Riello burners designed to cover all home heating needs. Easy to install and simple to adjust, this burner operates quietly and has a very compact footprint, allowing it to fit into any current boiler.",Heating/Burner Parts/Burner Parts.csv -> Riello Riello R40  3748418 oil burner 118mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/04/NW-457103_457104_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Riello_R40G20D_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Riello_R40GI_Oil_Burner_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,P436252,Delavan type W oil nozzle 00.55 x 80,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has an 80° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Burner Parts.csv -> Delavan type W oil nozzle 00.55 x 80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/54/NW-436250_436254_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,P456701,Riello Riello Spares electrode,Riello,30.63,"Measuring 209 x 25mm, this Riello replacement spark electrode is suitable for use in R40 G10I, R40 G10 and R40 G10D models. An ignition (spark) electrode causes the spark that begins combustion within a burner.",Heating/Burner Parts/Burner Parts.csv -> Riello Riello Spares electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/01/NW-456701_wm.jpg,,,,,,N,,87161108430,Electrode Assembly,N,Riello Spares,x  x,209 (L) x 25 (Dia) mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,P417698,"Goldseal Gold Seal Valves gas solenoid valve 80mm 3"" 230V PN16 IP54 EN161",Goldseal,501.44,"Compatible with hydrocarbon gases such as natural gas, LPG and methane, the Goldseal GSV 80mm 230V PN16 IP54 EN 161 solenoid valve supplies isolation and emergency shut-off in gas distribution. Fitted with 3"" connections, this valve is normally closed but is capable of fast opening when energised.","Heating/Burner Parts/Burner Parts.csv -> Goldseal Gold Seal Valves gas solenoid valve 80mm 3"" 230V PN16 IP54 EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/98/417698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Goldseal_GSV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Goldseal_GSV_Gas_Valve_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,P456687,Riello fan impellor,Riello,50.55,"Suitable for residential, commercial or industrial use, this Riello 104 x 61mm fan impeller is compatible with a wide range of units. This part increases the volume of the air passing into a combustion head and ensures complete combustion of fuel, reducing carbon monoxide.",Heating/Burner Parts/Burner Parts.csv -> Riello fan impellor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/87/NW-456687_wm.jpg,,,,,,N,"DANESMOOR HE 32/50 OOO GB U'LITY,DANESMOOR HE 50/70 OOO GB U'LITY",87161091920,Fan Impeller,N,,x  x,"For single stage, two stage and modulating operation",,,,,,,,,ResidentialCommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,
300,P436257,Delavan type W oil nozzle 00.65 x 80,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has an 80° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Burner Parts.csv -> Delavan type W oil nozzle 00.65 x 80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/64/NW-436256_436264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,P436250,Delavan type W oil nozzle 00.50 x 80,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has an 80° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Burner Parts.csv -> Delavan type W oil nozzle 00.50 x 80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/54/NW-436250_436254_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,P732928,Danfoss OD-S 00.60 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Burner Parts.csv -> Danfoss OD-S 00.60 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/28/NW-732928_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,P421701,Atkinson push button sight gauge 6ft,Atkinson,41.64,"Made of UPVC, this Atkinson 1830mm x 1/2"" sight gauge offers a clear reading of the level of contents in a tank via unbreakable sight tubes.",Heating/Burner Parts/Burner Parts.csv -> Atkinson push button sight gauge 6ft,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/01/NW-421700_421701_wm.jpg,,,,,,N,,SG1552,Sight Gauge,N,,x  x,Produced to BS799,Features a push-to-read button which isolates flow into the tube when released,Made in England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,P438075,Eogb motor 90w,Eogb,231.05,"This EOGB M02-1-90-16 230V 90W single phase motor is suitable for use with Sterling 35, 40 and 50 burners.",Heating/Burner Parts/Burner Parts.csv -> Eogb motor 90w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/75/NW-438075_wm.jpg,,,,,,N,,M02-1-90-16,Motor,N,,,90W,,,,,,,,,,,,,,,,,,,,230,90,1,,,,,,,,,,
