,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Amps,Colour,Connection Type,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Position,Pressure,Pump Type,Range,Voltage (V),Warranty,Watts,Phase,Hazardous,Positive / Neutral / Universal,Twin / Single,Material,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Type,Output,Feature 11,Feature 12,Feature 13,Feature 14
61,PD12063,Grundfos STR2 twin impeller positive regen shower pump,Grundfos,456.0,"The innovative, tough Grundfos STR2 regenerative shower pump with positive head and two impellers combines impressive performance levels with a durable build at an affordable price. Continuously rated as a regenerative pump, the STR2 overcomes the issue of air pockets and is ideal anywhere a plumbing route includes multiple bends and elbows. Boosting either hot or cold water to single showers or a simple bathroom suite where outlets are below the cold-water tank, this high-performance composite shower pump includes a low-speed induction motor for minimal turbulence in the pump head, quieter operation and a longer life.",Showering/Shower Pumps/Shower Pumps.csv -> Grundfos STR2 twin impeller positive regen shower pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/63/NW-D12063_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_SSR2_STN_ShowPumps_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_SSR2_STR2_ShowPumps_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PC88071,Salamander RP twin positive head centrifugal shower and bathroom pump 2.0bar,Salamander,410.37,"Offering quiet efficiency, the 2 bar Salamander RP premium twin ended pump boosts the hot and cold water supply to showers, baths, basins and toilets in a positive head, gravity fed installation. Suitable for a wide range of shower types and heads and single mixer taps, this pump incorporates Crossover technology for individual outlet operation.",Showering/Shower Pumps/Shower Pumps.csv -> Salamander RP twin positive head centrifugal shower and bathroom pump 2.0bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/71/NW-C88070_C88071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Salamander_GravityBooster_Pump_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Salamander_RP_ShowerPump_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Salamander_RP_Pump_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PC88074,Salamander RP75TU twin universal centrifugal shower and bathroom pump 2.0bar,Salamander,561.09,"The 2 bar Salamander RPU premium single ended pump provides a quiet and efficient boost to the hot or cold water supplies to showers, baths, basins and toilets in a negative head, gravity fed installation. Suitable for providing boosted hot water to showers or mixers when cold is taken from the mains water, this adaptable pump is easy to install and incorporates a range of performance enhancing technologies.",Showering/Shower Pumps/Shower Pumps.csv -> Salamander RP75TU twin universal centrifugal shower and bathroom pump 2.0bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/74/NW-C88073_C88074_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Salamander_GravityBooster_Pump_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Salamander_RP_Pump_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Salamander_RPU_ShowerPump_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PC88053,Salamander CT Force single impeller regenerative positive head shower pump 2.0bar,Salamander,285.9,"Quiet and efficient, the 2 bar Salamander CT Force 20 single ended pump boosts hot or cold water supplies to a shower or individual taps and outlets in positive head gravity fed installation. Suitable for use in mains fed cold water systems, the CT Force offers more powerful water delivery for faster bath filling and more invigorating showers.",Showering/Shower Pumps/Shower Pumps.csv -> Salamander CT Force single impeller regenerative positive head shower pump 2.0bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/54/NW-C88053_C88054_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Salamander_CTForce_ShowerPump_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Salamander_GravityBooster_Pump_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Salamander_CT_Pump_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PC88055,Salamander CT Force universal twin bar pump 1.5bar,Salamander,534.25,"A quiet and efficient solution to low water pressure, the 1.5 bar Salamander CT Force 15 twin ended shower and bathroom pump boosts hot and cold supplied to showers, baths and toilets in a negative head gravity fed installation. Providing more powerful showers, faster-filling toilets and stronger mixer tap flow, the robust, effective CT Force meets the demand for increased domestic water supplies.",Showering/Shower Pumps/Shower Pumps.csv -> Salamander CT Force universal twin bar pump 1.5bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/57/NW-C88055_C88057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Salamander_CTForce_ShowerPump_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Salamander_GravityBooster_Pump_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Salamander_CT_Pump_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PD52496,Stuart Turner Monsoon universal twin shower pump 1.5 bar,Stuart Turner,768.9,"Designed for vented systems, the 1.5 bar Stuart Turner Monsoon fully automatic universal twin pump boosts both hot and cold water supplies in balance and is suitable for both positive and negative head applications. The Monsoon Universal doesn't require a gravity flow of water to start, so it's ideal for pressurising a supply where outlets are higher than the water source, such as in a loft conversion or where it's not clear if a positive flow of water exists.",Showering/Shower Pumps/Shower Pumps.csv -> Stuart Turner Monsoon universal twin shower pump 1.5 bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/96/NW-D52495_D52496_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ur/ve/STurner_Monsoon_Uni_TwinPump_Curve.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/STurner_Monsoon_Uni_TwinPump_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/STurner_Monsoon_UniTwinPump_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/STurner_Monsoon_UniTwinPump_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PD52372,Stuart Turner Monsoon universal single shower pump 4.5bar,Stuart Turner,577.81,"Helping to boost both hot and cold supplies in a vented system when used in a pair, the Stuart Turner Monsoon universal single shower pump is also suitable for installation alone in order to boost a water supply where needed the most. This fully automatic peripheral shower pump boosts flow rates to up to a powerful 26LPM with no need for gravity flow to get started. The Monsoon can be used in either positive or negative head applications.",Showering/Shower Pumps/Shower Pumps.csv -> Stuart Turner Monsoon universal single shower pump 4.5bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/72/NW-D52372_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ST_Monsoon_Universal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/ST_Monsoon_Universal_Single_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ST_Monsoon_Pump_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/ST_Monsoon_Universal_Single_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PD12031,Grundfos SSN universal single pump 2.0bar,Grundfos,885.0,"The tough, hardwearing Grundfos SSN premium brass regenerative shower pump with universal head and one impeller does away with the problem of air pockets and is ideal for situations where a plumbing route includes multiple bends and elbows. Suitable for domestic, commercial or light industrial use to boost shower pressure up to 4 bar, the SSN boosts hot or cold water to single or multiple showers or provides a boost for the whole house where outlets are above or below a cold-water tank.",Showering/Shower Pumps/Shower Pumps.csv -> Grundfos SSN universal single pump 2.0bar,,Pump;Flexible ;braided connection hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/32/NW-D12031_D12032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Watermill_ShowPump_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_SSR2_STN_ShowPumps_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PD52937,Stuart Turner Showermate twin shower pump U2.0,Stuart Turner,729.48,"Offering flow rates of up to 40LPM, the Stuart Turner Showermate standard twin shower pump is used to boost the hot and cold supply to a shower room or bathroom. This high performance yet compact pump is supplied with a pair of 15mm anti-vibration flexible hoses, each with an integral isolation valve on the inlet.",Showering/Shower Pumps/Shower Pumps.csv -> Stuart Turner Showermate twin shower pump U2.0,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/38/NW-D52937_D52938_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stuart_Showermate_Universl_Twin_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rv/es/Stuart_Showermate-Unvrsl-Twin_Curves.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Stuart_Showermate_Universal_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PD52371,Stuart Turner Monsoon universal single shower pump 3.0bar,Stuart Turner,562.41,"Used in pairs, the 3 bar Stuart Turner Monsoon universal pump boosts hot and cold water supplies in vented systems independently or, used as a single pump, it will boost the water supply as needed. Fully automatic, the Monsoon doesn't need a gravity flow of water to start and is suitable for both positive and negative head applications.",Showering/Shower Pumps/Shower Pumps.csv -> Stuart Turner Monsoon universal single shower pump 3.0bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/71/NW-D52371_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ur/ve/STurner_Monsoon_Uni_SinglePump_Curve.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/STurner_Monsoon_Uni_SinglePump_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/STurner_Monsoon_UniSinglePump_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/STurner_Monsoon_UniSinglePump_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PD59575,Mira Pumps twin ended shower pump 1.5 bar,Mira,217.86,"Boosting hot and cold water supplies simultaneously, the Mira Domestic 1.5 bar twin impeller inlet shower pump generates a generous flow rate of up to 32 litres a minute. With quiet operation and an integral flow switch for automatic switch-on, this pump is a convenient choice for home use.",Showering/Shower Pumps/Shower Pumps.csv -> Mira Pumps twin ended shower pump 1.5 bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/75/NW-D59575_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_1_5_2bar_Twin_Pump_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_ShowersEnclosuresTrays_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PC88063,Salamander CT universal twin head bathroom pump 2.6bar,Salamander,576.34,"A quiet and efficient solution to low water pressure, the 2.6 bar Salamander CT twin regenerative universal bathroom pump boosts hot and cold supplies to bathrooms, utility rooms and en suites in a positive or negative head gravity fed installation. Providing more powerful showers, faster-filling toilets and stronger mixer tap flow, the robust, effective CT incorporates Crossover technology for individual hot and cold outlet operation.",Showering/Shower Pumps/Shower Pumps.csv -> Salamander CT universal twin head bathroom pump 2.6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/63/NW-C88062_C88063_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Salamander_GravityBooster_Pump_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Salamander_CT_BathroomPump_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Salamander_CT_Pump_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PC88060,Salamander CT twin head bathroom pump 1.8bar,Salamander,251.8,"A quiet and efficient solution to low water pressure, the 1.8 bar Salamander CT twin impeller bathroom pump boosts hot and cold supplies to showers, baths and toilets in a positive head gravity fed installation. Providing more powerful showers, faster-filling toilets and stronger mixer tap flow, the robust, effective CT incorporates Crossover technology for individual hot and cold outlet operation.",Showering/Shower Pumps/Shower Pumps.csv -> Salamander CT twin head bathroom pump 1.8bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/60/NW-C88060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Salamander_GravityBooster_Pump_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Salamander_CT_BathroomPump_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Salamander_CT_Pump_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PC88070,Salamander RP twin positive head centrifugal shower and bathroom pump 1.5bar,Salamander,275.1,"Offering quiet efficiency, the 1.5 bar Salamander RP premium twin ended pump boosts the hot and cold water supply to showers, baths, basins and toilets in a positive head, gravity fed installation. Suitable for a wide range of shower types and heads and single mixer taps, this pump incorporates Crossover technology for individual outlet operation.",Showering/Shower Pumps/Shower Pumps.csv -> Salamander RP twin positive head centrifugal shower and bathroom pump 1.5bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/71/NW-C88070_C88071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Salamander_GravityBooster_Pump_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Salamander_RP_ShowerPump_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Salamander_RP_Pump_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PD01257,Salamander TankBoost mains water booster system 200L 3.0 bar,Salamander,1767.14,"Helping to improve water supply, this Salamander TankBoost 200L 3 bar mains water booster system is the answer to the problem of insufficient mains water supply. Featuring a 200L storage tank and submersible, integrated stainless steel pump, this powerfully efficient system delivers pressures of up to 3 bar and flow rates of up to 80LPM while working quietly for less in-home disturbance. To improve performance even further additional storage tanks can be linked to primary TankBoost unit for larger capacities.",Showering/Shower Pumps/Shower Pumps.csv -> Salamander TankBoost mains water booster system 200L 3.0 bar,,TankBoost Pumped Unit;Installation Manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/_1/D01257_1_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D01257_Line Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PC88092,Salamander TankBoost mains booster system 450ltr 3.0bar,Salamander,2404.77,"The Salamander 450L 3 bar mains water booster system is the ideal choice for those properties where mains water can't meet user demand. Fitted with a generous 450L capacity tank, this system uses a powerful integrated pump to supply water to internal outlets at pressures of up to 3 bar and flow rates of up to 80LPM.",Showering/Shower Pumps/Shower Pumps.csv -> Salamander TankBoost mains booster system 450ltr 3.0bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/92/C88092_wm.jpg,,,,,,4.2,Black/White,1/2 BSP Inlet/1 BSP Outlet,Up to 80 L/min,Flow not Pressure,4-20,FloorstandingVertical,Up to 3bar,Submersible,TankBoost,230,2 years,730,Single,N,Universal,Single,Plastic Tank w SS pump,TNK-450-SUB,N,With 450L storage tank,With submersible integrated stainless steel pump,Delivers pressures up to 3 bar,Delivers flow rates up to 80LPM,"Efficient, quiet operation",Suitable for mains-fed systems,Easy installation,2 year warranty,,,,,,,,
77,PD12029,Grundfos STN universal twin shower pump 3.0bar,Grundfos,1431.0,"Manufactured to the highest standards, the Grundfos STN premium brass shower pump with universal head and two impellers is continuously rated as a regenerative pump, overcoming the issue of air pockets and ideal where a plumbing route includes multiple bends and elbows. This high performance shower pump is suitable for domestic, commercial or light industrial use, improving shower pressure up to 4 bar. Boosting both hot and cold water to single showers, multiple showers or providing a boost to a whole house where outlets are above or below the cold-water tank the robust, corrosion-resistant STN operates quietly and at a low speed for a longer working life.",Showering/Shower Pumps/Shower Pumps.csv -> Grundfos STN universal twin shower pump 3.0bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/30/NW-D12027_D12030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Watermill_ShowPump_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_SSR2_STN_ShowPumps_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PD52568,Stuart Turner PH-ES pump,Stuart Turner,389.51,"Providing a pressurised water supply from a break tank, the Stuart Turner PH ES Boostamatic pressure switch pump is suitable for either positive or negative head applications and doesn't rely on gravity flow to start. Suitable for commercial or domestic use, the PH ES pumps hot or cold water.",Showering/Shower Pumps/Shower Pumps.csv -> Stuart Turner PH-ES pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/68/NW-D52568_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/STurner_PH_ES_Boostamatic_Pump_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/STurner_PH_ES_Boostamatic_Pmp_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PD52383,Stuart Turner CH4 CH 4-40 B centrifugal multistage boostamatic pump,Stuart Turner,727.27,"Providing pressurised water from a break tank, the Stuart Turner CH 4-40 B Boostamatic pump is suitable for either positive or negative head applications, self priming up to 5 meters and doesn't rely on gravity flow to activate. Suitable for commercial or domestic use, this continuously rated pump operates quietly so you can forget it's there.",Showering/Shower Pumps/Shower Pumps.csv -> Stuart Turner CH4 CH 4-40 B centrifugal multistage boostamatic pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/83/NW-D52382_D52383_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/STurner_CH4_Boostamatic_Pump_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/STurner_CH4_Boostamatic_Pump_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PD12066,Grundfos STR2 twin impeller negative regen shower pump,Grundfos,952.0,"The innovative, tough Grundfos STR2 regenerative shower pump with universal head and two impellers combines impressive performance levels with a durable build at an affordable price. Continuously rated as a regenerative pump, the STR2 overcomes the issue of air pockets and is ideal anywhere a plumbing route includes multiple bends and elbows. Boosting either hot or cold water to single showers or a simple bathroom suite where outlets are below the cold-water tank, this high-performance composite shower pump includes a low-speed induction motor for minimal turbulence in the pump head, quieter operation and a longer life.",Showering/Shower Pumps/Shower Pumps.csv -> Grundfos STR2 twin impeller negative regen shower pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/66/NW-D12065_D12066_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_SSR2_STN_ShowPumps_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_SSR2_STR2_ShowPumps_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PD12023,Grundfos STP Amazon 3 Bar +VE Twin Regen Pump,Grundfos,1081.0,"Manufactured to the highest standards, the Grundfos STP premium brass shower pump with positive head and two impellers is continuously rated as a regenerative pump, overcoming the issue of air pockets and ideal where a plumbing route includes multiple bends and elbows. This high performance shower pump is suitable for domestic, commercial or light industrial use, improving shower pressure up to 4 bar. Boosting both hot and cold water to single showers, multiple showers or providing a boost to a whole house where outlets are above or below the cold-water tank the robust, corrosion-resistant STN operates quietly and at a low speed for a longer working life.",Showering/Shower Pumps/Shower Pumps.csv -> Grundfos STP Amazon 3 Bar +VE Twin Regen Pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/23/NW-D12021_D12023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Watermill_ShowPump_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_SSR2_STN_ShowPumps_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
