,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Hazardous,Depth (mm),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Thickness,Warranty,Frame Colour,Waste Kit Included,Feature 11
10,PN40705,Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Riven Slate,Multipanel,144.28,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel has been finished in Riven Slate, a highly textured realistic dark slate surface.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Riven Slate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/05/NW-N40705_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,
11,PN57618,Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Calacatta Marble,Multipanel,182.38,"With no need to grout or paint, this 1200mm Multipanel Linda Barker wall panel is a convenient alternative to tiling. Made with a water-resistant hardwood plywood core, this panel is finished with a high pressure decorative laminate on its front, with a plain balancing laminate to the rear. This panel is finished in Calacatta Marble, an affordable and realistic looking alternative to the real thing.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker bathroom wall panel unlipped 2400 x 1200mm Calacatta Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/23/NW-N57618_N57623_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,
12,PD28366,Mira Leap side panel only 800mm,Mira,200.45,"Built to last and highly flexible, this 800mm Mira Leap side panel is used to create a bespoke corner shower enclosure using any door from the Leap range. Easy to clean, this toughened glass panel incorporates CleanCoat technology for a long lasting, effortless shine, hidden fixings for a seamless finish and the Twist and Lock installation system for fast fitting.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mira Leap side panel only 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/67/UP-D28364_D28367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Leap_Side_Panel_S43E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Leap_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Leap_Side_Panels_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PN86470,Perform Panel ply SE panel 2400 x 1200 x 11 Toffee Marble,Perform Panel,146.89,"Making finishing a bathroom install quick and easy, this Nu-Style SE 2400 x 1200mm Perform Panel is a hassle-free, mess-free alternative to tiling with the option to cut to size to suit your project. Completely waterproof, these panels are maintenance-free and easy to clean, with no need for re-grouting. Finished in Toffee Marble, these plywood laminate panels will bring a touch of spa luxury to your bathroom.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel ply SE panel 2400 x 1200 x 11 Toffee Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/70/N86470_wm.jpg,,,,,,,Brown,,N,11,"Plywood, Laminate, Balancer",SE1200PLYTOFFEEMAR,SHOWER PANELS,N,Plywood and laminate construction,Brown Toffee Marble finish,,,,,,,,,,,,,
14,PN65926,Multipanel bathroom wall panel 2400 x 598mm Alpine White,Multipanel,109.89,"Quick and easy to install, Multipanel Pure Hydrolock 2400 x 1200mm shower panels are manufactured in a sustainable MDF with a waterproof laminate finish. A practical, cost-effective alternative to tiling with a smart Hydrolock tongue and groove jointing system, these panels are finished in clean, simple Metro Alpine White for a timeless look without the hassle and mess of tiling.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel bathroom wall panel 2400 x 598mm Alpine White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/26/N65926_wm.jpg,,,,,,,White,,N,11,Exterior Grade MDF and Laminate,MT1100MT6669,Bathroom Wall Panel,N,Alpine White finish,Exterior grade MDF and laminate construction,100% recyclable,Made in Britain,No grout required,Quick and easy to install,Easy cleaning and maintenance,Discreet watertight Hydrolock joint,Unlipped version also available,Manufactured using FSC C128180 certified materials,,,,,
15,PN86342,Perform Panel waterproof shower panel 2400 x 1200 x 11 Snowflake,Perform Panel,146.89,"Completely waterproof, this Nu-Style Origins 2400 x 1200mm shower wall panel is an easy, reliable alternative to tiling. Simple to install and easy to cut to size, this panel requires no grouting, painting or waterproofing and can be simply clicked together using the Nu-Lock tongue and groove edges for a watertight finish with no challenging jointing. With its gleaming Snowflake white finish, this panel is ideal for contemporary bathrooms.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel waterproof shower panel 2400 x 1200 x 11 Snowflake,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/42/N86342_wm.jpg,,,,,,,Snowflake,Origins,N,11,LAMINATE AND PLYWOOD,30PPPLYSNOWFLAKE,Perform Panel,N,Snowflake finish,Nu-lock tongue and groove edges,Easy-click installation,Can be easily cut to size,Laminate and plywood construction,,,,,,,,,,
16,PN36726,Multipanel Classic end cap profile type C Polished Silver,Multipanel,26.11,The Multipanel Classic type C L shaped end cap profile in polished silver finishes edges or joins panels in a corner and protects exposed edges of a tile panel from water ingress. It is highly recommended to use the appropriate profile and silicone sealant for a watertight finish.,Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic end cap profile type C Polished Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/26/NW-N36726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/v2/MPanel_AluminiumExtru_MSDS_V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
17,PD05986,Mira Elevate side panel 800mm,Mira,133.53,"The simple Mira Elevate 800mm side panel is designed for installation with a pivot, bi-fold or sliding door to create a bespoke corner shower enclosure. Easy to install, this 6mm glass panel includes 25mm adjustment for to account for less than true walls and pre-drilled wall channels.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mira Elevate side panel 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/87/UP-D05985_D05987_wm.jpg,,,,,,,Clear,Elevate,N,N/A,Glass,2.1814.017,Side Panel,N,6mm toughened safety glass,Magnetic closing at top and bottom of door,Watertight seal,25mm adjustment for uneven walls,Pre-drilled wall channels,10 year guarantee,,,,,6mm,10 Years,Chrome,,
18,PN36724,Multipanel Classic internal corner profile type A Polished Silver,Multipanel,28.9,"Finish edges or join corner panels neatly with this Multipanel Classic type A 2450mm internal corner profile in polished silver. Concealing and protecting the exposed edge of a tile panel, this profile also prevents water ingress. Using the appropriate profile and silicone sealant is recommended for a reliably watertight finish.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic internal corner profile type A Polished Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/24/NW-N36724_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/v2/MPanel_AluminiumExtru_MSDS_V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
19,PN36714,Multipanel Classic internal corner profile type A White,Multipanel,15.53,"Finish edges or join corner panels neatly with this Multipanel Classic type A 2450mm internal corner profile in powder-coated white. Concealing and protecting the exposed edge of a tile panel, this profile also prevents water ingress. Using the appropriate profile and silicone sealant is recommended for a reliably watertight finish.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic internal corner profile type A White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/14/NW-N36714_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/v2/MPanel_AluminiumExtru_MSDS_V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
20,PN36711,Multipanel Classic end cap profile type C Satin Silver,Multipanel,8.02,The Multipanel Classic type C L shaped end cap profile in satin anodised finish completes edges or joins panels in a corner and protects exposed edges of a tile panel from water ingress. It is highly recommended to use the appropriate profile and silicone sealant for a watertight finish.,Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic end cap profile type C Satin Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/11/N36711_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/v2/MPanel_AluminiumExtru_MSDS_V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
21,PE61216,Mermaid Timeless H joint panel White,Mermaid,12.67,This Mermaid Timeless colour-matched H-joint profile is made of PVC with a white satin finish.,Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid Timeless H joint panel White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/16/E61216_wm.jpg,,,,,,,White/Satin,Timeless,N,40,PVC,WWSWHITECONTRUN,Profile,N,Designed to be used with Mermaid Timeless panels,,,,,,,,,,,,,,
22,PN57619,Multipanel Linda Barker bathroom wall panel unlipped 2400 x 900mm Calacatta Marble,Multipanel,182.38,"With no need to grout or paint, this 900mm Multipanel Linda Barker wall panel is a convenient alternative to tiling. Made with a water-resistant hardwood plywood core, this panel is finished with a high pressure decorative laminate on its front, with a plain balancing laminate to the rear. This panel is finished in Calacatta Marble, an affordable and realistic looking alternative to the real thing.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker bathroom wall panel unlipped 2400 x 900mm Calacatta Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/23/NW-N57618_N57623_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,
23,PN55906,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Arctic Stone,Multipanel,172.95,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. Finished in Arctic Stone, this panel has an authentic real stone look for a touch of luxuriant urban chic.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Arctic Stone,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/08/NW-N55903_N55908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,
24,PN40729,MULTIPANEL CLASSIC 900 H-LOCK RIVEN SLAT,Multipanel,157.79,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel has been finished in Riven Slate, a highly textured realistic dark slate surface.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> MULTIPANEL CLASSIC 900 H-LOCK RIVEN SLAT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/29/NW-N40729_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,
25,PN57522,Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm White Snow,Multipanel,159.45,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in White Snow, a highly reflective gloss.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm White Snow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/27/NW-N57522_N57527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,
26,PT60398,Nuance Calcatta Statuario 2420x1200mm Postformed Panel,Nuance,336.92,"A versatile alternative to tiles, the Nuance 2420 x 1200mm postformed wall panel is a hygienic, waterproof choice for any bathroom. Simple to install and effortless to maintain, this 12mm thick WPC easy-clean panel protects bathroom surfaces while also providing a stylish finish. The panel's Calcatta Statuario design is a classic neutral with the appearance of real stone.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Nuance Calcatta Statuario 2420x1200mm Postformed Panel,,Wall Panel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/_a/T60398_A_wm.jpg,,,,,,,Calcatta Statuario,,N,12,WPC,813659,Wall Panel,N,WPC construction,Calcatta Statuario finish,Waterproof design,Easy to install,Low maintenance,,,,,,,,,,
27,PN86467,Perform Panel Statuario Marble Plywood Core with Sqaure Edged Panel 2400mm x 1200mm x 11mm,Perform Panel,198.42,"A fast, clean, stylish alternative to tiling, Perform Panel 2400 x 1200mm square-edged shower wall panels require minimal installation effort and offer a reliable waterproof finish. Manufactured in 11mm thick plywood, these smart, modern panels are finished in Statuario Marble, a bold marble-effect in white and grey.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel Statuario Marble Plywood Core with Sqaure Edged Panel 2400mm x 1200mm x 11mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/67/N86467_wm.jpg,,,,,,,Statuario,,N,11,PLY,SE1200PLYSTATUARIO,Shower Panel,N,Waterproof design,Ply construction,For installation 5x quicker than tiles,Statuario Marble finish,,,,,,,,,,,
28,PN16421,Multipanel Tile Collection bathroom wall panel 2400 x 598mm White Mineral,Multipanel,115.84,"An easy, grout-free alternative to paint or tiling, this 598mm Multipanel Classic wall panel in White Mineral tile effect has a reliably water-resistant plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Tile Collection bathroom wall panel 2400 x 598mm White Mineral,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/21/N16421_wm.jpg,,,,,,,White Mineral,Tile Collection,N,11,Plywood,MT486ST1001,Bathroom Wall Panel,N,Quick and easy to install,"No grout, simple to clean, low maintenance","Discreet, watertight Hydrolock joint",On-trend colours and textures,30 Year Warranty,Made in Britain,100% Recyclable,Manufactured using Forest Stewardship Council® (FSC C128180) certified materials,,,,,,,
29,PN65956,Multipanel Linda Barker Panel Siena Marble Hydro-Lock T&G 2400mm x 1200mm,Multipanel,195.86,"Providing a realistic marble effect, Multipanel Linda Barker Collection 2400 x 1200mm shower wall panels are an effortless, stylish alternative to tiling with no need for grout and no time consuming spacing and fitting to deal with. Manufactured with an exterior grade FSC certified MDF core and Hydrolock tongue-and-groove edges, these panels aren't just simple to install, they're reliably waterproof and eco-friendly too. The Siena Marble finish has a real stone look that suits spa-style bathrooms.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Multipanel Linda Barker Panel Siena Marble Hydro-Lock T&G 2400mm x 1200mm,,Wall Panel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/56/N65956_wm.jpg,,,,,,,Marble,,N,11,Exterior grade MDF,MP095SHRHLTG17,Bathroom Wall Panel,N,Exterior grade MDF construction,Siena Marble finish,Ideal for installation with Multipanel profiles,Real stone slab look,100% waterproof design,100% recyclable at end of life,Grout-free installation,Made in Britain,FSC and PEFC certified,,,,,,
30,PE63650,Mermaid tongue and groove panel 2420 x 1200 x 10mm Athena Marble,Mermaid,293.18,"A practical, easy to install alternative to tiles, Mermaid 2420 x 1200mm tongue and groove shower panels help to make a bathroom redesign effortless. These waterproof panels are finished in Athena Marble for the look of real marble at a fraction of the cost, bringing a touch of classic elegance to the bathroom.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Mermaid tongue and groove panel 2420 x 1200 x 10mm Athena Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/50/E63650_wm.jpg,,,,,,,White,,N,10,MPC,EL-ATHM-1200-PF,Post Formed and Tongue and Groove Edges,N,Athena Marble finish,MPC construction,Trimless system,100% waterproof,,,,,,,,,,,
31,PN86537,Perform Panel Beige Eiger Nu-Lock Panel 2400mm x 1200mm x 11mm,Perform Panel,177.94,"A fast, clean, stylish alternative to tiling, Perform Panel 2400 x 1200mm Nu-Lock shower wall panels require minimal installation effort and offer a reliable waterproof finish. Manufactured in 11mm thick plywood, these smart, modern panels are finished in Beige Eiger a contemporary grey with textural depth.",Showering/Shower Doors and Enclosures/Shower Panels/Shower Panels.csv -> Perform Panel Beige Eiger Nu-Lock Panel 2400mm x 1200mm x 11mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/37/N86537_wm.jpg,,,,,,,Beige Eiger,,N,11,PLY,NLPLYBEIGEEIGER,Shower Panel,N,Waterproof design,Ply construction,For installation 5x quicker than tiles,Beige Eiger finish,,,,,,,,,,,
