,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Voltage (V),Warranty,Weight,Hazardous,Sound Power Level (Indoors),Output,Depth (mm),Mounting Type,Compressor Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Capacity Litre,Feature 9,Feature 10,Feature 11,Pack Quantity,Attachment 6,Refrigerant Suitability,Feature 12
86,P612212,Pump House heat pump flexible hose 28mm x 500mm (Pair),Pump House,95.03,"Meeting all necessary industry requirements, this Pump House 28mm x 500mm heat pump flexible hose provides protection from damage or bending via its stainless steel braided sleeving. In addition, the hose is protected from low temperatures with 19mm thick insulation which also contributes to a reduction in pipework vibration.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Pump House heat pump flexible hose 28mm x 500mm (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ho/se/Pump House_Flexible-Hose_wm.jpg,,,,,N,,,,,,FH-500-28-F,,N,Reduces transmission of vibration through pipework,Stainless steel braid sleeve for added protection,With 19mm wall insulation,Insulation is weatherproof and UV stable,Meets the requirements of MCS MIS 3005,,,,,,,,,,,,,Pair,,,
87,P613832,Mitsubishi Ecodan 408129 elbow conn hoses 28mmx300mm,Mitsubishi,92.78,"Offering optimised control and protection, these Mitsubishi 28mm, 3M long elbow connection hoses protect from frost and reduce nuisance noise and vibration.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Mitsubishi Ecodan 408129 elbow conn hoses 28mmx300mm,,Connection Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/32/605254_613820_613832_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Mitsi_Heating_Catalogue_2021.pdf,,,,,,,,,,,,
88,P613558,Diversitech SpeediChannel 230-EB3 inside elbow 90 degree 70 mm,Diversitech,4.66,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-EB3 70mm inside elbow routes a lineset around an inside corner. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Diversitech SpeediChannel 230-EB3 inside elbow 90 degree 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/58/613558_wm.jpg,SpeediChannel,,,,N,,,,,,230-EB3,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,,,,,,
89,PT21876,Panasonic Aquarea WH-MDC05J3E5 mono-bloc air source heat pump R32 5kW,Panasonic,2829.45,"Supplying hot water at 55°C, the high performance Panasonic Aquarea WH-MDC05J3E5 5kW air source heat pump is designed to deliver in the UK's always varied climate, working at outdoor temperatures right down to -20°C with constant full capacity at external temperatures down to -7°C. Designed for outdoor installation, this single unit supplies water for cooling, heating and for domestic hot water storage and can be used in new builds or for renovation projects in any property. Ideal for homes with low temperature radiators or underfloor heating, the high performance Aquarea heat pump is suitable for use as a standalone unit or for use alongside an existing gas or oil heating system. Smart grid-ready for compatibility with PV or solar, and suitable for connection to a thermostat for complete control, the Aquarea heat pump provides homeowners with a variety of solutions for improved efficiency.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic Aquarea WH-MDC05J3E5 mono-bloc air source heat pump R32 5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/76/T21876_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/c_/ds/Panasonic_J-Gen_Monobloc_DS.pdf,,,,,,,,,,,,
90,P119661,Vaillant aroTHERM plus VWL 35 / 6 air source heat pump 3.5kW,Vaillant,3304.8,"An outdoor solution with monobloc technology, the Vaillant aroTHERM Plus 3.5kW air-to-water heat pump offers excellent performance combined with a high level of energy efficiency. Employing natural refrigerant R290, the aroTHERM Plus has an extremely low Global Warming Potential (GWP) of 3. It also operates very quietly, with a 54dB(A) sound level, making it suitable for flexible installation in even the most densely populated housing estates.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Vaillant aroTHERM plus VWL 35 / 6 air source heat pump 3.5kW,,Air-to-water heat pumpDirt filterSafety valveExpansion vesselFilling loop and pressure gaugeValvesHydraulic and wiring connectionsHeating systemWarranty card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/62/NW-119661_119662_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTHERM_plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_aroTHERM_plus_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_aroTHERM_plus_VWL_Install.pdf,,,,,,,,,,
91,P694129,Daikin Altherma EDLA04EV3 Low Temperature Small Monobloc - Heating Only 4KW,Daikin,3208.54,"Suitable for heating only use, the Daikin Altherma 4kW low temperature air-to-water monobloc has a compact, single package design that is ideal for installation in properties where indoor space is limited. In addition to supplying heat, the Altherma can be adapted to provide domestic hot water.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Daikin Altherma EDLA04EV3 Low Temperature Small Monobloc - Heating Only 4KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/29/694129_wm.jpg,Altherma,230 +/-10%,,88.0,N,58.0,4 kW,362,Floor,Hermetically sealed swing compressor,EDLA04EV3,Low Temperature Small Monobloc,N,Monobloc all-in-one concept including hydraulic parts,WLAN cartridge included,Can be combined with domestic hot water,Energy efficient,Heat only based on air-to-water heat pump technology,Separate back-up heater kit,,,,,,,,,,,,,,,
92,P115375,Ideal Heating Logic Air AH750667 Logic Air Monobloc Heat Pump 10kW,Ideal Heating,3872.88,"Offering high levels of efficiency in heating and hot water, the Ideal Heating Logic Air AH750667 10kW monobloc heat pump delivers reliable low carbon heating to your home. Designed with weather compensation for improved cost savings and comfort, this heat pump delivers ease of use and green technology for a reduced carbon footprint with minimal effort.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Ideal Heating Logic Air AH750667 Logic Air Monobloc Heat Pump 10kW,,Heat Pump,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/75/115375_wm.jpg,Logic Air,230,2 years,120kg,N,55,10 kW,558,Floor Standing,Twin-Rotary,AH750667,Air to Water Heat Pump,N,For floor standing installation,Twin rotary compressor,Operates quietly,Intuitive control for ease of use,Smart weather compensation,Uses low carbon refrigerant with zero ozone depletion and low Global Warming Potential (GWP),2 year warranty,,,,,,,,,,,,,,
93,P635927,Grant Aerona HPID10R32 R32 remote control kit,Grant,295.72,"An alternative controller for Aerona³ heat pumps, the Grant Aerona HPID10R32 R32 remote control kit is a compact wall-mounted unit offering an intuitive interface via which core ASHP parameters can be set, viewed and adjusted. Allowing both the homeowner and the heating engineer to access operating functions, this kit is compatible with a separate Grant brand timer used for hot water settings while a programmer or room thermostat is put in control of heating settings.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Grant Aerona HPID10R32 R32 remote control kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/27/635927_wm.jpg,Aerona,N/A,1 year minimum (Subject to T&C's),41kg,N,,,225,N/A,,HPIDR32CON10,ASHP Remote Control,N,White casing to suit most homes,Wall-mounted installation,Allows engineer to view and set functions remotely,"1 year warranty minimum, subject to T&Cs",,,,,,,,,,,,,,,,,
94,P506192,Intatec 28mm fill and flush valve,Intatec,41.27,"This Intatec 28mm fill and flush ball valve is a valuable addition to any ASHP system, allowing for both filling and flushing tasks through a single convenient fitting.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Intatec 28mm fill and flush valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/92/506192_wm.jpg,,N/A,2 years,13.4KG,N,,,45,Pipework,,INFAF28,Heat Pump,N,For easy filling and flushing,With end caps,Brass construction,2 year warranty,,,,,,,,,,,,,,,,,
95,P143372,Samsung AE160RXYDEG/EU 1 phase mono air source heat pump 16 - 12.28kW R32,Samsung,2984.76,"Extremely energy efficient, the Samsung AE160RXYDEG/EU single phase mono air source heat pump uses the heat from the air to supply both heating and hot water. Transferring ambient air into a property via a hydronic system like underfloor heating, this heat pump helps to improve efficiency, requiring less power input than a conventional boiler while also offering a higher output. Bolted to anti-vibration feet, the AE160RXYDEG/EU operates quietly to minimise disruption.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Samsung AE160RXYDEG/EU 1 phase mono air source heat pump 16 - 12.28kW R32,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/72/143370_143372_wm.jpg,,220 - 240,7 Year,110kg,N,52 dB(A),16 kW,330,Bolted to Anti-Vibrate Feet,BLDC Twin Rotary,HHSM-G600016-1,Air to Air Heat Pump,N,"SCOP of 4.85, best on the MCS database",Offers 65°C hot water,45dB(A) sound level for disruption-free operation,Offers outputs of 5kW,Low GWP for more efficient use,Compatible with R32 refrigerant,With anti-vibration feet,7 year warranty,,,,,,,,,,,,,
96,P616631,Mitsubishi Ecodan 2-zone different temperature pack,Mitsubishi,640.61,"Simple to install, the convenient Mitsubishi Ecodan two zone pack 2 is designed for two-zone applications where the temperature of each zone is different.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Mitsubishi Ecodan 2-zone different temperature pack,,15-60 pumpIsolation valvesmixing valve/actuatorStandard flow return sensors,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/31/616631_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mitsubishi_Ecodan_ASHP_Guide.pdf,,,,,,,,,,,,
97,P613820,Mitsubishi Ecodan flexible hoses 22mmx500mm,Mitsubishi,65.42,"These Mitsubishi Ecodan 22 x 50mm flexible hoses are suitable for use with the Ecodan range of air source heat pumps. Accessories of this type may help to provide complete system protection, minimise operational noise or provide improved control.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Mitsubishi Ecodan flexible hoses 22mmx500mm,,Connection pipe,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/32/605254_613820_613832_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Mitsi_Heating_Catalogue_2021.pdf,,,,,,,,,,,,
98,P143373,Samsung AE120RXYDEG/EU mono air source heat pump R32 5 - 4.35kW,Samsung,1716.21,This Samsung 5 - 4.35kW 240V mono air source heat pump is suitable for use with R32 refrigerant.,Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Samsung AE120RXYDEG/EU mono air source heat pump R32 5 - 4.35kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/44/131044_wm.jpg,,240,7 Years,110kg,N,50 dB(A),5 kW,330,Floor,Invertor,HHSA-G60005-01,Air to Air Heat Pump,N,Inverter type compressor,Floor standing,Air-to-air operation,7 year warranty,,,,,,,,,,,,,,,,,
99,P119668,Vaillant aroTHERM PLUS air source heat pump and uniTOWER 7kW,Vaillant,6153.15,"Eco-friendly and efficient, the Vaillant aroTHERM Plus 7kW air-to-water heat pump employs R290 refrigerant, contributing to an extremely low GWP and a SCOP of up to 4.88. This pump operates extremely quietly, making it a great choice for built-up areas and terraced housing, while a salt-resistant construction ensures reliable protection in seaside residences. The monobloc aroTHERM Plus is supplied with Vaillant's ready-wired, easy to install 190L uniTOWER integrated hot water cylinder and hydraulic module for the highest possible ErP efficiency of A+++.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Vaillant aroTHERM PLUS air source heat pump and uniTOWER 7kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/6-/70/119666-70_wm.jpg,aroTHERM plus,230,5,128,N,30,7 kW,449,Outdoors,Scroll,0010037203,Air Source Heat Pump,N,"Energy saving design, with a SCOP up to 4.88",Suitable for retro-fit and new build,"Ideal for underfloor heating, radiators and fan coils","Sound power as low as 54 dB(A), suitable for terraced housing estates",Low Global Warming potential (GWP) of 3,Monobloc technology with hermetically-sealed refrigerant circuit,Uses natural refrigerant R290,Salt-resistant construction C5 class for installation under 150M from the sea,,,,,,,Supplies up to 25% more usable hot water at a 75°C flow temperature,Maximum temperature setting eliminates need for an electric immersion heater for Legionella protection,5 year warranty,,,,
100,P143370,Samsung AE120RXYDEG/EU 1 phase mono air source heat pump 12 - 10.43kW R32,Samsung,2688.25,"Extremely energy efficient, the Samsung AE120RXYDEG/EU single phase mono air source heat pump uses the heat from the air to supply both heating and hot water. Transferring ambient air into a property via a hydronic system like underfloor heating, this heat pump helps to improve efficiency, requiring less power input than a conventional boiler while also offering a higher output. Bolted to anti-vibration feet, the AE120RXYDEG/EU operates quietly to minimise disruption.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Samsung AE120RXYDEG/EU 1 phase mono air source heat pump 12 - 10.43kW R32,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/72/143370_143372_wm.jpg,,220 - 240,7 Year,110kg,N,50 dB(A),12 kW,330,Bolted to Anti-Vibrate Feet,BLDC Twin Rotary,HHSM-G600012-1,Air to Air Heat Pump,N,"SCOP of 4.85, best on the MCS database",Offers 65°C hot water,45dB(A) sound level for disruption-free operation,Offers outputs of 5kW,Low GWP for more efficient use,Compatible with R32 refrigerant,With anti-vibration feet,7 year warranty,,,,,,,,,,,,,
101,P635064,Vaillant Renewables Accessory 0020173592 wall bracket for expansion vessel,Vaillant,43.05,A useful Vaillant flexoTHERM expansion vessel mounting bracket designed to securely hold a flexoTHERM expansion vessel and cap valve.,Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Vaillant Renewables Accessory 0020173592 wall bracket for expansion vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/64/635064_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Planning_Module_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Vaillant_Solar_Thermal_System_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_flexoTHERM_HP_Brochure.pdf,,,,,,,,,,
102,P419948,Alpha anti-vibration mounting feet,Alpha,56.7,"Made of recycled rubber, these Alpha 100mm height anti-vibration mounting feet provide sturdy installation while also reducing noise and vibration.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Alpha anti-vibration mounting feet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/48/419948_wm.jpg,,,,,N,,,,,,3.034580,,N,Manufactured using recycled tyre rubber,For stable mounting,Prevents noise transition,Provides clearance from ground,,,,,,,,,,,,,,,,,
103,P613590,Diversitech SpeediChannel 230-WC3 wall cover 70 mm,Diversitech,5.67,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-WC3 70mm wall penetration cover is used to provide a clean transition from the channel to a through-wall penetration. The sleeve ensures a clean hole while the cover conceals the lineset. Screws are included for ease of fitting.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Diversitech SpeediChannel 230-WC3 wall cover 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/613590_wm.jpg,SpeediChannel,,,,N,,,,,,230-WC3,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,,,,,,
104,P490592,Bosch Compress AW 5800i Heat Pump 5 OR-S(5kw),Bosch,3600.0,"Operating on environmentally sound R290 refrigerant, the Bosch Compress AW 5800i 5kW monobloc outdoor heat pump unit holds an ErP A+++ rating for heating at 35°C and an A rating for hot water delivery, helping homeowners to save on costs while reducing their carbon footprints. Suitable for installation in new build and renovation projects, this quiet heat pump unit is simple to install as well as being easy to use and effortless to maintain.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Bosch Compress AW 5800i Heat Pump 5 OR-S(5kw),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/92/490592_wm.jpg,Compress AW,230,257,143Kg,N,31,4 kW,540,Free standing,Rotary,8738213465,Air to Water Heat Pump,N,High flow for hot water comfort,Futureproof design,Uses environmentally friendly R290 refrigerant,Rotary-type compressor,Freestanding installation for flexibility,"2, 5 and 7 year warranties available",,,,,,,,,,,,,,,
105,P506189,Intatec IntaKlean HP Magnetic Heat Pump Filter,Intatec,155.67,"Designed with a unique direct multi-layered non-ferrous fine filter, the Intatec IntaKlean HP magnetic heat pump filter protects an air source heat pump system from magnetic and non-ferrous particulate while also removing trapped air, reducing the risk of expensive and inconvenient breakdowns. Working by forcing debris into the multi-layered 300 micron stainless steel fine gauze direct filter, the easy to install IntaKlean is capable of breaking down nuisance debris and precipitating it into the base of the pot ready for removal. Any remaining magnetic debris is captured by the filter's 11,000 gauss rare earth neodymium magnet.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Intatec IntaKlean HP Magnetic Heat Pump Filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/89/506189_wm.jpg,,,,,N,,,,,,IKHPMF28,,N,For the active filtration of magnetite and non-ferrous system debris,"Forces system debris directly into filter core, capturing as much debris as possible",Multi-layered filter incorporates 300 micron fine particle filter and 800 micron mesh filter,With low profile drain valve,"ully removable 11,000 gauss magnet for live system service",Allows for 360° installation,With full bore isolation valves,With manual air vent,,,,,,,,,,,,,
106,P143374,Samsung mono costal air source heat pump R32 8 - 6.37kW,Samsung,1997.22,This Samsung 8 - 6.37kW 240V mono air source heat pump is suitable for use with R32 refrigerant.,Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Samsung mono costal air source heat pump R32 8 - 6.37kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/72/143370_143372_wm.jpg,,240,7 Years,110kg,N,52 dB(A),8 kW,330,Floor,Invertor,HHSA-G60009-01,Air to Air Heat Pump,N,Inverter type compressor,Floor standing,Air-to-air operation,7 year warranty,,,,,,,,,,,,,,,,,
107,P694131,Daikin Altherma EDLA08EV3 Low Temperature Small Monobloc - Heating Only 8KW,Daikin,3859.47,"Suitable for heating only use, the Daikin Altherma 8kW low temperature air-to-water monobloc has a compact, single package design that is ideal for installation in properties where indoor space is limited. In addition to supplying heat, the Altherma can be adapted to provide domestic hot water.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Daikin Altherma EDLA08EV3 Low Temperature Small Monobloc - Heating Only 8KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/31/694131_wm.jpg,Altherma,230 +/-10%,,88.0,N,62.0,8 kW,362,Floor,Hermetically sealed swing compressor,EDLA08EV3,Low Temperature Small Monobloc,N,Monobloc all-in-one concept including hydraulic parts,WLAN cartridge included,Can be combined with domestic hot water,Energy efficient,Heat only based on air-to-water heat pump technology,Separate back-up heater kit,,,,,,,,,,,,,,,
108,P694130,Daikin Altherma EDLA06EV3 Low Temperature Small Monobloc - Heating Only 6KW,Daikin,3699.14,"Suitable for heating only use, the Daikin Altherma 6kW low temperature air-to-water monobloc has a compact, single package design that is ideal for installation in properties where indoor space is limited. In addition to supplying heat, the Altherma can be adapted to provide domestic hot water.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Daikin Altherma EDLA06EV3 Low Temperature Small Monobloc - Heating Only 6KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/30/694130_wm.jpg,Altherma,230 +/-10%,,88.0,N,600,6 kW,362,Floor,Hermetically sealed swing compressor,EDLA06EV3,Low Temperature Small Monobloc,N,Monobloc all-in-one concept including hydraulic parts,WLAN cartridge included,Can be combined with domestic hot water,Energy efficient,Heat only based on air-to-water heat pump technology,Separate back-up heater kit,,,,,,,,,,,,,,,
109,P490591,Bosch CS AW 5800i Heat Pump 4kW Outdoor Unit,Bosch,3419.0,"Operating on environmentally sound R290 refrigerant, the Bosch Compress AW 5800i 4kW monobloc outdoor heat pump unit holds an ErP A+++ rating for heating at 35°C and an A rating for hot water delivery, helping homeowners to save on costs while reducing their carbon footprints. Suitable for installation in new build and renovation projects, this quiet heat pump unit is simple to install as well as being easy to use and effortless to maintain.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Bosch CS AW 5800i Heat Pump 4kW Outdoor Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/91/490591_wm.jpg,CS AW,230,257,143Kg,N,31,5 kW,540,Free standing,Rotary,8738213464,Air to Water Heat Pump,N,High flow for hot water comfort,Futureproof design,Uses environmentally friendly R290 refrigerant,Rotary-type compressor,Freestanding installation for flexibility,"2, 5 and 7 year warranties available",,,,,,,,,,,,,,,
110,P613547,Diversitech SpeediChannel 230-D3W duct 2 M 70 mm White,Diversitech,16.66,"Measuring 6 1/2ft in length, this DiversiTech SpeediChannel 230-D3W 70mm lineset cover channel is supplied with a pack of SpeediClips for ease of fitting.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Diversitech SpeediChannel 230-D3W duct 2 M 70 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/47/613547_wm.jpg,SpeediChannel,,,,N,,,,,,230-D3W,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,SpeediClip slides into place on railing moulding into interior of Speedichannel,Suitable for one person installation,,,,,,,,,,,,,,,,
111,PT21878,Panasonic Aquarea WH-MDC09J3E5 mono-bloc air source heat pump R32 9kW,Panasonic,3693.3,"Supplying hot water at 55°C, the high performance Panasonic Aquarea WH-MDC09J3E5 9kW air source heat pump is designed to deliver in the UK's always varied climate, working at outdoor temperatures right down to -20°C with constant full capacity at external temperatures down to -7°C. Designed for outdoor installation, this single unit supplies water for cooling, heating and for domestic hot water storage and can be used in new builds or for renovation projects in any property. Ideal for homes with low temperature radiators or underfloor heating, the high performance Aquarea heat pump is suitable for use as a standalone unit or for use alongside an existing gas or oil heating system. Smart grid-ready for compatibility with PV or solar, and suitable for connection to a thermostat for complete control, the Aquarea heat pump provides homeowners with a variety of solutions for improved efficiency.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic Aquarea WH-MDC09J3E5 mono-bloc air source heat pump R32 9kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/78/T21878_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/c_/ds/Panasonic_J-Gen_Monobloc_DS.pdf,,,,,,,,,,,,
112,PT21877,Panasonic Aquarea WH-MDC07J3E5 mono-bloc air source heat pump R32 7kW,Panasonic,3346.2,"Supplying hot water at 55°C, the high performance Panasonic Aquarea WH-MDC07J3E5 7kW air source heat pump is designed to deliver in the UK's always varied climate, working at outdoor temperatures right down to -20°C with constant full capacity at external temperatures down to -7°C. Designed for outdoor installation, this single unit supplies water for cooling, heating and for domestic hot water storage and can be used in new builds or for renovation projects in any property. Ideal for homes with low temperature radiators or underfloor heating, the high performance Aquarea heat pump is suitable for use as a standalone unit or for use alongside an existing gas or oil heating system. Smart grid-ready for compatibility with PV or solar, and suitable for connection to a thermostat for complete control, the Aquarea heat pump provides homeowners with a variety of solutions for improved efficiency.",Renewables/Air Source Heat Pumps (ASHP)/Air Source Heat Pumps (ASHP).csv -> Panasonic Aquarea WH-MDC07J3E5 mono-bloc air source heat pump R32 7kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/77/T21877_wm.jpg,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/c_/ds/Panasonic_J-Gen_Monobloc_DS.pdf,,,,,,,,,,,,
