,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Part Gas Council number,By Model Number,Pack Quantity,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 6,Colour,Seasonal Space Heating Energy Efficiency %,Feature 13,Feature 14,Diameter,Attachment 7,Dry Weight (kg),Range For Use With,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency Class,Feature 15,Feature 16,Feature 17,Feature 18,Flue Type,Flue Diameter,Flue Length,Flue Size,Energy Efficiency Class,Feature 19,Max Set Pressure,Maximum Operating Temperature,Max Vertical Level Flue Length (metres),Dimensions mm (H x W x D),Application,Length (M),Gender,Material,Size,Connection Type 1,Attachment 8,Attachment 9,Rated Heat Output (Prated or Psup),Feature 20,Feature 21,Feature 22,Preset Pressure Relief Valve (Bar),For Use With
10,P125247,Ideal Heating 228319 I-mini 2 C24,Ideal Heating,650.81,"Exclusive to Wolseley, the Ideal i-mini2 C24 combi boiler offers simplified installation and easy servicing, making it a particularly attractive proposition for heating engineers looking to maximise their time. Ultra-compact, this lightweight boiler has a range of flueing options for flexible siting while the reduced number of internal components means there's less to go wrong - great news for your clients. Easy to operate, the i-mini2 delivers hot water quickly for frustration-free use.",Boilers/Boilers.csv -> Ideal Heating 228319 I-mini 2 C24,,Boiler only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/47/125247_wm.jpg,,,,,,N,,,,228319,Combi Boiler,N,9.9,Natural Gas,I-Mini,5 Years,32.7 kg,A,A,24 kW,278,No,89.6,Wall Mounted,With easy-read pressure gauge,Low lift weight for ease of installation,Low component count for reliability,High SEDBUK efficiency,Fast hot water response using DHW preheat,Compact cupboard fit for convenient installation,ErP A rated,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,P443755,Glow-worm flue duct front assembly,Glow-worm,49.06,"This Glow-worm flue duct part is a front assembly part suitable for use in Flexicom, British Gas and Ultimate units.  Product features •Suitable for use with Flexicom, British Gas and Ultimate appliances •Flue duct outlet lower moulding only  Manufacturer Part Number: 0020020718",Boilers/Boilers.csv -> Glow-worm flue duct front assembly,,Flue duct outlet lower moulding,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/55/443755_wm.jpg,,,,,,N,"24HX, 30CX, 35CX, 12HX, 18HX, 15HX, 18SX, BG330+, 24CX, 24H, 30HX, 30SX, 35HX",Flue,"Flexicom, British Gas, Ultimate",0020020718,Duct Front Assembly,N,,,,,,,,,,,,,"Suitable for use with Flexicom, British Gas and Ultimate appliances",Flue duct outlet lower moulding only,,,,,,,H42740,"18HX,24CX,35CX,15HX,24HX,30CX,35HX,12HX,24H,BG330,30SX,30HX,18SX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P125236,Ideal Heating Logic 228335 logic max combi 2 C30,Ideal Heating,1106.95,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic Max2 C30 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 30kW combi boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Logic Max2 simple while an A rating for efficiency helps to minimise running costs.",Boilers/Boilers.csv -> Ideal Heating Logic 228335 logic max combi 2 C30,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/37/125235_125137_wm.jpg,,,,,,N,,,,228335,Combi Boiler,N,,Natural Gas,Logic,10 Years,34.8,A,A,30 kW,310,No,89.6,Wall Mounted,Made in the UK<multisep/>Compact cupboard fit<multisep/>Large high resolution colour screen<multisep/>Compatible with the Halo smart programmable thermostat range<multisep/>High quality brass system filter to protect your central heating system<multisep/>A rated for efficiency<multisep/>10 year parts and labour warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,P797083,Ideal flue manifold top - lower seal,Ideal,10.89,"An Ideal brand seal for the flue of Classic, I-mini, Independent, Logic, Logic+, Exclusive, iCombi, Procombi, Atlantic, Instinct, Keston System, Esprit and Keston Combi boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Boilers/Boilers.csv -> Ideal flue manifold top - lower seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/83/797083_wm.jpg,,,,,,N,"Combi 2 35, I-mini C 24, + Combi 24, System 15, System S 24, E 24, E 35, System 15, System S 30, + Heat 12, + System 18, + System S 24, Exclusive 2 35, i2 24, i24, C24, System S 30, C 24, Code Combi ESP1 26, Heat 18, Heat H 30, Max Combi C 24, System 18,",Flue,CombiExclusivei miniSystemCode CombiCode Combi ESHeat,175579,Seal,N,,,,,,,,,,,,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,740611,"System S 24,E 35,Combi 30,Code Combi ESP1 38,Max,ES 24,Code Combi ESP1 33,i35,Heat 30,Code Combi ES 38,Code Combi ES 33,ESP1 24,30,E 24,Heat H 15,C35,System S 18,Heat H 18,Code Combi 26,System 15,I-mini 24,ESP 30,Exclusive 24,Heat 24,Exclusive 30,Eco 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P408402,Worcester Bosch 87161143890 flue sampling tube kit,Worcester Bosch,1.98,"This Worcester Bosch flue sampling tube kit is suitable for use with Greenstar I, Greenstar Ri and Greenstar Junior boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/Boilers.csv -> Worcester Bosch 87161143890 flue sampling tube kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/02/408402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar24-28I_Junior_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P128801,Ideal Heating Logic 228308 logic combi 2 C30 (1),Ideal Heating,975.63,"Built on the success of Ideal's award-winning Logic range, this Ideal Logic2 C30 boiler offers complete compatibility with easy to install Halo controls. Fitted using under-boiler connections for a compact fit, this 30kW combi boiler slots into a kitchen cupboard for fast, easy installation in the most convenient spot. Both commissioning and daily operation of the efficient, A-rated Logic Max2 is easy thanks to its high-res, full colour screen.",Boilers/Boilers.csv -> Ideal Heating Logic 228308 logic combi 2 C30 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/02/128800_128802_wm.jpg,,,,,,N,,,,228308,Combi Boiler,N,,Natural Gas,Logic,2 years,34.8,A,A,30 kW,310,No,89.6,Wall Mounted,"For wall mounted installation<multisep/>Compact design ideal for cupboard fitting<multisep/>Built in the UK<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Includes large, high resolution colour screen for ease of operation<multisep/>A rated for efficiency<multisep/>2 year warranty",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P115084,Baxi Baxi Assure 530 combi 2 natural gas boiler,Baxi,1281.25,"Compact and attractive, the wall-mounted Baxi Assure 530 Combi 2 natural gas boiler will fit effortlessly into most households. Supplied with fittings, valves and a filling link, this smart 30kW boiler provides highly reliable central heating and instantaneous hot water while maintaining an ErP A rating for energy efficiency.",Boilers/Boilers.csv -> Baxi Baxi Assure 530 combi 2 natural gas boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/84/115084_wm.jpg,,,,,,N,,,,7814310,Boiler,N,12.2,Natural Gas / LPG,Baxi Assure,2,KG,A,A,30 kW,285,,94,Bracket,Supplied with mounting bracket and screws,Includes isolation valves and rigid filling link,Suitable for natural gas or LPG,A rating for energy efficiency,94% SAP rating,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,P333179,Worcester Bosch Greenstar 4000 GR4700iW 25 C NG combi boiler only 25kW pack,Worcester Bosch,977.0,"The wall-mounted Worcester Bosch Greenstar 4000 GR4700iW 25 C NG combi boiler pack offers an attractive design, improved installation and excellent performance. ErP A-rated for energy efficiency and water heating efficiency, this 25kW condensing combi boiler includes an intuitive display panel for ease of use.",Boilers/Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 25 C NG combi boiler only 25kW pack,,Wall mounted gas-fired condensing combi appliance;Wall mounting frame;Bottom panel;Siphon;PRV installer connection elbow;Hardware ;literature pack;Installation ;maintenance instructions;User instructions;Wall mounting template;Fittings pack;Condensate si,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/85/333179_333185_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/GR4700iW_25_C_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/WB_Greenstar_4000_Combi_Oprtg_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P141645,Worcester Bosch Greenstar 4000 GR4700iW 25 C NG combi 25kw,Worcester Bosch,1120.0,"The wall-mounted Worcester Bosch Greenstar 4000 GR4700iW 25 C NG combi boiler offers an attractive design, improved installation and excellent performance. ErP A-rated for energy efficiency and water heating efficiency, this 25kW condensing combi boiler includes an intuitive display panel for ease of use.",Boilers/Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 25 C NG combi 25kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/58/141645_141658_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/GR4700iW_25_C_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/WB_Greenstar_4000_Combi_Oprtg_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,P128809,Ideal Heating Logic 228387 logic heat 2 H18 (1),Ideal Heating,821.69,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic Heat2 H18 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 18kW system boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Heat2 simple while an A rating for efficiency helps to minimise running costs.",Boilers/Boilers.csv -> Ideal Heating Logic 228387 logic heat 2 H18 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/11/128807_128811_wm.jpg,,,,,,N,,,,228387,Boiler,N,,Natural Gas,Logic,2 years,25.1 kg,A,A,18 kW,310,No,89.4,Wall Mounted,"For wall mounted installation<multisep/>Compact design to fit kitchen cupboards<multisep/>Built in the UK<multisep/>Concealed connections under boiler<multisep/>Compatible with easy-fit Halo controls<multisep/>With large, high resolution colour screen<multisep/>ErP A rated for efficiency<multisep/>2 year warranty",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,P128808,Ideal Heating Logic 228386 logic heat 2 H15 (1),Ideal Heating,783.96,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic Heat2 H15 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 15kW system boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Heat2 simple while an A rating for efficiency helps to minimise running costs.",Boilers/Boilers.csv -> Ideal Heating Logic 228386 logic heat 2 H15 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/11/128807_128811_wm.jpg,,,,,,N,,,,228386,Boiler,N,,Natural Gas,Logic,2 years,25.1 kg,A,A,15 kW,310,No,89.4,Wall Mounted,"For wall mounted installation<multisep/>Compact design to fit kitchen cupboards<multisep/>Built in the UK<multisep/>Concealed connections under boiler<multisep/>Compatible with easy-fit Halo controls<multisep/>With large, high resolution colour screen<multisep/>ErP A rated for efficiency<multisep/>2 year warranty",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P128800,Ideal Heating Logic 228307 logic combi 2 C24 (1),Ideal Heating,864.14,"Built on the success of Ideal's award-winning Logic range, this Ideal Logic2 C24 boiler offers complete compatibility with easy to install Halo controls. Fitted using under-boiler connections for a compact fit, this 24kW combi boiler slots into a kitchen cupboard for fast, easy installation in the most convenient spot. Both commissioning and daily operation of the efficient, A-rated Logic Max2 is easy thanks to its high-res, full colour screen.",Boilers/Boilers.csv -> Ideal Heating Logic 228307 logic combi 2 C24 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/02/128800_128802_wm.jpg,,,,,,N,,,,228307,Combi Boiler,N,,Natural Gas,Logic,2 years,34.8,A,A,24 kW,310,No,89.6,Wall Mounted,"For wall mounted installation<multisep/>Compact design ideal for cupboard fitting<multisep/>Built in the UK<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Includes large, high resolution colour screen for ease of operation<multisep/>A rated for efficiency<multisep/>2 year warranty",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P123502,Ideal flue extension (Pack-D) 1mtr,Ideal,58.77,"Suitable for installation with the Ideal Independent, Vogue, Logic+ & Logic Condesing ranges of gas boilers.",Boilers/Boilers.csv -> Ideal flue extension (Pack-D) 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/02/123502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Domestic Gas Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P114458,Ideal Logic Code Combi ESP1 C38 ErP combi boiler 38kW,Ideal,1631.11,"The Ideal Logic Code Combi C38 ESP1 boiler supports up to Level 4 of the code for sustainable homes with improved SAP and DER performance. With its built-in stainless steel recuperator located at the flue exit, this state of the art combi uses waste energy which would usually be lost through the flue terminal for a fuel bill-friendly ErP A rating. The 38kW output Code Combi is a single box central heating solution making it easy to install thanks to a reduced lift weight and ready to commission parts. The units component count is as low as possible for reduced, cost effective maintenance.",Boilers/Boilers.csv -> Ideal Logic Code Combi ESP1 C38 ErP combi boiler 38kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/58/114456_114458_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Code_Combi_ESP1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114458_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Code_Combi_ESP1_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Logic_Code_Combi_ESP1_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P333187,Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler and flue 30kW,Worcester Bosch,1183.0,"Offering ErP A-rated heating and hot water delivery, the Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler pack provides homeowners with economy, comfort and efficiency. Easy to install, this well-designed 30kW condensing combi boiler is supplied with a flue for quick fitting in one easy job. The Greenstar 4000 is designed with a simple, clear display panel for ease of use and fast troubleshooting.",Boilers/Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler and flue 30kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/pk/333186_333192_PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/WB_GR4700iW_30_C_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/WB_Greenstar_4000_Combi_Oprtg_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P334000,Worcester Bosch Greenstar 8000 Life GR8300iW 40 R NG regular boiler pack 40kW White,Worcester Bosch,1840.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 40 R NG condensing regular boiler is an ideal replacement for the award-winning Greenstar CDi Classic, providing the same high levels of reliability but with a contemporary new design that brings it in line with modern living. A whole host of features, including a digital control system and inbuilt diagnostics make operation and maintenance of this 40kW boiler easy while best ever A-rated efficiency and effectiveness is gained through a modulating fan, temperature sensors and direct burner ignition electrodes.",Boilers/Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 40 R NG regular boiler pack 40kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,,,,,,N,,,,334000 PK,Condensing Regular Boiler,N,,Natural Gas,Greenstar 8000 Life,8 years,46 kg,A,A,,365,334000,94,Wall Hung,Pre-wired and pre-plumbed,Galvanised steel inner frame,Digital control system,Automatic ignition,Direct burner ignition electrodes,Built-in diagnostics for easy fault-finding,Automatic gas valve,Modulating combustion air fan with speed regulator,,,,CH temperature sensor and control,Flue gas temperature sensor,Condensate siphonic trap,8 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P333180,Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler only 30kW pack,Worcester Bosch,1098.0,"The wall-mounted Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler offers an attractive design, improved installation and excellent performance. ErP A-rated for energy efficiency and water heating efficiency, this 30kW condensing combi boiler includes an intuitive display panel for ease of use.",Boilers/Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler only 30kW pack,,Wall mounted gas-fired condensing combi appliance;Wall mounting frame;Bottom panel;Siphon;PRV installer connection elbow;Hardware ;literature pack;Installation ;maintenance instructions;User instructions;Wall mounting template;Fittings pack;Condensate si,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/85/333179_333185_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/WB_GR4700iW_30_C_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/WB_Greenstar_4000_Combi_Oprtg_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P333562,Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler with flue and system filter 30kW,Worcester Bosch,1308.0,"Offering ErP A-rated heating and hot water delivery, the Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler pack provides homeowners with economy, comfort and efficiency. Easy to install, this well-designed 30kW condensing combi boiler is supplied with a flue as well as a system filter for clean and reliable operation. The Greenstar 4000 is designed with a simple, clear display panel for ease of use and fast troubleshooting.",Boilers/Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 30 C NG combi boiler with flue and system filter 30kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/pk/333562_333563_PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_WM_Gas_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/WB_GR4700iW_30_C_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/WB_Greenstar_4000_Combi_Oprtg_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
