,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Seasonal Space Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 1,Attachment 2,Attachment 3,Dimensions mm (H x W x D),By Model Number,Application,Attachment 4,Attachment 5,Part Gas Council number,Diameter,Model For Use With,Boiler Section,Boiler Range,Max Set Pressure,Pack Quantity,Range For Use With,Connection,Exhaust Port Size,Thread Standard,Material,Thread Size,Colour,Flow Rate,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Maximum Operating Temperature,Gender,Size,Connection Type 1
338,P192556,Ideal Spares frame - low height only,Ideal,275.0,This Ideal brand low height cascade frame is designed for the cascade installation of Evomax 2 boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares frame - low height only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/56/192556_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKits_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,P443064,Hamworthy O ring,Hamworthy,0.69,"This Hamworthy nitrile O-ring for the Siemens WXLI1240GB/14 is made of tough nitrile for resistance to grease, oil and chemicals. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/64/NW-443064_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hamworthy_Purewell40-120KW_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,P778368,Potterton set of gaskets,Potterton,136.66,"This Potterton gasket set is suitable for use in Potterton's Paramount commercial boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Potterton set of gaskets,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/68/NW-778368_wm.jpg,,,,,,N,,,,,,986168,Gasket Set,N,,,,,,,,,,,,,,x  x,"Paramount 3,Paramount 2,Paramount",CommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,P444774,"Hamworthy gas valve 3/4""",Hamworthy,202.64,"A genuine Hamworthy spare part, this 3/4"" gas valve is compatible with a variety of Hamworthy boilers in the P and PI permanent pilot ranges.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.","Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy gas valve 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/74/NW-444774_wm.jpg,,,,,,N,,,,,,533903019,Gas Valve,N,,,,,,,,,,,,,,,"PC 70,PC 60,PC 120,PC 80,P105,P70,P70LL,PI 70,P80,PI 40,P50,PC 105,P60,P95,P40,P100LL,PC 50,PC 40,PC 95,P40LL,P120,PI 100",,,,,,,,,60 mbar,,,,3/4,,,3/4,,,,,,,,,,,,,70,,,
342,P408281,Parts printed circuit board,Parts,509.97,"A Parts replacement PCB.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Parts printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/81/NW-408281_wm.jpg,,,,,,N,,,,,,413400/SPARES,PCB,N,,,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,P421859,Ambirad 3190 AR35 burner gasket,Ambirad,26.62,"This Ambirad replacement burner gasket is suitable for use in Ambirad AR and Inthermo boilers and the Main 4 Rs Multipoint. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ambirad 3190 AR35 burner gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/59/NW-421859_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Ambirad_MobileRadiantHeaters_Parts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,P477859,Broag pressure gauge and grommet,Broag,44.16,This Broag pressure gauge with grommet is suitable for Remeha (Baxi) Quinta Eco commercial boilers. A pressure gauge gives a visual measurement of the pressure in a system. Ordinarily a leak in your system will show as a consistent pressure drop.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag pressure gauge and grommet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/59/NW-477859_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Remeha_Quinta115Eco_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,P461903,Ideal PCB (No.28),Ideal,540.24,"This Ideal No. 28 PCB is suitable for Ideal Super industrial and commercial boilers. The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal PCB (No.28),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/03/NW-461903_wm.jpg,,,,,,N,,,,,,060570,PCB,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,33.4L X 21.6W X 7.4H,"Super - Series 4 - 450kw Vertical,Super - Series 4 - 300kw Vertical,Super - Series 4 - 500kw Vertical,Super - Series 4 - 150kw Vertical,Super - Series 4 - 200kw Vertical,Super - Series 4 - 100kw Vertical,Super - Series 4 - 450kw Horizontal,Super - Series",CommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,P418684,Remeha Broag front heat exchanger plate,Remeha,380.45,"This Remeha Broag heat exchanger plate is compatible with Remeha (Broag and Baxi) commercial boilers. The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Remeha Broag front heat exchanger plate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/84/NW-418684_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Remeha_Service_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,P443080,Hamworthy fan assembly,Hamworthy,577.79,"This Hamworthy replacement fan assembly is designed to suit a wide range of Hamworthy commercial boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/80/NW-443080_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hamworthy_Purewell65-125HE_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,P444767,Hamworthy automatic control thermostat (HE),Hamworthy,72.21,This Hamworthy automatic control thermostat is compatible with a wide variety of boilers from the Hamworthy range.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy automatic control thermostat (HE),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/67/NW-444767_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hamworthy_PowerstckCalrifier_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,P439788,Reznor 35-25223 flue fan assembly,Reznor,760.77,"This Reznor replacement flue fan assembly is compatible with a wide range of UDSA models.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Reznor 35-25223 flue fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/88/NW-439788_wm.jpg,,,,,,N,,,,,,35-25223,Fan Assembly,N,Motor (11-43426-04) - 75W,230v - 50Hz,450V,2750 rpm,Class F,,,,,,,,,x  x,,Venter Motor & Wheel used on the advised units,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,P461813,Ideal Spares fan assembly (No.4A),Ideal,507.34,"A genuine Ideal spare, this fan assembly is suitable for Ideal Super commercial boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares fan assembly (No.4A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/13/NW-461813_wm.jpg,,Spares,,,,N,,,,,,058579,Fan Assembly,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,23L X 13.7W X 17.1H,"Super - Series 3 100KW Horizontal,Super - Series 3 450KW Horizontal,Super - Series 3 250KW Vertical,Super - Series 3 400KW Horizontal,Super - Series 3 100KW Vertical,Super - Series 3 350KW Horizontal,Super - Series 3 500KW,Super - Series 3 400KW Vertical",CommercialIndustrial,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,P480897,Broag PCB display,Broag,252.22,"This Broag replacement PCB display is compatible with a variety of Remeha (Broag and Baxi) commercial boilers, including the Quinta Pro. The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag PCB display,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/97/NW-480897_wm.jpg,,,1 year,,,N,,,,,,S100859,PCB Display,N,Easy to Replace,High Quality,,,,,,,,,,,,x  x,"Pro 115,Pro 90,Pro 45,Pro 30,Pro 65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,P114982,PLATE HEAT EXCHANGER KIT 60KW DN50,Ideal,865.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> PLATE HEAT EXCHANGER KIT 60KW DN50,,Heat Exchanger Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/82/114982_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114982_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/89/114982_114989.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,P481339,Broag controller board,Broag,1063.58,This Broag controller board is compatible with a selection of Remeha boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag controller board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/39/NW-481339_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Gas110Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,P415891,Keston control block kit,Keston,510.65,"This Keston control block kit is intended for the Keston C range of boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Keston control block kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/91/415891_wm.jpg,,,,,,N,,,,,,C17430000,Control Block Kit,N,,,,,,,,,,,,,,,"C110,C55,C40 P,C55 P,C90,C40",,,,,,"C55, C40 P, C40, C55 P, C110, C90",Control Panel,Keston C,,,,,,,,,,,,,,,,,,,,,,,,
355,P797196,Andrews spares ionisation electrode,Andrews,115.89,"An Andrews brand spare, this ionisation electrode is compatible with SUPAflo R300, R600 and SF60 boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Andrews spares ionisation electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/96/797196_wm.jpg,Natural Gas,Spares,,,,N,,,,,,E526,Flame Electrode,N,N/A,,,,,,,,,,,,,20 x 180 x 80,,N/A,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,P465425,IDEAL 172968 GAS VALVE PRE-SET W80,Ideal,410.93,"An Ideal replacement part, this pre-set gas valve is suitable for use in Ideal W 45 - 100 and P boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> IDEAL 172968 GAS VALVE PRE-SET W80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/25/NW-465425_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Imax_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,P444725,Hamworthy control box,Hamworthy,260.93,This Hamworthy control box is suitable for a range of the brand's automatic boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy control box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/25/NW-444725_wm.jpg,,,,,,N,,,,,,533901169,Control Box,N,,,,,,,,,,,,,,x  x,"P105,P70,P70LL,P80,P50,W 60,P60,P100LL,P40,W 95,P95,P40LL,P120,W 140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,P709224,Reznor rocker switch,Reznor,20.5,This Reznor replacement reset switch is suitable for a wide range of Ambirad boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Reznor rocker switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/24/NW-709224_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Reznor_UnitHeater_Servicing_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,P409279,Hamworthy H.S.I service kit (for dorcester dr-tc water heater),Hamworthy,354.31,"This Hamworthy hot surface igniter is compatible with the Glow-worm Coordinate. The most commonly used electronic ignition system, a hot surface ignitor works by heating up when electricity passes through it. Ordinarily made of silicon nitride and silicon carbide ceramic, the igniter’s heat ignites the gas on the opening of the gas valve.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy H.S.I service kit (for dorcester dr-tc water heater),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/79/NW-409279_wm.jpg,,,,,,N,,,,,,573409460,Hot Surface Igniter,N,,,,,,,,,,,,,,x  x,,,,,152796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,P412847,Ideal BBC card kit (for Evomax NG150),Ideal,37.18,"Compatible with a range of Evomax boilers, this Ideal BCC card kit acts as the control centre of a boiler, controlling every process occurring throughout a system via switches, thermostats and sensors.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal BBC card kit (for Evomax NG150),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/47/NW-412847_wm.jpg,,,,,,N,,,,,,176426,BCC Card,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,11.2L X 16.7W X 1.6H,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,P709336,REZNOR 20-25745 COMB FAN G2E160 AL19-82,Reznor,1147.64,This Reznor combustion fan is a replacement part for PV-E cabinet heaters.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> REZNOR 20-25745 COMB FAN G2E160 AL19-82,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/36/709336_wm.jpg,,,,,,N,,,,,,20-25745,Combustion Fan,N,Combustion type,For PV-E cabinet heaters 2019 - current,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,P481317,Broag eco gas service kit (210),Broag,119.82,This Broag S100198 gas service kit is suitable for Remeha (Baxi) commercial boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Broag eco gas service kit (210),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/17/NW-481317_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Gas-210_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,P462086,Ideal PCB (No.35),Ideal,696.5,"This Ideal No. 35 PCB is suitable for Ideal CXC, CXD, CXSi, CXSD, CXDi and CXi commercial boilers. The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal PCB (No.35),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/86/NW-462086_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Concord-CXD40-100_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,P409505,Hamworthy ignitor transformer (230/220/120V),Hamworthy,84.33,A Hamworthy 230/220/120V ignition transformer for ModuMax and PV range boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy ignitor transformer (230/220/120V),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/05/NW-409505_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hamworthy_WessexModuMaxMK3_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,P466224,Hamworthy fan speed control PCB,Hamworthy,625.23,"This Hamworthy fan speed control PCB is suitable for use in the brand's W 120, W 140, W 60, W 80 and W 95 boilers.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy fan speed control PCB,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/24/NW-466224_wm.jpg,,,,,,N,,,,,,563605636,Fan Speed Control PCB,N,,,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,P465234,Ideal Gas Valve 154930 gas valve,Ideal,265.12,"An Ideal replacement part, this adjusted gas valve is suitable for use in Ideal CXA and CXAP commercial boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Gas Valve 154930 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/34/NW-465234_wm.jpg,,Gas Valve,,,,N,,,,,,154930,Gas Valve,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,"CXAP 100,CXA 90,CXA 50,CXA 70,CXAP 60/H,CXAP 80/H,CXAP 80,CXA 50/H,CXAP 60,CXA 110,CXAP 40/H,CXAP 40,CXA 70/H,CXA 120/H,CXA 100/H,CXA 90/H,CXA 60,CXA 80,CXAP 100/H,CXA 40/H,CXAP 70,CXA 100,CXAP 5,CXAP 50,CXA 120,CXAP 90,CXA 40,CXA 60/H,CXA 80/H,CXA 110/H",,,,H00153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
