,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 4,Attachment 5,Range,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Feature 13,Attachment 6,Attachment 7,Attachment 8,Pack Quantity,Feature 14,Pressure,Eco Setting,Voltage (V),Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry Points,Cable Entry,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Water Entry,Water Heating Energy Efficiency
126,PT41288,"Scudo Core Chrome Round Handle, Handset & Mounting Bracket",Scudo,323.68,"The Scudo Core mixer shower with handset and drencher blends an elegant design in clean, simple chrome with practical durability. An ideal solution for new family bathroom installations, this shower is part of a comprehensive range designed to make specification simple. It is supplied complete with two handle options alongside a handset and mounting bracket for easy installation.","Showering/Showers/Mixer Showers/Mixer Showers.csv -> Scudo Core Chrome Round Handle, Handset & Mounting Bracket",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/88/T41288_wm.jpg,,,,Chrome,0.2bar (l/min): 5.6 0.5bar (l/min): 8.8 1bar (l/min): 13.8 2bar (l/min): 20.8 3bar (l/min): 25.7,3,0.2,Lifetime Guarantee,N,350,Brass /Stainless steel 304 alloy,2 Outlets,,NU-028,Complete Shower Set,N,Chrome finish,Brass and stainless steel 304 alloy construction,Includes drencher,With round handle and handset,"With 2x handle options, smooth or diamond crosshatch",Supplied with mounting bracket,Dual outlet,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PC42676,Bristan 1901 exposed concentric top valve bottom outlet Chrome,Bristan,434.47,The Bristan 1901 thermostatic exposed dual control shower incudes adjustable inlets for easy retrofitting to existing pipework.,Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan 1901 exposed concentric top valve bottom outlet Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/76/NW-C42676_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_ExpoBottomShowerValve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_1901_N2_CSHXVO_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_1901_N2_CSHXVO_C_G_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PD01495,Roca Victoria T shower column,Roca,518.05,"Finished in chrome to suit most bathrooms, the Roca Victoria T shower column offers a luxuriant rain shower function for an invigorating start to your day.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Roca Victoria T shower column,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/95/D01495_wm.jpg,,,,Chrome,15 Litre Per Min at 3 Bar,10,2,10,N,562,Metal,2,2,A5A9F18C00,Therm Shower,N,Chrome finish,Rain shower function,10 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PA05075,Nabis valve,Nabis,3.11,This Nabis CD valve is designed for use with A05040.,Showering/Showers/Mixer Showers/Mixer Showers.csv -> Nabis valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/_1/A05075_1_wm.jpg,,,,Brass,,,,n/a,N,29,,,,WUK144,Valve,N,Brass construction,Compatible with A05040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PD67576,Ideal Standard Ceratherm shower mixer and wall bracket,Ideal Standard,459.9,"A handy all-in-one kit ideal for a family bathroom, the Ideal Standard Ceratherm T50 exposed thermostatic shower mixer comes complete with a fixed riser and the multifunction IdealRain EVO round handheld shower spray. Supplied with a wall bracket for ease of installation, this high performance chrome finish shower is designed with a range of features that improve safety and comfort, including Cool Body technology, which surrounds the hot water flow with cold, reducing the risk of accidental scalding when the shower body is touched.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Ceratherm shower mixer and wall bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/01/532701_wm.jpg,,,,Chrome,Max 11.4L @ 300kPa,10,0.5,5 Years,N,493.5,Brass,2,3,A7227AA,Exposed,N,Brass construction,Chrome finish,Cool body for safe use,With temperature safety button,With FirmaFlow ceramic cartridge,Handheld spray and riser included,Includes hose retaining ring,5 year warranty,,,,,,,Ceratherm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PC24482,Ideal Standard Concept Freedom dual shower,Ideal Standard,580.65,"The slim, smooth-edged Ideal Standard Concept Freedom dual thermostatic exposed shower system is supplied with the generous M1 rainshower and practical M3 handspray. Operated using metal pin handles, the Concept Freedom offers excellent usability alongside contemporary good looks.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Concept Freedom dual shower,,Shower unit;M1 rainshower;fixed riser;M3 handspray;Metal pin handles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/82/NW-C24482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_A6290_A8668_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PD77223,BRISTAN COBALT DUAL CONTROL VALVE & DIV,Bristan,367.77,"Uniquely designed for boldly modern bathrooms, the Bristan Cobalt recessed concealed shower valve with diverter incorporates square shapes for a clean, eye-catching look. Built for easy fitting in UK homes, the Cobalt requires a wall cavity depth of just 35mm making it a perfect choice for smaller bathrooms and challenging installation jobs.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> BRISTAN COBALT DUAL CONTROL VALVE & DIV,,Shower valve;Diverter,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/23/NW-D77223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Cobalt_COB_SHCDIV_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Cobalt_COB_SHCDIV_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Shower_Valve_Diverter_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PD63835,Ideal Standard Concept Easybox built in variable thermostatic shower with round plate and kit,Ideal Standard,375.72,"Fast and simple to install, the Ideal Standard Concept Easybox built-in thermostatic shower pack with round faceplate and IdealRain Cube M3 kit has a slim, attractive profile perfect for contemporary bathroom designs and a range of useful features including a temperature safety stop for family-safe operation. Double-sealed throughout, the Easybox boasts unbeatable watertightness, a must for built-in mixers.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Concept Easybox built in variable thermostatic shower with round plate and kit,,Brass mixer;Plastic installation box;Mounting bracket;Faceplate;Handles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/35/NW-D63835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PD10603,Bristan Aristan thermostatic surf mounted bar shower,Bristan,234.71,"The contemporary Bristan Artisan thermostatic bar shower includes thermostatic technology with a pre-set temperature stop, ideal safety features for the family bathroom. Supplied with wall mount 12 fixing kit, this sleekly designed shower uses built-in front-of-wall isolation valves for straightforward fitting.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Aristan thermostatic surf mounted bar shower,,Bar shower unit;Wall mount 12 fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/03/NW-D10603_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Aristan_AR2_SHXVOFF_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Aristan_AR2_SHXVOFFC_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_AR2SHXMTFFC-VOFFC_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03853,Ideal Standard ceratherm T100 built-in round thermostatic 2 outlet chrome shower mixer,Ideal Standard,492.95,"Durable and attractively designed, the practical Ideal Standard Ceratherm T100 dual outlet built-in thermostatic shower mixer makes installation easy with flexible fitting that allows for mounting in the most convenient position. Robustly built, this safe thermostatic shower mixer is compatible with a wide variety of Ideal Standard shower heads and handsprays, allowing you to create your perfect bathroom.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard ceratherm T100 built-in round thermostatic 2 outlet chrome shower mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/53/T03853_wm.jpg,,,,Chrome,22 lpm @ 3 Bar,10,0.5 Bar,5 Years,N,10.5,PVD Coated Brass,2 Outlets,,A5814AA,Shower Mixer,N,Sealed plastic box for durability,"Thermostatic cartridge for easy, safe use",With rotating threaded inlet,Versatile bracket fits to any side and different wall types,Brass construction,PVD-coated,Chrome finish,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PD63836,Ideal Standard Concept Easybox built in variable thermostatic shower with square plate cube and kit,Ideal Standard,379.76,"Fast and simple to install, the Ideal Standard Concept Easybox built-in thermostatic shower pack with square faceplate and IdealRain Cube M3 kit has a slim, attractive profile perfect for contemporary bathroom designs and a range of useful features including a temperature safety stop for family-safe operation. Double-sealed throughout, the Easybox boasts unbeatable watertightness, a must for built-in mixers.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Concept Easybox built in variable thermostatic shower with square plate cube and kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/36/NW-D63836_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PD63832,Ideal Standard Concept Easybox built in thermostatic bath shower mixer with square face plate,Ideal Standard,350.47,"Fast and simple to install, the Ideal Standard Concept Easybox square bath/shower mixer has a slim, attractive profile perfect for contemporary bathroom designs and a range of useful features including a temperature safety stop for family-safe operation. Double-sealed throughout, the Easybox boasts unbeatable watertightness, a must for built-in mixers.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Concept Easybox built in thermostatic bath shower mixer with square face plate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/32/NW-D63832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PC45596,Bristan Artisan thermostatic bath/shower mixer tap Chrome,Bristan,432.71,"Incorporating thermostatic technology, the contemporary Bristan Artisan lever bath shower mixer is a reassuringly safe choice for family homes, offering a contemporary design well-suited to the clean lines of modern bathroom interiors.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Artisan thermostatic bath/shower mixer tap Chrome,,Mixer body;2x pillar legs;2x washers;2x back nuts;2x base washers;2x filter washers,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/96/NW-C45596_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Artisan_AR2_THLBSM_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Artisan_AR2_THLBSM_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/BristanArtisanLeverBathMixer_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PD60994,Mira Excel thermostatic exposed variable (valve),Mira,441.08,"Promising high power, even at low pressure, the Mira Excel exposed valve mixer shower exposed valve boasts Mira Magni-flo™ technology to deliver up to 3x more flow. Reliable and safe, the Excel offers separate flow and temperature controls for easy setting as well as thermostatic temperature control and maximum temperature stop for safer use for the entire family.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Excel thermostatic exposed variable (valve),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/94/NW-D60994_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Excel_1068628_W2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Excel_Mixer_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Excel_Exposed_Valve_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,P414662,Mira Vigour manual power shower pack,Mira,145.0,"Fitted with a pump, the Mira Vigour thermostatic power shower ensures great showering pressure, even in low water pressure systems. Delivering separate flow and temperature control alongside a luxury four pattern showerhead, this shower unit provides users with everything they need for comfortable, safe showering. Thanks to rub-clean showerhead nozzles and a neat white and chrome finish, the Vigour is easy to clean and maintain.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Vigour manual power shower pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/28/D62128_wm.jpg,,,,White / Chrome,12 L/min,0.5,0.01,1 year,N,155,Metal / Plastic,,4,414662 PK,Manual,N,Separate flow and temperature controls,With 4x spray pattern showerhead,Rub-clean nozzles for easy cleaning,For homes with low pressure water system and good hot water supply,Phased shutdown,Factory set to safe maximum temperature,"With 15mm push-fit inlet and 1/2"" BSP male outlet",Left back water and cable entry points,1 year warranty,,,,,,Vigour,2555 to 65,,,Low,,,,,,,,,,,,,,,,230 - 240,90,310,210,130,1250,Left TopLeft BottomLeft Back,Left - Back / Bottom / Top,,,,,,
141,PE87433,Vado Celcius exposed therm mixer shower Chrome Plated,Vado,310.0,"This Vado Celsius exposed 1/2"" single outlet thermostatic shower valve has a minimum operating pressure of 0.2 bar. Finished in sleek chrome, this wall-mounted shower is thermostatically controlled for safe, scald-free use.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Vado Celcius exposed therm mixer shower Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/33/NW-E87433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Vado_Manual_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vado_Celsius_CEL-149-12-CP_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PD77025,Bristan Quadrato thermostatic surface mounted exposed bar shower valve with kit,Bristan,317.78,"The Bristan Quadrato thermostatic bar shower with single function handset offers practicality and indulgence in one simple, contemporary, angular package. Supplied with a wall mount 12 fixing kit for easy installation using built-in front-of-wall isolation valves, the Quadrato is easy to clean and incorporates a range of safety features including a maximum temperature stop.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Quadrato thermostatic surface mounted exposed bar shower valve with kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/25/NW-D77025_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_QDSHXSMFFC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Quadrato_QD_SHXSMFF_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Quadrato_QD_SHXSMFFC_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,P231616,Mira Jump Multi-Fit electric shower 10.8Kw,Mira,125.0,"Providing a showering experience to suit all needs, the Mira Jump Multi-Fit 10.8kW electric shower is supplied with three-spray showerheads for flexibility and features a smart white and chrome finish that fits seamlessly into most bathroom schemes. Ideal for retrofit, this shower has multiple cable and water entry points, helping to reduce the need for retiling after installation. Ongoing maintenance is simplified too, thanks to integrated Clearscale technology and rub-clean nozzles, reducing limescale build-up by up to 50%.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Jump Multi-Fit electric shower 10.8Kw,,Electric shower;Showerhead;Shower fittings;Hose;Component pack;Guarantee brochure;Installation guide;Installation template;User guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/15/NW-D90813_D90815_wm.jpg,,,,Chrome/White/Polished,6.3 L/min,5,1,2 years,N,117,,,4,231616 PK,,N,"Includes shower, showerheads and fittings","With installation template, installation and user guides and guarantee brochure",Straightforward replacement for existing electric showers,Multiple water and electric entry points,Offers consistent performance,Offers greater coverage via 110mm showerhead,Incorporates safety features for safer showering,Showerhead has rub-clean nozzles for reduced limescale build-up,Eco setting reduces waste,With 4x spray patterns,Includes 1.25M hose,Flow rate 6.3LPM,,,Jump,,,,,,,,,,,,2 year warranty,,,,,,5.0 bar,,,110,356,225,107,1250,,Ambidextrous - Back / Bottom / Top,XS,A,15 dB,Manual,Left/Right TopLeft/Right BottomLeft/Right Back,39
144,PD62478,Mira Minilite built in mini mixing valve with magniflow Chrome,Mira,235.89,"Perfect for en-suite bathrooms, the compact Mira Minilite BIV shower mixer is a real space saver. Fast and easy to install, the Minilite EV includes a single flow and temperature control for fine-tuned comfort, Mira Magni-flo technology for improved flow, even at low pressure and a large 90mm showerhead for full, luxuriant coverage.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Minilite built in mini mixing valve with magniflow Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/78/NW-D62478_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Minilite_BIV_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Minilite_Built_in_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PD63829,Ideal Standard Concept Easybox built in thermostatic shower with round face plate,Ideal Standard,321.16,"Fast and simple to install, the Ideal Standard Concept Easybox built-in thermostatic round shower mixer has a slim, attractive profile perfect for contemporary bathroom designs and a range of useful features including a temperature safety stop for family-safe operation. Double-sealed throughout, the Easybox boasts unbeatable watertightness, a must for built-in mixers.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Concept Easybox built in thermostatic shower with round face plate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/29/NW-D63829_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PA05532,Ideal Standard CERATHERM T50 ceratherm t50 bsh thermostatic exposed wall fix Chrome,Ideal Standard,428.23,"Designed for wall mounting, this Ideal Standard Ceratherm T50 thermostatic exposed bath/shower mixer is made of brass with a neat chrome-plated finish.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard CERATHERM T50 ceratherm t50 bsh thermostatic exposed wall fix Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/32/NW-A05532_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Ceratherm_T50_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Bathroom_Collections_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Ceratherm_T50_A7697_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PC45599,BRISTAN ARTISAN TMV2 THBF CHROME,Bristan,380.93,"Incorporating thermostatic technology, the contemporary Bristan Artisan bath filler is a reassuringly safe choice for family homes, offering a contemporary design well-suited to the clean lines of modern bathroom interiors.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> BRISTAN ARTISAN TMV2 THBF CHROME,,Mixer body;2x pillar legs;2x washers;2x back nuts;2x base washers;2x filter washers,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/99/NW-C45599_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Artisan_AR2_THBF_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Artisan_Bath_Filler_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Artisan_AR2_THBF_C_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PD67575,Ideal Standard Ceratherm shower mixer exposed fix kit,Ideal Standard,374.06,"Providing flexible showering and bathing, the Ideal Standard Ceratherm T50 thermostatic exposed shower mixer kit is ideal for family bathrooms. This versatile kit doesn't just look great in-place, it's packed with great features too, including the cutting edge FirmaFlow thermostatic cartridge. Designed for safer, scald-free use, FirmaFlow is much smaller than your average thermostatic cartridge, meaning that the Ceratherm is able to maintain the elegant, streamlined look that makes it a popular choice for new bathroom installs.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Ceratherm shower mixer exposed fix kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/75/D67575_wm.jpg,,,,Chrome,Max 20L @ 300kPa,0.5,N/A,5 Years,N,203,Brass,1,,A7224AA,Exposed,N,For exposed installation,Cool body for safety,Temperature safety button,With FirmaFlow Therm ceramic cartridge,Chrome finish,5 year warranty,,,,,,,,,Ceratherm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
