,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Material,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9
74,PQ40281,Wavin HDPE 3075823 90deg 4-way boss pipe 110 x 56mm,Wavin,21.82,"Wavin HDPE is a universal system approved for pipe installation in buildings to DIN 19535 and DIN EN 1519. The product range includes pipes and fittings with dimensions between 40mm and 315mm. Wavin HDPE is a complete soil, waste and vent system of pipes and fittings, manufactured from high-density polyethylene (PE HD). This tough and durable HDPE system offers an extraordinary chemical resistance in combination with a high flexibility level and great impact resistance. Wavin HDPE pipes and fittings are jointed by welding, making the joints resistant to tension. There are two methods of welding: butt welding and electro-fusion welding. Most Wavin HDPE products can also be used as part of negative pressure installations like the siphonic roof drainage system Wavin QuickStream.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin HDPE 3075823 90deg 4-way boss pipe 110 x 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/81/Q40281_wm.jpg,,,,,,Black,110mm56mm,Weld,110 mm56 mm,HDPE,1 year,0.215 kg,N,Polyethylene (PE),DIN EN 15919-1:2001DIN 19535-10:200-01,3075823,Branch,N,Wavin HDPE is resistant to temperatures of up to 90degrees C continuous temperature and 100degrees C short term,Wavin HDPE is well suited to assemblies subjected to vibration. It is therefore ideal for use in seismic zones and across expansion joints,"With the addition of a percentage of carbon black, HDPE is UV-stabilised and can therefore be installed outdoors without degradation problems","An advantage of Wavin HDPE is that it can be welded (both by butt welding and with electrofusion joints), thereby providing a perfectly sealed system",Wavin HDPE’s lightness makes transportation and handling easy,"Because of its high resistance to chemical agents, Wavin HDPE cannot be jointed with adhesives",The elasticity of Wavin HDPE allows pipes to withstand freezing of internal water,Wavin HDPE’s elasticity gives pipes a high impact strength at temperatures as low as -40degrees C. This ruggedness makes handling of pipes easy during installation,The smooth surface of Wavin HDPE allows for both an optimum flow of any type o
75,PF24715,Marley Solvent Waste 88.5deg equal tee 32mm White,Marley,3.3,This Marley Solvent Waste 32mm 88.5° tee in white is suitable for both internal and external applications.,Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Marley Solvent Waste 88.5deg equal tee 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/15/NW-F24715_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
76,PQ62760,Wavin Wavin OsmaSoil 87.5deg 5-boss branch 110mm White,Wavin,68.06,"Made of white PVC-u, this Wavin OsmaSoil 110mm 87.5° five-boss branch with socket x socket x plain end connections is suitable for use in both domestic and commercial installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Wavin OsmaSoil 87.5deg 5-boss branch 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/60/NW-Q62760_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,
77,PQ65239,Wavin Osma Waste 87.5deg tee 40mm White,Wavin,4.95,"Easy to use, this Wavin Osma Waste 40mm 87.5° tee is made of white polypropylene, or PP. Reliable push-fit connections make this fitting simple and quick to install.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Osma Waste 87.5deg tee 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/39/NW-Q65239_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,
78,PQ66754,Wavin OsmaWeld 87.5deg ABS tee 40mm Black,Wavin,4.73,"Made of robust black ABS, this Wavin OsmaWeld 40mm 87.5° tee incorporates reliable solvent weld connections.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin OsmaWeld 87.5deg ABS tee 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/54/NW-Q66754_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,
79,PF68949,Polypipe 92.5deg swept tee 40mm White,Polypipe,5.36,"Suitable for domestic use, this Polypipe System 2000 swept tee is made of white MuPVC with 40mm solvent weld connections.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Polypipe 92.5deg swept tee 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/49/NW-F68949_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PQ66586,Wavin Wavin Osma Waste 87.5deg tee 40mm White,Wavin,10.27,"Part of a reliable PVC-C waste system, this Wavin Osma Waste 40mm 87.5° waste tee in white can withstand high in-service temperatures. Suitable for both interior and exterior installation, this fitting is resistant to UV and has fire retardant properties.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Wavin Osma Waste 87.5deg tee 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/86/NW-Q66586_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,
81,PF24824,Marley Solvent Waste 88.5deg cross tee 40mm White,Marley,16.75,This Marley Solvent Waste 40mm 88.5° cross tee in white is suitable for both internal and external applications.,Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Marley Solvent Waste 88.5deg cross tee 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/24/NW-F24824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
82,PQ65227,Wavin Osma Waste 87.5deg tee 32mm White,Wavin,5.7,"Easy to use, this Wavin Osma Waste 32mm 87.5° tee is made of white polypropylene, or PP. Reliable push-fit connections make this fitting simple and quick to install.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Osma Waste 87.5deg tee 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/27/NW-Q65227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,
83,PF27409,MLY 32MMX88.5D ULTRA ABS TEE  WAT3:W,Marley,2.55,"This white Marley ABS Waste 88.5° tee with 32mm solvent weld connections is a lightweight, cost efficient choice for internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> MLY 32MMX88.5D ULTRA ABS TEE  WAT3:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/09/NW-F27409_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
84,PF23713,MLY 160X160MMX87.5D GREY SY601,Marley,132.48,"This Marley Push-Fit Soil 87.5° equal branch tee with 160mm push-fit x push-fit x plain end connections is made of grey PVC-U. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> MLY 160X160MMX87.5D GREY SY601,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/13/NW-F23713_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
85,PF27469,MLY 50MMX88.5D ULTRA ABS TEE  WAT5:W,Marley,6.71,"This white Marley ABS Waste 88.5° tee with 50mm solvent weld connections is a lightweight, cost efficient choice for internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> MLY 50MMX88.5D ULTRA ABS TEE  WAT5:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/69/NW-F27469_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
86,PF27441,40MM X 88.5D ULTRA ABS CROSS TEE WAT42:W,Marley,12.42,"This white Marley ABS Waste 88.5° cross tee with 40mm solvent weld connections is a lightweight, cost efficient choice for internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> 40MM X 88.5D ULTRA ABS CROSS TEE WAT42:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/41/NW-F27441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
87,PF27439,MLY 40MMX88.5D ULTRA ABS TEE  WAT4:W,Marley,3.08,"This white Marley ABS Waste 88.5° tee with 40mm solvent weld connections is a lightweight, cost efficient choice for internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> MLY 40MMX88.5D ULTRA ABS TEE  WAT4:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/39/NW-F27439_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
88,PF27470,50MM X 45DEG ULTRA ABS TEE       WAT51:W,Marley,6.71,"This white Marley ABS Waste 45° tee with 50mm solvent weld connections is a lightweight, cost efficient choice for internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> 50MM X 45DEG ULTRA ABS TEE       WAT51:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/70/NW-F27470_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
89,PF36739,32MM X 88.5DEG PUSHFIT TEE       WPT31:W,Marley,3.91,"Offering quick, easy installation, this Marley Push-Fit Waste 32mm 88.5° tee in white is designed for internal use.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> 32MM X 88.5DEG PUSHFIT TEE       WPT31:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/39/NW-F36739_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
90,PF22463,82.4MM X87.5DEG ADJ BRANCH 3BOSS SY33F:B,Marley,39.91,"This Marley Push-Fit Soil 87.5° three boss branch tee with 82mm push-fit x push-fit x plain end connections is made of black PVC-U. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> 82.4MM X87.5DEG ADJ BRANCH 3BOSS SY33F:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/63/NW-F22463_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
91,PF27471,MLY 50MMX88.5D ULTRA ABS CROSS T WAT52:W,Marley,14.23,"This white Marley ABS Waste 88.5° cross tee with 50mm solvent weld connections is a lightweight, cost efficient choice for internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> MLY 50MMX88.5D ULTRA ABS CROSS T WAT52:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/71/NW-F27471_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
92,PF36839,40MM X 88.5DEG PUSHFIT TEE       WPT41:W,Marley,4.05,"Offering quick and easy installation, the Marley Push-Fit Waste 40mm 88.5° tee in white is designed for internal use.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> 40MM X 88.5DEG PUSHFIT TEE       WPT41:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/39/NW-F36839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
