,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Warranty,Hazardous,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Number of Channels,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Colour,Connection Type,Range,Style,With Drain Off,Max Pressure,Flow Water Temperature,Material,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Feature 14,Pack Quantity,Feature 15,Feature 16,Weight
154,P247391,Drayton TRV4 TRV integral head only Chrome,Drayton,32.73,"Ideal for towel rails, the bathroom-suitable Drayton TRV4 chrome straight integral head has a neat, wipe-clean finish and contemporary chrome design. The TRV4 incorporates a double gland seal and non-stick, pre-set internals, a useful feature designed to allow for balancing the radiator through the TRV.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton TRV4 TRV integral head only Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/91/247391_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,P537908,Altecnic Ecocal angled TRV and lockshield twinpack 15mm Polished Chrome,Altecnic,49.76,"Supplied in a handy twin pack, these Altecnic Ecocal angled thermostatic radiator valves, or TRVs, with lockshields are made of tough brass with a clean chrome finish, 1/2"" radiator connections and 15mm pipe connections. A TRV is used to regulate the water flow to individual radiators and is installed at a set value. The valve's thermal regulating element automatically opens and closes the valve in order to maintain the temperature of a room with no need for constant manual adjustment, helping to improve both comfort and efficiency.",Radiators/Radiator Valves/Radiator Valves.csv -> Altecnic Ecocal angled TRV and lockshield twinpack 15mm Polished Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/08/NW-537908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_Ecocal_Radiator_Valves_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Altecnic_Product_Guide_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,P247392,Drayton TRV4 straight TRV4 and internal head 15mm Chrome,Drayton,42.91,"Ideal for towel rails, the bathroom-suitable Drayton TRV4 chrome 15mm straight boxed thermostatic radiator valve (TRV) with integral head has a neat, wipe-clean finish and contemporary chrome design. The TRV4 incorporates a double gland seal and non-stick, pre-set internals, a useful feature designed to allow for balancing the radiator through the TRV.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton TRV4 straight TRV4 and internal head 15mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/92/247392_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_h002943_31426_t_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,P312860,Danfoss RAS-B2 dynamic TRV 15mm,Danfoss,20.98,"Offering high levels of performance, the Danfoss RAS-B2 15mm dynamic radiator valve is built around a dynamic pressure independent radiator valve which has been fitted with a flow limiting device for the pre-setting of a maximum water flow. Suitable for use in two-pipe heating systems, this TRV offers a maximum flow of 10 - 135L/h with a built-in pressure regulator maintaining differential pressure over the valve at 0.1 bar. Made of robust brass, RAS-B2 has a smooth brushed finish along with a chromium steel gland seal pressure pin and lifetime lubricated O-ring. The valve's gland seal assembly is fully replaceable without drain down while a protective cap provides manual regulation during construction.",Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RAS-B2 dynamic TRV 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/61/NW-312860_312861_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/al/Danfoss_Promotion_Material.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_HeatingResidentl_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RAS_B2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_B2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_RAS_B2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,P246075,Danfoss RAS-D2 straight thermostatic radiator valve lockshield 15/10/8mm White,Danfoss,56.28,"An ideal choice for designer radiators or heated towel rails, the Danfoss RAS-D2 white thermostatic radiator valve (TRV) with lockshield can be used in a two-pipe domestic heating system. Easy to install, this TRV includes a flow selectable feature to reduce the risk of water hammer and a reversible and bidirectional body. Offering frost protection and a positive off, the RAS-D2 comes fitted with a 1/2"" radiator connection and 8/10/15mm pipe connection, along with a protective cap for manual regulation during construction work. This protective cap is not suitable for use as a manual shut off device.",Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RAS-D2 straight thermostatic radiator valve lockshield 15/10/8mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/75/NW-246075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_RAS_D2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_RAS_D2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_RAS_D2_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_RAS_D2_Fact_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RASD2_CombiPack_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,P248001,Pegler Yorkshire vertical angled TRV 15mm,Pegler,47.81,"This Pegler Yorkshire Belmont commercial 1/2"" commercial angled thermostatic radiator valve (TRV) is suitable for use only in an indirect open-vented or sealed water-filled central heating and indirect hot water systems.",Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire vertical angled TRV 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/01/NW-248001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/P_Y_Terrier_HeatingSolution_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belmont_CommercialRadVlve_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_Belmont_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Yorkshire_Belmont_TRV_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,P250232,"Pegler Terrier 367 male iron angled wheel head 15mm x 1/2"" Chrome",Pegler,27.29,The Pegler Yorkshire Terrier 367 CPWH 15mm angle pattern wheel handle radiator valve for copper is suitable for use in indirect open-vented or sealed water-filled central heating and indirect hot water systems only.,"Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Terrier 367 male iron angled wheel head 15mm x 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/32/NW-250232_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/27/67/Pegler_Yorkshire_BSI_Kitemark_2767.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Terrier_HeatingSolutions_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PYorkshire_367WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,P311215,Honeywell Home Valencia hw home vtl120 trv + l/s 8mm ang,Honeywell Home,23.09,"Offering excellent performance and reliability, the Valencia Traditional thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. Once in place, the valve's integrated radiator balancing insert retains the radiator's balancing setting when the TRV and lockshield valve is closed. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home Valencia hw home vtl120 trv + l/s 8mm ang,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/15/311215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,P247887,Siemens 2 way liquid sensing  thermostatic radiator valve 15/10mm,Siemens,29.41,"Supplied with 10mm and 15mm fittings, this Siemens angled two-way liquid sensing thermostatic radiator valve (TRV) has an understated, clean design with no slots or edges, ideal for the modern home. A thermostatic radiator valves allows for convenient individual setting of radiators using a liquid-filled head for accurate control, minimising wasted energy and maximising comfort.",Radiators/Radiator Valves/Radiator Valves.csv -> Siemens 2 way liquid sensing  thermostatic radiator valve 15/10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/87/NW-247887_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Siemens_Product_Selection_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,P247490,Drayton RT414 Drayton RT414 with 15mm angle valve,Drayton,26.3,"Providing control of individual room temperatures, this Drayton RT414 thermostatic radiator valve (TRV) has an integral thermostatic sensing head and reverse flow capability. The 15mm angle valve can be mounted vertically or horizontally on flow or return for ease of fitting. A radiator's flow rate can be balanced from the TRV.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton RT414 Drayton RT414 with 15mm angle valve,,RT414 Sensing head15mm angle valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/90/NW-247490_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_TRV_Commissioning_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_06490029001_TRV_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/rs/Drayton_TRV_Info_for_Householders.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Declared_CEN_Information.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/ty/Drayton_EB_Valve_Flow_Capacity.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,P247949,Drayton RT212 TRV with angled valve lockshield and push fit elbow 10 x 10mm,Drayton,38.36,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton RT212 TRV with angled valve lockshield and push fit elbow 10 x 10mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/49/247949_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_NEW_RT212_ED_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5038_D27_12_NEW_RT212_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_RT212_U_and_I_Guide_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,P250399,Pegler Yorkshire straight wheel-head lockshield valve with elbow 15 x 10mm,Pegler,13.59,"This Pegler Yorkshire Mercia 10mm straight pattern manual radiator valve with push-fit connector is finished in neat, easy to clean chrome.",Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire straight wheel-head lockshield valve with elbow 15 x 10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/99/NW-250399_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pegler_Yorkshire_Merica_P_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,P296034,Myson TRV2 15mm Trv Straight Chrome (1),Myson,18.94,"Offering ease of installation to reduce the need for expensive and inconvenient callouts, the Myson TRV2 15mm straight thermostatic radiator valve is fitted with simple compression connections. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Radiator Valves.csv -> Myson TRV2 15mm Trv Straight Chrome (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/34/296034_wm.jpg,,,,,,,,2 years,N,,,,,,,,,,,,,TRV215SC,TRV,N,,Straight version,Push-fit connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215 and BS2767-10,2 year warranty,,,,,,,Chrome,Compression,TRV2,Modern,No,10,Max 120 deg C,CR3 and Brass,,15 mm,1/2 BSP,Yes,Straight,No,,1,,,
167,P249298,Pegler Yorkshire straight thermostatic radiator valve and lockshield 15mm,Pegler,72.32,"The easy to install bi-directional Pegler Yorkshire Terrier 631 straight thermostatic radiator valve (TRV) is highly reliable and top-rated for energy efficiency, ensuring the ideal balance of comfort and cost savings. Providing accurate temperature adjustment in response to conditions inside a room, the Terrier TRV includes an economy setting for minimised waste and easy-read numerals making it an ideal choice for visually impaired users.",Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire straight thermostatic radiator valve and lockshield 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/98/249298_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_Yorkshire_631807_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,P246132,Danfoss RAS-C2 straight TRV combination 15mm,Danfoss,21.47,"A simple solution to the noise and damage caused by water hammer, this handy 15mm straight TRV combination pack includes a Danfoss RAS-C2 sensor and a flow selectable RA-FS bi-directional valve body, suitable for vertical or horizontal mounting in flow or return. Reversing the direction of the water inside, the valve's patented flow selection device can be turned with no need to drain down, while the compact RAS-C2 sensor, based on a proven liquid sensor actuator, provides complete temperature control alongside a positive off and a frost-safe setting. Mounting the sensor is a surprisingly easy job, requiring it to be simply pressed onto the valve body before tightening the clamping ring.",Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RAS-C2 straight TRV combination 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/32/NW-246132_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RAS_C2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_C2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_RAS_C2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_C2_Range_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,P311214,Honeywell Home Valencia hw home vt117 trv 15mm str trv,Honeywell Home,21.86,"Offering excellent performance and reliability, the Valencia thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home Valencia hw home vt117 trv 15mm str trv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/14/311214_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,P250233,"Pegler Terrier 367 male iron angled lockshield 15mm x 1/2"" Chrome",Pegler,27.29,The Pegler Yorkshire Terrier 367 CPLS 15mm angle pattern lockshield radiator valve for copper is suitable for use in indirect open-vented or sealed water-filled central heating and indirect hot water systems only.,"Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Terrier 367 male iron angled lockshield 15mm x 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/33/NW-250233_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/27/67/Pegler_Yorkshire_BSI_Kitemark_2767.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Terrier_HeatingSolutions_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/PYorkshire_367LS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,P247517,Drayton TRV4 striaght valve with lock shield 15mm Chrome  / Chrome,Drayton,50.11,"Ideal for towel rails, the bathroom-suitable Drayton TRV4 straight thermostatic radiator valve (TRV) is made from wipe-clean chrome and has a modern, neat design. With its unique liquid-filled interior, the TRV4 has increased sensitivity for a quicker, more accurate response to temperature changes giving higher levels of precise comfort.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton TRV4 striaght valve with lock shield 15mm Chrome  / Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/17/247517_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,P503688,Pegler Yorkshire TRV straight valve with elbow 15 x 10mm Chrome,Pegler,31.19,The Pegler Yorkshire Mistral 10mm straight thermostatic radiator valve is supplied with a push-fit elbow.,Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire TRV straight valve with elbow 15 x 10mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/88/503688_wm.jpg,,,,,,,,5 Year,N,,,,,,,,,,,,,42296,Thermostatic Radiator Valve (TRV),N,,Chrome-plated finish,With push-fit elbow,15 x 10mm connections,5 year warranty,,,,,,,,,,Chrome/White/Polished,CompressionThreaded,Yorkshire,Modern,No,20,120,Brass,,10mm,15 mm,Yes,Angular,No,,,,,
