,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Flush Type,Warranty,Hazardous,Depth (mm),Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Material,Fittings Included,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 3,Range,Feature 7,Feature 8,Attachment 4,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Material Type,Pack Quantity,Sector
83,PB97704,Celmac Pneu Compact I compact side inlet internal overflow Black/Chrome Plated,Celmac,45.66,"Designed to save on water waste, the Celmac Pneu Compact I toilet cistern is supplied with a 4/5/6L adjustable flush. Fully assembled for ease of installation, this side inlet black cistern is supplied with a Kara flush push button and wall-mounting bracket for easy, quick and secure installation.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Celmac Pneu Compact I compact side inlet internal overflow Black/Chrome Plated,,Cistern;Wall mounting bracket;Push button,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/04/NW-B97704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Celmac_PneuComp_TroubleShoot_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PD02387,Ideal Standard Sandringham 21 close coupled cistern bottom inlet siphon flush with cover fastner 6/4L White,Ideal Standard,202.34,"Close-coupled, the Ideal Standard Sandringham 21 bottom inlet toilet cistern is made of a tough vitreous china. Part of an extensive coordinated bathroom range, this lever-operated cistern provides a 6/4L single flush.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Sandringham 21 close coupled cistern bottom inlet siphon flush with cover fastner 6/4L White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/87/NW-D02387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E896301_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PB90512,Thomas Dudley Mirage concealed side inlet side outlet cistern excluding lever,Thomas Dudley,64.42,"This Thomas Dudley Mirage concealed cistern with side inlet and outlet features a two part Turbo 88 duo flush siphon. With a high-impact polystyrene body, this cistern includes an internal and external overflow warning pipe for peace of mind.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Mirage concealed side inlet side outlet cistern excluding lever,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/12/B90512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Mirage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PD00706,"Roca Laura cistern 1/2"" 4.5/3ltr White",Roca,169.24,"Part of a broad range of matching sanitaryware items, the Roca Laura toilet cistern helps installers to create a seamless finish in a new bathroom. Push button-operated, this white ceramic cistern has a 4.5/3L dual flush and top inlet.","Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Roca Laura cistern 1/2"" 4.5/3ltr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/06/NW-D00706_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_A34139R-F_A34139U-F_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PD00750,ROCA NEXO COMPACT 1/2IN CISTERN  WHITE,Roca,220.12,"Conceived by famed designer Antonio Bullo, the Roca Nexo compact close-coupled toilet cistern is part of the beautifully proportioned Nexo bathroom range, providing installers with everything they need for a comprehensive and stylish bathroom suite. Manufactured in a white glazed ceramic for durability and cleanliness, this cistern includes a 6/3L push button-operated dual flush.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> ROCA NEXO COMPACT 1/2IN CISTERN  WHITE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/50/NW-D00750_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_NexoCCWC_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A341645000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT02629,Ideal Standard Tesi close coupled cistern with dual flush valve 4/2.6ltr,Ideal Standard,117.76,"Button operated, this Ideal Standard Tesi close-coupled toilet cistern has a 4/2.6L dual flush, helping users to save on water. All fittings are included for ease of installation.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Tesi close coupled cistern with dual flush valve 4/2.6ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/29/T02629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Tesi_CC_Toilet_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PD81428,Ideal Standard iLife coupled cistern 6/4ltr,Ideal Standard,106.18,"Push-button operated, the Ideal Standard i.Life close coupled cistern offers a variable 6/4L flush to suit your needs. Finished in a smart white gloss, this efficient ceramic toilet cistern is part of an elegant, space-saving range that will suit most bathroom designs.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard iLife coupled cistern 6/4ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/_a/D81428_A_wm.jpg,,,White/Gloss,Dual,Lifetime,N,150,Internal,N/A,bottom,Push Button,Ceramic,Yes,E247701,Close Coupled,N,6 l,Water efficient design,Push-button operated,4/6L dual flush,Ceramic construction,Gloss white finish,Bottom inlet,,iLIFE,Lifetime warranty,,,,,,,,,,,,,
90,PB91616,Thomas Dudley Slimline low level bottom inlet cistern 6/7/9ltr White,Thomas Dudley,102.71,"Ideal for light to medium-duty use in homes or commercial premises, the Thomas Dudley Slimline low level bottom supply cistern has a compact profile for use in smaller bathrooms. This hardwearing plastic cistern includes a lever-operated dual flush.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Slimline low level bottom inlet cistern 6/7/9ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/16/NW-B91616_wm.jpg,,,White/Gloss,Dual Flush,5 Years,N,146,InternalExternal,No,Side,Lever,Polystyrene,No,PSLWHB313280,Cistern,N,6 l,Traditional design,High density polystyrene cistern body,Bottom inlet,Internal/external overflow warning,"Suitable for high level, low level and close coupled installations",6/7/9L dual flush,,Slimline,Lever operation,,,,,,,,,,,,,"Office/Retail/Washrooms,Hotels/Leisure,Assisted Living"
91,PJ10175,Ideal Standard Prosys WC cistern mechanical top actuation CL2,Ideal Standard,118.75,"Suitable for use with a range of flush plates, the Ideal Standard Prosys concealed cistern has a 6L dual flush with mechanical actuation. Ideal for modern family bathrooms, the Prosys's smart valve, easy maintenance and simple adjustment to a lower water volume ensures convenience and economy.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Prosys WC cistern mechanical top actuation CL2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/75/NW-J10175_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_ProSys_WC_Cistern_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_Rimeless_Toilet_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/IS_CommercialWashrooms_Brochure_2021.pdf,,,,,,,,,,,,,,,
92,PD00629,"Roca Laura push button cistern 1/2"" White",Roca,186.08,The Roca Laura toilet cistern offers a 3/6L push button-operated dual flush and is designed for installation with the Laura bathroom range for a seamless look.,"Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Roca Laura push button cistern 1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/29/NW-D00629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_A34139R-F_A34139U-F_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PU94992,Geberit duofix frame WC+sigma C/CIST 12 cm,Geberit,333.84,"A robust and highly flexible design, the Geberit Sigma Duofix frame and 120mm concealed cistern is the ideal choice for bathroom installations you can rely on. Not only are all aspects of this design tried and tested but it offers tool-free maintenance using parts that are always easy to get hold of, even years after installation. Reducing cleaning requirements and bacteria and dirt traps, this quiet concealed cistern solution is compatible with a wide range of flush plates, making it easy to find a solution that suits your interior while a dual flush with volume adjustment helps you to save water. Individually tested to ensure water tightness, the blow-moulded Sigma cistern is capable of withstanding up to 400kg when combined with a Geberit wall-hung toilet pan.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Geberit duofix frame WC+sigma C/CIST 12 cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/92/U94992_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/U94992_Tech_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/U94992_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PB90120,Thomas Dudley Tri-Shell side supply overflow high pressure/low pressure low level cistern  White,Thomas Dudley,124.52,"Highly robust, the Thomas Dudley Tri-Shell is a heavy-duty white plastic toilet cistern with dual lever-operated flush and side inlet.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Tri-Shell side supply overflow high pressure/low pressure low level cistern  White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/21/NW-B90120_B90121_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Thomas Dudley_B90120_User Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Thomas Dudley_B90120_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_HDutyCisterns_Brochure.pdf,,,,,,,,,,,,,,,
95,PA67225,Ideal Standard Connect Air cistern bi cube 4/2.6 s/w White,Ideal Standard,213.75,"The Ideal Concept Air low level cistern offers a push button 4/2.6L dual flush with Aquablade flushing technology. Made in tough vitreous china, this cistern is part of an extensive matching bathroom range.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Connect Air cistern bi cube 4/2.6 s/w White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/25/NW-A67224_A67225_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E080601_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Concept_Air_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PP73046,Geberit Selnova close coupled toilet with cistern and seat,Geberit,285.36,This Geberit Selnova close coupled cistern is supplied with seat.,Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Geberit Selnova close coupled toilet with cistern and seat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/46/P73046_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Geberit_P73046_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PB98078,"Thomas Dudley Vantage single flush concealed cistern with side inlet, flushbend, no button, no poly-jacket",Thomas Dudley,112.55,"Offering fast and stress-free installation, this Thomas Dudley Vantage concealed dual flush toilet cistern is supplied factory assembled and incorporates a push-fit flush bend and inlet elbow. With the option to install the push button up to 750mm away, this cistern is designed for flexibility.","Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Vantage single flush concealed cistern with side inlet, flushbend, no button, no poly-jacket",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/78/B98078_wm.jpg,,,White,Dual Flush,3 Years,N,125,Internal,No,Side,Button,Polyethylene,Yes,319738W,Cistern,N,,"Supplied factory assembled for quick, easy installation",WRAS approved Dudley Niagara flushing valve,WRAS approved Dudley Hydroflo quiet inlet valve,Push-fit water inlet elbow,Push-fit flush bend,Integral isolating valve,,Vantage,"Air tubes enable button, plate or sensor to be installed up to 750mm away from cistern",Front and top access panels,,Unique cistern fixing brackets,No need to cut access holes into vanity tops,Side inlet,Cistern body in high density polyethylene,Internal overflow warning,Internal parts comply with the Regulator's Specification,White polyethylene,1 year warranty,,,
98,PD00640,Roca Nexo close coupled cistern white,Roca,194.75,"The contemporary Roca Nexo close coupled toilet cistern has been designed by Antonio Bullo to blend with the well-proportioned Nexo bathroom range. Built in tough ceramic, this smart cistern offers a 6/3L push button-operated dual flush.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Roca Nexo close coupled cistern white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/40/NW-D00640_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_A341643_45-F_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A341643000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PD58885,Roca Debba close coupled fully back to wall cistern,Roca,145.51,"Modern and sleek, the moulded Roca Debba back-to-wall close coupled cistern is a great partner to sanitaryware in the wider Debba range. Provided with a top inlet, this smart white vitreous china loo provides users with a water-saving 3/4.5L button-operated dual flush.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Roca Debba close coupled fully back to wall cistern,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/85/NW-D58885_wm.jpg,,,White,Dual Flush,25 Years,N,160,N/A,No,top,Button,Vitreous China,No,A34199D00F,Cistern,N,4.5 l,3/4.5L dual flush,Push button,White vitreous china,,,,,Debba,,,,,,,,,,,,,,
100,PJ23523,Ideal Standard Contour 21 Splash cistern lever White,Ideal Standard,183.97,"Designed especially for use in schools, the Ideal Standard Contour 21 Splash close coupled cistern with lever flush combines safety, clean hygiene and economic water saving.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Contour 21 Splash cistern lever White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/23/NW-J23523_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_S3260_S3261_S3270_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour21SplshS326001_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,
101,PB98081,"Thomas Dudley Miniflo dual flush concealed cistern with side inlet, flushbend, no button",Thomas Dudley,95.97,"The Thomas Dudley Miniflo concealed side inlet toilet cistern has a compact design and offers 6/4, 5/3 or 4/2.6L convertible button-operated flushing with the option to convert to sensor operation. Fully factory assembled and with push-fit flush bend and flexible flush siting up to 750mm away, this cistern is fast and stress-free to fit.","Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Thomas Dudley Miniflo dual flush concealed cistern with side inlet, flushbend, no button",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/81/B98081_wm.jpg,,,White,Dual Flush,3 Years,N,131,Internal,No,Side,Button,Polystyrene,Yes,PMFWHS322950,Cistern,N,,"Supplied factory assembled for quick, easy installation",WRAS approved Dudley Niagara flushing valve,WRAS approved Dudley Hydroflo quiet inlet valve,Push-fit flush bend,"Air tubes enable button, plate or sensor to be installed up to 750mm away from cistern",Compact dimensions fit neatly into 150mm ducts,,Miniflo,Top access,One piece cistern fixing brackets,,Cistern body in high density polystyrene with durable white finish,Internal overflow warning,Internal parts comply with the Regulator's Specification,"6/4L, 5/3L or 4/2.6L convertible flushing",,,,,,,
102,PD04899,"Ideal Standard Prosys 120mm depth toilet cistern, pneumatic, top actuation CL2",Ideal Standard,127.65,"Offering a simple top-mounted pneumatic flush, the Ideal Standard Prosys 120mm toilet cistern is part of a comprehensive range of toilet fittings to suit every bathroom. Easy to maintain, this cistern has a delay-fill valve for better efficiency and offers complete compatibility with a range of flush plates.","Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Ideal Standard Prosys 120mm depth toilet cistern, pneumatic, top actuation CL2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/99/D04899_wm.jpg,,,Neutral,Dual,5 Years,N,125,Internal,N/A,bottom,Pneumatic,Plastic,Yes,R031867,in wall,N,6 l,Pneumatic actuation,6L flush,120mm depth,Offers ease of maintenance,Compatible with wide range of contemporary flush plate options,Water-saving delay fill smart valve,,,Easy adjustment to low water volume,Bottom inlet,,Plastic construction,5 year warranty,,,,,,,,,
103,PD13887,Roca Havana eco close coupled cistern 4.5/3,Roca,56.13,The Roca Havana white eco close coupled cistern offers a 4.5/3L dual flush to minimise water waste.,Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> Roca Havana eco close coupled cistern 4.5/3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/87/NW-D13887_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Primary_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PB98079,SF CON CISTERN SIDE/IN NB W/JACKET & FB,Thomas Dudley,120.67,"Offering fast and stress-free installation, this Thomas Dudley Vantage concealed dual flush toilet cistern is supplied factory assembled and incorporates a push-fit flush bend and inlet elbow. With the option to install the push button up to 750mm away, this cistern is designed for flexibility.",Bathrooms and Kitchens/Toilets/Toilet Cisterns/Toilet Cisterns.csv -> SF CON CISTERN SIDE/IN NB W/JACKET & FB,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/79/B98079_wm.jpg,,,White,Dual Flush,3 Years,N,125,Internal,No,Side,Button,Polyethylene,Yes,PVAWHS315839,Cistern,N,,"Supplied factory assembled for quick, easy installation",WRAS approved Dudley Niagara flushing valve,WRAS approved Dudley Hydroflo quiet inlet valve,Push-fit water inlet elbow,Push-fit flush bend,Integral isolating valve,,Vantage,"Air tubes enable button, plate or sensor to be installed up to 750mm away from cistern",Front and top access panels,,Unique cistern fixing brackets,No need to cut access holes into vanity tops,Side inlet,Cistern body in high density polyethylene,Internal overflow warning,Internal parts comply with the Regulator's Specification,White polyethylene,,,,
