,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Warranty,Weight,Hazardous,Drainage Product Type,Material,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Range,Type,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Dimensions (L x W x D),Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable
281,PQ64211,Wavin Wavin OsmaSoil single socket 110mm Grey,Wavin,14.04,"Suitable for domestic or commercial use, this Wavin OsmaSoil 4"" straight single socket is made of grey PVC-U with durable and reliable 110mm socket x solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin Wavin OsmaSoil single socket 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/11/NW-Q64211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PF29111,"Polypipe Terrain 100 bossed pipe connector 4"" Grey",Polypipe,16.99,"Made of grey PVC-U, this Polypipe Terrain 100 boss pipe with 110mm solvent weld connections is designed for use in commercial building services. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Terrain 100 bossed pipe connector 4"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/11/NW-F29111_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PF67108,Polypipe PolySoil double socket 110mm White,Polypipe,33.14,"Made of white PVC-U, this Polypipe PolySoil double socket with 110mm push-fit connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe PolySoil double socket 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/08/NW-F67108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PF40854,Polypipe Terrain 100 pleura maxi vent 75-110mm,Polypipe,147.28,"Made of white plastic, this Polypipe Terrain 100 75 - 110mm universal pleura maxi vent is suitable for commercial use.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Terrain 100 pleura maxi vent 75-110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/54/NW-F40854_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PF28051,4IN STRAIGHT COUPLING             110.4:B,Polypipe,19.16,"Suitable for use in commercial building services, this Polypipe Terrain 100 straight coupling with 110mm solvent weld connections is made of black PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> 4IN STRAIGHT COUPLING             110.4:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/51/NW-F28051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PQ64815,"Wavin Wavin Osma Compact easY-fit pan style 4"" Steel",Wavin,15.02,"Suitable for domestic or commercial use, this Wavin Osma Compact 4"" easy-fit pan connector is made of durable white polypropylene and is fitted with secure 100mm push-fit x spigot connections.","Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin Wavin Osma Compact easY-fit pan style 4"" Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/15/NW-Q64815_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_Osma_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PF72123,Saint Gobain Timesaver GT48 wall fixing bracket 100mm,Saint Gobain,16.6,This Saint Gobain Timesaver GT48 100mm bracket has an elongated slot at fixing point (D) and is made of ductile iron with a water-based paint finish. The Timesaver drainage system offers a range of extremely high strength fittings ideal for below ground applications.,Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Saint Gobain Timesaver GT48 wall fixing bracket 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/23/NW-F72123_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PF68208,Polypipe PolySoil strap on boss nut and blt 110mm Grey,Polypipe,13.28,"Made of grey PVC-U, this Polypipe PolySoil boss strap with 110mm push-fit connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe PolySoil strap on boss nut and blt 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/08/NW-F68208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PF29087,"Polypipe Terrain 100 bent brnch boss adaptor 4"" x 1.1/2"" Grey",Polypipe,12.56,"Suitable for use in commercial building services, this Polypipe Terrain 100 4"" x 1 1/2"" bent branch boss adapter is fitted with 40mm solvent weld connections. Made of grey PVC-u, this fitting is part of the fully accredited Terrain PVC drainage system which offers flexibility through its ability to be joined to a wide range of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Terrain 100 bent brnch boss adaptor 4"" x 1.1/2"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/87/NW-F29087_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PQ64024,Wavin OsmaSoil pipe bracket 82mm Black,Wavin,7.18,"Suitable for domestic or commercial use, this Wavin OsmaSoil 82mm pipe bracket is made of durable black PVC-u.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin OsmaSoil pipe bracket 82mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/24/NW-Q64024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PF57779,Geberit HDPE HDPE protection cap for pipe end 110mm,Geberit,1.57,"Made of high density polyethylene (HDPE), this Geberit HDPE 110mm pipe end protective cap in yellow is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Geberit HDPE HDPE protection cap for pipe end 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/79/NW-F57779_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PF68868,Polypipe PolySoil Galvanised metal pipe bracket 110mm,Polypipe,16.54,"Made of steel, this Polypipe PolySoil pipe bracket with 110mm solvent weld connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe PolySoil Galvanised metal pipe bracket 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/68/NW-F68868_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PF40855,Polypipe Terrain positive air pressure atenuator,Polypipe,721.77,"Suitable for use in commercial applications, this Polypipe Terrain positive air pressure attenuator is made of plastic with 75 to 110mm universal connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Terrain positive air pressure atenuator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/55/NW-F40855_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PF83316,Hargreaves Traditional Express TX4016E eared pushfit soil socket 100mm,Hargreaves,39.05,The Hargreaves Traditional Express TX4016E 100mm eared push-fit soil socket is suitable for TX system jointing.,Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Hargreaves Traditional Express TX4016E eared pushfit soil socket 100mm,,1 Socket + Gasket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/15/F83315_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/HargreavesFoundry_TraditionalExpress_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PQ40319,Wavin HDPE complete closing cap 110mm,Wavin,14.47,"This Wavin HDPE 110mm closing cap with 100mm welded connection is part of a universal system approved for pipe installation in buildings to DIN 19535 and DIN EN 1519 standards. Wavin HDPE is a complete soil, waste and vent system offering durable chemical resistance, flexibility level and excellent impact resistance. Fittings in the HDPE range are suitable for use in negative pressure installations including the Wavin QuickStream siphonic roof drainage system.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin HDPE complete closing cap 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/19/NW-Q40319_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_HDPE_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PF22675,Marley Push-Fit Soil roof cowl vent terminal 110mm Black,Marley,37.68,"This Marley Push-Fit Soil 110mm roof cowl with vent terminal is made of black PVC-U. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Marley Push-Fit Soil roof cowl vent terminal 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/75/NW-F22675_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PQ64265,Wavin Wavin OsmaSoil soil link manifold Grey,Wavin,64.32,"Suitable for domestic or commercial use, this Wavin OsmaSoil soil link manifold is made of durable grey PVC-u and is fitted with secure 110 x 50 x 100mm socket x plain end x socket connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin Wavin OsmaSoil soil link manifold Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/65/NW-Q64265_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PQ64808,"Wavin OsmaSoil offset socket easY-fit pan connector 1 x 4"" White",Wavin,18.33,"Suitable for domestic or commercial use, this Wavin OsmaSoil 1 x 4"" offset socket easy-fit pan connector is made of durable white polypropylene and is fitted with secure 100mm push-fit x spigot connections.","Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin OsmaSoil offset socket easY-fit pan connector 1 x 4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/08/NW-Q64808_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_Osma_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PF66967,Polypipe PolySoil solvent adaptor 110 x 50mm,Polypipe,10.32,"Made of white PVC-U, this Polypipe PolySoil soil adapter with 50mm solvent weld connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe PolySoil solvent adaptor 110 x 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/67/NW-F66967_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PW12022,Saint Gobain Ensign EF048 single fixing pipe bracket 100mm,Saint Gobain,12.83,"This Saint Gobain Ensign EF048 100mm bracket is made of ductile iron with a red protective finish. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Saint Gobain Ensign EF048 single fixing pipe bracket 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/24/NW-W12020_W12024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PQ62761,Wavin Wavin OsmaSoil PE socket plug 110mm White,Wavin,20.5,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm socket plug with boss socket is made of durable white PVC-u and is fitted with secure plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin Wavin OsmaSoil PE socket plug 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/61/NW-Q62761_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PF29101,"Polypipe Terrain 100 bossed pipe connector 4"" x 1.1/2""Grey",Polypipe,15.95,"Made of grey PVC-U, this Polypipe Terrain 100 boss pipe with 110 x 40mm solvent weld connections is designed for use in commercial building services. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Terrain 100 bossed pipe connector 4"" x 1.1/2""Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/01/NW-F29101_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PF67060,Polypipe Universal Soil Fittings and Ancillaries 110mm manifold Grey,Polypipe,91.1,"Made of grey PVC-U, this Polypipe PolySoil manifold with 110mm push-fit connections is suitable for use in domestic applications.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Universal Soil Fittings and Ancillaries 110mm manifold Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/60/NW-F67060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PQ66758,Wavin OsmaWeld 5Z292B ABS access plug 40mm Black,Wavin,4.03,"Kitemarked to BS EN 1455-1:2058, this Wavin OsmaWeld 40mm access plug is made of robust ABS in black. This fitting is designed with solvent weld connections for reliably secure jointing.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin OsmaWeld 5Z292B ABS access plug 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/58/Q66758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_BelowGroundDrainage_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PF29373,Polypipe Terrain 100 double socket coupler 110mm Grey,Polypipe,24.17,"Made of grey PVC-U, this Polypipe Terrain 100 straight coupler with 110mm push-fit connections is designed for use in domestic applications. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Terrain 100 double socket coupler 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/73/NW-F29373_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PF66841,Polypipe vent flashing sleeve 110mm Grey,Polypipe,15.51,"Suitable for domestic use, this Polypipe weathering apron is made of grey plastic and incorporates 110mm solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe vent flashing sleeve 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/41/NW-F66841_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
