,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Attachment 2,By Model Number,Range For Use With,Feature 1,Feature 2,Feature 3,Feature 4,Part Gas Council number
77,P465876,Alpha 1.023565 pressure relief valve,Alpha,27.72,"An Alpha brand part, this 3 bar pressure relief valve is suitable for CDS, CD, CDX and HE range units.  These valves help to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.023565 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/76/465876_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD28S_Installation.pdf,,,,,,,,,,,,,,,
78,P465871,Alpha diverter valve and motor,Alpha,126.8,"This Alpha diverter valve assembly is compatible with units in the brand's CB and CD ranges.  A directional water device in combi boilers, a diverter valve directs hot water into either a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha diverter valve and motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/71/465871_wm.jpg,,N,"CB 50, CB 50 LPG, CD 50, CD 50 LPG",Diverter Valve,"CB Range, CD Range",3.019689,Valve Assembly,N,,,,,,,,
79,P196104,Alpha gas saver top box unit,Alpha,984.3,"Alpha Gas Saver top box unit is positioned neatly above the boiler, this compact unit extracts heat from waste gases that are normally expelled into the atmosphere through the boiler flue.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha gas saver top box unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/04/196104_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_E-Tec_Brochure.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_Brochure.pdf,,,,,,,
80,P468333,Alpha 3-way motor cartridge assembly,Alpha,176.47,TBC,Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 3-way motor cartridge assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/33/468333_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_InTec_30GS_40GS_Installation.pdf,,,,,,,,,,,,,,,
81,P196339,Alpha CD concentric horizontal flue kit and adaptor 80/125mm,Alpha,177.61,"An Alpha concentric horizontal terminal flue kit with adaptor designed for the CDS boiler range.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha CD concentric horizontal flue kit and adaptor 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/39/196339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_Commercial_Boilers_Brochure.pdf,,,,,,,,,,,,,,,
82,P195432,Alpha Climatic radio frequency boiler energy manager,Alpha,175.58,Alpha Climatic RF modulating remote control has been specifically designed to work with new range of boilers to maximise boiler and system efficiency.,Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha Climatic radio frequency boiler energy manager,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/32/195432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_E-Tec_Brochure.pdf,,,,,,,,,,,,,,,
83,P468278,Alpha washer,Alpha,9.27,"Spare Alpha washer suitable for use in Alpha's CB and SY ranges.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha washer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/78/468278_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_Installation.pdf,,,,,,,,,,,,,,,
84,P465875,Alpha diverter valve seal kit,Alpha,73.42,"This diverter valve seal kit contains seals, gaskets, washers and O-rings and is for use in boilers in Alpha's HE, CDX and CD ranges.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha diverter valve seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/75/465875_wm.jpg,,N,"HE 25, CD 28C Extra LPG, CD 25X LPG, HE 33, CD 35C LPG, CD 28X, CD 28C, HE 33 LPG, CD 25C LPG, HE 25 LPG, CD 25C, CD 28C LPG, CD 28X LPG, CD 28C Extra, CD 35C, CD 25X",Diverter Valve,"HE Range, CD Range, CDX Range",3.018652,Seal Kit,N,,"CD 35C,CD 25X LPG,CD 28C Extra,CD 25C,CD 28X LPG,HE 25 LPG,HE 25,CD 28X,CD 28C LPG,CD 25X,HE 33,CD 25C LPG,CD 28C Extra LPG,HE 33 LPG,CD 28C,CD 35C LPG",,,,,,
85,P431241,Alpha O ring seal 17.86 x 2.62mm,Alpha,26.61,"This seal kit is use in boilers in Alpha's CDS and CDX ranges.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha O ring seal 17.86 x 2.62mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/41/431241_wm.jpg,,N,"CD 12S LPG, CD 20S LPG, CD 25X, CD 28S LPG, CD 20S, CD 28S, CD 12S, CD 28X LPG, CD 25X LPG, CD 28X",Hydraulics,"CDS Range, CDX Range",3.018996,Seal Kit,N,,"CD 28X,CD 12S,CD 28S LPG,CD 25X LPG,CD 20S,CD 25X,CD 20S LPG,CD 12S LPG,CD 28S,CD 28X LPG",,,,,,
86,P465815,Alpha 3.014749 seal kit,Alpha,62.55,"This heat exchanger seal kit is for boilers in Alpha's ProTec, InTec, CDS, CD, Eco, InTec ErP ranges.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 3.014749 seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/15/465815_wm.jpg,,N,"100 Plus LPG, 100 Plus, 115 LPG, 115, 115 Plus, 115 Plus LPG, 12 S, 12 S LPG, 18 S, 18 S LPG, 24 X, 24 X LPG, 26 C, 26 C LPG, 28 S, 28 S LPG, 28 X, 28 X LPG, 30 C, 30 C LPG, 30 GS, 30 GS LPG, 34 C, 34 C LPG, 40 GS, 40 GS LPG, 50, 50 LPG, 50 CS, 50 Plus,",Heat Exchanger,"ProTec Range, InTec Range, CDS Range, CD Range, Eco Range, InTec ErP Range",3.014749,Seal Kit,N,,,,,,,,
87,P468281,Alpha plug for pocket flange,Alpha,7.31,"A genuine Alpha part, this plug is suitable for the ProTec, InTec, CDS, CD, CDX, Eco and InTec ErP Range boiler ranges.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha plug for pocket flange,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/81/468281_wm.jpg,,N,"100 Plus LPG, 100 Plus, 115 LPG, 115, 115 Plus, 115 Plus LPG, 12 S, 12 S LPG, 18 S, 18 S LPG, 24 X, 24 X LPG, 26 C, 26 C LPG, 28 S, 28 S LPG, 28 X, 28 X LPG, 30 C, 30 C LPG, 30 GS, 30 GS LPG, 34 C, 34 C LPG, 40 GS, 40 GS LPG, 50, 50 LPG, 50 CS, 50 Plus,",Flue,"ProTec Range, InTec Range, CDS Range, CD Range, CDX Range, Eco Range, InTec ErP Range",1.021464,Plug,N,,,,Genuine Alpha part,,,,
88,P465746,Alpha cord packaging,Alpha,21.86,"This white packing cord is an Alpha spare suitable for the CD and CDS ranges.  The cord is used to seal the combustion chamber, preventing toxic fume leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha cord packaging,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/46/465746_wm.jpg,,N,"CD 32C, CD 32C LPG, CD 30S LPG, CD 30S, CD 18S LPG, CD 24C, CD 24C LPG, CD 50 LPG, CD 24S, CD 50, CD 18S, CD 24S LPG",Fan Combustion Chamber,"CD Range, CDS Range",1.011132,Packaging Cord,N,,"CD 24S,CD 24C,CD 32C LPG,CD 24S LPG,CD 50,CD 30S,CD 32C,CD 50 LPG,CD 30S LPG,CD 24C LPG,CD 18S LPG,CD 18S",,,,,,
89,P465843,Alpha flue seal 60mm,Alpha,3.8,"This 60mm cd flue seal is suitable for Alpha's CD, CDS, CDX and HE boiler ranges.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha flue seal 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/43/465843_wm.jpg,,N,"CD 25C, CD 18S LPG, CD 30S, CD 24C, CD 24R, CD 28C LPG, CD 30S LPG, CD 25X, HE CB 33 LPG, HE SY 25 LPG, CD 12S LPG, HE CB 33, CD 24R LPG, CD 18S, CD 20S LPG, CD 13R, CD 25C LPG, CD 28C Extra LPG, CD 50 LPG, CD 20S, CD 24S, CD 28S, CD 28X, HE CB 25, CD 24",Flue,"CD Range, CDS Range, CDX Range, HE Range",6.5472202,Flue Seal,N,,"CD 25X LPG,CD 28S LPG,CD 25C,CD 30S LPG,CD 18R LPG,CD 13R,CD 25X,CD 28C Extra LPG,CD 24C LPG,CD 28C,CD 35C LPG,CD 24C,CD 28C Extra,HE SY 25,CD 13R LPG,CD 24R LPG,HE SY 25 LPG,HE CB 33 LPG,CD 18R,CD 18S,CD 24R,CD 28C LPG,CD 20S LPG,HE CB 25 LPG,CD 25C LPG",,,,,,
90,P435393,Alpha 1.028702 ignition electrode,Alpha,35.24,"An Alpha spare, this ignition electrode is for use in ProTec and CDS boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.028702 ignition electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/93/435393_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD90S_115S_Installation.pdf,,,,,,,,,,,,,,,
91,P453779,Alpha 1.019464 printed circuit board,Alpha,217.0,"A printed circuit board designed for use in Alpha C range boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.019464 printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/79/453779_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_C23_Installation.pdf,,,,,,,,,,,,,,,
92,P468414,Alpha 1.027178 fan,Alpha,167.71,"This fan is a genuine Alpha spare designed for use in the brand's InTec, Eco and InTec ErP ranges.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.027178 fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/14/468414_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_30GS_40GS_Installation.pdf,,,,,,,,,,,,,,,
93,P465806,Alpha fan and flue replacement seal kit,Alpha,16.5,"This fan and fuel replacement seal kit is use in boilers in Alpha's C, CB and SY ranges.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha fan and flue replacement seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/06/465806_wm.jpg,,N,"C 27, CB 24X, C 23, CB 24 LPG, CB 28, CB 28X LPG, CB 24X LPG, C 27 LPG, SY 9-24, SY 9-24 LPG, C 23 LPG, CB 24, CB 28 LPG, CB 28X",Fan Combustion Chamber,"C Range, CB Range, SY Range",3.013390,Seal Kit,N,,"C23,CB 28X LPG,SY 9-24 LPG,CB 24X LPG,C 23 LPG,CB 28,CB 24,SY 9-24,CB 24X,CB 28X,C 27 LPG,CB 24 LPG,C 27,CB 28 LPG",,,,,,
94,P465743,Alpha heat exchanger tube clip,Alpha,2.93,"This thermostat bulb clip is for use in Potterton's Celsia, Prima C, Prima F, Profile Prima, British Gas and Prima B ranges.  Clips helps to ensure that appliances stay in one piece and connections remain secure with no loose parts.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha heat exchanger tube clip,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/43/465743_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_Installation.pdf,,,,,,,,,,,,,,,
95,P468386,Alpha housing & outlet manifold,Alpha,85.6,"This Alpha manifold housing and outlet is suitable for use with the brand's own Eco, E-Tec, InTec ErP, InTec, InTec2 and Evoke range boilers.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha housing & outlet manifold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/86/468386_wm.jpg,,N,"Eco2 Plus, 33, Plus 28, Plus 33 LPG, 40GS2, 26 C, 28 X, 30 C LPG, 28 LPG, 40 GS LPG, 28 XE, 28, 33, 30 C, 24 X LPG, 25 X, 30 CE, 30 GS, 34 C, 34 C LPG, 26 C LPG, 28 X LPG, 25 XE, 26 CE, 28 X, Eco 28 kW, 33 LPG, Plus 28 LPG, 30 C LPG, 30 GS LPG, 34 C, 34",Gas Assembly,"Eco Range, E-Tec Range, InTec ErP Range, InTec Range, InTec2 Range, Evoke Range",1.028548,Manifold Housing,N,,,,,,,,
96,P468308,Alpha knob main switch,Alpha,4.06,"An Alpha part, this replacement main switch knob is for use on boilers in the CD, CDS and CDX ranges.  Attached to a spindle on the boiler's control panel, a knob allows for manual control of the appliance's functions.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha knob main switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/08/468308_wm.jpg,,N,"CD 28C Extra, CD 28C Extra LPG, CD 12S, CD 28X, CD 28X LPG, CD 35C LPG, CD 20S LPG, CD 25X LPG, CD 25X, CD 25C, CD 35C, CD 12S LPG, CD 28C, CD 20S, CD 28S, CD 25C LPG, CD 28C LPG, CD 28S LPG",Control Panel,"CD Range, CDS Range, CDX Range",1.023345,Control Knob,N,,,,,,,,
97,P453906,Alpha flue overheat stat,Alpha,13.3,"An Alpha flue overheat thermostat compatible with Alpha's CD, CDS and CDX boiler ranges.  This overheat thermostat is a safety device designed to protect your boiler from thermal shock, shutting down the appliance if too high temperatures are detected.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha flue overheat stat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/06/453906_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CDX_Installation.pdf,,,,,,,,,,,,,,,
98,P431782,Alpha electrode,Alpha,19.16,"This Alpha NTC probe sensor connects to the control panel of InTec2 and Eco boilers.  The thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/82/431782_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_Eco2_plus_Installation.pdf,,,,,,,,,,,,,,,
99,P468427,Alpha 14 plate heat exchanger with seal kit,Alpha,144.4,"Supplied with a seal kit for ease of installation, this Alpha 14 plate heat exchanger is suitable for E-Tec, Evoke, Eco and InTec2 boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 14 plate heat exchanger with seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/27/468427_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Alpha_InTec_26C30C34C24X28X_Install.pdf,,,,,,,,,,,,,,,
100,P468312,Alpha pressure temperature safety valve,Alpha,90.46,"A genuine Alpha spare, this safety relief valve, also known as a pressure relief valve, is compatible with boilers in the SolarSmart and CD ranges.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha pressure temperature safety valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/12/468312_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_SolarSmart_100_Installation.pdf,,,,,,,,,,,,,,,
101,P465889,Alpha 1.027959 printed circuit board,Alpha,204.71,"A printed circuit board designed for use in Alpha CDS and CDX boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.027959 printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/89/465889_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD28S_Installation.pdf,,,,,,,,,,,,,,,
102,P453805,Alpha bypass valve assembly,Alpha,64.4,"This Alpha bypass valve assembly is compatible with CB, CD and HE boilers.  A bypass valve allows for the complete stop of water flow in case of a leak or emergency.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha bypass valve assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/05/453805_wm.jpg,,N,"CB 24, CB 24 LPG, CB 28, CB 28 LPG, CD 24C, CD 24C LPG, CD 32C, CD 32C LPG, HE CB 25, HE CB 25 LPG, HE CB 33, HE CB 33 LPG",Isolation Valve,"CB Range, CD Range, HE Range",3.015275,Valve Assembly,N,,,,,,,,
