,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Voltage (V),Warranty,Weight,Hazardous,Sound Power Level (Indoors),Output,Depth (mm),Mounting Type,Compressor Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 1,Attachment 2,Capacity Litre,Feature 8,Attachment 3,Attachment 4,Colour,Projection Depth,Style,Watts,Fuel Source,Material,Orientation,Shape,Wall to Centre Tapping,BTU h,Feature 9,Feature 10,Feature 11,Attachment 5,Diameter,Feature 12,Feature 13,Feature 14,Connection Type,Pressure,Overheat Protection,Direct / Indirect,Insulation Type,Application,Pack Quantity,Area (m2),Attachment 6,Refrigerant Suitability
256,P175027,UK Cylinders Prolite WPHPD3300 Heat Pump Cylinder 300 ltr,UK Cylinders,1105.68,"Offering high levels of performance, this UK Cylinders Prolite 300L capacity heat pump indirect cylinder incorporates a full bore coil for high flow and high gain. Made of tough duplex stainless steel, it is lagged using environmentally friendly 50mm insulation to help minimise heat loss.",Renewables/Renewables.csv -> UK Cylinders Prolite WPHPD3300 Heat Pump Cylinder 300 ltr,,Heat Pump cylinder;unvented components to comply with G3 regulations,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/27/175023_27_wm.jpg,ProLite,230,Cylinder has a 25 year warranty against manufacturing defect and 2 years with supplied components.,57kg,N,,,,,,WPHPD3300,,N,For domestic use,Duplex stainless steel construction,Silver colour,22mm compression fittings,Includes 50mm CFC and HCFC-free insulation,25 year warranty against manufacturing defects,2 year warranty on supplied components,,,300 l,,,,Silver,,,,,Duplex Stainless Steel,,,,,,,,,545mm,,,,22mm compression fittings,5 bar,Yes,Indirect,50mm CFC and HCFC free insulation,Domestic,,,,
257,P276265,Stelrad Compact K3 K3 radiator 500 x 800mm,Stelrad,169.86,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 800 x 500mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 500 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/67/NW-276261_276267_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,P506184,"Intatec Zero - Anti freeze valve 1"" male",Intatec,97.73,"Providing unique protection to your air source heat pump system, this Intatec antifreeze valve with 1"" male connections protects water-operated pump systems from the potential damage that can be caused in freezing temperatures.","Renewables/Renewables.csv -> Intatec Zero - Anti freeze valve 1"" male",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/_1/506184_1_wm.jpg,,N/A,2 years,0.42KG,N,,,245,Pipework,,ZERO01,Heat Pump,N,Discharges when system water temperature drops to 3°C,Reduces risk of ice formation,Reduces risk of circuit breakdown or damage,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,P276268,Stelrad Compact K3 radiator 500 x 1100mm,Stelrad,223.06,"Robustly built in steel, the Stelrad Compact K3 radiator has an integrated grille and panels to minimise movement and precision-welded convectors for improved economy. Measuring 500 x 1100mm, this radiator combines long-lasting strength with an elegant traditional design and a reliable heat output of 7718 BTU/h.",Renewables/Renewables.csv -> Stelrad Compact K3 radiator 500 x 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pa/ct/Caradon Stelrad_Compact_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PP84018,Rehau Rauthermex meter of uno pre insulated pipe 125/182,Rehau,292.28,"Offering quick installation, the Rehau Rauthermex 125/182mm pre-insulated pipe, supplied in a 1M length, is part of a optimised pre-insulated pipe system. Rauthermex is a cutting-edge district heating compatible pipe system promising flexibility and low energy losses for reliable efficiency in renewables.",Renewables/Renewables.csv -> Rehau Rauthermex meter of uno pre insulated pipe 125/182,,n/a,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/18/P84018_wm.jpg,RAUTHERMEX,,5 Years,,N,,,185,,,352241-002,Pre Insulated Pipe,N,Flexible design,For quick installation,With secure Everloc joints,Leakproof fitting,CFC-free polyethylene construction,5 year warranty,,,,,,,,,,,,,PolyethyleneCFC Free flexible polyurethane Foam,,,,,,,,,185,,,,,,,,,,,,,
261,P614110,Daikin Altherma BRC1HHDW R32 Madoka White,Daikin,103.68,"Offering ease of operation for a better user experience, the Daikin Altherma R32 Madoka wired remote control in white provides homeowners with an intuitive interface through which basic heating and hot water functions are controlled.",Renewables/Renewables.csv -> Daikin Altherma BRC1HHDW R32 Madoka White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/10/614110_wm.jpg,Altherma,,,,N,,,,,,BRC1HHDW,,N,White colour to match interior,Symbol driven end user interface,Intuitive touch button control,Basic functions focus on space heating and DHW,Basic functions on/off and temperature set point,Compact design for ease of integration into standard electrical installation boxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-32
262,PP84015,Rehau Rauthermex meter of uno pre insulated pipe 75/162,Rehau,135.93,"Offering quick installation, the Rehau Rauthermex 75/162mm pre-insulated pipe, supplied in a 1M length, is part of a optimised pre-insulated pipe system. Rauthermex is a cutting-edge district heating compatible pipe system promising flexibility and low energy losses for reliable efficiency in renewables.",Renewables/Renewables.csv -> Rehau Rauthermex meter of uno pre insulated pipe 75/162,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/15/P84015_wm.jpg,RAUTHERMEX,,55 YEAR,,N,,3 kW,162,,,352211-001,Pipe,N,Flexible design,For quick installation,With secure Everloc joints,Leakproof fitting,PE-Xa construction,5 year warranty,,,,,,,,,,,,,PE-Xa,,,,,,,,,75,,,,,,,,,,,,,
263,PP53106,Uponor Ecoflex Thermo pre insulated pipe thermostatic single 90/200mm,Uponor,116.24,"Ideal for heating water distribution in a local heat supply network, the Uponor Ecoflex thermo single pipe is also suitable for use as a tie-in to building complexes and housing. EN certified for heating and cooling, this single pipe is compatible with projects with large flow requirements and includes long, highly flexible coil lengths for hassle-free installation and improved energy efficiency.",Renewables/Renewables.csv -> Uponor Ecoflex Thermo pre insulated pipe thermostatic single 90/200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/06/P53106_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor heating_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Ecoflex_Technical.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Plumbing_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT21895,Panasonic Aquarea PAW-TS2 tank sensor with cable 20mtr,Panasonic,42.9,"This Panasonic Aquarea PAW-TS2 water tank sensor, also known as a thermistor, is supplied complete with a 20M long cable and a sensor pocket.",Renewables/Renewables.csv -> Panasonic Aquarea PAW-TS2 tank sensor with cable 20mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/95/T21895_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,P635913,Grant Aerona³ HPIDR32PACKA Installation Pack A S plan for non pre plumbed,Grant,787.21,"Designed to make installation and maintenance of a Grant air source heat pump system easier, this Grant Aerona³ Installation Pack A includes a range of peripherals and other items, including a volumiser, programmer and filter.",Renewables/Renewables.csv -> Grant Aerona³ HPIDR32PACKA Installation Pack A S plan for non pre plumbed,,"Grant System Combined Volumiser/Low Loss Header, 7 day Immersion Programmer (Legionella), Flexi Foot Kit, Mag One filter, 18ltr Sealed System Kit, Wiring Centre c/w DHW Priority, Domestic Hot Water Programmer and AC Isolator.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/13/635913_wm.jpg,Aerona,N/A,Subject to T&C'S,42,N,,,1000,N/A,,HPIDR32PACKA,ASHP Install Pack,N,With Grant System combined volumiser/low loss header,Includes 7 day Legionella immersion programmer,Includes flexi foot kit and Mag One filter,With 18L sealed system kit,Wiring centre with DHW priority,With DHW programmer and AC isolater,Warranty is subject to terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,P614146,Daikin EDLA09D3V3 R32 Monobloc Lt 9KW 1P,Daikin,4350.72,"Ideal for installation in homes with minimal space, the low temperature Daikin Altherma 9kW one-phase monobloc air-to-water heat pump offers highly efficient operation and compatibility with domestic hot water.",Renewables/Renewables.csv -> Daikin EDLA09D3V3 R32 Monobloc Lt 9KW 1P,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/46/614146_wm.jpg,,230,,1.49,N,62.0,230 kW,460,Floor mounted,Hermetically sealed swing compressor,EDLA09D3V3,low temperature monobloc,N,For floor-mounted installation,Monobloc design contains all hydraulic parts,Optional W-LAN connection,Suitable for use with domestic hot water,Highly energy efficient,Separate back-up heater kit available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R-32
267,P490733,BOSCH COMPRESS 2000 AWF 12KW FULL MONO,Bosch,4436.0,"Reducing clutter in the home, the Bosch Compress 2000 AWF 12kW reversible single-phase heat pump is fully integrated into a single monobloc design with no need for an indoor unit. It is fast and simple to install with no need for experience or knowledge of refrigerant handling. Making life easy for the end user, the Compress 2000 has a detachable touchscreen interface that can be fitted inside, putting complete control at the homeowner's fingertips.",Renewables/Renewables.csv -> BOSCH COMPRESS 2000 AWF 12KW FULL MONO,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/33/490733_wm.jpg,,230,2 years,129 kg,N,65dB(A),10 kW,445,Floor or Wall,Rotary,7738602281,Air to Water Heat Pump,N,Integrated hydraulic components for small installation footprint,Indoor unit not required,"Quick, easy installation",Installers do not need to know how to handle refrigerants for installation,Simple user interface with intuitive touchscreen,Touchscreen is detached fom ODU for indoor installation,Suitable for cascading of up to 6x units,,,,"3x optional sound modes, standard, silent and super silent",,,,,,,,,,,,,Range of accessories available,2 year warranty,,,,,,,,,,,,,,,,
268,P616630,Mitsubishi Ecodan ACC-2ZP-K01 2-zone same temperature pack,Mitsubishi,211.91,"Offering easy installation, the Mitsubishi Ecodan two-zone pack 1 incorporates the 15-60 pump along with sensors and isolation valves. It is suitable for two-zone applications where the temperature of both zones is the same.",Renewables/Renewables.csv -> Mitsubishi Ecodan ACC-2ZP-K01 2-zone same temperature pack,,15-60 pumpIsolation valvesStandard flow return sensors,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/30/616630_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mitsubishi_Ecodan_ASHP_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,P635928,Grant Aerona 13R32/17R32 R32 remote control kit,Grant,323.57,"An alternative controller for Aerona³ heat pumps, the Grant Aerona HPID13R32 and HPID17R32 R32 remote control kit is a compact wall-mounted unit offering an intuitive interface via which core ASHP ASHP parameters can be set, viewed and adjusted. Allowing both the homeowner and the heating engineer to access operating functions, this kit is compatible with a separate Grant brand timer used for hot water settings while a programmer or room thermostat is put in control of heating settings.",Renewables/Renewables.csv -> Grant Aerona 13R32/17R32 R32 remote control kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/28/635928_wm.jpg,Aerona,N/A,1 year minimum (Subject to T&C's),45kg,N,,,225,N/A,,HPIDR32CON1317,ASHP Remote Control,N,White casing to suit most homes,Wall-mounted installation,Allows engineer to view and set functions remotely,"1 year warranty minimum, subject to T&Cs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,P119675,Vaillant aroTHERM plus 12kW +  hydraulic module 0010037210 air source heat pump with hydraulic module 12kW,Vaillant,6769.4,"Designed for cost-effective performance, the Vaillant aroTHERM Plus heat pump is equally suitable for radiators as for underfloor heating. Offering flow temperatures of up to 75°C, this 12kW output pump, supplied with hydraulic module, does away with the need for direct electric immersion, protects from legionella and, thanks to its low running noise, it's suitable for installation in built-up terraced housing estates. Extremely energy efficient, the aroTHERM Plus is suitable for installation alongside photovoltaic systems or integrated into smart power grids for the increased savings that come with variable electricity tariffs.",Renewables/Renewables.csv -> Vaillant aroTHERM plus 12kW +  hydraulic module 0010037210 air source heat pump with hydraulic module 12kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/75/119675_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/aroTHERM_Plus_AW 1.1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Vaillant_aroThermPlus_Heat-P_Leaflet.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ch/em/Vaillant_aroThermPlus_Heat-P_Schem.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_aroThermPlus_Heat-P_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_aroThermPlus_Heat-Pump_Tech.pdf,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Vaillant_aroTHERM_Plus_Manual.pdf,
271,P119670,Vaillant aroTHERM PLUS air source heat pump and uniTOWER 12kW,Vaillant,7846.35,"Eco-friendly and efficient, the Vaillant aroTHERM Plus 12kW air-to-water heat pump employs R290 refrigerant, contributing to an extremely low GWP and a SCOP of up to 4.88. This pump operates extremely quietly, making it a great choice for built-up areas and terraced housing, while a salt-resistant construction ensures reliable protection in seaside residences. The monobloc aroTHERM Plus is supplied with Vaillant's ready-wired, easy to install 190L uniTOWER integrated hot water cylinder and hydraulic module for the highest possible ErP efficiency of A+++.",Renewables/Renewables.csv -> Vaillant aroTHERM PLUS air source heat pump and uniTOWER 12kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/6-/70/119666-70_wm.jpg,aroTHERM plus,230,5,194,N,30,12 kW,449,Outdoors,Rotary,0010037205,Air Source Heat Pump,N,"Energy saving design, with a SCOP up to 4.88",Suitable for retro-fit and new build,"Ideal for underfloor heating, radiators and fan coils","Sound power as low as 54 dB(A), suitable for terraced housing estates",Low Global Warming potential (GWP) of 3,Monobloc technology with hermetically-sealed refrigerant circuit,Uses natural refrigerant R290,,,,Salt-resistant construction C5 class for installation under 150M from the sea,,,,,,,,,,,,,Supplies up to 25% more usable hot water at a 75°C flow temperature,Maximum temperature setting eliminates need for an electric immersion heater for Legionella protection,5 year warranty,,,,,,,,,,,,,,,
272,PP53130,Uponor Ecoflex Aqua pre insulated pipe twin 40+25/175mm,Uponor,82.77,"A reliable choice, the Uponor Ecoflex Aqua pre-insulated pipe promises hygienic and energy-efficient distribution of warm tap water in buried installations. This twin pipe version includes the supply and circulating pipes in one jacket.",Renewables/Renewables.csv -> Uponor Ecoflex Aqua pre insulated pipe twin 40+25/175mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/30/P53130_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Ecoflex_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor_Plumbing&Heating_Brochure.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Plumbing_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,P160126,Vaillant aroTHERM solar discharge vessel,Vaillant,75.11,"Compact and flexible, the Vaillant aroTHERM solar discharge vessel is suitable for vertical fitting in series should larger capacities be required. This vessel is used to collect heating system glycol should a system's PRV open. This ensures that the glycol doesn't find its way into the drainage system.",Renewables/Renewables.csv -> Vaillant aroTHERM solar discharge vessel,,Solar discharge vessel;2x screw;2x wall plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/26/160126_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Solar_Thermal_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_aroTHERM_Hybrid_Brochure.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_aroTHERM_AWHP_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTHERM_AW_HP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PP53133,Uponor Ecoflex Quattro pre insulated pipe 2 x 32 25+25 175mm,Uponor,112.06,"The reliable, easy-install Uponor Ecoflex Quattro all-in-one pipe is suited to any requirement, from extensive supply networks to a single connection to one building. This pre-insulated pipe provides heating, warm tap water supply and circulation pipes all in the same jacket, with two flow pipes for domestic warm water and two for heating.",Renewables/Renewables.csv -> Uponor Ecoflex Quattro pre insulated pipe 2 x 32 25+25 175mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/34/P53132_P53134_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Ecoflex_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor_Plumbing&Heating_Brochure.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Plumbing_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PP57564,Buteline BPC106G PB-1 barrier pipe (coiled) 16mm x 100mtr Grey,Buteline,278.0,"Compatible with both hot and cold potable water, the Buteline BPC106G PB-1 16mm barrier pipe is supplied in a 100M long coil. Manufactured to very high standards, this scale-resistant pipe is suitable for use in central heating systems and in domestic and commercial installations.",Renewables/Renewables.csv -> Buteline BPC106G PB-1 barrier pipe (coiled) 16mm x 100mtr Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pi/pe/Coils of pipe_wm.jpg,,,25 year guarantee,,N,,,150,,,BPC106,Pipe,N,Flexible and tough,Lightweight and easier to install than other systems,"Corrosion resistant, no scale build-up",Virtually no water hammer,The best choice for plumbing in climates where freezing conditions are possible,25 year Guarantee,,,,,,,,,,,,,Polybutene PB-1,,,,,,,,,16 mm,,,,,,,,,,,,,
276,P635041,Vaillant flexoTHERM heat pump 8kW,Vaillant,7245.0,"Vaillant's 8kW flexoTHERM heat pump is designed with state of the art EVI compressor technology for impressively high efficiency and heating performance. Quiet Mark accredited, the flexoTHERM boasts exceptionally low operating noise levels, no louder than a standard domestic fridge.",Renewables/Renewables.csv -> Vaillant flexoTHERM heat pump 8kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/42/635041_635042_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_flexoTHERM_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,P648517,JA Solar 425W Mono PERC Traceable LR,JA Solar,79.9,TBC,Renewables/Renewables.csv -> JA Solar 425W Mono PERC Traceable LR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/17/648517_wm.jpg,,,,20,N,,,,,,25479,,N,JA Solar Integrated Traceable System,25 year product warranty,30 year linear power output warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,
278,P276267,Stelrad Compact K3 K3 radiator 500 x 1000mm,Stelrad,206.45,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 1000 x 500mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 500 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/67/NW-276261_276267_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT21891,Panasonic Aquarea CZ-TAW1 smart cloud control system,Panasonic,181.35,"Providing complete comfort from just about anywhere, the Panasonic Aquarea Smart Cloud control system gives you remote control of a full range of heating and hot water functions using a smartphone app. With the option to monitor energy consumption, this clever system can help property owners to minimise waste and reduce their fuel costs while also keeping a fuel pump working efficiently for reduced maintenance requirements. Easy to set up, the Smart Cloud system requires you to connect via a wired or wireless LAN and download either the Smart Cloud app for end users or Smart Cloud Service app for installers.",Renewables/Renewables.csv -> Panasonic Aquarea CZ-TAW1 smart cloud control system,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/91/T21891_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/d_/ds/Panasonic_Smart Cloud_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT21897,Panasonic Aquarea PAW-A2W-TSHC zone water sensor,Panasonic,42.9,This Panasonic Aquarea PAW-A2W-TSHC zone water sensor helps to optimise system control for reduced disruption and improved efficiency.,Renewables/Renewables.csv -> Panasonic Aquarea PAW-A2W-TSHC zone water sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/97/T21897_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
