,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Type,Diameter,Weight,Hazardous,Equal / Unequal,Angle,Dimensions (L x W x D),Material,Connection Type 1,Connection Type 2,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Connection Size,Range,Warranty,Feature 2,Feature 3,Feature 4,Size,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 6,Drainage Product Type,Application,Waste Diameter,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Feature 9,Feature 10,Feature 11,Feature 12,Pack Quantity,Feature 13,Approvals,Min Bar Pressure,Operating Pressure,Attachment 7,Attachment 8
2055,PF27441,40MM X 88.5D ULTRA ABS CROSS TEE WAT42:W,Marley,12.42,"This white Marley ABS Waste 88.5° cross tee with 40mm solvent weld connections is a lightweight, cost efficient choice for internal installations.",Drainage/Drainage.csv -> 40MM X 88.5D ULTRA ABS CROSS TEE WAT42:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/41/NW-F27441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,PF27439,MLY 40MMX88.5D ULTRA ABS TEE  WAT4:W,Marley,3.08,"This white Marley ABS Waste 88.5° tee with 40mm solvent weld connections is a lightweight, cost efficient choice for internal installations.",Drainage/Drainage.csv -> MLY 40MMX88.5D ULTRA ABS TEE  WAT4:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/39/NW-F27439_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,PF22456,Marley Push-Fit Soil loose pipe socket 82.4mm Black,Marley,12.68,"This Marley Push-Fit Soil 82mm straight coupling with loose pipe socket is made of black PVC-U. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Drainage.csv -> Marley Push-Fit Soil loose pipe socket 82.4mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/56/NW-F22456_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,PF25106,Marley PVC coupling 110mm,Marley,10.8,"A quick, simple jointing solution, this Marley Solid Wall Drainage 110mm adoptable PVC coupling is ideal for use in private drainage projects.",Drainage/Drainage.csv -> Marley PVC coupling 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/06/F25106_wm.jpg,,,,,,Terracotta,,,0.21000,N,,,,,,,,UE406,,N,Lightweight and easy to handle,,,,Push-fit connections,PVC construction,Orange colour,110mm,Meets BS EN 1401,,,,,,,,,,,,,,,,,,,,,,,
2059,PF25140,Marley Solid Wall Drainage 45degree triple socket junction 110 x 110mm,Marley,36.45,"Ideal for use in private drainage, this Marley Solid Wall Drainage 45° adoptable equal branch tee in orange has 110mm socket x socket x socket connections. This fitting is used to connect two underground systems together with the socketed branch reducing installation time and ensuring a reliably secure connection.",Drainage/Drainage.csv -> Marley Solid Wall Drainage 45degree triple socket junction 110 x 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/40/NW-F25140_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_UG_Drainage_System_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,PF23315,Marley Deepflow RCZ253G 1 piece barrel pipe clip 68mm Grey,Marley,3.37,"This grey Marley Deepflow 68mm square one-piece barrel clip is part of the semi-elliptical Deepflow range. Designed to create a self-cleansing flow, this range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Drainage.csv -> Marley Deepflow RCZ253G 1 piece barrel pipe clip 68mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/z2/53/RCZ253_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,PF38115,160MM X 45 BEND,Marley,65.66,"This Marley Solvent Soil 160mm 45° short radius bend with double solvent sockets is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Drainage.csv -> 160MM X 45 BEND,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/15/NW-F38115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,PF23594,MLY 110MMX87.5D DBL BRANCH SOLV SYS404:G,Marley,65.48,"This Marley Solvent Soil 110mm 87.5° double branch tee is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Drainage.csv -> MLY 110MMX87.5D DBL BRANCH SOLV SYS404:G,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/94/NW-F23594_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,PF39012,MLY CLIPMASTER RUN/OUTLET TO 68MM ROC1:B,Marley,8.62,"Easy to install, the Marley Clip-Master 68mm running outlet in black is part of a highly practical PVC-U nominal half-round gutter system offering compatibility with half-round systems from most manufacturers. Clip-Master can be installed using a notched or a notchless joint for added convenience.",Drainage/Drainage.csv -> MLY CLIPMASTER RUN/OUTLET TO 68MM ROC1:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/NW-F39012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,PF24309,Marley Deepflow loose pipe socket 68mm White,Marley,6.61,"This white Marley Deepflow 68mm loose pipe socket with socket x plain end connections is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Drainage.csv -> Marley Deepflow loose pipe socket 68mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/09/NW-F24309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,PF27470,50MM X 45DEG ULTRA ABS TEE       WAT51:W,Marley,6.71,"This white Marley ABS Waste 45° tee with 50mm solvent weld connections is a lightweight, cost efficient choice for internal installations.",Drainage/Drainage.csv -> 50MM X 45DEG ULTRA ABS TEE       WAT51:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/70/NW-F27470_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,PF25145,Marley Solid Wall Drainage 87.5degree double socket junction 110 x 110mm,Marley,35.13,"Ideal for use in private drainage, this Marley Solid Wall Drainage 87.5° adoptable equal branch tee in orange has 110mm socket x socket x spigot connections. This fitting is used to connect two underground systems together with the socketed branch reducing installation time and ensuring a reliably secure connection.",Drainage/Drainage.csv -> Marley Solid Wall Drainage 87.5degree double socket junction 110 x 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/45/NW-F25145_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_UG_Drainage_System_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,PF27400,MLY 32MMX3M ULTRA ABS PIPE WHITE WAP33W,Marley,11.48,"This white Marley ABS Waste 3M pipe with 32mm solvent weld connections is a lightweight, cost efficient choice for internal installations.",Drainage/Drainage.csv -> MLY 32MMX3M ULTRA ABS PIPE WHITE WAP33W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/00/NW-F27400_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,PQ66510,Wavin OsmaSoil 3S649B spigot boss pipe Black,Wavin,30.49,"Part of a comprehensive PVC-u soil system, this Wavin OsmaSoil 82mm spigot boss pipe is suitable for sanitary waste removal in commercial and domestic developments. Available in a wide variety of colours and sizes to suit any setting, OsmaSoil is available with push-fit and solvent-weld joints. Harnessing Reycore technology, OsmaSoil is an eco-friendly system manufactured using as much recycled material as possible while maintaining the same level of performance as virgin products.",Drainage/Drainage.csv -> Wavin OsmaSoil 3S649B spigot boss pipe Black,,Boss pipe,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/10/Q66510_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_BelowGroundDrainage_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,PF25100,Marley Solid Wall Drainage single socket pipe 110mm 3mtr,Marley,41.4,"Supplied in a 3M length, this orange Marley Solid Wall Drainage 110mm adoptable pipe with push-fit socket is suitable for private drainage applications.",Drainage/Drainage.csv -> Marley Solid Wall Drainage single socket pipe 110mm 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/00/NW-F25100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_UG_Drainage_System_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,PF08598,110MM EQUAL BRANCH 45 DEG  SYS466,Marley,37.35,"This Marley Solvent Soil 110mm 45° equal branch tee with triple solvent sockets is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Drainage.csv -> 110MM EQUAL BRANCH 45 DEG  SYS466,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/98/NW-F08598_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,PF22103,MLY 4M DEEPFLOW GUTTER HEAVY RGD4:B,Marley,32.99,"Designed to create a self-cleansing flow, this 4M long Marley Deepflow 110mm gutter in black is part of the semi-elliptical Deepflow range. This range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Drainage.csv -> MLY 4M DEEPFLOW GUTTER HEAVY RGD4:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/03/NW-F22103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,PF39805,Marley Deepflow 1piece square stand off clip 65mm Black,Marley,3.82,"This black Marley Deepflow 112mm square one-piece stand-off clip is part of the semi-elliptical Deepflow range. Designed to create a self-cleansing flow, this range offers high capacity and the ability to install using your choice of a notched or notchless joint.",Drainage/Drainage.csv -> Marley Deepflow 1piece square stand off clip 65mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/05/NW-F39805_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,PF24366,Marley shoe 68mm White,Marley,10.3,"Offering high levels of weatherability, this Marley 68mm push-fit shoe is part of a circular downpipe system. It is compatible with Marley's Clipmaster, Deepflow and Flowline rainwater ranges.",Drainage/Drainage.csv -> Marley shoe 68mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rs/25/RS25_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,PF39014,CLIPMASTER STOPEND OUTLET TO 68MM ROC2:B,Marley,8.62,"Easy to install, the Marley Clip-Master 68mm stop end outlet in black is part of a highly practical PVC-U nominal half-round gutter system offering compatibility with half-round systems from most manufacturers. Clip-Master can be installed using a notched or a notchless joint for added convenience.",Drainage/Drainage.csv -> CLIPMASTER STOPEND OUTLET TO 68MM ROC2:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/14/NW-F39014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,PF21514,65MM X 3M SQUARE PIPE             RPE3:B,Marley,29.49,"This black, 3M Marley Deepflow square pipe with 65mm plain end x plain end connections is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Drainage.csv -> 65MM X 3M SQUARE PIPE             RPE3:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/14/NW-F21514_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,PF24436,Marley round drain adaptor 65mm2 - 68mm White,Marley,12.03,This Marley 65 - 68mm push-fit round drain adapter is aesthetically suited to the Flowline gutter system. It can also be fitted with the brand's Deepflow and Clipmaster systems using a square-to-round adapter.,Drainage/Drainage.csv -> Marley round drain adaptor 65mm2 - 68mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/36/F24436_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,PF36842,Marley Push-Fit Waste straight coupling 40mm White,Marley,2.83,"Offering quick and easy installation, this Marley Push-Fit Waste 40mm straight coupling in white is suitable for internal use.",Drainage/Drainage.csv -> Marley Push-Fit Waste straight coupling 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/42/NW-F36842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,PF21527,MLY 68MMX5.5M D/PIPE WHITE RPH2555:W,Marley,46.77,"This white 5.5M long Marley Deepflow 68mm circular pipe with push-fit x plain end connections is part of the Deepflow range with its semi-elliptical profile designed to produce a self-cleansing flow, creating a high capacity with the option to install using a notched or notchless joint.",Drainage/Drainage.csv -> MLY 68MMX5.5M D/PIPE WHITE RPH2555:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/27/NW-F21525_F21527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,PF22215,MLY FLOWLINE RUNIN O/LET - 65MMSQ ROF1:B,Marley,12.12,"Made of black PVC-u with push-fit x plain end connections, this Marley Flowline running outlet to 65mm² is part of the rectilinear profile Flowline gutter system. Supplying carrying capacities higher than standard half-round gutters, the Flowline system is perfect for larger roof areas and can be installed with a notched or notchless joint.",Drainage/Drainage.csv -> MLY FLOWLINE RUNIN O/LET - 65MMSQ ROF1:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/15/NW-F22215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_Rainwater_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Rainwater_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,PF36837,40MM X 90DEG KNUCKLE BEND        WPB43:W,Marley,2.55,"Offering quick, easy installation, this Marley Push-Fit Waste 40mm 90° knuckle bend in white is suitable for internal use.",Drainage/Drainage.csv -> 40MM X 90DEG KNUCKLE BEND        WPB43:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/37/NW-F36837_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,PF38111,160MM 3M PLAIN PIPE,Marley,107.48,"Supplied in a 3M length, this Marley Solvent Soil 160mm pipe with double spigot is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Drainage.csv -> 160MM 3M PLAIN PIPE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/12/NW-F38111_F38112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,PF22655,110MM STR ACCESS PIPE SOLV/SCKET SFS41:B,Marley,24.06,"This Marley Solvent Soil 110mm access pipe with double solvent socket is made of black PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Drainage.csv -> 110MM STR ACCESS PIPE SOLV/SCKET SFS41:B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/55/NW-F22655_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
