,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Flow Rate,Range,Voltage (V),Warranty,Phase,Hazardous,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Output,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Weight,Refrigerant Suitability,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Operating Temperature,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 5,Attachment 6,Connection Type,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Application,Capacity Litre,Feature 20,Feature 21,Feature 22
10,P126235,"Grundfos Magna 1 40-120 F 250 circulating pump 220mm x 1"" 230V PN6/10",Grundfos,2141.0,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 40 - 120 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 40-120 F 250 circulating pump 220mm x 1"" 230V PN6/10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/37/NW-126233_126237_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,P126251,"Grundfos Magna 1 circulating pump 280mm 1"" x 230V PN6/10",Grundfos,2794.8,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 50 - 120 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 circulating pump 280mm 1"" x 230V PN6/10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/51/NW-126251_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P141828,Grundfos Magna 3 D 40-80 F 220 circulating pump 1 x 230V PN6/10,Grundfos,3246.56,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 80 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 3 D 40-80 F 220 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,P126257,"Grundfos Magna 1 D circulating pump 280mm 1"" x 230V PN6/10",Grundfos,5661.0,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 D 50 - 120 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 D circulating pump 280mm 1"" x 230V PN6/10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/59/NW-126256_126259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P126228,"Grundfos Magna 1 circulating pump 220mm x 1"" 230V PN6/10",Grundfos,1277.0,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 40 - 60 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 circulating pump 220mm x 1"" 230V PN6/10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/28/NW-126228_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P147051,Circulating Pumps Heating Circulator CP50.2-25 Central heating circulator pump (5m head),Circulating Pumps,71.88,"This Circulating Pumps CP50.2-25 pump with 5M head offers simple operation, easy connection and compatibility with most systems.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Circulating Pumps Heating Circulator CP50.2-25 Central heating circulator pump (5m head),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/51/147051_wm.jpg,,,,,Silver,<gt/>3.5m3/hr,Heating Circulator,230,1 year,1,N,130,800 - 4200,IPX2D,50,PN6,CE & UKCA,4238962,Circulator Pump,N,CPL Heating Circulating pumps are CE & UKCA approved,They carry a 30 month warranty allowing customers to be confident in the CPL quality with the peace of mind this kind of extended warranty provides,Fits in most systems,Simple connection,Easy to operate,Lower electricity bills,,,0.036 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P201698,Grundfos Conlift 1 LS Conlift 1 Ls Condensate Pump,Grundfos,79.0,"Suitable for condensate boiler or air conditioner use, the Grundfos Conlift1 0.075kW condensate removal pump removes the condensate that collects below sewer level or that which can't flow to the building's sewage system or drain via a natural downward slope. This pump is compatible with condensate with a pH value above 2.5.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Conlift 1 LS Conlift 1 Ls Condensate Pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/98/NW-201698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_Conlift_LS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Conlift1_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,P450194,Archergas® DHW15 Hot Water Pump 15-60/130 Bronze,Archergas®,135.76,"The Archergas® Hot Water Standard is a Domestic Hot Water Pump (Secondary Return/Bronze Pump) that produces a maximum head of 6 meters and has a standard 1 1/2"" threaded connection. It has 3 speed settings and a 130mm port to port size making it ideal for the replacement of existing Hot Water Pumps in domestic hot water systems, as well as new installations. The DHW15 is ERP exempt and is suitable for drinking water (potable) only. It also comes with a 5 year guarantee and can be used as a direct replacement for a large number of other models, some of which are listed as follows: Grundfos - UPS 15-50N (130), Wilo - SB30/SB30G, SB5 &SB60, DAB - EVO VS 65/150 B, Tower - BRZPUMP, Stuart Turner - 15/60B DHW, Circulating Pumps - SE20B & SE60B, Download the Archergas® app",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Archergas® DHW15 Hot Water Pump 15-60/130 Bronze,,"DHW15 Pump, supplied with 2 rubber washers",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/_1/450194_1_wm.jpg,,,,,Silver,57 Litres per minute,DHW15,230,5 Years,Single,N,125,6m Max Head,IP44,50,Maximum System Pressure 10 Bar,ErP,DHW15,Domestic Hot Water Circulator,N,Suitable to replace circulators in domestic hot water systems,Backwards compatible,5 year guarantee,3 fixed speed settings,Stainless steel,Designed in the UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P222023,Grundfos UPS UPS 15-50 N 1 phase hot water system circulating pump without fittings,Grundfos,280.98,"Suitable for domestic hot water recirculation and underfloor heating, this Grundfos UPS circulating pump has a corrosion-free stainless-steel pump housing and a pressure rating of 10 bar. This pump is suitable for connection to an on/off time switch, limiting pump operation to those times when hot water is normally needed.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos UPS UPS 15-50 N 1 phase hot water system circulating pump without fittings,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/23/NW-222023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_UP_UPS_UPSD_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Product_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PS25300,Dab Pumps E.Sybox single unit 1 booster pump,Dab Pumps,1536.0,"Suitable for domestic or residential use, the Dab Pumps 1.55kW 220 - 240V E.SYBOX is an integrated electronic water pressurisation system, supplying constant water pressure, while saving on energy. Recommended for potable water and domestic plants, for gardening and irrigation, E.SYBOX requires no extra components for installation. Incorporating a water-cooled motor, a protective, sound damping ABS hull, anti-vibration feet and reliable electronics, this compact system is ultra-quiet, emitting just 45dB during normal use. Its wireless system gives users the opportunity to create pressurisation groups to connect with other DB devices such as Easylink.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Dab Pumps E.Sybox single unit 1 booster pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/00/NW-S25300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Dab_Pumps_E-SYBOX_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Dab_Pumps_E-SYBOX_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Dab_Pumps_E-SYBOX_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,P126206,"Grundfos Magna 1 D 32-60 180 circulating pump 180mm x 1"" 230V PN10",Grundfos,1912.5,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 D 32 - 60 circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 D 32-60 180 circulating pump 180mm x 1"" 230V PN10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/08/NW-126205_126208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P141516,Pump House unvented cylinder temperature and pressure pump,Pump House,1425.93,"The UK-built Pump House heavy duty temperature and pressure relief pump is a high temperature tank pump offering reliable thermal overload protection and a high level alarm switch. With a discharge rate of 32 LPM, this pump is suitable for unvented cylinder T&P discharge and steam humidifiers. It can withstand high flow rates as well as high temperatures of up to 100°C.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Pump House unvented cylinder temperature and pressure pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/16/NW-141516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_PH_5L_HW_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_PH_5L_HW_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P141513,Pump House pressure relief valve and condensate hot water pump 3.8ltr,Pump House,485.88,"Suitable for condensate and PRV discharge in boilers up to 42kW and boiler only up to 600kW, this Pump House 3.8L pressure relief and boiler condensate pump can withstand over 100° when both pressure and temperature in the boiler are released, thanks to its high temperature plastic construction and high spec hose. Handling standard condensate, this pump will instantly reduce the temperature of any PRV discharge and has an extra-large drink cycle of 1.5L.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Pump House pressure relief valve and condensate hot water pump 3.8ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/13/NW-141513_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_PH_3_8L_HW_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_PH_3_8L_HW_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P126194,"Grundfos Magna 1 25-60 180 circulating pump 180mm x 1"" 230V PN10",Grundfos,820.1,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 25 - 60 circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 25-60 180 circulating pump 180mm x 1"" 230V PN10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/94/NW-126190_126194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P126191,"Grundfos Magna 1 25-100 180 circulating pump 180mm x 1"" 230V PN10",Grundfos,1033.3,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 25 - 100 circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 25-100 180 circulating pump 180mm x 1"" 230V PN10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/94/NW-126190_126194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P126193,"Grundfos Magna 1 25-40 180 circulating pump 180mm x 1"" 230V PN10",Grundfos,690.5,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 25 - 40 circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Magna 1 25-40 180 circulating pump 180mm x 1"" 230V PN10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/94/NW-126190_126194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P144975,Grundfos Alpha 1 99415672 circulating pump,Grundfos,477.37,"With an energy efficiency index (EEI) meeting the ErP benchmark for high energy saving levels, this Grundfos Alpha 1 15-50/60 130 pump helps to minimise waste. Easy to use, this heating system circulating pump has a handy display showing actual power consumption plus LEDs to indicate operating status, while robust internal parts ensure long lasting reliability. These include a ceramic shaft and radial bearings, carbon thrust bearing, a stainless-steel rotor can, bearing plate and rotor cladding and a composite impeller. Compact in design, the self-venting Alpha 1 incorporates a pump head with integrated control box and control panel, making installation and commissioning easy.",Heating/Central Heating Pumps/Central Heating Pumps.csv -> Grundfos Alpha 1 99415672 circulating pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/75/NW-144975_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_Alpha1_Model_B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Grundfos_Alpha_Model_B_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_Alpha1_Model_B_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
