,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Quantity,Attachment 6,Attachment 7,Feature 9,Feature 10,Colour,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Seasonal Space Heating Energy Efficiency %,Feature 18,Feature 19,Max Vertical Level Flue Length (metres),Attachment 8,Attachment 9,Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class
10,P333988,Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG combi boiler pack 30kW White,Worcester Bosch,1250.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG follows in the footsteps of the popular CDi Classic, equally reliable and user-friendly but with improved efficiency and flexibility. With its contemporary design the 8000 Life looks good in any home and installation is quick and easy thanks to a lower lift weight and a familiar layout with all the same fixture points as the Classic. Daily use of this 30kW boiler is simple using the full colour text display and you have the option to go smart by hooking up with Bosch's EasyControl thermostat. Offering an ErP A rating this boiler helps homeowners to reduce fuel bills and lessen their household emissions.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 30 C NG combi boiler pack 30kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,,,,,,11 L/min @ 40°C,Natural Gas,Greenstar 8000 Life,8 years,47 kg,A,N,A,30 kW,365,"333830, 333988",94,Wall Hung,333988 PK,Condensing Combi Boiler,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,,,,,,,,,,,,,,,,,
11,P153792,Baxi Combi 2 430 NG boiler 30kW,Baxi,547.3,"Suitable for natural gas and ready to run on 20% hydrogen, the wall-mounted Baxi 400 Series 2 30kW boiler is a highly efficient option for any home. Neat and compact, this combi is suitable for installation inside a cupboard and weighs less than 30kg, making installation easier for the engineer. The Series 2 is supplied with a hanging bracket, meaning that fitting won't require extra parts or create unnecessary mess.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Baxi Combi 2 430 NG boiler 30kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/92/153792_wm.jpg,,,,,,11.9L/Min @ 35 Deg C Rise,Natural Gas,Combi 2,5 Year,29kg,A,N,A,30 kW,285,,93,Wall Mounted,7790615,Combi Boiler,N,Brass hydraulics,Compact cupboard fit,Stainless steel heat exchanger,Easy wiring for simpler installation,20% hydrogen/gas mix ready,With rigid filling tank,A-rated efficiency,5 year warranty,,,,,,,,,,,,,,,,,,,,,
12,P107133,Worcester Bosch Greenstar 1000 combi boiler 24kW pack,Worcester Bosch,568.0,"Suitable for installation in apartments and small to medium sized homes, the lightweight Worcester Bosch Greenstar 1000 GR1000W 24 C NG is able to deliver hot water for one bath and one shower at the same time. Compact enough to fit into a standard kitchen cupboard, this reliable 24kW boiler is highly reliable and, with its water-saving functionality, promises ErP A-rated efficiency for lower heating bills and less waste, making it an ideal choice for the eco-aware homeowner.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar 1000 combi boiler 24kW pack,,Hardware pack;hanging bracket;isolation valves;gas pipe tail,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/24/113024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/10/00/107131_107133_Wocester Greenstar 1000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,P128800,Ideal Heating Logic 228307 logic combi 2 C24 (1),Ideal Heating,864.14,"Built on the success of Ideal's award-winning Logic range, this Ideal Logic2 C24 boiler offers complete compatibility with easy to install Halo controls. Fitted using under-boiler connections for a compact fit, this 24kW combi boiler slots into a kitchen cupboard for fast, easy installation in the most convenient spot. Both commissioning and daily operation of the efficient, A-rated Logic Max2 is easy thanks to its high-res, full colour screen.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Ideal Heating Logic 228307 logic combi 2 C24 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/02/128800_128802_wm.jpg,,,,,,,Natural Gas,Logic,2 years,34.8,A,N,A,24 kW,310,No,89.6,Wall Mounted,228307,Combi Boiler,N,"For wall mounted installation<multisep/>Compact design ideal for cupboard fitting<multisep/>Built in the UK<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Includes large, high resolution colour screen for ease of operation<multisep/>A rated for efficiency<multisep/>2 year warranty",,,,,,,,1,,,,,,,,,,,,,,,,,,,,
14,P333953,Glow-worm Energy 25C combi boiler,Glow-worm,775.0,"Over 80 years of commitment to top quality, reliability and exceptional durability have made Glow-worm one of the UK’s leading heating manufacturers. We have built our reputation on delivering products which are straightforward, dependable and designed with you in mind.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Glow-worm Energy 25C combi boiler,,Combi boiler;Heat generator;Unit mounting bracket;Flexible condensate discharge pipe;6x 3/4 seals;4x 1/2 seals;Service valve;Gas stopcock;Filling device;2x connection pipe (heating flow ;return);Cold water connection pipe;Domestic hot water connection,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/im/er/opticom basic UK notimer_wm.jpg,,,,,,12.1 L/min @ 30K 10.4 L/min @ 35K,Natural Gas,Energy,7 Year,32 kg,A,N,A,25 kW,280,,93,Wall,333953 PK,Combi Boiler,N,Easy to Install,Energy Saving,,,,,,,,,,,,White,,,,,,,,,,,,,,,
15,P114458,Ideal Logic Code Combi ESP1 C38 ErP combi boiler 38kW,Ideal,1631.11,"The Ideal Logic Code Combi C38 ESP1 boiler supports up to Level 4 of the code for sustainable homes with improved SAP and DER performance. With its built-in stainless steel recuperator located at the flue exit, this state of the art combi uses waste energy which would usually be lost through the flue terminal for a fuel bill-friendly ErP A rating. The 38kW output Code Combi is a single box central heating solution making it easy to install thanks to a reduced lift weight and ready to commission parts. The units component count is as low as possible for reduced, cost effective maintenance.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Ideal Logic Code Combi ESP1 C38 ErP combi boiler 38kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/58/114456_114458_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Code_Combi_ESP1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114458_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Code_Combi_ESP1_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Logic_Code_Combi_ESP1_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P128802,Ideal Heating Logic 228309 logic combi 2 C35 (1),Ideal Heating,1115.59,"Built on the success of Ideal's award-winning Logic range, this Ideal Logic2 C35 boiler offers complete compatibility with easy to install Halo controls. Fitted using under-boiler connections for a compact fit, this 35kW combi boiler slots into a kitchen cupboard for fast, easy installation in the most convenient spot. Both commissioning and daily operation of the efficient, A-rated Logic Max2 is easy thanks to its high-res, full colour screen.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Ideal Heating Logic 228309 logic combi 2 C35 (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/02/128800_128802_wm.jpg,,,,,,,Natural Gas,Logic,2 years,34.8,A,N,A,35 kW,310,No,89.6,Wall Mounted,228309,Combi Boiler,N,"For wall mounted installation<multisep/>Compact design ideal for cupboard fitting<multisep/>Built in the UK<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Includes large, high resolution colour screen for ease of operation<multisep/>A rated for efficiency<multisep/>2 year warranty",,,,,,,,1,,,,,,,,,,,,,,,,,,,,
17,P145645,Vaillant ecoTEC sustain 28 combi boiler 28kW,Vaillant,1292.88,"Designed for longevity and minimal maintenance, the Vaillant ecoTEC sustain 28 combi boiler features a quality stainless steel heat exchanger and a reliable Grundfos pump for a reduction in energy consumption. With front access servicing and removable side panels, maintenance of the ecoTEC sustain is simple and fitting is easier whether in new builds or as a replacement to an older ecoTEC boiler thanks to a push-fit flue system and familiar Vaillant layout and footprint. Compatible with a wide range of Vaillant branded thermostats including the vSMART™ app-controlled weather compensation, this ErP A-rated 28kW combi boiler helps to reduce waste and lower bills.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vaillant ecoTEC sustain 28 combi boiler 28kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/46/145644_145646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_ecoTEC_sustain_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Vaillant_Heat_Exchanger_Maintenance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoTEC_sustain_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoTEC_sustain_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_ecoTEC_sustain_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P107134,Worcester Bosch Greenstar 1000 combi boiler 30kW - price offer,Worcester Bosch,625.0,"Suitable for installation in apartments and small to medium sized homes, the lightweight Worcester Bosch Greenstar 1000 GR1000W 30 C NG is able to deliver hot water for one bath and one shower at the same time. Compact enough to fit into a standard kitchen cupboard, this reliable 30kW boiler is highly reliable and, with its water-saving functionality, promises ErP A-rated efficiency for lower heating bills and less waste, making it an ideal choice for the eco-aware homeowner.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar 1000 combi boiler 30kW - price offer,,Hardware pack;hanging bracket;isolation valves;gas pipe tail,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/25/113025_wm.jpg,,,,,,35° 12.0 l/min40° 10.8 l/min,Natural Gas,Greenstar 1000,5,285,A,N,A,30 kW,285,,TBC,Wall,107134 PK,Combi,N,Boiler only,Lightweight at just 26.7kg,With in-line hydraulic connections,Easily accessible PRV connection,Compact design fits into a standard 300mm-deep kitchen cupboard.,Rear piping accessories available for flexible install,Quick Tap water saving functionality,1:5 modulation range minimises gas consumption when fitted with load compensating controls,,,,5 year warranty,,,,,,,,,,,,,,,,,
19,P333987,Worcester Bosch Greenstar 8000 Life GR8300iW 35 C NG combi boiler pack 35kW White,Worcester Bosch,1417.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 35 C NG is designed as a direct replacement for the ever popular CDi Classic, so while its just as reliable it also benefits from improved efficiency, flexibility and usability. Blending seamlessly into any home, installation of the 8000 Life is faster and easier owing to a reduced lift weight compared to its predecessor plus the familiar layout with all the same fixture points. Daily use of this boiler is simpler too thanks to a full colour text display and the option to hook up to Bosch's EasyControl smart thermostat. The 35kW 8000 Life boasts an ErP A rating to help keep fuel bills and emissions low.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 35 C NG combi boiler pack 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,,,,,,13 L/min @ 40°C,Natural Gas,Greenstar 8000 Life,8 years,47 kg,A,N,A,35 kW,365,"333829, 333987",94,Wall Hung,333987 PK,Condensing Combi Boiler,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,,,,,,,,,,,,,,,,,
20,P127384,Vaillant ecoTEC Plus VUW 25/32CS/1-5 (N-GB) ecoTEC plus 832 ecoTEC plus 832,Vaillant,2089.44,"An updated version of one of Vaillant's most successful boiler designs, the Vaillant ecoTEC Plus 832 combi boiler offers complete connection to a wide range of controls as well as app connectivity for the ultimate in ease of use. The boiler's internal layout is better than ever too, with the most important components kept front and centre for easy installation and simple, time-saving servicing and maintenance. Meanwhile, the ecoTEC's footprint and connections haven't changed, so retrofit jobs are ultra-simplified. With intuitive operation and inBUS technology, the 32kW ecoTEC Plus makes life easier and saves the homeowner money too, while also providing the option to switch to LPG or, when the time comes, hydrogen.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Vaillant ecoTEC Plus VUW 25/32CS/1-5 (N-GB) ecoTEC plus 832 ecoTEC plus 832,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/87/127377_127387_wm.jpg,,,,,,13.0,Natural Gas / LPG,ecoTEC plus,5 Years,40.5kg,A,N,A,32 kW,352,,TBC,Wall Hung,0010036016,Combi Boiler,N,Compatible with plug-and-play myVAILLANT connect internet gateway,Connects to most Vaillant controls (excluding timeSWITCH 150 and timeSWITCH 160),App compatible,Refined internal layout for ease of  access to all major components,Easy installation and service,"Same case dimensions, boiler footprint, flue position and pipe connections as previous models",Intuitive semi-touchscreen interface,Guided commissioning and setup wizard,,,,Straightforward navigation,Automatic and fast LPG conversion,,No additional parts required for LPG,New IoniDETECT technology,Intelligent gas combustion monitoring for modulation range of up to 1:10,linBUS technology for accurate reading of flow rate and pressure differential via internal pump,Ready to work safely and efficiently with up to 20% hydrogen mix,Compatible with all Vaillant accessories and technologies,5 year warranty,,,,,,,,
21,P114284,Baxi 630 7796587 combi 2 boiler natural gas,Baxi,1084.04,"Lightweight and compact, the Baxi 630 Combi 2 boiler offers easy installation and reliable operation thanks to its robustly built brass hydraulic block, pre-heated condensate trap and stainless steel heat exchanger. Suitable for use with natural gas or LPG, this 30kW boiler is highly efficient, earning it an ErP A rating for both heating and hot water.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Baxi 630 7796587 combi 2 boiler natural gas,,"BoilerLiterature pack (installation, Flue Guide, User Manual, Warranty Information, Hanging template)Mounting bracketCopper tailsIsolation valve setEasy-Fill linkCondensate rubber adapter.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/84/114284_wm.jpg,,,,,,12.2 lpm,Natural Gas / LPG,630,7 Years Parts and Labour,31.8kg,A,N,A,30 kW,285,,94,hanging bracket,7796587,Boiler - Combi,N,Lightweight design for ease of fitting,Compact cupboard fit,With stainless steel heat exchanger,Tough brass hydraulic block,With Easy-Fill permanent filling link,Pre-heated siphonic condensate trap reduces risk of freezing,Combined PrV with seperate drain for easy maintenance,Removeable easy-access wiring blocks,,,,Certified Opentherm,Compatible with natural gas or LPG,,ErP A rating,7 year parts and labour warranty,,,,,,,,,,,,,
22,P333605,Worcester Bosch Greenstar CDi Compact 28CDi NG combi boiler,Worcester Bosch,993.0,"Suitable for a three bedroom, two bathroom property, the Worcester Bosch Greenstar 28CDi Compact condensing combi boiler is ErP A-rated for efficient heating and hot water delivery, achieving an even better A+ rating if installed along with the Bosch EasyControl smart thermostat. Offering simple diagnostics and easy commissioning, this 28kW combi is supplied with a pre-plumbed wall mounting jig for effortless installation and has a compact size ideal for fitting into a kitchen cupboard.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar CDi Compact 28CDi NG combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/up/_n/CDiCompact-FrontOn_FlapUp_N_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_WM-gas-combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_CDi Compact_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P151022,Baxi 824 7814304 combi boiler 2 natural gas,Baxi,1092.87,"Lightweight and compact, the Baxi 824 Combi 2 boiler offers easy installation and reliable operation thanks to its robustly built brass hydraulic block, pre-heated condensate trap and stainless steel heat exchanger. Suitable for use with natural gas or LPG, this 24kW boiler is highly efficient, earning it an ErP A rating for both heating and hot water. An Adey Micro 2 magnetic system filter is included in this boiler pack, helping to reduce potential damage and maintain efficiency through the effective removal of potentially damaging debris.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Baxi 824 7814304 combi boiler 2 natural gas,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/22/151022_wm.jpg,,,,,,10.2 lpm,Natural Gas / LPG,824,10 Years Parts and Labour,29.5 kg,A,N,A,24 kW,285,,94,hanging bracket,7814304,Boiler - Combi,N,Lightweight design for ease of fitting,Compact cupboard fit,With stainless steel heat exchanger,Tough brass hydraulic block,With Easy-Fill permanent filling link,Pre-heated siphonic condensate trap reduces risk of freezing,Combined PrV with seperate drain for easy maintenance,Includes Adey Micro 2 magnetic system filter,,,,Certified Opentherm,Suitable for natural gas or LPG,,10 year parts and labour warranty,,,,,,,,,,,,,,
24,P333954,Glow-worm Energy7 30C combi boiler,Glow-worm,884.0,"Over 80 years of commitment to top quality, reliability and exceptional durability have made Glow-worm one of the UK’s leading heating manufacturers. We have built our reputation on delivering products which are straightforward, dependable and designed with you in mind.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Glow-worm Energy7 30C combi boiler,,Combi boiler;Heat generator;Unit mounting bracket;Flexible condensate discharge pipe;6x 3/4 seals;4x 1/2 seals;Service valve;Gas stopcock;Filling device;2x connection pipe (heating flow ;return);Cold water connection pipe;Domestic hot water connection,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/im/er/opticom basic UK notimer_wm.jpg,,,,,,18.2 L/min @ 20K 12.1 L/min @ 30K,Natural Gas,Energy7,7 Year,33 kg,A,N,A,30 kW,280,,93,Wall,333954 PK,Combi Boiler,N,Easy to Install,Energy Saving,,,,,,,,,,,,White,,,,,,,,,,,,,,,
25,P333686,Ideal Logic Max Combi 2 C30 boiler only,Ideal,1086.0,"Designed to fit into a kitchen cupboard, the compact Ideal Logic Max Combi 30 boiler is installed quickly and easily thanks to a reduced lift weight and straightforward commissioning. Bringing together all the great features of the award-winning Logic+ with the addition of the quality Ideal System Filter, this 30kW combi is reliable and robust for reduced maintenance requirements while a large digital display and Ideal controls compatibility make it highly useable. An ErP A rating means that the Logic Max a great choice for the eco-aware home too.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Ideal Logic Max Combi 2 C30 boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/om/bi/Ideal Logic Max Combi_wm.jpg,,,,,,,Natural Gas,Logic Max Combi2,,,,N,,,,"333686, 333715",,,333686 PK,Combi Boiler,N,Easy to reach front panel pressure gauge,Compatible with Ideal controls,Service timer with telephone number/service display,Large digital display,Compact cupboard fit,Easy to install low lift weight of 29.3kg,"Hard-wearing, scratch-resistant casing",Easy commissioning and service,,,,10 year warranty,,White/Gloss,,,,,,,,A,,,,,,,
26,P114663,Worcester Bosch Greenstar 8000 Life GR8300iW 35 C NG combi boiler 35kW White,Worcester Bosch,1563.9,"The Worcester Bosch Greenstar 8000 Life GR8300iW 35 C NG is designed as a direct replacement for the ever popular CDi Classic, so while its just as reliable it also benefits from improved efficiency, flexibility and usability. Blending seamlessly into any home, installation of the 8000 Life is faster and easier owing to a reduced lift weight compared to its predecessor plus the familiar layout with all the same fixture points. Daily use of this boiler is simpler too thanks to a full colour text display and the option to hook up to Bosch's EasyControl smart thermostat. The 35kW 8000 Life boasts an ErP A rating to help keep fuel bills and emissions low.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 35 C NG combi boiler 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/64/114660_114664_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114663_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_8000_Life_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_8000_Life_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/W_B_Greenstar_8000_LifeStyle_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P112918,Worcester Bosch Greenstar CDi Compact 36CDi NG compact ErP combi boiler,Worcester Bosch,1471.59,"The Worcester Bosch Greenstar 36CDi Compact condensing boiler is the ideal choice for heating systems in medium sized family homes with up to three bedrooms and two bathrooms. Designed to fit into a standard kitchen cupboard, this boiler offers hassle-free installation thanks to a lift weight optimising split jig design. Providing hot water on demand, the 36kW output low energy consumption 36CDi maintains an ErP A rating, raised to A+ when used alongside the Bosch EasyControl smart thermostat. With diagnostic and operation display and simple, intelligent controls, the Greenstar 36CDi is straightforward to use and maintain, keeping downtime to a minimum.",Boilers/sub_categories/Gas Boilers/sub_categories/Gas Combi Boilers /Gas Combi Boilers .csv -> Worcester Bosch Greenstar CDi Compact 36CDi NG compact ErP combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/19/112914_112919_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Bosch_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_CDi_Compact_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_CDi_Compact_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/W_B_Greenstar_36CDi_Compact_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/W_B_Greenstar_36CDi_Compact_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
