,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Style,Warranty,Hazardous,Depth (mm),Door Opening Orientation,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Range,Demisting,Shape,Feature 8,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 9,Feature 10,Feature 11,Feature 12
86,PT86976,Roca Unik (base unit with two drawers and basin),Roca,609.3,"Offering generous storage inside two soft-close drawers, the Roca Ona Unik 550 x 460mm base unit can help homeowners to create a sleek, clutter-free look in their modern bathroom. Finished in an attractive, contemporary grey, the Unik is supplied complete with a top-mounted vitreous china basin.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Unik (base unit with two drawers and basin),,Basin and Furniture,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/76/T86976_wm.jpg,,,,Grey,Vanity Unit,25 Years on Ceramic 2 for Furniture,N,460,N/A,VC and Particle Board,A851687510,Vanity Unit,N,Particle board construction,Grey finish,With 2x soft-close drawers,With vitreous china basin,2 year warranty on furniture,25 year warranty on ceramic,,,,,,,,,,,,
87,PP14587,"Geberit Selnova Square S 550mm 1 tap hole,vanity basin, slim rim, with cabinet, one door, White",Geberit,399.6,"Designed for a washbasin, this Geberit Selnova Square S 652 x 550 x 502mm one-door vanity unit is made of a high-compressed three-layer chipboard with a smart gloss white finish.","Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Geberit Selnova Square S 550mm 1 tap hole,vanity basin, slim rim, with cabinet, one door, White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/87/NW-P14587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Geberit_P14587_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PE17872,PAVIA BTW TOILET INC SOFT CLOSE SEAT,Atlanta,250.25,This Atlanta Editions Pavia back-to-wall white ceramic toilet has a soft close seat.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> PAVIA BTW TOILET INC SOFT CLOSE SEAT,,Pavia back to wall toilet;Soft close seat;Cistern,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/72/E17872_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Atlanta_BathroomFurniture_Brchr_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PE03806,Atlanta Fitted full panel toilet unit and cistern 600mm Pearl Grey,Atlanta,307.96,"Compatible with back-to-wall and suspended toilets, this Atlanta Fitted 820 x 600mm wall unit with cistern has a full panel design for a neat finish. Designed to significantly save on floor space, this wall unit is finished in matte Pearl Grey, a fashionable pale tone designed to create a sense of space.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Fitted full panel toilet unit and cistern 600mm Pearl Grey,,WC unit;Cistern,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/06/NW-E03806_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Atlanta_Bath_Furniture_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PD21744,I.LIFE A 60CM SEMI CTOP BAS 2 DRS WHITE,Ideal Standard,201.55,"A modern design offering generous storage, the Ideal Standard i.Life 600mm semi-countertop basin unit helps homeowners to maximise the feeling of space in a bathroom. Fitted with a pair of gently closing doors (handles sold separately), this storage unit, ready for the installation of a countertop handwash basin, is finished in a clean and smart matte white.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> I.LIFE A 60CM SEMI CTOP BAS 2 DRS WHITE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/50/D21744_D21750_wm.jpg,,,,White / Matt,Contemporary,5 Years,N,300,pull to open,MDF,T5262DU,Space saving,N,Designed by Palomba Serafini Associati,With 2x soft-close doors,Handles available in 2x finish options,Design maximises wall space,Matte white finish,5 year warranty,,i.Life A,,,,,,,,,,
91,PE03803,Atlanta Fitted countertop unit 600mm Pearl Grey,Atlanta,208.24,"This Atlanta Fitted 820 x 600mm basin unit is designed for semi-recessed basin, providing off-floor storage to create a sense of space and keep medicines and cleaning products out of reach of little hands behind two soft close doors. This unit is finished in matte Pearl Grey, a fashionable pale tone designed to create a sense of space.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Fitted countertop unit 600mm Pearl Grey,,Basin unit;Adjustable legs;Adjustable shelf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/03/NW-E03803_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PE17302,Atlanta Fitted countertop unit 600mm Pescara Grip,Atlanta,260.64,"Designed for a semi-recessed basin, this Atlanta Original Fitted 820 x 600mm basin unit has modern J-pull doors concealing plenty of useful storage. This modern unit is finished in clean, fresh Grip White gloss, an ideal choice for an ultra-contemporary bathroom and an ideal complement to a grey countertop.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Fitted countertop unit 600mm Pescara Grip,,Basin unit;Adjustable legs;1x adjustable shelf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/02/E17302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Atlanta_Bath_Furniture_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PD71645,Be Modern Atlanta countertop 1500 x 365 x 22 White Gloss,Be Modern,104.57,"Finished in a clean and fresh white gloss, this Be Modern Atlanta 1500 x 365mm laminate bathroom countertop has a depth of 22mm. Designed to complement existing bathroom furniture, this simple worktop offers ease of installation and is supplied with sealing strips for a complete fitting job.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Be Modern Atlanta countertop 1500 x 365 x 22 White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/45/D71645_wm.jpg,,,,White/Gloss,Laminate countertops,Lifetime,N,365,,Laminate,150CT22/WHG,Bathroom Countertop,N,Easy installation,Laminate construction,Gloss white finish,Supplied with sealing strips,Lifetime warranty,,,Atlanta,,,,,,,,,,
94,PE14545,ATLA 13PS/WHITE HIGH GLOSS 004049,Atlanta,35.4,"This Atlanta Original Fitted plinth measures 180 x 1300mm and is finished in simple, clean and neutral white gloss.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> ATLA 13PS/WHITE HIGH GLOSS 004049,,Plinth;Clear plastic sealing strip,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/45/E14545_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Atlanta_Bath_Furniture_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PE51417,Hib Element mirror 50mm,Hib,311.55,"With its uniquely multi-layered design, the HiB Element 50 illuminated bathroom mirror is mounted onto a clear glass base and bordered by a radiant LED colour temperature changing frame, creating an attractive, fun effect and providing you with the ideal lighting scheme to suit your mood. A heated pad makes the Element useable straight after a bath, keeping condensation at bay.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Element mirror 50mm,,Illuminated mirror;Heated pad;Touch switch,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/17/NW-E51417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/94/HiB_Bathroom_Brochure_94.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HiB_Element_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/HiB_Element_Fitting_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT26506,Essentials NEVADA floor standing washbasin unit with 600mm wide - White,Essentials,315.77,"A contemporary design with a simple white finish, the Essentials Nevada 600mm floorstanding washbasin unit with integrated ceramic basin is the ideal finishing touch for a sleek, modern bathroom. This elegant unit is fitted with two bar-handled doors concealing useful storage for all those bathroom must-haves. It is part of the complete Nevada range of wall and base units.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Essentials NEVADA floor standing washbasin unit with 600mm wide - White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/06/T26506_wm.jpg,,,,White,Contemporary,10 Years,N,370,Right And Left,MDF UnitCeramic Basin,EFP300WH,Base Unit,N,Modern design,MDF unit construction,With ceramic basin,White colour,With 2x doors,Right and left-opening doors,10 year warranty,,,,,,,,,,,
97,PE51338,Hib Vega mirror (LED illuminated) with charging socket 80 x 60 x 5.5cm,Hib,373.55,"With a charging socket hidden discreetly behind its front, the HIB Vega 800 x 600 x 55mm mirror is a practical choice for a streamlined bathroom, providing easy charging of toothbrushes and shavers. With the addition of LED colour temperature changing lighting and a built-in heated demister pad, the Vega helps to streamline your morning routine and create the perfect in-bathroom atmosphere.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Vega mirror (LED illuminated) with charging socket 80 x 60 x 5.5cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/39/NW-E51337_E51339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/HIB_Arena_Vega_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HIB_Vega_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PE51409,Hib Theme mirror 60cm,Hib,259.63,"The clever HiB Theme 60 illuminated bathroom mirror includes a light adjusting touch switch for easy, intuitive changing of the LED colour temperature, letting you choose the ambience that suits your mood and remembering the settings for your next visit. The Theme has a heated pad section which clears condensation for immediate use after a bath or shower.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Theme mirror 60cm,,Illuminated mirror;Heated pad;Light adjusting touch switch,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/09/NW-E51409_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/HiB_Theme_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HiB_Theme_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/94/HiB_Bathroom_Brochure_94.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PE51263,Hib Globe mirror 800 x 600 x 45mm,Hib,350.3,"The HiB Globe 60 illuminated mirror features a colour temperature changeable LED light, allowing you to adapt the ambience of your bathroom to suit your needs. Suitable for portrait or landscape installation, the Globe includes a heat pad to keep a generous space clear of condensation for use after your bath or shower.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Globe mirror 800 x 600 x 45mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/63/NW-E51263_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/HiB_Globe_Vega_Fitting_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HiB_VentilationLighting_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/94/HiB_Bathroom_Brochure_94.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HiB_Globe_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/E51263_ErP.pdf,,,,,
100,PT86980,ROCA ONABASE UN&BAS 2DRAWS 450X460 MGREY,Roca,405.09,"Offering generous storage inside two soft-close drawers, the Roca Ona Unik 450 x 460mm base unit can help homeowners to create a sleek, clutter-free look in their modern bathroom. Finished in an attractive matte grey, the Unik is supplied complete with a top-mounted vitreous china basin.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> ROCA ONABASE UN&BAS 2DRAWS 450X460 MGREY,,Basin and Furniture,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/80/T86980_wm.jpg,,,,Grey,Vanity Unit,25 Years on Ceramic 2 for Furniture,N,360,N/A,VC and Particle Board,A851681510,Vanity Unit,N,Particle board construction,Matte grey finish,With 2x soft-close drawers,With vitreous china basin,2 year warranty on furniture,25 year warranty on ceramic,,,,,,,,,,,,
101,PE51422,Hib Connect mirror 80mm,Hib,446.4,"Bringing gadgetry to the bathroom, the HiB Connect 80 illuminated mirror incorporates colour temperature adaptable LED profile and ambient above/below, giving you a lighting style to suit you. The Connect has Bluetooth integration with charging sockets and USB charging ports, providing a useful charging space for all your beauty and grooming tools.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Connect mirror 80mm,,Illuminated mirror;Heated pad;Sensor switch,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/22/NW-E51422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/94/HiB_Bathroom_Brochure_94.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/HiB_Connect_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HiB_Connect_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT26534,NEVADA WHITE 500 FLOOR 2 DOOR BASIN UNIT,Essentials,312.39,"Finished in simple, clean white, the Essentials Nevada 500mm two-door basin unit is supplied with a matching ceramic basin. Ideal for storing toiletries or cleaning products, this spacious floor standing unit will fit seamlessly into most bathroom designs.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> NEVADA WHITE 500 FLOOR 2 DOOR BASIN UNIT,,Basin Vanity Unit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/34/T26534_wm.jpg,,,,White,Contemporary,10 Years,N,390,Left & Right,MDF UnitCeramic Basin,EFP307WH,Base Unit,N,Modern design,White finish,MDF unit construction,With ceramic basin,Left and right opening doors,With solid cast bar handles,10 year warranty,,,,,,,,,,,
103,PE51262,Hib Globe mirror H70 x W50 x D4.5cm,Hib,321.63,"The HiB Globe 50 illuminated mirror features a colour temperature changeable LED light, allowing you to adapt the ambience of your bathroom to suit your needs. Suitable for portrait or landscape installation, the Globe includes a heat pad to keep a generous space clear of condensation for use after your bath or shower.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Globe mirror H70 x W50 x D4.5cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/62/NW-E51262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/E51262_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/HiB_Globe_Vega_Fitting_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HiB_VentilationLighting_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/94/HiB_Bathroom_Brochure_94.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HiB_Globe_Technical.pdf,,,,,
104,PT86959,Roca Ona Unik 2 Drawer 550mm white matt,Roca,609.3,"Finished in simple matte white to suit most bathroom designs, the Roca Ona 550mm vanity unit is fitted with a pair of spacious soft-close drawers ideal for storing make-up and other bathroom essentials.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Ona Unik 2 Drawer 550mm white matt,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/59/T86959_wm.jpg,,,,White,Vanity Drawer Unit,5,N,595,N/A,Particle Board,A851687509,Vanity Unit,N,Particle board construction,Matte white finish,With 2x soft-close drawers,5 year warranty,,,,,,,,,,,,,,
105,PE17318,Atlanta Original Fitted slim flush plate WC unit and cistern 600mm Pescara Grip,Atlanta,369.53,"Compatible with floor standing and back-to-wall toilets, this Atlanta Original Fitted 820 x 600mm WC unit with cistern is a smart storage solution for bathrooms, cloakrooms and en suites. Supplied fully assembled with a dual flush cistern, the cabinet's top and lower panels are packed separately for ease. This unit is finished in glossy, reflective Grip White, an ideal neutral for an ultra-modern bathroom and perfect with a grey countertop.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Original Fitted slim flush plate WC unit and cistern 600mm Pescara Grip,,WC unit;Dual flush cistern,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/18/E17318_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Atlanta_Bath_Furniture_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Atlanta_Bath_Furniture_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PE11904,Hib Fixing Kit E11904 drilled mirror fixing set Chrome Plated,Hib,6.79,This Hib chrome fixing set can be used for the installation of a pre-drilled mirror.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Fixing Kit E11904 drilled mirror fixing set Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/04/E11904_wm.jpg,,,,Chrome,Industrial,2 years,N,N/A,N/A,Steel,72008000,Fixing Set,N,Suitable for fixing HiB drilled mirrors,,,,,,,Fixing Kit,,,,,,N/A,,,,
107,PT41658,VIVID LED MIRROR 700 X 500MM,Scudo,157.13,"The Scudo Vivid 700 x 500mm mirror has a range of handy features, including a dimmable LED lighting system which follows the mirror's edge. A touch sensor turns this lighting on and off while also adjusting the lighting's brightness and temperature, giving users a range of options to suit their requirements, from moody low lighting for that relaxed bathing experience to bright illumination for shaving and make up application. The Vivid mirror also incorporates a heated pad, keeping a section of the mirror from misting up during showering and bathing.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> VIVID LED MIRROR 700 X 500MM,,Mirror,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/_a/T41658_A_wm.jpg,,,,Silver,,,N,60,,Glass,MIRROR06,Mirror,N,Wall mounted,Demister pad prevents fogging,Dimmable LED lighting,Touch sensor for easy control,IP44 rating for safe bathroom use,,,,Yes,Rectangle,,,,,,,,
108,PA67296,Ideal Standard Concept Air s/ctop gwh and mwh unit 65x30,Ideal Standard,414.73,"With a sleek white gloss finish and integrated recessed handle, the Ideal Standard Concept Air 835 x 600 x 300mm two-door washbasin unit brings contemporary style to your bathroom. This floor standing lacquered MDF cabinet is part of a range of well-crafted bathroom furniture with a choice of matte and gloss finishes.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Ideal Standard Concept Air s/ctop gwh and mwh unit 65x30,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/96/NW-A67296_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Bathrooms_2019_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_E0837_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT26746,Essentials Montana 600mm x 820mm 2 door vanity unit & basin - Gloss White,Essentials,304.13,"Pre-assembled to save time and effort, the Essentials Montana 600 x 820mm vanity unit is supplied complete with a basin and two handle options. Finished in a smart white gloss, this modern basin vanity has two soft-close drawers for toiletry storage.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Essentials Montana 600mm x 820mm 2 door vanity unit & basin - Gloss White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/46/T26746_wm.jpg,,,,White/Gloss,Contemporary,10 Years,N,390,,MDF / MFC,EFP909GW,Base Unit,N,MDF/MFC construction,Gloss white finish,With soft-close doors,Pre-assembled for ease of fitting,10 year warranty,,,,,,,,,,,,,
110,PT41652,Scudo Mia LED mirror cabinet 600x700mm,Scudo,529.65,"A useful addition to any bathroom, the Scudo Mia 600 x 700mm LED mirror cabinet has an elegant, contemporary design. Mirror-fronted, this cabinet boasts handy integrated LEDs turned on via infrared sensor for hands-free operation, while inside is a shaver socket and two adjustable glass shelves for convenient storage. A demister pad keeps the mirror door clear for easy use after a bath or shower while mirrored side panels provide all-round viewing, ideal when shaving or styling hair.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Scudo Mia LED mirror cabinet 600x700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/52/T41652_wm.jpg,,,,Grey,,,N,135,,Glass and Steel,MIA-600X700-CAB,Mirror Cabinet,N,Single door,Steel construction,Infrared-operated LED illumination,Grey cabinet finish,,,,,Yes,Rectangle,,,,,,,,
111,PD86697,Roca Gap Cpt unik 2dw 500mm Gloss Anthracite Grey,Roca,399.79,"Designed to complement Roca's The Gap ceramics, this 500mm vanity unit helps to create a feeling of space in a bathroom. Finished in sleek, modern Anthracite grey, the Roca The Gap vanity unit offers generous storage in two soft-close drawers.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Gap Cpt unik 2dw 500mm Gloss Anthracite Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/97/D86697_wm.jpg,,,,White,Vanity Unit,5,N,380,N/A,Particle Board,A851494806,Vanity Unit,N,Particle board construction,Gloss Anthracite grey finish,With soft-close drawers,5 year warranty,,,,Gap Cpt,,,,,,,,,,
112,PE19179,Atlanta Fitted full panel WC and cistern unit 600mm Indigo,Atlanta,307.96,"Compatible with back-to-wall and suspended toilets, this Atlanta Fitted 820 x 600mm wall unit with cistern has a full panel design for a neat finish. Designed to significantly save on floor space, this wall unit is finished in on-trend matte Indigo, a deep blue that provides a stunning backdrop to crisp white sanitaryware and tiling.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Fitted full panel WC and cistern unit 600mm Indigo,,WC unit;Cistern,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/79/E19179_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Atlanta_Bath_Furniture_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
