,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Dimensions mm (H x W x D),Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Range,Range For Use With,Connection,Exhaust Port Size,Thread Standard,Max Set Pressure,Material,Thread Size,Model For Use With,Boiler Section,Boiler Range,Weight,Maximum Operating Temperature,Gender,Size,Connection Type 1
80,P724276,Ideal burner front plate insulation,Ideal,14.44,"A genuine Ideal part, this burner front plate insulation is suitable for use in a wide range of Ideal CX, CXD, CXA and other commercial boilers. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal burner front plate insulation,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/76/NW-724276_wm.jpg,,,,,,N,41.6L X 14.7W X 2.7H,E57987,"CXC 70,CXD 40,CXA 90,CXD 80,CXD 60,CXAP 80/H,CXC 116,CXAP 80,CXA 50/H,CXAP 60,CXA 110,CX 80,CXAP 40,CXA 70/H,CX 60,CXA 120/H,CXD 50,CXS 110,CXD 90,CXA 80,CXAP 90/H,CXAP 70/H,CXS 50,CXA 40/H,CXA 100,CXA 120,CXAP 90,CX 100,CX 90,CXA 60/H,CXA 80/H,CXA 110/H",079796,Burner Front Plate Insulation,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,
81,P412785,Ideal Spares fan 120/150kw,Ideal,1227.97,"An Ideal 120 and 150kW replacement fan for Ideal commercial boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares fan 120/150kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/85/NW-412785_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P461330,Ideal Spares round cork gasket,Ideal,26.89,"A replacement round cork gasket for use in Ideal Super commercial boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares round cork gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/30/NW-461330_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Super-Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P114952,Ideal Spares vertical roof flue kit 100/150,Ideal,227.0,"A genuine Ideal part, this concentric vertical roof flue kit is used for installing the flue section of Evomax boilers. The flue is designed to expel steam and gases produced during a boiler's normal operation.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares vertical roof flue kit 100/150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/52/114952_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/55/114950_114955.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P114987,Ideal Spares Plate Heat Exchanger Kit 300Kw Dn80,Ideal,2096.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares Plate Heat Exchanger Kit 300Kw Dn80,,Heat Exchanger Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/59/578059_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114986_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P114984,Ideal Spares plate heat exchanger kit 150kW DN50,Ideal,1344.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares plate heat exchanger kit 150kW DN50,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/84/114984_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/89/114982_114989.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114984_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P729608,Ideal Gas Valve 174379 gas valve,Ideal,1189.15,"An Ideal replacement part, this gas valve is suitable for use in Ideal Xtra F boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Gas Valve 174379 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/08/NW-729608_wm.jpg,,,,,,N,,n/a,,174379,Gas Valve,N,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Gas Valve,,,,,,,,,,,,,,,
87,P461417,Ideal Spares control knob thermostat,Ideal,21.55,"An Ideal replacement thermostat control knob for installation on a range of Ideal commercial boilers. Attached to a spindle on the boiler's control panel, a knob allows for manual control of the appliance's functions.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares control knob thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/17/NW-461417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Super-Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P107178,Ideal Spares evo flue 90 deg elbow 100/150 mm,Ideal,56.0,An Ideal brand 100/125mm diameter 90° concentric elbow for flexible flue installation. The flue is designed to expel steam and gases produced during a boiler's normal operation.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares evo flue 90 deg elbow 100/150 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/78/107178_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax-Guide_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/71/78/107178.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P114966,Ideal Spares frame and header low height (X3) DN80 450KW,Ideal,3661.0,"This Ideal low height frame and header pack is designed for three boilers of 30-150kW sharing a common DN80 water and gas header. This compact system makes floor mounting of an entire range possible via single frame configurations and integrated water and gas headers. Supplied with all necessary fittings for hassle-free installation, this kit makes building a system simple.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares frame and header low height (X3) DN80 450KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/66/114966_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_HeaderKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/66/114966.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P412844,Ideal BBC card kit (for Evomax NG60),Ideal,37.18,"Compatible with a range of Evomax boilers, this Ideal BCC card kit acts as the control centre of a boiler, controlling every process occurring throughout a system via switches, thermostats and sensors.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal BBC card kit (for Evomax NG60),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/44/NW-412844_wm.jpg,,,,,,N,17.1L X 11.4W X 1.7H,,,176422,BCC Card,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,
91,P114933,Ideal Spares frame and HDR low (X4) DN100 up to 600KW,Ideal,5126.0,"This Ideal low height frame and header pack is designed for four boilers of 120-600kW total sharing a common DN100 water and gas header. This compact system makes floor mounting of an entire range possible via single frame configurations and integrated water and gas headers. Supplied with all necessary fittings for hassle-free installation, this kit makes building a system simple.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares frame and HDR low (X4) DN100 up to 600KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/33/114933_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_HeaderKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,P729544,Ideal Spares ignition electrode kit,Ideal,64.51,This Ideal ignition electrode kit is suitable for a range of Ideal Xtra F commercial boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares ignition electrode kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/44/NW-729544_wm.jpg,,,,,,N,14.9L X 21.7W X 3.3H,n/a,"Xtra F 280,Xtra F 160,Xtra F 480,Xtra F 240,Xtra F 120,Xtra F 560,Xtra F 80,Xtra F 320,Xtra F 200,Xtra F 400",174432,Ignition Electrode Kit,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
93,P462166,Ideal Spares fan assembly (WFFB0221-018),Ideal,558.33,"A genuine Ideal spare, this fan assembly is suitable for Ideal Super commercial boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares fan assembly (WFFB0221-018),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/66/NW-462166_wm.jpg,,,,,,N,21.2L X 20.8W X 19.2H,n/a,"Super - Series 4 - 100kw Horizontal,Super - Series 4 - 450kw Vertical,Super - Se,Super - Series 4 - 200kw Vertical,Super - Series 4 - 100kw Vertical,Super - Series 4 - 450kw Horizontal,Super - Series 4 - 300kw Horizontal,Super - Series 4 - 250kw Vertical",170950,Fan Assembly,N,CommercialIndustrial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
94,P462719,Ideal 100612 flame detection probe,Ideal,34.43,This Ideal flame detection probe/electrode is suitable for use in Ideal Super commercial boilers. Flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.,Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal 100612 flame detection probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/19/NW-462719_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Super-Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,P462077,Ideal Spares universal gasket set,Ideal,109.74,"This handy Ideal universal gasket kit is compatible with a wide variety of Ideal commercial boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares universal gasket set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/77/NW-462077_wm.jpg,,,,,,N,33.6L X 45W X 2.4H,n/a,"Supe,Super - Series 1 100kw V,Super - Series 1 500kw H,Super - Series 1 400kw V,Super - Series 1 350kw V,Super - Series 1 100kw H,Super - Series 1 300kw V,Super - Series 1 200kw V,Super - Series 1 450kw V,Super - Series 1 200kw H,Super - Series 1 450kw H",069849,Universal Gasket Set,N,CommercialIndustrial,Ideal spare part,Spares,,,,,,,,,,,,,,,
96,P463220,Ideal eco leads assembly,Ideal,64.37,"This Ideal eco lead assembly is designed for Concord CX and Mexico boilers.  These groups of wires and leads are designed to give the PCB complete control over the boiler's processes and safety protocols.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal eco leads assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/20/463220_wm.jpg,,,,,,N,,n/a,"CX2 205,Supe,CX2 240,Super 2 CF 60,Super 2 CF 40,CX2 340,Super 2 RS 100 P,CX2 140P,CX 275,CX 80,CX2 275P,Super 2 CF 100 P,CX 60,CX 40,CX2 310P,CX 170,Super 2 RS 125,Super 2 RS 100,Super 2 CF 50,CX2 275,CX 340,CX2 240P,CX 90,Super 2 CF 75 P,CX2 170,CX 240",173228,Lead Assembly,N,,,,,,,,,,,"CX 40, CX2 140P, CX2 275, CX2 310P, Super 2 RS 60, Super 2 RS 70, CX 140, CX2 170P, CX2 205P, CX2 340P, Super 2 CF 125, Super 2 CF 125 P, Super 2 RS 40, Super 2 RS 50, CX 205, CX 310, Super 2 CF 140, Super 2 CF 60 P, CX 275, CX 60, CX 80, CX 90, Super 2",Control Panel,Super,,,,,
97,P114988,Ideal Spares plate heat exchanger kit 450kW DN80,Ideal,2531.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares plate heat exchanger kit 450kW DN80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/88/114988_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/89/114982_114989.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114988_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,P461507,Ideal Spares venturi/burner gasket,Ideal,10.54,"An Ideal replacement venturi/burner gasket for use in Super Plus boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares venturi/burner gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/07/NW-461507_wm.jpg,,,,,,N,10.7L X 10.9W X 0.5H,n/a,"Super Plus 300/3,Super Plus 400/4A,Super Plus 500/5,Super Plus 400/4,Super Plus 600/6,Super Plus 200/S,Super Plus 300/3A",013761,Venturi/Burner Gasket,N,CommercialIndustrial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
99,P114989,Ideal Spares plate heat exchanger kit 600kW DN100,Ideal,3195.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares plate heat exchanger kit 600kW DN100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/89/114989_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/89/114982_114989.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114988_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,P462890,Ideal Spares detection electrode,Ideal,13.79,"An Ideal detection electrode suitable for CXS, CXSD, CXC and CXD boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares detection electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/90/NW-462890_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Concord-CXS40-120H_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P463175,Ideal Spares sensing electrode,Ideal,103.24,"This Ideal sensing electrode is suitable for use in Ideal Super Plus 200/S, 300/3, 300/3A, 400/4, 400/4A, 500/5 and 600/6. Flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares sensing electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/75/NW-463175_wm.jpg,,,,,,N,19.9L X 16W X 2H,n/a,"Super Plus 400/4A,Super Plus 300/3,Super Plus 500/5,Super Plus 400/4,Super Plus 200/S,Super Plus 600/6,Super Plus 300/3A",134727,Sensing Electrode,N,CommercialIndustrial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
102,P111359,Ideal EvoMax 2 low loss header insulation kit DN80/100,Ideal,233.0,"An Ideal 80/100mm insulation kit for the Evomax 2 boiler.  Insulation is used inside boilers to prevent the leak of heat to outside the unit and from area-to-area within the boiler itself. Not only does this improve efficiency, it also helps to prevent damage to delicate working parts.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal EvoMax 2 low loss header insulation kit DN80/100,,EVOMAX2 LLH INSULATION KIT - DN80/100,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/57/578057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax_2_Boiler_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Ideal_Evomax_Frame_and_Header_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P114959,Ideal Spares multline starter kit 80/125,Ideal,651.0,"The Ideal Evomax Multiline starter flue kit allows Evomax boilers installed as open flue to be connected via a common flue header. Creating a single point for a flue specialist to work from, this kit ensures efficient, safe boiler installation.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares multline starter kit 80/125,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/59/114959_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/63/114959_114963.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Multiline_Flue-Kit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,P461165,Ideal Spares fan motor assembly],Ideal,633.45,"A genuine Ideal spare, this fan motor assembly is for fitting to the Super Plus range of boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/Commercial and Industrial Boiler Parts/Ideal Commercial Boiler Parts/Ideal Commercial Boiler Parts.csv -> Ideal Spares fan motor assembly],,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/65/NW-461165_wm.jpg,,,,,,N,20.2L X 20.6W X 20.2H,n/a,"Super Plus 400/4A,Super Plus 300/3,Super Plus 500/5,Super Plus 400/4,Super Plus 600/6,Super Plus 200/S,Super Plus 300/3A",004551,Fan / Motor Assembly,N,CommercialIndustrial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",Spares,,,,,,,,,,,,,,,
