,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Size,Pipe Size,Attachment 4,Attachment 5,Attachment 6,Feature 13,Length (M),Material Type,Pack Quantity,Weight,Connection Size,Connection Type,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
442,P187293,Rockwool rock foiled insulation 1mtr x 54mm x 20mm,Rockwool,95.47,"Supplied in 1M lengths, this Rockwool Rock 54 x 20mm rock mineral wool foiled insulation makes installation of reliable frost protection, condensation and acoustic control simple. Pre-slit, these sections are designed with a layer of factory-applied foil facing and a self-adhesive lap. This allows each section to be snapped onto pipework before the tape is used for quick, easy sealing of the joint. Suitable for use on heating, ventilation and air conditioning pipework in temperatures of 0C to 250C, Rock insulation minimises heat loss and helps to conserve energy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Rockwool rock foiled insulation 1mtr x 54mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,20 mm,,N,Rock Mineral Wool,LAGR054020,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,54mm,,,,,,,,,,,,,,,,,,,,,,,
443,P187306,Rockwool rock foiled insulation 1.0m x 108mm x 25mm,Rockwool,186.25,"Suitable for use on 108mm pipes, this Rockwool Rock 108 x 25mm pre-formed foiled rock mineral wool insulation is supplied in a handy 1M length. Easy to snap into place, this pre-slit insulation has factory-applied foil facing and a handy self-adhesive lap to provide a reliably strong sealed joint once in place.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Rockwool rock foiled insulation 1.0m x 108mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,2.5 mm,,N,Rock Mineral Wool,LAGR108025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,108 mm,,,,,,,,,,,,,,,,,,,,,,,
444,P688211,"Armaflex Class 0 sheet insulation 3/4"" Black",Armaflex,25.57,"This Armaflex Class 0 19mm insulation sheet is made of an elastomeric foam based on synthetic rubber and supplied in a 2000 x 500mm length. A flexible, closed-cell nitrile rubber insulation material, Class 0 has high water vapour diffusion resistance and low thermal conductivity, prevents condensation and reduces energy loss while protecting pipes, air ducts, and vessels from frost. ArmaFlex Class 0 is suitable for use on hot and cold water services, chilled water lines, heating systems, air conditioning ductwork, refrigerated pipework, process and industrial pipework and equipment.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Class 0 sheet insulation 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/12/NW-688210_688212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Armacell_Class-O_Armaflex_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Armacell_Class-O_Armaflex_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armacell_ClassO_Armaflex_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Armacell_Application_Installation.pdf,,,,,,,,,,,,,,,,,,,,,
445,P129880,Armacell EVO Armaflex self-seal pipe insulation - 2m lenths - 22mm thickness,Armacell,23.66,"Helping to improve fire-retardancy, the low smoke generating Armaflex Evo 25mm diameter self-seal pipe insulation, supplied in a 2M length, is manufactured in a flexible elastomeric foam and offers suitability for HVAC, refrigeration and process equipment applications. Improving efficiency without risking corrosion, this 22mm thick pipe jacket has a closed-cell structure for excellent insulating properties and is Microban-treated for antimicrobial protection.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armacell EVO Armaflex self-seal pipe insulation - 2m lenths - 22mm thickness",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/80/129880_wm.jpg,,,,Black,,,2.5 mm,,N,Flexible elastomeric foam,IAFEU25022600,Pipe Insulation,N,Flexible elastomeric foam construction,Microban treated for antimicrobial protection,Closed cell structure for reduced risk of under-insulation corrosion,Offers improved system reliability,Low thermal conductivity for energy saving on pipework,"Fire safety BL-s3,d0",,,,,,,,22 mm,,,,,,,,,,,,,,,,,,,,,,,
446,P519385,Hep2O HX85 pipe clip screw 15mm,Hep2O,0.33,"This Hep2O HX85 screw-type pipe clip is designed to secure 15mm Hep2O pipe. It can be used in conjunction with a spacer, creating space between the pipe and the surface it is fixed to.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Hep2O HX85 pipe clip screw 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/86/NW-519385_519386_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Hep2O_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hep2o_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PCA9105,Plasson Pushfit mech pushfit 25mm x 22mm,Plasson,168.7,"Made using toughened material for robustness, this Plasson Mech 25 x 22mm push-fit meter connection point is suitable for use on multiport manifolds. KIWA approved, it incorporates a drain cap and double check valve.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Plasson Pushfit mech pushfit 25mm x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/05/NW-CA9105_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_MCP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PM98970,"M Greenaway And Son MG galvanised single metric ring 2""",M Greenaway And Son,7.44,"Made of blackheart malleable iron, this M Greenaway And Son galvanised 2"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> M Greenaway And Son MG galvanised single metric ring 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/73/NW-M98965_M98973_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1402M_MS1402M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PM12069,S/STEEL 316 LINED CLIP 87-92MM (3IN),DST Group,12.66,"Manufactured in mild steel with a DZR finish, this DST Group Surefix 3"" lined clip can be used to securely fix copper, plastic and stainless steel pipes and tubes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> S/STEEL 316 LINED CLIP 87-92MM (3IN)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/72/NW-M12059_M12072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Pipe_Support_Sept_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Product_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,P637133,Lawton Tube EFSB 1 piece saddle clip 15mm Copper,Lawton Tube,0.68,"Made of copper with a brass finish, this Lawton Tube EFSB 15mm saddle bracket is a seamless, one piece fitting, making it strong and easy to work with. This fitting is compatible with the entire Lawton copper plumbing and heating range.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Lawton Tube EFSB 1 piece saddle clip 15mm Copper",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/35/NW-637133_637135_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,P688212,"Armaflex Class 0 sheet insulation 1"" Black",Armaflex,34.4,"This Armaflex Class 0 25mm insulation sheet is made of an elastomeric foam based on synthetic rubber and supplied in a 2M length. A flexible, closed-cell nitrile rubber insulation material, Class 0 has high water vapour diffusion resistance and low thermal conductivity, prevents condensation and reduces energy loss while protecting pipes, air ducts, and vessels from frost. ArmaFlex Class 0 is suitable for use on hot and cold water services, chilled water lines, heating systems, air conditioning ductwork, refrigerated pipework, process and industrial pipework and equipment.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Class 0 sheet insulation 1"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/12/NW-688210_688212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Armacell_Class-O_Armaflex_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Armacell_Class-O_Armaflex_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armacell_ClassO_Armaflex_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Armacell_Application_Installation.pdf,,,,,,,,,,,,,,,,,,,,,
452,P621399,Armaflex Evo AC coil 1-1/8ODX1/2WT (13028) 20M,Armaflex,51.34,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo 1 1/8"" OD x 1/2"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo AC coil 1-1/8ODX1/2WT (13028) 20M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,,,,Black,28 mm,Evo,28mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU13028299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,,,,,,5 year warranty,,,,,,,,,,,,,,,,,,,
453,P695428,Pump House 7 insulation wall clamp 5/8 inner diameter 3/4,Pump House,7.86,"The Pump House Klo-Shure 7 insulation coupling in 5/8"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Pump House 7 insulation wall clamp 5/8 inner diameter 3/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
454,PM98947,"M Greenaway And Son MS screw on bracket 1"" Black",M Greenaway And Son,3.35,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 1"" screw has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> M Greenaway And Son MS screw on bracket 1"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/50/NW-M98945_M98950_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG0901_MS0901_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PM92013,M Greenaway And Son plain channel nut (m8),M Greenaway And Son,2.2,"Made of mild steel, this M Greenaway And Son SZ0860 M8 x 35mm plain channel nut is pre-drilled with fixing holes allowing for the use of bolts and threaded rod.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> M Greenaway And Son plain channel nut (m8)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/13/NW-M92013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_PlnChnlNut_M8_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,P517463,JG Speedfit pipe clip 22mm White,JG Speedfit,0.29,"Suitable for surface mounting pipework, this JG Speedfit 22mm single pipe screw-in clip incorporates an opening and closing hinge for easy use and re-use. Where required a spacer can be added to the clip, allowing for pipe crossover or to add space for lagging.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> JG Speedfit pipe clip 22mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/63/NW-517462_517463_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JG_Speedfit_Plumbing_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,P129881,Armaflex Evo self seal 25mm thk 28mm od 2m,Armaflex,26.57,"Helping to improve fire-retardancy, the low smoke generating Armaflex Evo 28mm diameter self-seal pipe insulation, supplied in a 2M length, is manufactured in a flexible elastomeric foam and offers suitability for HVAC, refrigeration and process equipment applications. Improving efficiency without risking corrosion, this 25mm thick pipe jacket has a closed-cell structure for excellent insulating properties and is Microban-treated for antimicrobial protection.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo self seal 25mm thk 28mm od 2m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/81/129881_wm.jpg,,,,Black,,Evo,2.5 mm,,N,Flexible elastomeric foam,IAFEU25028600,Pipe Insulation,N,Flexible elastomeric foam construction,Microban treated for antimicrobial protection,Closed cell structure for reduced risk of under-insulation corrosion,Offers improved system reliability,Low thermal conductivity for energy saving on pipework,"Fire safety BL-s3,d0",,,,,,,,28 mm,,,,,,,,,,,,,,,,,,,,,,,
458,P637057,Lawton Tube MUN pressed screw on bracket 22mm Chrome Plated,Lawton Tube,4.29,"Made of brass with a chrome finish, this Lawton Tube MUN 22mm pressed screw-on bracket is a seamless, one piece fitting, making it strong and easy to work with. This fitting is compatible with the entire Lawton copper plumbing and heating range.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Lawton Tube MUN pressed screw on bracket 22mm Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/57/NW-637056_637057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PM10816,PHD M12 Flange Clamps,PHD,7.24,This PHD M12 BZP flange clamp is suitable for use in parallel or tapered flange beams. It can be used alongside threaded rod for fixing pipe works and air ducts fitted with steel girders.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> PHD M12 Flange Clamps",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/16/M10816_wm.jpg,,,,Zinc plated,,,45,,N,Ductile Iron,FC12,Plain Hole,N,Drilled back hole,With hexagon head set screw,With hex nut,Ductile iron construction,,,,,,,,,M12,,,,,,,,,,,,,,,,,,,,,,,,
460,P192828,Armaflex HT high temperature tubing 13mm x 22mm 2mtr,Armaflex,11.04,"Reliable and environmentally-friendly, HT/Armaflex 13mm thick flexible closed cell insulation is suitable for use at higher temperatures and includes built-in anti-corrosion measures. Supplied in 2M lengths, this easy-install, low-maintenance insulation is designed for 22mm pipes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex HT high temperature tubing 13mm x 22mm 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/28/NW-192828_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Armacell_ArmaflexApplication_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/01/Armacell_Armaflex_SDS01.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armacell_HTArmaflex_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
461,P190708,Climaflex Pipe Insulation semi-slit pipe insulation 28 x 13mm 1mtr,Climaflex,3.52,"Suitable for use on 28mm diameter pipes, this Climaflex 13mm thick pipe insulation in black is supplied in handy 1M lengths. Manufactured in a flexible foamed closed cell polyethylene and NMC Nature foam, this professional grade semi-slit insulation contains at least 50% renewable raw material, helping you to create a more eco-friendly installation while also making energy savings of up to 80% and reducing pipe noise at the same time.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Climaflex Pipe Insulation semi-slit pipe insulation 28 x 13mm 1mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/10/NW-190706_190710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Climaflex_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Climaflex_Product_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Climaflex_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Climaflex_nmc_Nature_Foam_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Climaflex_Leaflet_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Climaflex_Decla_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,
462,P173022,Falcon Trunking APAC back plate and pipe clips 2 x 15mm,Falcon Trunking,0.52,"Supplied ready-assembled, these Falcon Trunking APAC1 back plates each feature two 15mm APAC pipe clips (HPC15). Simple and quick to install, the APAC system is suitable for use with copper or plastic pipe and can cover 15mm plastic pipe couplers and elbows.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Falcon Trunking APAC back plate and pipe clips 2 x 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/22/NW-173022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Falcon_Trunking_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Falcon_Trunking_Pipe_Management_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Falcon_Trunking_APAC_System_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,P621361,Armaflex Evo technical insulation 5/8in OD x 1in WT - 2mtr,Armaflex,9.14,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo technical insulation 5/8in OD x 1in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,15 mm,Evo,1.5 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU25015000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
