,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 2,Attachment 3,Range,Boiler Section,Boiler Range,Feature 4,Feature 5,Feature 6,Feature 7,Connection,Thread Standard,Max Set Pressure,Connection Gender,Material,Thread Size,Maximum Operating Temperature,Connection Size,Application,Attachment 4,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 5,Attachment 6,Attachment 7,Pack Quantity
80,P816407,"Flamco MEIBES ME-10240 PM valve 3/4""",Flamco,357.26,"Used to regulate the hot water priority mode in a residential unit, the Flamco Meibes 3/4"" proportional quantity, or PM, valve is for use when tapping hot water. With no need for external energy, this hydraulically operated system opens up the domestic water and in turn allows heating water media to flow through the plate heat exchanger as hot water is drawn off.","Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Flamco MEIBES ME-10240 PM valve 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/07/NW-816407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_PM_Valve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P538038,Altecnic Intaball AI-373RB5 T-handle ball valve 15mm Red,Altecnic,13.0,"Suitable for copper or steel pipe systems, the Altecnic Intaball ball valve with red handle incorporates 15mm compression ends and threaded adapters for compatibility with alternative pipe materials. Able to isolate individual outlets or provide isolation for Y strainers or control valves during maintenance, this valve can also be employed in larger systems for isolation in heating, on the primary side of HWS and cold water services. Offering bi-directional flow and reliable resistance to wear, the Intaball valve is also suitable for industrial air and non-corrosive liquid applications.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic Intaball AI-373RB5 T-handle ball valve 15mm Red,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/60/NW-538038_538060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P538061,Altecnic Intaball AI-373222 T-handle ball valve 22mm Blue,Altecnic,20.18,"Suitable for copper or steel pipe systems, the Altecnic Intaball ball valve with blue handle incorporates 22mm compression ends and threaded adapters for compatibility with alternative pipe materials. Able to isolate individual outlets or provide isolation for Y strainers or control valves during maintenance, this valve can also be employed in larger systems for isolation in heating, on the primary side of HWS and cold water services. Offering bi-directional flow and reliable resistance to wear, the Intaball valve is also suitable for industrial air and non-corrosive liquid applications.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic Intaball AI-373222 T-handle ball valve 22mm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/61/NW-538061_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P421523,"Cavsa Air vent 118-2003 air vent 1"" valves",Cavsa,271.26,"Designed with a float mechanism, the Altecnic Cavsa air vent valve hydraulically isolates the full riser from the atmosphere. Made of glass-reinforced nylon, this valve is fitted with an adapted non-return valve and has a 1"" male BSP connection.","Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Cavsa Air vent 118-2003 air vent 1"" valves",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/23/NW-421523_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_Cavsa_118_Tech.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/id/e_/Altecnic_Domestic_Product_Guide_.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P538039,Altecnic Intaball AI-373RB2 T-handle ball valve 22mm Red,Altecnic,20.11,"Suitable for copper or steel pipe systems, the Altecnic Intaball ball valve with red handle incorporates 22mm compression ends and threaded adapters for compatibility with alternative pipe materials. Able to isolate individual outlets or provide isolation for Y strainers or control valves during maintenance, this valve can also be employed in larger systems for isolation in heating, on the primary side of HWS and cold water services. Offering bi-directional flow and reliable resistance to wear, the Intaball valve is also suitable for industrial air and non-corrosive liquid applications.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic Intaball AI-373RB2 T-handle ball valve 22mm Red,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/60/NW-538038_538060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,P493561,Advanced Water ZRC214004 rubber seat pressure relief expansion cartridge 6bar Blue,Advanced Water,33.34,This RWC 6 bar pressure relief expansion cartridge has a blue plastic twist cap and rubber seat.,Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water ZRC214004 rubber seat pressure relief expansion cartridge 6bar Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/61/493561_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_102_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P468873,Advanced Water 102 Series PREL102027 pressure relief valve,Advanced Water,121.78,"Designed with a high grade fibreglass reinforced plastic cap, the RWC 102 series 6 bar potable water pressure relief expansion valve helps to maintain safe pressure levels in a closed circuit water heating system. This valve is supplied with 3/4"" MBSP x 22mm connections.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water 102 Series PREL102027 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/73/468873_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_102_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P339363,Danfoss H 3-port valve body 22mm,Danfoss,45.41,"This Danfoss HSV3 valve body with 22mm external compression connection has a high capacity body incorporating two self-cleaning positive shut-off shoes. Suitable for use in central heating and hot water circulation in wet domestic central heating systems, the three port valves allow for flow in either direction.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Danfoss H 3-port valve body 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/63/NW-339363_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P222418,Honeywell Home V4073A 1039 @ h/w v4073a 1039 22mm mid posn vlv pk,Honeywell Home,106.64,"This V4073A motorised diverter valve with 22mm compression connections controls the flow of water in domestic central heating systems, where both radiator and hot water cylinder circuits are pumped. Suitable for small-to-medium sized installations, this mid-position diverter valve should be used in conjunction with a room thermostat and cylinder thermostat for full temperature control of a conventional, fully pumped central heating installation. This type of control system is known as Sundial Y Plan and components can be connected using the Sundial Plan Wiring Centre, including dedicated terminations with no need for a wiring diagram.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Honeywell Home V4073A 1039 @ h/w v4073a 1039 22mm mid posn vlv pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/18/222418_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P222417,Honeywell Home V4043H 1056 @ h/w v4043h 1056 22mm zone vlv 240v pk,Honeywell Home,74.99,"This V4043H motorised two port zone valve with 22mm compression connections is suitable for a variety of flow control applications in domestic and light commercial central heating systems. Positioned where it cannot block any vent or cold feed when closed, this valve can be plumbed at any angle but the powerhead should not be below the horizontal level of the pipework. If fitted in a confined space, ventilation must be available to keep the valve within its ambient temperature range and access should be available for removing the powerhead if required",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Honeywell Home V4043H 1056 @ h/w v4043h 1056 22mm zone vlv 240v pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/17/222417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P222419,Honeywell Home V4043H 1106 @ h/w v4043h 1106 28mm zone vlv 240v pk,Honeywell Home,101.25,"This V4043H motorised two port zone valve with 28mm compression connections is suitable for a variety of flow control applications in domestic and light commercial central heating systems. Positioned where it cannot block any vent or cold feed when closed, this valve can be plumbed at any angle but the powerhead should not be below the horizontal level of the pipework. If fitted in a confined space, ventilation must be available to keep the valve within its ambient temperature range and access should be available for removing the powerhead if required",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Honeywell Home V4043H 1106 @ h/w v4043h 1106 28mm zone vlv 240v pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/19/222419_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P222445,Honeywell Home V4073A 1088 @ h/w v4073a 1088 28mm mid posn vlv pk,Honeywell Home,114.45,"This V4073A motorised diverter valve has 28mm compression connections. Suitable for use in central heating systems, it has a 0.55 bar maximum set pressure and maximum temperature tolerance of 50°C.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Honeywell Home V4073A 1088 @ h/w v4073a 1088 28mm mid posn vlv pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/45/222445_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
