,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Quantity,Range,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 4,Model For Use With,Attachment 5,Warranty,Weight,For Use With
81,P684920,Daikin BYCQ140D Round Flow Cassette Decorative Panel,Daikin,195.3,"A Daikin white round flow decoration panel for FCQG35F, FCQG50F, FCQG60F, FCQG71F, FCQG100F, FCQG125F and FCQG140F units.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin BYCQ140D Round Flow Cassette Decorative Panel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/20/NW-684920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Daikin_VRV_Catalogue_2014.pdf,,,,,,,,,,,,,,,,,,,,,
82,P700008,Fujitsu UTYTFSXJ3 Wireless Lan Interface Utytfsxj3,Fujitsu,54.74,Control your indoor climate from anywhere thanks to this Fujitsu WLAN adapter. This wireless LAN adapter allows for the connection of your air con unit to the AIRSTAGE mobile app for complete on-the-go operation via smartphone.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu UTYTFSXJ3 Wireless Lan Interface Utytfsxj3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/08/700008_wm.jpg,,,,N,UTYTFSXJ3,Wireless Lan Interface,N,Suitable for split and VRF units,Check compatibility prior to order,,,Links to the AIRSTAGE mobile app,,,,,,,,,,
83,P604667,Daikin 300814P Inverter Compressor 300814P,Daikin,2783.9,"A Daikin 415V, 50Hz compressor for R410A refrigerant.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 300814P Inverter Compressor 300814P,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/67/NW-604667_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
84,P664579,Daikin BRC1D52 7 Day Wired Controller,Daikin,68.4,"This Daikin BRC1D52 7-day wired control uses a timer to schedule heating and cooling setpoints over the course of a day, helping to maintain a constant comfortable temperature. Working alongside HRV units, the control offers programming of up to five setpoints with each setpoint automatically activated.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin BRC1D52 7 Day Wired Controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/79/664579_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
85,P605936,Daikin BRP069B45 Wi-Fi Adaptor For Ftk-K Series,Daikin,65.7,This Daikin Wi-Fi adapter allows for app control of the FTK-K.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin BRP069B45 Wi-Fi Adaptor For Ftk-K Series,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/37/NW-605936_605937_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BRP069B45_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BRP069B45_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Daikin_BRP069B45_Datasheet.pdf,,,,,,,,,,,,,,,,,,,
86,P695428,Pump House 7 insulation wall clamp 5/8 inner diameter 3/4,Pump House,7.86,"The Pump House Klo-Shure 7 insulation coupling in 5/8"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House 7 insulation wall clamp 5/8 inner diameter 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,
87,P664584,Daikin KHRQ22M20T Twin Refnet Joint,Daikin,35.1,This Daikin two pipe copper twin refnet joint for VRV IV Q+ has been specially designed to optimise refrigerant flow.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin KHRQ22M20T Twin Refnet Joint,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/84/NW-664584_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_VRV-IV-Q_Reference_Guide.pdf,,,,,,,,,,,,,,,,,,,,,
88,P688740,"Pump House DLT DLT-4G line tap valve 1/4""",Pump House,5.29,"Making charging, discharging and testing a line easy, quick and safe, the Pump Hose DLT 1/4"" line tap valve is suitable for use with existing A-1 component CV-1G valves. Simply clamped onto a DLT valve with the DCV-1G control valve attached and the line pierced, this removable and reusable valve will swivel to any position for flexible installation. Tamperproof, the DLT line tap valve can be accessed only by using the DCV-1G valve.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House DLT DLT-4G line tap valve 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/40/NW-688740_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,
89,P604677,Daikin 300305P Printed Circuit Boardrzq100,Daikin,1246.41,The Daikin PC0419-1 PCB is a suitable inverter board for the RZQ100-140BW1.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 300305P Printed Circuit Boardrzq100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/77/NW-604677_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
90,P688398,Daikin DCM601A51 Intelligent Touch Manager,Daikin,2891.7,"This Daikin touch screen controller incorporates a number of smart energy management tools for FXCQ 20 to 40A, FXCQ 50 to 63A, FXCQ 80 to 125A, FXFA-A/FXFQ-B, FXHQ 32A/63A, FXHQ 71 to 100A, FXMQ 50 to 80, FXMQ 100 to 125, FXMQ 200 to 250 and FXZA-A/FXZQ-A units.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin DCM601A51 Intelligent Touch Manager,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/98/NW-688398_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_DCM601A51_Operation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Daikin_DCM601A51_Databook.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Daikin_VRV_Catalogue_2021.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_DCM601A51_Installation.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/77/86/87786.pdf,,,
91,P609903,Daikin 300813P Compressor Jt170G-Kye T 4.5KW,Daikin,3453.52,A Daikin JT170G-KYE 4.5kW compressor for use in air conditioning systems.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 300813P Compressor Jt170G-Kye T 4.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/03/NW-609903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
92,P604931,Daikin 5014866 Wire Harness Compressor,Daikin,130.14,"This Daikin wire harness compressor is compatible with EWAQ016CAW, EWAQ021CAW, EWAQ025CAW, EWAQ032CAW, EWAQ040CAW, EWAQ050CAW, EWAQ064CAW, EWYQ016CAW, EWYQ021CAW, EWYQ025CAW, EWYQ032CAW and EWYQ040CAW.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 5014866 Wire Harness Compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/31/NW-604931_wm.jpg,,,,N,5014866,Wire harness,N,Replacement wire harness compressor,Suitable for EWAQ units,,,,,,,,,EWAQ016CAWEWAQ021CAWEWAQ025CAWEWAQ032CAWEWAQ040CAWEWAQ050CAWEWAQ064CAWEWYQ016CAWEWYQ021CAWEWYQ025CAWEWYQ032CAWEWYQ040CAW,,,,EWAQ016CAWEWAQ021CAWEWAQ025CAWEWAQ032CAWEWAQ040CAWEWAQ050CAWEWAQ064CAWEWYQ016CAWEWYQ021CAWEWYQ025CAWEWYQ032CAWEWYQ040CAW
93,P634262,Daikin BRC4C65 Wireless Remote Controller,Daikin,210.6,"Offering complete control over your comfort, the Daikin wireless remote control incorporates a variety of security levels, giving owners/facility managers improved flexibility. This features helps to combat misuse of AC units and ensures reliable energy efficiency.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin BRC4C65 Wireless Remote Controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/62/NW-634262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_Control_Systems_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_BRC4C65_Operation_Manual.pdf,,,,,,,,,,,,,,,,,,,,
94,P618250,Fujitsu VRF UTPAX054A Sep Tube,Fujitsu,47.82,A Fujitsu VRF UTPAX054A seperation tube for a total maximum cooling capacity of 16.9kW.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu VRF UTPAX054A Sep Tube,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/50/NW-618250_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Fujitsu_UTPAX054A_Installation.pdf,,,,,,,,,,,,,,,,,,,,,
95,P634174,Daikin KHRQ22M29T9 2 Pipe Refnet Joint,Daikin,45.9,This Daikin two pipe copper twin refnet joint for VRV IV Q+ has been specially designed to optimise refrigerant flow.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin KHRQ22M29T9 2 Pipe Refnet Joint,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/74/NW-634174_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_VRV-IV-Q_Reference_Guide.pdf,,,,,,,,,,,,,,,,,,,,,
96,P660593,Daikin BRCW901A08 Connection Cable 8Mtr,Daikin,27.0,This Daikin 4-wire sheathed vinyl connection cable is suitable for use with a variety of AC units.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin BRCW901A08 Connection Cable 8Mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/93/NW-660593_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Daikin_BRC073_Installation_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,
97,P696486,Pump House Leak Seek AER-B-500 leak seek aerosol 500ml,Pump House,16.89,"Suitable for locating high and low pressure leaks, Pump House Leak Seek bubble-up leak detector spray is alcohol and solvent-free and offers long lasting bubbles, making leaks easier to find.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House Leak Seek AER-B-500 leak seek aerosol 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/86/NW-696486_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_Leak_Detector_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_696486_Technical.pdf,,,,,,,,,,,,,,,,,,,,
98,P604908,Daikin 5014675 Pcb Inverter Assembly,Daikin,910.45,"This Daikin PC1135-1(B) PCB is a suitable inverter board for a wide range of Daikin units, including RXHQ and RXYQ models.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 5014675 Pcb Inverter Assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/08/NW-604908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
99,P612699,Daikin Premium BRC1E53A Hard-Wired Remote Control (For Sky/Vrv),Daikin,122.4,"The user-friendly Daikin Premium wired remote control has a smart, modern design. Helping to maximise the efficiency of your air conditioning system, this remote puts the user in control of their comfort.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin Premium BRC1E53A Hard-Wired Remote Control (For Sky/Vrv),,Remote control;2x Wood screws + wall plugs;2x Small screws;Clamp;7x Installation ;operation manual;Wiring retainer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/99/NW-612699_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Daikin_BRC1E53_Installation_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_BRC1E53_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_2/Daikin_BRC1E53_Installation_2.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_BRC1E53_Brochure.pdf,,,,,
100,P604788,Daikin 2116677 Coil Motorised Valve Assembly,Daikin,247.02,The Daikin EBM0MD12DM-17R/-20R is a spare part for use in a motorised valve.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 2116677 Coil Motorised Valve Assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/88/604788_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
101,P688744,Pump House Line tap DCV-1G line tap valve and gauge port,Pump House,15.81,"A fast, easy and safe solution, this Pump House DCV-1G line tap valve and gauge port is suitable for DLT line taps. Swivelling to any position, this flexible and simple valve is fully removable and reusable.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House Line tap DCV-1G line tap valve and gauge port,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/44/NW-688744_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,
102,P604628,Daikin 110644J Air Filter 1016 X 202,Daikin,94.05,A Daikin 1016 x 202mm air filter for VAM1000FJ.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 110644J Air Filter 1016 X 202,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/28/604628_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
103,P664587,Daikin KRP4A53 Adaptor Pcb,Daikin,87.3,A Daikin PCB adapter for air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin KRP4A53 Adaptor Pcb,,Adapter PCB;Relay harness;4x PCB support;3x clamps;8x installation manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/87/NW-664587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_Adapter_PCB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_Control_Systems_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,
104,P688208,Daikin BYFQ60CW Vrv Fully Flat Decoration Panel White,Daikin,273.6,A Daikin white fully flat decoration panel for FXZA-A and FXZQ-A.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin BYFQ60CW Vrv Fully Flat Decoration Panel White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/08/NW-688208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_Decoration_Panel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_VRV_Interactive_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,
105,P607279,Daikin BRYMA65 Co2 Sensor (For Vam 350/500/650),Daikin,519.3,"Suitable for use with the VAM 350, 500 and 650 and the modular L Smart, this Daikin CO2 sensor helps to maintain safe CO2 levels while preventing energy loss through over-ventilation.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin BRYMA65 Co2 Sensor (For Vam 350/500/650),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/79/607279_wm.jpg,,,,N,BRYMA65,CO2 sensor,N,,,,,,,,,,,,,,,
106,P634327,Daikin DMS502A51 Bacnet Gateway Interface,Daikin,5164.2,"Designed to control and monitor up to 64 indoor units or groups, this Bacnet gateway interface for BMS systems is compatible with FXFA-A, FXFQ-B, FXZA-A, FXZQ-A, FXCQ 20 to 40A, FXCQ 50 to 63A, FXMQ 50 to 80, FXMQ 100 to 125, FXMQ 200 to 250, FXHQ 32A, FXHQ 63A and FXHQ 71 to 100A.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin DMS502A51 Bacnet Gateway Interface,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/27/NW-634327_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Daikin_VRV_Catalogue_2021.pdf,,,,,,,,,,,,,,,,,,,,,
107,P604619,Daikin 110643J Air Filter 757 X 202Mm,Daikin,79.01,A Daikin 757 x 202mm air filter for VAM650/800FJ.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 110643J Air Filter 757 X 202Mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/19/604619_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
108,P695432,Pump House 7 insulation wall clamp 1-3/8 inner diameter 3/4,Pump House,12.51,"The Pump House Klo-Shure 7 insulation coupling in 1 3/8"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House 7 insulation wall clamp 1-3/8 inner diameter 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,
109,P600965,Fujitsu Spare Parts 9602716005 Fan Motor,Fujitsu,271.47,Fujitsu fan motor AUYA36LBLU for air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu Spare Parts 9602716005 Fan Motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/65/600965_wm.jpg,,,,N,9602716005,fan motor,N,380VDC voltage rating,80W power rating,,Spare Parts,,,,,,,Fujitsu AUYA36LBLUFujitsu AUYG30LRLEFujitsu AUYG36LRLAFujitsu AUYG45LRLAFujitsu AUYG54LRLAFujitsu AUHG30LRLEFujitsu AUHG36LRLAFujitsu AUHG45LRLAFujitsu AUHG54LRLAFujitsu RCG30LRLEFujitsu RCG36LRLAFujitsu RCG45LRLAFujitsu RCG54LRLA,,,,
